iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,150.11455992560036,476.65656116349055,330.8228282942322,-329.7513720112898,-239.8004581065295,448.2641344755143,-0.023973538340225708,-6.370136735545987,True,-6.346163197205762,qnei,0.0,False,1.6667,7,18e5e487-2e23-4986-96e6-b348d4bf1d06,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,-0.023973538340225708,2.7778293539991963,2.7778293539991963,2.7778293539991963,2.7778293539991963,-0.023973538340225708,2.7778293539991963,griewank
2,-593.6816345213103,385.47410205931953,356.4833145024555,-38.47805658753509,-236.36108781682378,-265.88926547907204,-0.13761977935323588,1.2782062352862056,True,1.4158260146394415,qnei,0.0,False,1.6667,7,18e5e487-2e23-4986-96e6-b348d4bf1d06,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,-0.023973538340225708,2.8914755950122064,5.669304949011403,2.7778293539991963,2.8346524745057016,-0.13761977935323588,2.8914755950122064,griewank
3,-294.1564948150505,-65.90843294082413,5.4579107495439985,64.19682248939091,594.6003401212713,351.1943030565037,0.562530482181455,-4.183935468209961,True,-4.746465950391416,qnei,0.0,False,1.6667,7,18e5e487-2e23-4986-96e6-b348d4bf1d06,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.562530482181455,2.191325333477516,7.860630282488919,2.191325333477516,2.620210094162973,-0.13761977935323588,2.8914755950122064,griewank
4,146.61507532939515,586.752177218262,-341.62956211728124,-407.74555937058653,135.04752512763696,-547.26959044634,-0.9414791274515234,2.21156152769224,True,3.153040655143763,qnei,0.0,False,1.6667,7,18e5e487-2e23-4986-96e6-b348d4bf1d06,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.562530482181455,3.695334943110494,11.555965225599413,2.191325333477516,2.8889913063998534,-0.9414791274515234,3.695334943110494,griewank
5,-557.1836654716847,17.86658432564434,-40.55276960965307,500.6013278314226,155.07150538921258,16.94117591941665,0.5049409082286777,4.471811117826407,True,3.9668702095977295,qnei,0.0,False,1.6667,7,18e5e487-2e23-4986-96e6-b348d4bf1d06,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.562530482181455,2.248914907430293,13.804880133029707,2.191325333477516,2.7609760266059413,0.5049409082286777,2.248914907430293,griewank
6,-554.2876235413645,-100.33721271231903,-438.85790288112656,600.0,251.2789994510508,-119.83406051059052,-0.8649549225900689,5.046074185377566,True,5.911029107967635,qnei,0.39063889998942614,False,1.6667,7,18e5e487-2e23-4986-96e6-b348d4bf1d06,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.562530482181455,3.6188107382490395,17.423690871278747,2.191325333477516,2.9039484785464578,-0.8649549225900689,3.6188107382490395,griewank
7,-600.0,-228.3042339301546,600.0,600.0,-508.04873207033313,-209.3182101290784,-2.7159768452483597,-4.507788097089684,True,-1.7918112518413247,qnei,0.5321860000258312,False,1.6667,7,18e5e487-2e23-4986-96e6-b348d4bf1d06,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.562530482181455,5.469832660907331,22.89352353218608,2.191325333477516,3.2705033617408685,-0.8649549225900689,3.6188107382490395,griewank
8,-600.0,307.44714964189666,-165.777025032072,372.71193444812644,144.38987216049225,-293.4729815007489,-0.029919604171794345,-3.1875056675726725,True,-3.157586063400878,qnei,0.4228218999924138,False,1.6667,7,18e5e487-2e23-4986-96e6-b348d4bf1d06,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.562530482181455,2.783775419830765,25.677298952016844,2.191325333477516,3.2096623690021056,-0.8649549225900689,3.6188107382490395,griewank
9,-600.0,-119.14655131304136,-225.4064409817219,600.0,186.66677106174762,104.44597724834085,-0.4212875614449425,0.4826862923032845,True,0.903973853748227,qnei,0.4893910000100732,False,1.6667,7,18e5e487-2e23-4986-96e6-b348d4bf1d06,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.562530482181455,3.1751433771039133,28.85244232912076,2.191325333477516,3.205826925457862,-0.8649549225900689,3.6188107382490395,griewank
10,-429.33930839992416,-50.736088112849814,-102.63377522900585,473.2677344723556,251.005806767146,-65.98015545646727,0.8793487044432639,-3.4305862542797216,True,-4.309934958722986,qnei,0.5321076000109315,False,1.6667,7,18e5e487-2e23-4986-96e6-b348d4bf1d06,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.8793487044432639,1.8745071112157068,30.726949440336465,1.8745071112157068,3.0726949440336466,-0.8649549225900689,3.6188107382490395,griewank
