User_ID;Run;Phase;value;x0;x1
4;1;sampling;-1.3667828227117;338.9269185424501;-142.39061316172126
4;2;sampling;-0.9552465430664071;207.6050489160242;368.7616375322567
4;3;sampling;-0.5260578214557816;144.7091003270806;49.52392582483344
4;4;sampling;1.6330165966042354;268.6089446719419;221.5059278234014
4;5;sampling;1.7657289549092667;-33.619195995287555;74.19795269903057
4;6;optimization;0.7288613381843168;304.6757537337096;170.88789461435948
4;7;optimization;-0.07646507425099447;207.32714449523144;242.95447137650356
4;8;optimization;0.4382629941636213;368.4620266249524;242.8352029463168
4;9;optimization;-2.9287995303874075;112.32951825025414;216.34214768771147
4;10;optimization;0.501576441351916;253.8945870727229;254.76089993165544
4;11;optimization;1.3428861910835896;269.72711438790526;265.29873774456433
4;12;optimization;-0.002347049181471328;238.85820640509343;230.1215514956027
4;13;optimization;0.7467242719429745;226.26928867641212;263.548531578114
4;14;optimization;-1.0618842256062553;341.8647756206606;213.1045695233972
4;15;optimization;0.28028254976671285;279.4970828832506;244.6775143835121
4;16;optimization;1.5366278227300507;208.82983986427809;262.84416684873713
4;17;optimization;1.4645497563889982;246.53093841313404;265.64221227239614
4;18;optimization;0.03393475953605596;247.03368941755247;277.44857523475287
4;19;optimization;0.806251610041195;293.9724566055917;207.67076073074213
4;20;optimization;-0.029956924065933144;366.5914014829715;204.79985889802865
