iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.9560017096289753,0.20768181007914688,0.8284448852745308,0.3071663307112894,0.07249715885522437,True,-0.23466917185606503,qnei,0.0,False,2.0,10,b98b9f74-e077-4c4f-a18a-b7ad6b572d96,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2",3.0549009421557276,0.3071663307112894,2.747734611444438,2.747734611444438,2.747734611444438,2.747734611444438,0.3071663307112894,2.747734611444438,hartmann_3
2,0.14928212308202027,0.5128046164365648,0.13591960402050662,-0.8703311095386822,-1.8927103871214515,True,-1.0223792775827691,qnei,0.0,False,2.0,10,b98b9f74-e077-4c4f-a18a-b7ad6b572d96,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.92523205169441,6.672966663138848,2.747734611444438,3.336483331569424,0.3071663307112894,2.747734611444438,hartmann_3
3,0.6890364797811311,0.841747724312279,0.4255089974049766,-0.2909134329371896,0.05820647533422335,True,0.3491199082714129,qnei,0.0,False,2.0,10,b98b9f74-e077-4c4f-a18a-b7ad6b572d96,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.345814375092917,10.018781038231765,2.747734611444438,3.3395936794105885,0.3071663307112894,2.747734611444438,hartmann_3
4,0.9569260034533662,0.8253329063847983,0.338215312471576,-0.8973733195280779,-1.3671784092778432,True,-0.4698050897497653,qnei,0.0,False,2.0,10,b98b9f74-e077-4c4f-a18a-b7ad6b572d96,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.9522742616838054,13.97105529991557,2.747734611444438,3.4927638249788924,0.3071663307112894,2.747734611444438,hartmann_3
5,0.5757605479445136,0.7533018647084769,0.8271039370247955,1.6562044985234257,0.9562369600059912,True,-0.6999675385174344,qnei,0.0,False,2.0,10,b98b9f74-e077-4c4f-a18a-b7ad6b572d96,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2",3.0549009421557276,1.6562044985234257,1.398696443632302,15.369751743547871,1.398696443632302,3.073950348709574,1.6562044985234257,1.398696443632302,hartmann_3
6,0.6432430139432499,0.5219071837534504,0.9644906260714724,1.724901124673458,1.5997945732269798,True,-0.1251065514464782,qnei,0.319764900021255,False,2.0,10,b98b9f74-e077-4c4f-a18a-b7ad6b572d96,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2",3.0549009421557276,1.724901124673458,1.3299998174822696,16.69975156103014,1.3299998174822696,2.783291926838357,1.724901124673458,1.3299998174822696,hartmann_3
7,0.6361155643768134,0.06435988155005108,1.0,-0.8062240651236293,-1.0883136796541049,True,-0.28208961453047554,qnei,0.31861010001739487,False,2.0,10,b98b9f74-e077-4c4f-a18a-b7ad6b572d96,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2",3.0549009421557276,1.724901124673458,3.861125007279357,20.560876568309496,1.3299998174822696,2.937268081187071,1.724901124673458,1.3299998174822696,hartmann_3
8,0.7250195984604458,0.5797685244629995,1.0,1.0970835185238408,0.28898412971085186,True,-0.8080993888129889,qnei,0.2958292000112124,False,2.0,10,b98b9f74-e077-4c4f-a18a-b7ad6b572d96,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2",3.0549009421557276,1.724901124673458,1.9578174236318868,22.518693991941383,1.3299998174822696,2.814836748992673,1.724901124673458,1.3299998174822696,hartmann_3
9,0.595242293857851,0.5370945071265159,0.8136493034321663,2.7619588398719093,3.8577257224535257,True,1.0957668825816165,qnei,0.34628019999945536,False,2.0,10,b98b9f74-e077-4c4f-a18a-b7ad6b572d96,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2",3.0549009421557276,2.7619588398719093,0.29294210228381834,22.8116360942252,0.29294210228381834,2.534626232691689,2.7619588398719093,0.29294210228381834,hartmann_3
10,0.49309629025146196,0.47900830320849186,0.790220306299213,2.4697739093974334,3.009014493636558,True,0.5392405842391246,qnei,0.36460619996069,False,2.0,10,b98b9f74-e077-4c4f-a18a-b7ad6b572d96,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2",3.0549009421557276,2.7619588398719093,0.5851270327582943,23.396763126983494,0.29294210228381834,2.3396763126983493,2.7619588398719093,0.29294210228381834,hartmann_3
