iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.9560017096289753,0.20768181007914688,0.8284448852745308,0.3071663307112894,6.646147001887316,True,6.338980671176027,logei,0.0,False,1.6667,10,9ff91d44-cf8a-44e3-8e3c-cd9631b70f8b,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,0.3071663307112894,2.747734611444438,2.747734611444438,2.747734611444438,2.747734611444438,0.3071663307112894,2.747734611444438,hartmann_3
2,0.14928212308202027,0.5128046164365648,0.13591960402050662,-0.8703311095386822,1.4556903829624468,True,2.326021492501129,logei,0.0,False,1.6667,10,9ff91d44-cf8a-44e3-8e3c-cd9631b70f8b,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.92523205169441,6.672966663138848,2.747734611444438,3.336483331569424,0.3071663307112894,2.747734611444438,hartmann_3
3,0.6890364797811311,0.841747724312279,0.4255089974049766,-0.2909134329371896,1.8609008950006818,True,2.1518143279378714,logei,0.0,False,1.6667,10,9ff91d44-cf8a-44e3-8e3c-cd9631b70f8b,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.345814375092917,10.018781038231765,2.747734611444438,3.3395936794105885,0.3071663307112894,2.747734611444438,hartmann_3
4,0.9569260034533662,0.8253329063847983,0.338215312471576,-0.8973733195280779,-2.604320512993058,True,-1.70694719346498,logei,0.0,False,1.6667,10,9ff91d44-cf8a-44e3-8e3c-cd9631b70f8b,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.9522742616838054,13.97105529991557,2.747734611444438,3.4927638249788924,0.3071663307112894,2.747734611444438,hartmann_3
5,0.5757605479445136,0.7533018647084769,0.8271039370247955,1.6562044985234257,-1.4978409080802464,True,-3.154045406603672,logei,0.0,False,1.6667,10,9ff91d44-cf8a-44e3-8e3c-cd9631b70f8b,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,1.6562044985234257,1.398696443632302,15.369751743547871,1.398696443632302,3.073950348709574,0.3071663307112894,2.747734611444438,hartmann_3
6,1.0,0.058419238721360234,0.8905232306576581,-0.6347443413271417,-3.7263193161366845,True,-3.091574974809543,logei,0.32847659999970347,False,1.6667,10,9ff91d44-cf8a-44e3-8e3c-cd9631b70f8b,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,1.6562044985234257,3.6896452834828692,19.05939702703074,1.398696443632302,3.1765661711717903,0.3071663307112894,2.747734611444438,hartmann_3
7,0.9453597195483219,0.24378484325137423,0.8134298449186439,0.6072138781290176,5.743917619207967,True,5.13670374107895,logei,0.32200290000764653,False,1.6667,10,9ff91d44-cf8a-44e3-8e3c-cd9631b70f8b,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,1.6562044985234257,2.44768706402671,21.50708409105745,1.398696443632302,3.072440584436779,0.3071663307112894,2.747734611444438,hartmann_3
8,0.8600456558090227,0.2025036859858542,0.729814157216125,0.06292771742532867,0.6954547877413108,True,0.6325270703159821,logei,0.26087009999901056,False,1.6667,10,9ff91d44-cf8a-44e3-8e3c-cd9631b70f8b,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,1.6562044985234257,2.991973224730399,24.499057315787848,1.398696443632302,3.062382164473481,0.3071663307112894,2.747734611444438,hartmann_3
9,0.9892765873087882,0.2343133527557288,0.8598826017643375,0.47362762281105547,6.454275600666063,True,5.980647977855007,logei,0.37331699999049306,False,1.6667,10,9ff91d44-cf8a-44e3-8e3c-cd9631b70f8b,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,1.6562044985234257,2.581273319344672,27.08033063513252,1.398696443632302,3.0089256261258353,0.3071663307112894,2.747734611444438,hartmann_3
10,0.9594480533333216,0.21530951433787113,0.9855887435275869,-0.30009623201076324,-3.8399796332757083,True,-3.539883401264945,logei,0.31528849998721853,False,1.6667,10,9ff91d44-cf8a-44e3-8e3c-cd9631b70f8b,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,1.6562044985234257,3.354997174166491,30.43532780929901,1.398696443632302,3.043532780929901,0.3071663307112894,2.747734611444438,hartmann_3
