iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.625095466604667,0.8972138009695755,0.7756856902451935,0.24904007775011222,-6.09712311945565,True,-6.346163197205762,qnei,0.0,False,1.6667,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,0.24904007775011222,2.8058608644056156,2.8058608644056156,2.8058608644056156,2.8058608644056156,0.24904007775011222,2.8058608644056156,hartmann_3
2,0.22520718999059186,0.30016628491122543,0.8735534453962619,1.1754030797677335,2.5912290944071747,True,1.4158260146394412,qnei,0.0,False,1.6667,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,1.1754030797677335,1.879497862387994,4.685358726793609,1.879497862387994,2.3426793633968046,1.1754030797677335,1.879497862387994,hartmann_3
3,0.005265304565574724,0.8212284183827663,0.7970694287520462,1.1880648068824795,-3.558401143508936,True,-4.746465950391416,qnei,0.0,False,1.6667,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,1.1880648068824795,1.866836135273248,6.552194862066857,1.866836135273248,2.184064954022286,1.1754030797677335,1.879497862387994,hartmann_3
4,0.4679349528437208,0.3030324268193135,0.2784256121007733,-0.26232363504763334,2.8907170200961296,True,3.153040655143763,qnei,0.0,False,1.6667,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.317224577203361,9.869419439270217,1.866836135273248,2.4673548598175543,-0.26232363504763334,3.317224577203361,hartmann_3
5,0.2548695876541246,0.4450763058826466,0.5045482589579533,-0.3085779726034354,3.658292236994294,True,3.966870209597729,qnei,0.0,False,1.6667,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.363478914759163,13.23289835402938,1.866836135273248,2.646579670805876,-0.3085779726034354,3.363478914759163,hartmann_3
6,0.0,0.4184219897177676,0.0,-0.9544610418374269,4.956568066130208,True,5.911029107967635,qnei,0.2592939999885857,False,1.6667,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,1.1880648068824795,4.009361983993155,17.242260338022536,1.866836135273248,2.873710056337089,-0.9544610418374269,4.009361983993155,hartmann_3
7,0.0,0.0,0.0,-0.916246405827454,-2.708057657668779,True,-1.7918112518413252,qnei,0.18148490000749007,False,1.6667,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.9711473479831816,21.213407686005716,1.866836135273248,3.0304868122865307,-0.9544610418374269,4.009361983993155,hartmann_3
8,0.0,0.4661154496620575,0.0,-0.9632127679904394,-4.120798831391317,True,-3.1575860634008777,qnei,0.37657710001803935,False,1.6667,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,1.1880648068824795,4.018113710146167,25.231521396151884,1.866836135273248,3.1539401745189855,-0.9544610418374269,4.009361983993155,hartmann_3
9,0.342291047356561,0.42647017874202425,0.6776075350749855,0.9141474873569877,1.8181213411052148,True,0.9039738537482271,qnei,0.4828609999967739,False,1.6667,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,1.1880648068824795,2.14075345479874,27.372274850950625,1.866836135273248,3.0413638723278473,-0.9544610418374269,4.009361983993155,hartmann_3
10,0.20989312786146808,0.42461759084055783,0.08955321690406182,-0.8408170469938014,-5.150752005716787,True,-4.309934958722986,qnei,0.5171308999997564,False,1.6667,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.895717989149529,31.267992840100153,1.866836135273248,3.126799284010015,-0.9544610418374269,4.009361983993155,hartmann_3
11,0.0,0.40152686258507214,0.0,-0.9510448255908398,3.38824774737604,True,4.33929257296688,qnei,0.47145090001868084,False,1.6667,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,1.1880648068824795,4.005945767746567,35.273938607846716,1.866836135273248,3.2067216916224286,-0.9544610418374269,4.009361983993155,hartmann_3
12,0.0,0.41752360225198054,0.13755419774090213,-0.8151611801810831,-1.8112377192532636,True,-0.9960765390721805,qnei,0.4338805000297725,False,1.6667,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.870062122336811,39.14400073018353,1.866836135273248,3.2620000608486275,-0.9544610418374269,4.009361983993155,hartmann_3
13,0.27809821388919587,0.44013235624913694,0.5505328611721003,-0.1311459966542232,-0.4510191919428038,True,-0.3198731952885806,qnei,0.6218594000092708,False,1.6667,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.186046938809951,42.33004766899348,1.866836135273248,3.2561575129994984,-0.9544610418374269,4.009361983993155,hartmann_3
14,1.0,0.30730251441984646,1.0,0.0473377962652892,4.919889578408,True,4.872551782142711,qnei,0.2889093999983743,False,1.6667,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.0075631458904386,45.33761081488392,1.866836135273248,3.2384007724917083,-0.9544610418374269,4.009361983993155,hartmann_3
15,1.0,0.1761771856925392,1.0,-0.5352970297472006,-2.8920158658014317,True,-2.356718836054231,qnei,0.386049400025513,False,1.6667,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.590197971902928,48.92780878678685,1.866836135273248,3.2618539191191234,-0.9544610418374269,4.009361983993155,hartmann_3
16,1.0,0.36537120744453744,1.0,0.3557313450238639,2.7330934610833006,True,2.377362116059437,qnei,0.4462348000379279,False,1.6667,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,1.1880648068824795,2.699169597131864,51.62697838391871,1.866836135273248,3.2266861489949195,-0.9544610418374269,4.009361983993155,hartmann_3
17,0.9990953896871725,0.32819208185897325,0.9998523909579854,0.15944673250113048,-2.7869027719741872,True,-2.9463495044753176,qnei,0.42052839999087155,False,1.6667,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,1.1880648068824795,2.895454209654597,54.522432593573306,1.866836135273248,3.207201917269018,-0.9544610418374269,4.009361983993155,hartmann_3
18,0.0,0.3639357931322667,1.0,0.466781845206048,1.7056193703539162,True,1.2388375251478683,qnei,0.19121660001110286,False,1.6667,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,1.1880648068824795,2.5881190969496797,57.11055169052299,1.866836135273248,3.1728084272512773,-0.9544610418374269,4.009361983993155,hartmann_3
19,0.0,0.2669375410750195,0.0,-0.9222261444358991,-0.8430101719852184,True,0.07921597245068068,qnei,0.24508000002242625,False,1.6667,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.9771270865916266,61.08767877711462,1.866836135273248,3.2151409882691904,-0.9544610418374269,4.009361983993155,hartmann_3
20,1.0,0.5158907234340551,1.0,0.9595210511194171,-2.7953251261482968,True,-3.754846177267714,qnei,0.32789620000403374,False,1.6667,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2",3.0549009421557276,1.1880648068824795,2.0953798910363104,63.18305866815093,1.866836135273248,3.1591529334075465,-0.9544610418374269,4.009361983993155,hartmann_3
21,1.0,0.335345496548941,0.0,-0.9643178815644553,3.8205806705334364,True,4.784898552097892,qnei,0.28018970001721755,False,0.3333,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1,x2",3.0549009421557276,1.1880648068824795,4.019218823720183,67.20227749187111,1.866836135273248,3.2001084519938625,-0.9544610418374269,4.009361983993155,hartmann_3
22,0.0,0.3332708162973155,0.0,-0.9362671416538678,3.656966275255838,True,4.5932334169097055,qnei,0.29204259999096394,False,0.3333,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.9911680838095953,71.19344557568071,1.866836135273248,3.236065707985487,-0.9544610418374269,4.009361983993155,hartmann_3
23,1.0,0.688018492074604,0.0,-0.9859339772110901,-7.984466715211258,True,-6.998532738000168,qnei,0.31789479998406023,False,0.3333,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1,x2",3.0549009421557276,1.1880648068824795,4.040834919366818,75.23428049504753,1.866836135273248,3.2710556736977185,-0.9544610418374269,4.009361983993155,hartmann_3
24,0.0,0.329624703668235,1.0,0.2667999972698809,-7.1352154936229555,True,-7.402015490892836,qnei,0.2766489000059664,False,0.3333,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1,x2",3.0549009421557276,1.1880648068824795,2.788100944885847,78.02238143993337,1.866836135273248,3.250932559997224,-0.9544610418374269,4.009361983993155,hartmann_3
25,1.0,0.2580875710891382,0.0,-0.9569378979840186,-0.9609103428502694,True,-0.003972444866250813,qnei,0.19365760002983734,False,0.3333,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1,x2",3.0549009421557276,1.1880648068824795,4.011838840139746,82.03422028007311,1.866836135273248,3.2813688112029245,-0.9544610418374269,4.009361983993155,hartmann_3
26,1.0,0.2920102371954116,0.9997501049343865,-0.029563435107363426,-4.5908670567380305,True,-4.5613036216306675,qnei,0.47909610002534464,False,0.3333,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.084464377263091,85.1186846573362,1.866836135273248,3.2737955637437,-0.9544610418374269,4.009361983993155,hartmann_3
27,1.0,0.3845525004382865,0.0,-0.9692207481157179,4.052069727986634,True,5.021290476102352,qnei,0.3589464999968186,False,0.3333,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1,x2",3.0549009421557276,1.1880648068824795,4.024121690271445,89.14280634760765,1.866836135273248,3.3015854202817647,-0.9544610418374269,4.009361983993155,hartmann_3
28,1.0,0.37445562918005465,0.3170967133465118,-0.8295220174000524,-0.47110226388092263,True,0.35841975351912975,qnei,0.34400290000485256,False,0.3333,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.88442295955578,93.02722930716342,1.866836135273248,3.322401046684408,-0.9544610418374269,4.009361983993155,hartmann_3
29,0.0,1.0,0.0,-0.9870929751322833,7.514106787469707,True,8.50119976260199,qnei,0.31031870003789663,False,0.3333,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1,x2",3.0549009421557276,1.1880648068824795,4.041993917288011,97.06922322445143,1.866836135273248,3.3472145939466014,-0.9870929751322833,4.041993917288011,hartmann_3
30,0.09617049808492108,0.9996922825534134,0.011903820639473905,-0.9869426441215322,10.444815381582853,True,11.431758025704385,qnei,0.5481243000249378,False,0.3333,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1,x2",3.0549009421557276,1.1880648068824795,4.04184358627726,101.11106681072869,1.866836135273248,3.3703688936909564,-0.9869426441215322,4.04184358627726,hartmann_3
31,0.09732641976552388,0.9545946955594766,0.004453976796859629,-0.9869509207533846,-6.635297464164772,True,-5.648346543411387,qnei,0.3360104999737814,False,0.3333,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1,x2",3.0549009421557276,1.1880648068824795,4.0418518629091125,105.1529186736378,1.866836135273248,3.3920296346334773,-0.9869426441215322,4.04184358627726,hartmann_3
32,0.16044917522223695,1.0,0.03726415212704112,-0.986440553859813,1.6149888147903013,True,2.6014293686501144,qnei,0.4814931000000797,False,0.3333,7,17d84508-9c1c-489d-9fe9-5233be5fa43a,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1,x2",3.0549009421557276,1.1880648068824795,4.041341496015541,109.19426016965335,1.866836135273248,3.412320630301667,-0.9869426441215322,4.04184358627726,hartmann_3
