iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,1.9637953256775056,2.818680285825393,2.436888465969028,0.7075092536100441,0.9430001955324466,0.90007361838061,0.3963056394146742,True,-0.5037679789659357,qnei,0.0,False,0,7,493b9b15-5ba6-427b-8f8b-f3b10efeea51,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.147647548308369,7.147647548308369,7.147647548308369,7.147647548308369,0.90007361838061,7.147647548308369,michalewicz
2,2.7443490865749487,0.016541442142122352,2.5799651661104637,2.5040674617684413,1.4700610102117195,-0.07730669503760453,-0.881520195309078,True,-0.8042135002714734,qnei,0.0,False,0,7,493b9b15-5ba6-427b-8f8b-f3b10efeea51,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,8.125027861726583,15.272675410034951,7.147647548308369,7.636337705017476,0.90007361838061,7.147647548308369,michalewicz
3,0.952004445895042,0.8746998575470308,0.8006964241976576,1.398248452847806,1.5850851037238267,-1.04660950384501,-1.7399796209775085,True,-0.6933701171324984,qnei,0.0,False,0,7,493b9b15-5ba6-427b-8f8b-f3b10efeea51,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,9.094330670533989,24.36700608056894,7.147647548308369,8.122335360189647,0.90007361838061,7.147647548308369,michalewicz
4,1.7388632150586287,3.127456377084045,2.4902208621823125,1.954633696428515,3.1069099346504863,0.40980425343275584,-0.027627357412618903,True,-0.43743161084537474,qnei,0.0,False,0,7,493b9b15-5ba6-427b-8f8b-f3b10efeea51,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.637916913256222,32.00492299382516,7.147647548308369,8.00123074845629,0.90007361838061,7.147647548308369,michalewicz
5,0.6764122246309393,0.5033209485844836,1.9243499208169526,0.1380478893954662,0.11209290167316548,-1.0539382228456007,-1.5921985605224744,True,-0.5382603376768738,qnei,0.0,False,0,7,493b9b15-5ba6-427b-8f8b-f3b10efeea51,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,9.101659389534579,41.106582383359736,7.147647548308369,8.221316476671948,0.90007361838061,7.147647548308369,michalewicz
6,3.044225061010295,3.0609370863651852,3.0721242072764743,0.0,0.0,-1.053938230373269,-1.7737060326860443,True,-0.7197678023127754,qnei,0.8573848999803886,False,0,7,493b9b15-5ba6-427b-8f8b-f3b10efeea51,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,9.101659397062248,50.208241780421986,7.147647548308369,8.368040296736998,0.90007361838061,7.147647548308369,michalewicz
7,1.917590647072153,3.141592653589793,1.1883154346829556,1.1729615370504733,0.0,1.6796177137667276,0.9687305235586692,True,-0.7108871902080585,qnei,0.7376360000343993,False,0,7,493b9b15-5ba6-427b-8f8b-f3b10efeea51,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.6796177137667276,6.36810345292225,56.576345233344234,6.36810345292225,8.082335033334891,1.6796177137667276,6.36810345292225,michalewicz
8,1.8403670871652926,3.141592653589793,0.0,0.0,0.0,-0.9052397694535961,-1.270998667267111,True,-0.3657588978135149,qnei,0.7891438999795355,False,0,7,493b9b15-5ba6-427b-8f8b-f3b10efeea51,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.6796177137667276,8.952960936142574,65.5293061694868,6.36810345292225,8.19116327118585,1.6796177137667276,6.36810345292225,michalewicz
9,1.1409941645229904,3.0388700962607413,2.607088076288284,1.1933350644908158,0.8275941779851459,0.07230595645329384,-0.7295797809519737,True,-0.8018857374052676,qnei,1.1992435000138357,False,0,7,493b9b15-5ba6-427b-8f8b-f3b10efeea51,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.6796177137667276,7.975415210235685,73.50472137972248,6.36810345292225,8.16719126441361,1.6796177137667276,6.36810345292225,michalewicz
10,2.0298896724899747,3.141592653589793,2.9402517170999505,1.352949554136317,0.0,-0.0946701875542773,-0.37397344065620985,True,-0.27930325310193255,qnei,1.1507399000111036,False,0,7,493b9b15-5ba6-427b-8f8b-f3b10efeea51,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.6796177137667276,8.142391354243255,81.64711273396574,6.36810345292225,8.164711273396573,1.6796177137667276,6.36810345292225,michalewicz
11,2.0182293478673454,3.141592653589793,1.584930999627784,1.2818201058595968,0.0,-0.12818308948816035,-0.3564146620671951,True,-0.22823157257903473,qnei,1.1876538000069559,False,1,7,493b9b15-5ba6-427b-8f8b-f3b10efeea51,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.6796177137667276,8.17590425617714,89.82301699014288,6.36810345292225,8.165728817285716,1.6796177137667276,6.36810345292225,michalewicz
12,2.0761881198827976,3.141592653589793,1.0362677649775907,1.1054446673072549,0.0,1.8918090040046727,2.6534405008131214,True,0.7616314968084488,qnei,1.0090047999983653,False,1,7,493b9b15-5ba6-427b-8f8b-f3b10efeea51,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.8918090040046727,6.155912162684306,95.97892915282718,6.155912162684306,7.998244096068931,1.8918090040046727,6.155912162684306,michalewicz
13,2.3981374754627494,3.141592653589793,0.9925022266189748,1.006523573660264,0.0,0.3702871987860954,-0.1305834509633846,True,-0.50087064974948,qnei,1.3239760000142269,False,1,7,493b9b15-5ba6-427b-8f8b-f3b10efeea51,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.8918090040046727,7.677433967902883,103.65636312073006,6.155912162684306,7.9735663939023125,1.8918090040046727,6.155912162684306,michalewicz
14,2.07159889180335,3.141510495681591,0.8920259659118744,1.1323746997526598,0.0002678710541646366,1.755484880779937,1.72816633109814,True,-0.027318549681796922,qnei,0.8339244000380859,False,1,7,493b9b15-5ba6-427b-8f8b-f3b10efeea51,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.8918090040046727,6.292236285909041,109.9485994066391,6.155912162684306,7.853471386188508,1.8918090040046727,6.155912162684306,michalewicz
15,2.109421269291257,3.141592653589793,1.0991659981668893,0.5822204631008747,0.0,0.5459631320747792,0.43309572636371485,True,-0.11286740571106435,qnei,1.2567018999834545,False,1,7,493b9b15-5ba6-427b-8f8b-f3b10efeea51,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.8918090040046727,7.501758034614199,117.4503574412533,6.155912162684306,7.830023829416887,1.8918090040046727,6.155912162684306,michalewicz
16,2.117441783203168,2.8884455491530305,1.0949900376465553,1.1908544157862648,0.05028953552595348,1.6044292397072373,1.9247921486763577,True,0.32036290896912045,qnei,0.958315700001549,False,1,7,493b9b15-5ba6-427b-8f8b-f3b10efeea51,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.8918090040046727,6.4432919269817415,123.89364936823505,6.155912162684306,7.74335308551469,1.8918090040046727,6.155912162684306,michalewicz
17,2.010436487695421,3.141592653589793,1.0166524629960751,1.0729613206411839,0.4463814487434002,1.2924183917822034,1.4553189287008146,True,0.16290053691861117,qnei,1.126816299976781,False,1,7,493b9b15-5ba6-427b-8f8b-f3b10efeea51,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.8918090040046727,6.755302774906775,130.64895214314183,6.155912162684306,7.685232479008342,1.8918090040046727,6.155912162684306,michalewicz
18,1.9359285894964047,3.0012992810640653,2.618133192665708,1.2362748692230676,1.1770577435256202,-0.17657829710662684,0.17901986519799945,True,0.35559816230462626,qnei,1.068203899951186,False,1,7,493b9b15-5ba6-427b-8f8b-f3b10efeea51,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.8918090040046727,8.224299463795605,138.87325160693743,6.155912162684306,7.715180644829857,1.8918090040046727,6.155912162684306,michalewicz
19,2.1137100747570967,3.141592653589793,1.1017050844342955,1.1007492517698396,0.0,2.2975230552168298,2.7199580453839367,True,0.42243499016710695,qnei,1.1892011999734677,False,1,7,493b9b15-5ba6-427b-8f8b-f3b10efeea51,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,2.2975230552168298,5.750198111472148,144.62344971840957,5.750198111472148,7.611760511495241,2.2975230552168298,5.750198111472148,michalewicz
20,1.8471852284191892,2.2944829537853755,2.7486624009119476,0.8748463058280185,0.4942468226133118,-0.8495190815402872,-0.3655769005187951,True,0.4839421810214921,qnei,1.3305817000218667,False,1,7,493b9b15-5ba6-427b-8f8b-f3b10efeea51,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,2.2975230552168298,8.897240248229265,153.52068996663883,5.750198111472148,7.6760344983319415,2.2975230552168298,5.750198111472148,michalewicz
21,2.1342690035767586,3.141592653589793,2.7938417760417744,0.7352461439390205,1.398849058572603,0.49159389407594395,1.0402507373357053,True,0.5486568432597614,qnei,1.0644599000224844,False,2,7,493b9b15-5ba6-427b-8f8b-f3b10efeea51,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,2.2975230552168298,7.556127272613034,161.07681723925185,5.750198111472148,7.670324630440565,2.2975230552168298,5.750198111472148,michalewicz
22,2.0924418911511276,3.141592653589793,1.1099492085199782,1.0141775709390046,0.0,1.3529422647134521,1.6054481357248032,True,0.252505871011351,qnei,1.2092215999728069,False,2,7,493b9b15-5ba6-427b-8f8b-f3b10efeea51,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,2.2975230552168298,6.694778901975527,167.77159614122738,5.750198111472148,7.625981642783063,2.2975230552168298,5.750198111472148,michalewicz
23,2.0484596972435654,3.141592653589793,2.6593611091083047,0.4750373595178186,2.7911699800452032,-0.0669606813302835,0.3934881947715646,True,0.4604488761018481,qnei,0.9955094999750145,False,2,7,493b9b15-5ba6-427b-8f8b-f3b10efeea51,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,2.2975230552168298,8.114681848019261,175.88627798924665,5.750198111472148,7.647229477793332,2.2975230552168298,5.750198111472148,michalewicz
