iteration,x0,x1,x2,x3,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.6927433679651523,0.8158171113360575,0.3444067577928567,0.04483817569041881,-0.5121414490178375,-1.9959552762434116,True,-1.483813827225574,qnei,0.0,False,1.3019046467497477,15,c9a4a82e-e95d-4290-91e1-304e9360cb52,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,-0.5121414490178375,4.047553992804696,4.047553992804696,4.047553992804696,4.047553992804696,-0.5121414490178375,4.047553992804696,yerkes_dodson
2,0.571597257033731,0.14624542672359753,0.7187713768754712,0.34535650407583973,0.5444834007621132,-0.32990810378794955,True,-0.8743915045500628,qnei,0.0,False,1.3019046467497477,15,c9a4a82e-e95d-4290-91e1-304e9360cb52,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,0.5444834007621132,2.9909291430247453,7.038483135829441,2.9909291430247453,3.5192415679147206,0.5444834007621132,2.9909291430247453,yerkes_dodson
3,0.4570096756088713,0.9759378873901753,0.7814660277720307,0.8437900452639759,-0.4135518137889047,-2.314639199063736,True,-1.9010873852748311,qnei,0.0,False,1.3019046467497477,15,c9a4a82e-e95d-4290-91e1-304e9360cb52,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,0.5444834007621132,3.9489643575757634,10.987447493405204,2.9909291430247453,3.6624824978017347,0.5444834007621132,2.9909291430247453,yerkes_dodson
4,0.5551143840748602,0.9416213625858931,0.018325819375109798,0.8891839058918612,-0.7284378173277091,0.24967863793378042,True,0.9781164552614895,qnei,0.0,False,1.3019046467497477,15,c9a4a82e-e95d-4290-91e1-304e9360cb52,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,0.5444834007621132,4.263850361114567,15.251297854519771,2.9909291430247453,3.812824463629943,-0.7284378173277091,4.263850361114567,yerkes_dodson
5,0.3897584833499136,0.23174012788381404,0.5343942272533609,0.9446902786527566,0.6357851204804438,0.6358136241897991,True,2.850370935536528e-05,qnei,0.0,False,1.3019046467497477,15,c9a4a82e-e95d-4290-91e1-304e9360cb52,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,0.6357851204804438,2.899627423306415,18.150925277826186,2.899627423306415,3.6301850555652373,0.6357851204804438,2.899627423306415,yerkes_dodson
6,0.3096229370954786,0.02495750950689903,0.4617138820495587,1.0,-0.10946880959741626,-0.1555899935473075,True,-0.04612118394989123,qnei,0.3170185000053607,False,1.3019046467497477,15,c9a4a82e-e95d-4290-91e1-304e9360cb52,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,0.6357851204804438,3.644881353384275,21.79580663121046,2.899627423306415,3.6326344385350766,0.6357851204804438,2.899627423306415,yerkes_dodson
7,0.48959782112243005,0.3748284084587824,0.3480680540531785,1.0,1.1374636432944003,1.1906158229700765,True,0.0531521796756762,qnei,0.2829928999999538,False,1.3019046467497477,15,c9a4a82e-e95d-4290-91e1-304e9360cb52,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,1.1374636432944003,2.3979489004924583,24.19375553170292,2.3979489004924583,3.456250790243274,1.1374636432944003,2.3979489004924583,yerkes_dodson
8,0.3260281337649045,0.49932372696450267,0.06195860166942684,1.0,0.036275614293647805,-1.0378443172997351,True,-1.074119931593383,qnei,0.2565375000122003,False,1.3019046467497477,15,c9a4a82e-e95d-4290-91e1-304e9360cb52,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,1.1374636432944003,3.499136929493211,27.69289246119613,2.3979489004924583,3.4616115576495163,1.1374636432944003,2.3979489004924583,yerkes_dodson
9,0.5588090411487174,0.23413738183460958,0.4295004305480313,0.9709685931546324,0.7558280341503736,1.0951903944452661,True,0.33936236029489253,qnei,0.36706399999093264,False,1.3019046467497477,15,c9a4a82e-e95d-4290-91e1-304e9360cb52,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,1.1374636432944003,2.779584509636485,30.472476970832616,2.3979489004924583,3.3858307745369576,1.1374636432944003,2.3979489004924583,yerkes_dodson
10,0.9121661586789337,0.3831457134620395,0.42140437971935657,1.0,0.18986933008189844,0.6078820877414379,True,0.4180127576595395,qnei,0.35376470000483096,False,1.3019046467497477,15,c9a4a82e-e95d-4290-91e1-304e9360cb52,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,1.1374636432944003,3.34554321370496,33.81802018453757,2.3979489004924583,3.381802018453757,1.1374636432944003,2.3979489004924583,yerkes_dodson
