run_id,dataset,objective,acquisition,seed,oracle_model,baseline,variant,error_model,jitter_std,jitter_iteration,n_iterations,acq_opt_failures,response_start_iteration,response_end_iteration,response_l2,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,auc_simple_regret_true,auc_simple_regret_true_postonset_per_iter,final_inference_simple_regret_true,auc_inference_simple_regret_true,param_columns,response_x0,response_x1
c0224531-eb78-4dfd-a509-ee979b2a4ea1,branin,value,logei,10,exact,True,noise-self_report,none,0.0,0,50,0,1,2,1.4028993862979968,1.2494564399723989,0.0005990259276698,29.654403358788,0.59308806717576,0.23993627267722434,0.004896658626065802,0.0005990259276698,0.23993627267722434,"x0,x1",-1.2755682435444449,-0.5839968699712659
97829c31-f782-453a-a1c6-5cc4d80940c3,branin,value,logei,10,exact,False,noise-self_report_conf-r0,gaussian,0.25,0,50,0,1,2,1.4028993862979968,1.245720920963196,0.0043345449368727,17.96584269999615,0.3593168539999229,0.6639951052156017,0.013550920514604116,0.043668846911266,7.623254529923666,"x0,x1",-1.2755682435444449,-0.5839968699712659
70e25e05-3999-4661-99d4-a7047a47fe67,branin,value,logei,10,exact,False,noise-self_report_conf-r0,gaussian,1.0,0,50,0,1,2,1.4028993862979968,1.2331847136995135,0.0168707522005551,32.698457775735534,0.6539691555147107,0.8266668578272,0.0168707522005551,0.7716642727209995,28.67199242790107,"x0,x1",-1.2755682435444449,-0.5839968699712659
9898313b-60c2-4582-bc19-9f1645d7b5f6,branin,value,logei,11,exact,True,noise-self_report,none,0.0,0,50,0,1,2,6.67169325753929,1.2496310635829488,0.0004244023171198,28.401124671066373,0.5680224934213275,5.365550984529151,0.10950104050059492,0.0004244023171198,5.365550984529151,"x0,x1",4.729281548541579,-4.705888540681705
4f7b1a42-4f85-4797-acd5-86ff8f2b2197,branin,value,logei,11,exact,False,noise-self_report_conf-r0,gaussian,0.25,0,50,0,1,2,6.67169325753929,1.248264782734101,0.0017906831659679,20.325530202481712,0.4065106040496342,7.4359513222949225,0.15175410861826372,0.1560474272387615,11.008202522326503,"x0,x1",4.729281548541579,-4.705888540681705
420bbe51-ef50-4ea2-ae80-84aefaf2e234,branin,value,logei,11,exact,False,noise-self_report_conf-r0,gaussian,1.0,0,50,0,1,2,6.67169325753929,0.9927997915394976,0.2572556743605712,28.788566562069946,0.5757713312413989,15.437135212718694,0.31504357576976927,0.344126852225158,21.09415971670807,"x0,x1",4.729281548541579,-4.705888540681705
8845624a-6697-4e96-a73d-606c0d6f066f,branin,value,logei,7,exact,True,noise-self_report,none,0.0,0,50,0,1,2,6.886728545946638,1.2493769670862929,0.0006784988137757,29.82062217492108,0.5964124434984216,4.3770362574045185,0.08932727055927589,0.0006784988137757,4.3770362574045185,"x0,x1",1.5059022364052659,-6.720066109789836
a4cbe74c-f97b-44d3-b770-1836ee60bab9,branin,value,logei,7,exact,False,noise-self_report_conf-r0,gaussian,0.25,0,50,0,1,2,6.886728545946638,1.2500214504982077,3.401540186098728e-05,19.60025547887715,0.392005109577543,4.445642675466933,0.0907274015401415,0.0086672300570527,5.002956459933713,"x0,x1",1.5059022364052659,-6.720066109789836
434f21c7-1478-44da-b614-7322e19c88d2,branin,value,logei,7,exact,False,noise-self_report_conf-r0,gaussian,1.0,0,50,0,1,2,6.886728545946638,1.1233258989946668,0.1267295669054018,44.72965747021254,0.8945931494042507,9.728746666624465,0.1985458503392748,0.96553451944786,46.19780004210379,"x0,x1",1.5059022364052659,-6.720066109789836
1be3176d-f9d4-439c-911d-f9e9a7d42180,branin,value,logei,8,exact,True,noise-self_report,none,0.0,0,50,0,1,2,1.9889955401220238,1.24857304362136,0.0014824222787086,26.183344485021056,0.5236668897004211,5.142134439732111,0.10494151917820634,0.0014824222787086,5.142134439732111,"x0,x1",-0.08261438120043918,-1.987279075178967
85793a26-7311-446a-84b3-657ef03459f5,branin,value,logei,8,exact,False,noise-self_report_conf-r0,gaussian,0.25,0,50,0,1,2,1.9889955401220238,1.2455449977516235,0.0045104681484451,16.011625386706502,0.32023250773413,6.5395779025738,0.1334607735219143,0.0680107650527956,8.192422270184238,"x0,x1",-0.08261438120043918,-1.987279075178967
b3728e78-2e8e-44c8-b31c-df633ccb907c,branin,value,logei,8,exact,False,noise-self_report_conf-r0,gaussian,1.0,0,50,0,1,2,1.9889955401220238,1.0204737091946403,0.2295817567054283,31.611702996080474,0.6322340599216095,15.475296386945539,0.31582237524378654,0.6084162104317548,29.53918007344841,"x0,x1",-0.08261438120043918,-1.987279075178967
f35c1cc8-59b2-4879-a1ed-6566d395e18d,branin,value,logei,9,exact,True,noise-self_report,none,0.0,0,50,0,1,2,5.587002982534092,1.2499401263325824,0.0001153395674862,29.286776809911697,0.5857355361982339,1.5987818569368202,0.03262820116197592,0.0001153395674862,1.5987818569368202,"x0,x1",-2.671010539185228,4.907168738326234
85240d5c-0cf6-4648-8598-3187579e8061,branin,value,logei,9,exact,False,noise-self_report_conf-r0,gaussian,0.25,0,50,0,1,2,5.587002982534092,1.1751774470251006,0.074878018874968,39.12914618667799,0.7825829237335599,4.139849428595474,0.08448672303256069,0.1442802695748217,6.2084039382478,"x0,x1",-2.671010539185228,4.907168738326234
f1ae1af1-10f1-452a-b920-3fed93c809d7,branin,value,logei,9,exact,False,noise-self_report_conf-r0,gaussian,1.0,0,50,0,1,2,5.587002982534092,1.1944462693789064,0.0556091965211622,55.793572550708845,1.115871451014177,6.9156727156931055,0.14113617787128788,1.4613410425407845,58.744392224816245,"x0,x1",-2.671010539185228,4.907168738326234
c9cfa521-81be-4ddb-976d-7379dc5bd211,branin,value,qnei,10,exact,True,noise-self_report,none,0.0,0,50,0,1,2,1.4028993862979968,1.250054678687127,7.872129417219043e-07,40.81484628752257,0.8162969257504514,0.20791288233249297,0.004243120047601898,7.872129417219043e-07,0.20791288233249297,"x0,x1",-1.2755682435444449,-0.5839968699712659
