error_model,variant,jitter_std,jitter_iteration,k,tolerance,budget,n_runs,n_landscapes,mean_extra,ci_low,ci_high,median_extra,mean_extra_reached,mean_multiplier,censored_fraction
slip,nigp,0.01,0,10,0.01,50,200,20,4.135,1.9999999999999996,7.1251250000000015,1.0,2.110526315789474,1.4135000000000002,0.05
slip,nigp,0.01,0,25,0.01,50,200,20,6.275,3.3900000000000006,9.575124999999998,1.0,1.7485380116959064,1.2510000000000001,0.145
slip,nigp,0.01,20,10,0.01,50,200,20,1.14,0.5348749999999999,1.8850000000000002,0.0,0.7424242424242424,1.114,0.01
slip,nigp,0.01,20,25,0.01,50,200,20,4.300000000000001,2.0698749999999992,7.070624999999999,0.0,2.0543478260869565,1.1720000000000002,0.08
slip,nigp,0.05,0,10,0.01,50,200,20,7.650000000000003,5.595,9.905499999999996,3.0,4.409836065573771,1.765,0.085
slip,nigp,0.05,0,25,0.01,50,200,20,14.544999999999998,11.219000000000001,18.105375,13.0,4.8125,1.5818,0.36
slip,nigp,0.05,20,10,0.01,50,200,20,2.38,1.1,3.805124999999998,0.0,1.7918781725888324,1.2380000000000002,0.015
slip,nigp,0.05,20,25,0.01,50,200,20,8.09,4.554875000000001,11.924999999999999,1.0,2.0705128205128207,1.3236,0.22
slip,nigp,0.15,0,10,0.01,50,200,20,14.940000000000001,12.12475,18.064999999999998,8.0,6.131578947368421,2.4939999999999998,0.24
slip,nigp,0.15,0,25,0.01,50,200,20,22.709999999999997,20.109625,25.294999999999998,28.0,7.756410256410256,1.9083999999999997,0.61
slip,nigp,0.15,20,10,0.01,50,200,20,4.995,3.1788749999999997,6.885,0.0,3.287958115183246,1.4995000000000003,0.045
slip,nigp,0.15,20,25,0.01,50,200,20,14.249999999999996,9.2685,19.015249999999995,15.5,1.4144144144144144,1.57,0.445
slip,nigp,0.4,0,10,0.01,50,200,20,23.925000000000004,20.429,27.68187499999999,30.0,9.850877192982455,3.3925,0.43
slip,nigp,0.4,0,25,0.01,50,200,20,26.78,24.39475,29.070125,29.0,12.39655172413793,2.0712,0.71
slip,nigp,0.4,20,10,0.01,50,200,20,11.335,7.845000000000001,14.816249999999991,1.0,3.127388535031847,2.1335,0.215
slip,nigp,0.4,20,25,0.01,50,200,20,19.535,14.552875000000002,24.410125000000004,27.0,1.3116883116883118,1.7814,0.615
