model,term,coefficient,ci_low,ci_high,p_bootstrap,bootstrap_reps_used,r_squared,n_cells,n_clusters
mediator_only,const,0.7225376363728417,0.15441558110161294,1.58272874996971,0.0005,2000,0.11101820301800291,40,20
mediator_only,frag_at_c,-0.6779240184545889,-1.8835917735342937,-0.0035017114468984256,0.044,2000,0.11101820301800291,40,20
mediator_only,onset_20,0.058273629534929205,-0.07484484719965892,0.23809169767763763,0.527,2000,0.11101820301800291,40,20
descriptors_only,const,0.7225376363728401,,,,0,0.7120750865494807,40,20
descriptors_only,log_noise,-3.671318197448436e-17,,,,0,0.7120750865494807,40,20
descriptors_only,dim,-0.22500446528368911,,,,0,0.7120750865494807,40,20
descriptors_only,log_opt_z,1.8192053897141924,,,,0,0.7120750865494807,40,20
descriptors_only,ruggedness,-0.6008277886074189,,,,0,0.7120750865494807,40,20
descriptors_only,log_tail_ratio,0.2475286543204439,,,,0,0.7120750865494807,40,20
descriptors_only,onset_20,0.05827362953493176,,,,0,0.7120750865494807,40,20
both,const,0.7225376363728407,,,,0,0.7471401649099738,40,20
both,frag_at_c,0.6085276535684574,,,,0,0.7471401649099738,40,20
both,log_noise,-4.490323922589929e-16,,,,0,0.7471401649099738,40,20
both,dim,0.010191052297173977,,,,0,0.7471401649099738,40,20
both,log_opt_z,2.22302088737774,,,,0,0.7471401649099738,40,20
both,ruggedness,-0.6766411875604974,,,,0,0.7471401649099738,40,20
both,log_tail_ratio,0.11191767465564689,,,,0,0.7471401649099738,40,20
both,onset_20,0.058273629534930205,,,,0,0.7471401649099738,40,20
descriptors_interaction,const,0.7225376363728402,,,,0,0.7120750865494807,40,20
descriptors_interaction,log_noise,-4.1101591740855024e-18,,,,0,0.7120750865494807,40,20
descriptors_interaction,dim,-0.22500446528368928,,,,0,0.7120750865494807,40,20
descriptors_interaction,log_opt_z,0.9096026948570967,,,,0,0.7120750865494807,40,20
descriptors_interaction,ruggedness,-0.6008277886074196,,,,0,0.7120750865494807,40,20
descriptors_interaction,log_tail_ratio,0.24752865432044516,,,,0,0.7120750865494807,40,20
descriptors_interaction,noise_x_opt_z,-0.9096026948570961,,,,0,0.7120750865494807,40,20
descriptors_interaction,log_noise_sq,0.0,,,,0,0.7120750865494807,40,20
descriptors_interaction,onset_20,0.05827362953493198,,,,0,0.7120750865494807,40,20
both_interaction,const,0.7225376363728407,,,,0,0.7471401649099738,40,20
both_interaction,frag_at_c,0.608527653568458,,,,0,0.7471401649099738,40,20
both_interaction,log_noise,-1.800893488531101e-16,,,,0,0.7471401649099738,40,20
both_interaction,dim,0.01019105229717402,,,,0,0.7471401649099738,40,20
both_interaction,log_opt_z,1.111510443688871,,,,0,0.7471401649099738,40,20
both_interaction,ruggedness,-0.6766411875604973,,,,0,0.7471401649099738,40,20
both_interaction,log_tail_ratio,0.11191767465564695,,,,0,0.7471401649099738,40,20
both_interaction,noise_x_opt_z,-1.11151044368887,,,,0,0.7471401649099738,40,20
both_interaction,log_noise_sq,0.0,,,,0,0.7471401649099738,40,20
both_interaction,onset_20,0.05827362953493054,,,,0,0.7471401649099738,40,20
