error_model,jitter_iteration,n_runs,n_benchmarks,n_cells,n_nonpositive_cells,gain_prediction,interval,beta_c,beta_z,beta_z_lo,beta_z_hi,beta_z_pct_lo,beta_z_pct_hi,gain_gap,gain_gap_lo,gain_gap_hi,gain_gap_pct_lo,gain_gap_pct_hi,verdict,leverage_dataset,beta_z_without_leverage,gain_gap_without_leverage,loglog_beta_c,loglog_beta_z,loglog_beta_z_lo,loglog_beta_z_hi,loglog_beta_z_pct_lo,loglog_beta_z_pct_hi,loglog_gain_gap,loglog_gain_gap_lo,loglog_gain_gap_hi,loglog_gain_gap_pct_lo,loglog_gain_gap_pct_hi,loglog_verdict,loglog_leverage_dataset,loglog_beta_z_without_leverage,loglog_gain_gap_without_leverage,bootstrap_reps_used
slip,0,800,20,80,11,0.45230075575828754,bca,0.5476992442417125,1.1315352907855083,0.991648094524903,1.3570360417590872,1.042440373064963,1.9285282256752558,0.6792345350272209,0.42346303957535253,1.381560036538848,0.4907969198624593,1.7108524958656222,neither,shekel,1.3467357078366333,1.180808180671483,0.8265140540341376,1.7314727060816242,1.3573458665999913,2.163343371332231,1.4913120181846529,2.372684683238143,1.557986760115762,0.9833374065806124,2.0517520112500436,1.1787214499328729,2.311673161216463,neither,shekel,2.0059837890838126,1.873847104423676,2000
slip,20,800,20,80,14,0.5040477777071146,bca,0.4959522222928854,1.2881032116308753,0.8412132366995237,1.699148137413161,1.1783409223981127,2.4692338089348684,0.7840554339237606,0.5314778941452099,1.6869121243043772,0.5991199704750002,2.1099974204110503,neither,shekel,1.6527995573935517,1.3686351181213117,0.9368438390280373,1.8499920775184193,-3.1234169947048698,2.6548389739387948,-1.0390846597204524,3.030312844633598,1.7868359165464565,-2.6838768171047453,2.62106152738768,-0.8459422550176291,2.890058058093295,both (underpowered),hicks_law,2.274617288833909,2.200051633920143,2000
