iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.3269722766055607,0.9872768433379255,0.31871083848551673,-0.5371018995290565,-0.13786577266763062,True,0.3992361268614259,logei,0.0,False,0,8,55548f11-90f7-40ce-8007-91343e2f9c16,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.592002841684784,3.592002841684784,3.592002841684784,3.592002841684784,-0.5371018995290565,3.592002841684784,hartmann_3
2,0.7885489358200289,0.8698965116962161,0.391084806539194,-0.6314564796850167,-1.0980531440058567,True,-0.46659666432084,logei,0.0,False,1,8,55548f11-90f7-40ce-8007-91343e2f9c16,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.686357421840744,7.278360263525528,3.592002841684784,3.639180131762764,-0.5371018995290565,3.592002841684784,hartmann_3
3,0.4378818731227988,0.37274890308935305,0.10695359647277436,-0.7389082132097465,-1.683691158031817,True,-0.9447829448220705,logei,0.0,False,2,8,55548f11-90f7-40ce-8007-91343e2f9c16,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.7938091553654743,11.072169418891002,3.592002841684784,3.690723139630334,-0.5371018995290565,3.592002841684784,hartmann_3
4,0.47896545416271696,0.24135214508468228,0.25714524855112975,-0.12261625756300014,0.5363806818283632,True,0.6589969393913633,logei,0.0,False,3,8,55548f11-90f7-40ce-8007-91343e2f9c16,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,-0.12261625756300014,3.1775171997187277,14.24968661860973,3.1775171997187277,3.5624216546524323,-0.12261625756300014,3.1775171997187277,hartmann_3
5,0.1847315568344149,0.1938645489043107,0.813827670155021,0.26719788296726216,0.407456158232039,True,0.14025827526477685,logei,0.0,False,4,8,55548f11-90f7-40ce-8007-91343e2f9c16,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.26719788296726216,2.7877030591884653,17.037389677798195,2.7877030591884653,3.407477935559639,-0.12261625756300014,3.1775171997187277,hartmann_3
6,0.20260844571923092,0.09590130420067555,0.2849661831470929,-0.03639443401149649,0.6054446488223979,True,0.6418390828338943,logei,1.5564806999755092,False,0,8,55548f11-90f7-40ce-8007-91343e2f9c16,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.091295376167224,20.12868505396542,2.7877030591884653,3.35478084232757,-0.03639443401149649,3.091295376167224,hartmann_3
7,0.2646830138334633,0.18342572621644532,0.8973177490191843,0.02656185133154531,-0.20707502362821903,True,-0.23363687495976435,logei,1.1510358999948949,False,1,8,55548f11-90f7-40ce-8007-91343e2f9c16,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.0283390908241823,23.157024144789602,2.7877030591884653,3.308146306398515,-0.03639443401149649,3.091295376167224,hartmann_3
8,0.7188448096159394,1.0,0.7733221208071747,-0.383135516561172,-1.0147303391353006,True,-0.6315948225741286,logei,1.458529700001236,False,2,8,55548f11-90f7-40ce-8007-91343e2f9c16,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.4380364587168994,26.595060603506504,2.7877030591884653,3.324382575438313,-0.03639443401149649,3.091295376167224,hartmann_3
9,0.0,0.4307022732259342,0.26929378405143034,-0.6898240890342625,0.32855328115787047,True,1.018377370192133,logei,1.3677957999752834,False,3,8,55548f11-90f7-40ce-8007-91343e2f9c16,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.74472503118999,30.339785634696494,2.7877030591884653,3.371087292744055,-0.03639443401149649,3.091295376167224,hartmann_3
10,0.7094321116582174,0.0,0.2892294616066787,-0.3519755560777212,-0.3481547076331844,True,0.003820848444536784,logei,1.3661030000075698,False,4,8,55548f11-90f7-40ce-8007-91343e2f9c16,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.4068764982334487,33.74666213292994,2.7877030591884653,3.3746662132929943,-0.03639443401149649,3.091295376167224,hartmann_3
