iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.625095466604667,0.8972138009695755,0.7756856902451935,0.24904007775011222,0.24904007775011222,False,0.0,qnei,0.0,False,0,7,9e3aaa39-7f6a-47bd-b0af-1db34d4a2805,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.24904007775011222,2.8058608644056156,2.8058608644056156,2.8058608644056156,2.8058608644056156,0.24904007775011222,2.8058608644056156,hartmann_3
2,0.22520718999059186,0.30016628491122543,0.8735534453962619,1.1754030797677335,1.1754030797677335,False,0.0,qnei,0.0,False,1,7,9e3aaa39-7f6a-47bd-b0af-1db34d4a2805,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1754030797677335,1.879497862387994,4.685358726793609,1.879497862387994,2.3426793633968046,1.1754030797677335,1.879497862387994,hartmann_3
3,0.005265304565574724,0.8212284183827663,0.7970694287520462,1.1880648068824795,1.1880648068824795,False,0.0,qnei,0.0,False,2,7,9e3aaa39-7f6a-47bd-b0af-1db34d4a2805,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,1.866836135273248,6.552194862066857,1.866836135273248,2.184064954022286,1.1880648068824795,1.866836135273248,hartmann_3
4,0.4679349528437208,0.3030324268193135,0.2784256121007733,-0.26232363504763334,-0.26232363504763334,False,0.0,qnei,0.0,False,3,7,9e3aaa39-7f6a-47bd-b0af-1db34d4a2805,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.317224577203361,9.869419439270217,1.866836135273248,2.4673548598175543,1.1880648068824795,1.866836135273248,hartmann_3
5,0.2548695876541246,0.4450763058826466,0.5045482589579533,-0.3085779726034354,-0.3085779726034354,False,0.0,qnei,0.0,False,4,7,9e3aaa39-7f6a-47bd-b0af-1db34d4a2805,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.363478914759163,13.23289835402938,1.866836135273248,2.646579670805876,1.1880648068824795,1.866836135273248,hartmann_3
6,0.0,0.6543309472730057,0.9637138478034523,1.6714897271028193,1.6714897271028193,False,0.0,qnei,0.6569306000019424,False,0,7,9e3aaa39-7f6a-47bd-b0af-1db34d4a2805,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.6714897271028193,1.3834112150529083,14.616309569082288,1.3834112150529083,2.436051594847048,1.6714897271028193,1.3834112150529083,hartmann_3
7,0.0,0.0,1.0,-0.8918026374813698,-0.8918026374813698,False,0.0,qnei,0.48795400001108646,False,1,7,9e3aaa39-7f6a-47bd-b0af-1db34d4a2805,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.6714897271028193,3.9467035796370973,18.563013148719385,1.3834112150529083,2.6518590212456266,1.6714897271028193,1.3834112150529083,hartmann_3
8,0.13753951448832577,0.5503222317243788,0.8913772356096676,2.8957418633811853,2.8957418633811853,False,0.0,qnei,0.6361073000007309,False,2,7,9e3aaa39-7f6a-47bd-b0af-1db34d4a2805,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.8957418633811853,0.15915907877454227,18.722172227493928,0.15915907877454227,2.340271528436741,2.8957418633811853,0.15915907877454227,hartmann_3
9,0.2481427387324323,0.5961135069572093,0.9002102625858096,2.7629096053048405,2.7629096053048405,False,0.0,qnei,0.5835761000053026,False,3,7,9e3aaa39-7f6a-47bd-b0af-1db34d4a2805,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.8957418633811853,0.2919913368508871,19.014163564344816,0.15915907877454227,2.1126848404827574,2.8957418633811853,0.15915907877454227,hartmann_3
10,0.0628228924692468,0.5601506663227968,0.8362089310100896,3.025214848076222,3.025214848076222,False,0.0,qnei,0.5728541999706067,False,4,7,9e3aaa39-7f6a-47bd-b0af-1db34d4a2805,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.025214848076222,0.0296860940795054,19.04384965842432,0.0296860940795054,1.904384965842432,3.025214848076222,0.0296860940795054,hartmann_3
