iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,9.120034192579507,-5.846363798417062,6.568897705490613,-7.014357538359595,0.25609232873129706,-7.2816079195898675,3.7807295956226223,6.834954486245579,-1.4898200519004678,9.138520069067326,6.506658127695964,-1.7108731527738206,-1.7108731527738206,-1.157811806498557,19.072064589798387,True,True,0.0,qucb,0.0,False,10,3f83908a-5d4e-48b9-b7d5-a6e03ff3812b,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-1.7108731527738206,4.335353484552433,4.335353484552433,4.335353484552433,4.335353484552433,-1.157811806498557,3.7822921382771693,levy_10
2,-3.2356937505684797,1.5152109588902718,5.066037294169538,6.54207874049591,8.668769417031626,-7.100106101275454,4.911604220878749,-7.212972122643553,8.130575122258538,-5.477711326509452,7.064794998112124,-5.7416118253346236,-5.7416118253346236,-0.20877564190001702,26.079511972540626,True,True,0.0,qucb,0.0,False,10,3f83908a-5d4e-48b9-b7d5-a6e03ff3812b,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-1.7108731527738206,8.366092157113236,12.70144564166567,4.335353484552433,6.350722820832835,-1.157811806498557,3.7822921382771693,levy_10
3,-3.873642689357524,9.396607364126435,0.3566842723373931,-3.550508824678773,-4.351329656706408,2.11729991639352,-3.324710865613234,3.5729754701628575,-6.911498590782119,-5.0044896120743365,7.397884921122195,-2.427157325379674,-2.427157325379674,0.45606599894833727,17.78203032710166,True,True,0.0,qucb,0.0,False,10,3f83908a-5d4e-48b9-b7d5-a6e03ff3812b,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-1.7108731527738206,5.051637657158286,17.753083298823956,4.335353484552433,5.917694432941318,-1.157811806498557,3.7822921382771693,levy_10
4,2.0073564087183815,-4.760338880589325,-7.011701988380235,-7.2642170102962105,-5.021581248170072,-2.3435066685918553,2.98158113248871,6.751275201221233,5.52063894020953,-3.2096884953116263,-7.028625234553525,-3.4370470296022875,-3.4370470296022875,0.27876479459721293,17.743524996617985,True,True,0.0,qucb,0.0,False,10,3f83908a-5d4e-48b9-b7d5-a6e03ff3812b,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-1.7108731527738206,6.0615273613809,23.814610660204856,4.335353484552433,5.953652665051214,-1.157811806498557,3.7822921382771693,levy_10
5,-0.8596122661526415,-1.242712846223995,1.4843517980603984,-2.534615529594186,2.676501147241977,-7.707112820416979,-5.338190515371233,5.344820340774543,9.742485437801879,6.160021586447218,6.859312880498479,-4.27638121990142,-4.27638121990142,0.1399951525674407,25.470719452215675,True,True,0.0,qucb,0.0,False,10,3f83908a-5d4e-48b9-b7d5-a6e03ff3812b,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-1.7108731527738206,6.900861551680032,30.715472211884887,4.335353484552433,6.143094442376977,-1.157811806498557,3.7822921382771693,levy_10
6,9.772245796017149,-3.5520666085977854,3.005338133237046,-10.0,-7.032402116728421,-2.745975005401591,0.5322484123881797,10.0,-8.321689616855608,9.396503380573861,4.556049989816244,-4.346234724778677,-4.346234724778677,-2.988511472662294,17.0388229216953,True,True,0.0,qucb,0.3934025999624282,False,10,3f83908a-5d4e-48b9-b7d5-a6e03ff3812b,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-1.7108731527738206,6.970715056557289,37.686187268442175,4.335353484552433,6.281031211407029,-1.157811806498557,3.7822921382771693,levy_10
7,0.9035851112972322,2.530058731516449,4.666376246233665,-4.846668015253233,0.8710741086311038,-3.671602794714181,0.8192016336248303,4.734862174970744,-1.8323013883817734,0.5989243181015789,8.287511154856906,-1.4528563140249147,-1.4528563140249147,1.9851464212213128,21.442641592831233,True,True,0.0,qucb,0.4182972999988124,False,10,3f83908a-5d4e-48b9-b7d5-a6e03ff3812b,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-1.4528563140249147,4.077336645803527,41.7635239142457,4.077336645803527,5.966217702035101,1.9851464212213128,0.6393339105572995,levy_10
8,9.356728550236793,1.7530957593131706,7.239083651127448,-0.29235417249982143,5.792920729991234,-9.426205075407402,-3.7398803220201526,2.9620252142955446,-3.7934554079593625,3.7322799981078507,-1.3893942005853166,-3.5978882706732254,-3.5978882706732254,0.1701743106074354,17.0572135768641,True,True,0.0,qucb,0.6266085000243038,False,10,3f83908a-5d4e-48b9-b7d5-a6e03ff3812b,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-1.4528563140249147,6.222368602451837,47.98589251669754,4.077336645803527,5.9982365645871925,1.9851464212213128,0.6393339105572995,levy_10
9,-1.269862352912158,-5.83898798244401,9.053672298670195,-6.915898016052026,-0.8998780320439985,1.2094506624352943,10.0,-2.8442780445195552,-3.0254039825599772,-6.006251498706925,10.0,-4.372681707159799,-4.372681707159799,-1.5763003225261523,22.947893944765195,True,True,0.0,qucb,0.742713899933733,False,10,3f83908a-5d4e-48b9-b7d5-a6e03ff3812b,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-1.4528563140249147,6.997162038938411,54.98305455563595,4.077336645803527,6.10922828395955,1.9851464212213128,0.6393339105572995,levy_10
10,-1.8431153203511494,2.392782012613347,3.2096883989844445,-3.0983325898917924,-4.113780547638767,-3.582439530905102,10.0,5.78267890578169,-1.962883923050945,7.185322484706014,10.0,-2.406629316640045,-2.406629316640045,0.39175525258927546,22.73171593439938,True,True,0.0,qucb,0.9129962999140844,False,10,3f83908a-5d4e-48b9-b7d5-a6e03ff3812b,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-1.4528563140249147,5.031109648418657,60.01416420405461,4.077336645803527,6.0014164204054605,1.9851464212213128,0.6393339105572995,levy_10
