iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,9.120034192579507,-5.846363798417062,6.568897705490613,-7.014357538359595,0.25609232873129706,-7.2816079195898675,3.7807295956226223,6.834954486245579,-1.4898200519004678,9.138520069067326,6.506658127695964,-1.7503205553023382,-1.7503205553023382,-1.157811806498557,3.118450542041017,True,True,0.0,pi,0.0,False,10,fd4f4371-f766-4def-9e64-e1d3d7f1adfe,slip,0.05,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-1.7503205553023382,4.3748008870809505,4.3748008870809505,4.3748008870809505,4.3748008870809505,-1.157811806498557,3.7822921382771693,levy_10
2,-3.2356937505684797,1.5152109588902718,5.066037294169538,6.54207874049591,8.668769417031626,-7.100106101275454,4.911604220878749,-7.212972122643553,8.130575122258538,-5.477711326509452,7.064794998112124,0.14777687381253268,0.14777687381253268,-0.20877564190001702,3.1198916976480757,True,True,0.0,pi,0.0,False,10,fd4f4371-f766-4def-9e64-e1d3d7f1adfe,slip,0.05,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.14777687381253268,2.47670345796608,6.85150434504703,2.47670345796608,3.425752172523515,-0.20877564190001702,2.833255973678629,levy_10
3,-3.873642689357524,9.396607364126435,0.3566842723373931,-3.550508824678773,-4.351329656706408,2.11729991639352,-3.324710865613234,3.5729754701628575,-6.911498590782119,-5.0044896120743365,7.397884921122195,0.6961407974276058,0.6961407974276058,0.45606599894833727,3.39082477473732,True,True,0.0,pi,0.0,False,10,fd4f4371-f766-4def-9e64-e1d3d7f1adfe,slip,0.05,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.6961407974276058,1.9283395343510064,8.779843879398037,1.9283395343510064,2.9266146264660122,0.45606599894833727,2.168414332830275,levy_10
4,2.0073564087183815,-4.760338880589325,-7.011701988380235,-7.2642170102962105,-5.021581248170072,-2.3435066685918553,2.98158113248871,6.751275201221233,5.52063894020953,-3.2096884953116263,-7.028625234553525,0.7220818419447506,0.7220818419447506,0.27876479459721293,2.64382817948989,True,True,0.0,pi,0.0,False,10,fd4f4371-f766-4def-9e64-e1d3d7f1adfe,slip,0.05,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.7220818419447506,1.9023984898338617,10.682242369231899,1.9023984898338617,2.6705605923079747,0.27876479459721293,2.345715537181399,levy_10
5,-0.8596122661526415,-1.242712846223995,1.4843517980603984,-2.534615529594186,2.676501147241977,-7.707112820416979,-5.338190515371233,5.344820340774543,9.742485437801879,6.160021586447218,6.859312880498479,0.34602570169899266,0.34602570169899266,0.1399951525674407,3.026196042890327,True,True,0.0,pi,0.0,False,10,fd4f4371-f766-4def-9e64-e1d3d7f1adfe,slip,0.05,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.7220818419447506,2.2784546300796196,12.96069699931152,1.9023984898338617,2.5921393998623037,0.27876479459721293,2.345715537181399,levy_10
6,0.8197599164885709,-3.227546981219702,-6.851407246103031,-6.690919862010511,-4.912478157603168,-1.8911907114148923,1.9024576252937728,6.385760474193989,5.144040497997798,-3.728536648300048,-5.938076244598984,0.045903971866219646,0.045903971866219646,0.12024631221173021,4.190535789236802,True,True,0.0,pi,0.425840700045228,False,10,fd4f4371-f766-4def-9e64-e1d3d7f1adfe,slip,0.05,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.7220818419447506,2.5785763599123928,15.539273359223913,1.9023984898338617,2.5898788932039856,0.27876479459721293,2.345715537181399,levy_10
7,2.411862661083926,-5.323575833022286,-7.134908200964346,-7.4760202502065685,-5.084126930028379,-2.4903594844494985,3.3743024373813384,6.886078283144711,5.699114434773874,-3.0731991041032236,-7.494757586744419,0.4134946086983052,0.4134946086983052,0.13418194971651962,2.70675216368329,True,True,0.0,pi,0.5587112000212073,False,10,fd4f4371-f766-4def-9e64-e1d3d7f1adfe,slip,0.05,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.7220818419447506,2.210985723080307,17.75025908230422,1.9023984898338617,2.5357512974720313,0.27876479459721293,2.345715537181399,levy_10
8,1.8379584893890366,-4.507984103665204,-6.924691323728563,-7.165591036670497,-4.97793896688486,-2.2910845185105977,2.8015244741354883,6.690123590417944,5.430563320116134,-3.2404890129516954,-6.784645455313195,-0.17004476520213982,-0.17004476520213982,0.27023608595297044,2.264078276763614,True,True,0.0,pi,0.5189620000310242,False,10,fd4f4371-f766-4def-9e64-e1d3d7f1adfe,slip,0.05,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.7220818419447506,2.794525096980752,20.54478417928497,1.9023984898338617,2.5680980224106214,0.27876479459721293,2.345715537181399,levy_10
9,-4.442084164515563,10.0,0.12678803722031254,-3.3896700793548087,-4.542064022739933,2.5309989311954286,-3.645441580704581,3.4212751460685427,-7.1926739530526795,-5.60738566473858,7.493670616428365,0.9801194476119206,0.9801194476119206,0.1331255476418209,3.7237812268119024,True,True,0.0,pi,0.44922339997719973,False,10,fd4f4371-f766-4def-9e64-e1d3d7f1adfe,slip,0.05,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.9801194476119206,1.6443608841666917,22.18914506345166,1.6443608841666917,2.46546056260574,0.1331255476418209,2.4913547841367913,levy_10
10,-5.490276917684645,10.0,-0.2970097343178537,-3.0932804054574325,-4.894368482843736,3.2943459445673806,-4.237231099458439,3.141907366522197,-7.7123311955789315,-6.71940962549178,7.67071133359675,-0.3513473630585904,-0.3513473630585904,-0.2803538478381086,3.357138492744064,True,True,0.0,pi,0.4434661000268534,False,10,fd4f4371-f766-4def-9e64-e1d3d7f1adfe,slip,0.05,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.9801194476119206,2.9758276948372027,25.164972758288865,1.6443608841666917,2.5164972758288866,0.1331255476418209,2.4913547841367913,levy_10
