split,rule,error_model,jitter_std,jitter_iteration,level,n_runs,n_landscapes,mean_trials_used,mean_trials_saved,median_trials_saved,stop_rate,mean_regret_norm,mean_regret_standard_T_norm,mean_regret_ship_T_norm,n_cells,cost,gain,price,recovered,recovered_lo,recovered_hi,wilcoxon_p,gain_vs_ship_T,price_vs_ship_T,wilcoxon_p_fdr,false_alarm_rate,detection_rate_late,median_detection_delay
tune,ship_T,none,0.0,,clean,200,20,50.0,0.0,0.0,0.0,0.13778170801850415,0.11445234268070854,0.13778170801850415,,,,,,,,,,,,,,
tune,ship_T,ar1,0.05,0.0,cell,200,20,50.0,0.0,0.0,0.0,0.13949415149114433,0.12025397782288563,0.13949415149114433,200.0,0.005801635142177082,-0.01924017366825872,0.0233293653377956,-3.3163363770302148,-43.057555983029694,-0.49335511902227264,0.08538899791882958,0.0,0.0,0.39034970477179237,,,
tune,ship_T,ar1,0.05,20.0,cell,200,20,50.0,0.0,0.0,0.0,0.14123564918436698,0.11724987919201899,0.14123564918436698,200.0,0.002797536511310425,-0.023985769992348,0.0233293653377956,-8.573889883250374,-104.49811225038135,-0.3882353792863603,0.3143893322216611,0.0,0.0,0.5917916841819503,,,
tune,ship_T,ar1,0.25,0.0,cell,200,20,50.0,0.0,0.0,0.0,0.16351563322771884,0.15397620702204645,0.16351563322771884,200.0,0.03952386434133792,-0.00953942620567237,0.0233293653377956,-0.2413586415358456,-1.0658119372073167,0.15202725336790376,0.8721180313900541,0.0,0.0,0.9623371380855769,,,
tune,ship_T,ar1,0.25,20.0,cell,200,20,50.0,0.0,0.0,0.0,0.16078027145012264,0.14081893560022968,0.16078027145012264,200.0,0.02636659291952113,-0.019961335849892965,0.0233293653377956,-0.7570692167479143,-2.095657135086714,-0.0005602030225757209,0.7172177958043885,0.0,0.0,0.8827295948361704,,,
tune,ship_T,ar1,1.0,0.0,cell,200,20,50.0,0.0,0.0,0.0,0.3442497860507293,0.357687105948243,0.3442497860507293,200.0,0.2432347632675344,0.013437319897513561,0.0233293653377956,0.05524424106571406,-0.02462131834079754,0.13405657784349817,0.20244979858398438,0.0,0.0,0.5674156775841346,,,
tune,ship_T,ar1,1.0,20.0,cell,200,20,50.0,0.0,0.0,0.0,0.2374275681227847,0.25005255082019306,0.2374275681227847,200.0,0.13560020813948453,0.012624982697408336,0.0233293653377956,0.09310444925292227,-0.09673211803576376,0.25192792444302564,0.21616744995117188,0.0,0.0,0.5674156775841346,,,
tune,ship_T,ar1,5.0,0.0,cell,200,20,50.0,0.0,0.0,0.0,0.8917896328984206,0.9030866246691922,0.8917896328984206,200.0,0.7886342819884835,0.011296991770771453,0.0233293653377956,0.01432475360098082,-0.06223414087513517,0.08806310738224529,0.956329345703125,0.0,0.0,0.9854354858398438,,,
tune,ship_T,ar1,5.0,20.0,cell,200,20,50.0,0.0,0.0,0.0,0.5236221817170807,0.5376931457855759,0.5236221817170807,200.0,0.4232408031048672,0.0140709640684951,0.0233293653377956,0.03324576450396893,-0.03738060453600394,0.0941343218877613,0.38837623596191406,0.0,0.0,0.6541073447779605,,,
tune,ship_T,bias,0.05,0.0,cell,200,20,50.0,0.0,0.0,0.0,0.15209505222371936,0.12400893332765943,0.15209505222371936,200.0,0.00955659064695089,-0.02808611889605993,0.0233293653377956,-2.9389266458766903,-23.284475816344123,-0.8938508289090505,0.03947435091450279,0.0,0.0,0.3107096354166667,,,
