h,kappa,w,n_runs,false_alarm_clean,false_alarm_onset0,pre_onset_alarm_late,detection_rate_late,mean_trials_used,mean_regret_norm,mean_regret_norm_ship_T,feasible,split
2.0,1.0,3,6600,0.935,0.9615625,0.605,0.3709375,20.47742424242424,0.3949343015062893,0.32924965219464397,False,tune
5.0,1.0,0,6600,0.83,0.9053125,0.5,0.448125,22.713484848484846,0.36864162749537793,0.32924965219464397,False,tune
5.0,1.0,1,6600,0.83,0.9053125,0.5,0.448125,22.713484848484846,0.3725152256116364,0.32924965219464397,False,tune
5.0,1.0,2,6600,0.83,0.9053125,0.5,0.448125,22.713484848484846,0.3812908711975995,0.32924965219464397,False,tune
5.0,1.0,3,6600,0.83,0.9053125,0.5,0.448125,22.713484848484846,0.38402830500630014,0.32924965219464397,False,tune
10.0,1.0,0,6600,0.755,0.840625,0.42,0.503125,24.850757575757576,0.3656933519309181,0.32924965219464397,False,tune
10.0,1.0,1,6600,0.755,0.840625,0.42,0.503125,24.850757575757576,0.36798277275568697,0.32924965219464397,False,tune
10.0,1.0,2,6600,0.755,0.840625,0.42,0.503125,24.850757575757576,0.3751454426495208,0.32924965219464397,False,tune
10.0,1.0,3,6600,0.755,0.840625,0.42,0.503125,24.850757575757576,0.37994111515393725,0.32924965219464397,False,tune
20.0,1.0,0,6600,0.645,0.75625,0.345,0.5446875,27.441818181818178,0.35825452865564533,0.32924965219464397,False,tune
20.0,1.0,1,6600,0.645,0.75625,0.345,0.5446875,27.441818181818178,0.3590278925906063,0.32924965219464397,False,tune
20.0,1.0,2,6600,0.645,0.75625,0.345,0.5446875,27.441818181818178,0.36366323865246486,0.32924965219464397,False,tune
20.0,1.0,3,6600,0.645,0.75625,0.345,0.5446875,27.441818181818178,0.3697010238511721,0.32924965219464397,False,tune
50.0,1.0,0,6600,0.505,0.635625,0.23,0.6003125,31.313030303030303,0.34437543675157667,0.32924965219464397,False,tune
50.0,1.0,1,6600,0.505,0.635625,0.23,0.6003125,31.313030303030303,0.3456332998439595,0.32924965219464397,False,tune
50.0,1.0,2,6600,0.505,0.635625,0.23,0.6003125,31.313030303030303,0.346130895356807,0.32924965219464397,False,tune
50.0,1.0,3,6600,0.505,0.635625,0.23,0.6003125,31.313030303030303,0.3516021549074645,0.32924965219464397,False,tune
100.0,1.0,0,6600,0.415,0.5275,0.15,0.626875,34.38484848484849,0.3337999497161303,0.32924965219464397,False,tune
100.0,1.0,1,6600,0.415,0.5275,0.15,0.626875,34.38484848484849,0.3333853556355374,0.32924965219464397,False,tune
100.0,1.0,2,6600,0.415,0.5275,0.15,0.626875,34.38484848484849,0.33149017134621434,0.32924965219464397,False,tune
100.0,1.0,3,6600,0.415,0.5275,0.15,0.626875,34.38484848484849,0.3333745452066757,0.32924965219464397,False,tune
200.0,1.0,0,6600,0.34,0.4128125,0.075,0.6325,37.44803030303031,0.3251475504139696,0.32924965219464397,False,tune
200.0,1.0,1,6600,0.34,0.4128125,0.075,0.6325,37.44803030303031,0.3241876327982312,0.32924965219464397,False,tune
200.0,1.0,2,6600,0.34,0.4128125,0.075,0.6325,37.44803030303031,0.32299809573576943,0.32924965219464397,False,tune
200.0,1.0,3,6600,0.34,0.4128125,0.075,0.6325,37.44803030303031,0.32290858960454283,0.32924965219464397,False,tune
500.0,1.0,0,6600,0.205,0.27125,0.03,0.57375,41.192727272727275,0.3141018459844628,0.32924965219464397,False,tune
500.0,1.0,1,6600,0.205,0.27125,0.03,0.57375,41.192727272727275,0.3149835510586689,0.32924965219464397,False,tune
500.0,1.0,2,6600,0.205,0.27125,0.03,0.57375,41.192727272727275,0.311789472596191,0.32924965219464397,False,tune
500.0,1.0,3,6600,0.205,0.27125,0.03,0.57375,41.192727272727275,0.30961156160965203,0.32924965219464397,False,tune
1000.0,1.0,0,6600,0.115,0.169375,0.015,0.493125,43.64954545454546,0.31257893691389305,0.32924965219464397,False,tune
1000.0,1.0,1,6600,0.115,0.169375,0.015,0.493125,43.64954545454546,0.31217767297174864,0.32924965219464397,False,tune
1000.0,1.0,2,6600,0.115,0.169375,0.015,0.493125,43.64954545454546,0.30967425052441894,0.32924965219464397,False,tune
1000.0,1.0,3,6600,0.115,0.169375,0.015,0.493125,43.64954545454546,0.3062026632443412,0.32924965219464397,False,tune
2000.0,1.0,0,6600,0.06,0.0878125,0.005,0.4096875,45.33424242424242,0.31342069747166185,0.32924965219464397,True,tune
2000.0,1.0,1,6600,0.06,0.0878125,0.005,0.4096875,45.33424242424242,0.3129843300407992,0.32924965219464397,True,tune
2000.0,1.0,2,6600,0.06,0.0878125,0.005,0.4096875,45.33424242424242,0.30885088878065997,0.32924965219464397,True,tune
2000.0,1.0,3,6600,0.06,0.0878125,0.005,0.4096875,45.33424242424242,0.3062044836705804,0.32924965219464397,True,tune
5000.0,1.0,0,6600,0.04,0.0321875,0.005,0.3134375,46.83984848484848,0.314749656760534,0.32924965219464397,True,tune
5000.0,1.0,1,6600,0.04,0.0321875,0.005,0.3134375,46.83984848484848,0.31739383988287123,0.32924965219464397,True,tune
5000.0,1.0,2,6600,0.04,0.0321875,0.005,0.3134375,46.83984848484848,0.31365633298486306,0.32924965219464397,True,tune
5000.0,1.0,3,6600,0.04,0.0321875,0.005,0.3134375,46.83984848484848,0.3103789003883533,0.32924965219464397,True,tune
10000.0,1.0,0,6600,0.015,0.0146875,0.0,0.25,47.72803030303031,0.3182149938249321,0.32924965219464397,True,tune
10000.0,1.0,1,6600,0.015,0.0146875,0.0,0.25,47.72803030303031,0.32092098114690476,0.32924965219464397,True,tune
10000.0,1.0,2,6600,0.015,0.0146875,0.0,0.25,47.72803030303031,0.3187213905322902,0.32924965219464397,True,tune
10000.0,1.0,3,6600,0.015,0.0146875,0.0,0.25,47.72803030303031,0.31722248891815213,0.32924965219464397,True,tune
2.0,4.0,0,6600,0.805,0.88125,0.46,0.48125,23.403939393939392,0.36951769118578753,0.32924965219464397,False,tune
2.0,4.0,1,6600,0.805,0.88125,0.46,0.48125,23.403939393939392,0.3710469636623945,0.32924965219464397,False,tune
2.0,4.0,2,6600,0.805,0.88125,0.46,0.48125,23.403939393939392,0.3799271478481817,0.32924965219464397,False,tune
2.0,4.0,3,6600,0.805,0.88125,0.46,0.48125,23.403939393939392,0.3830493651968856,0.32924965219464397,False,tune
5.0,4.0,0,6600,0.75,0.8265625,0.425,0.4996875,25.05257575757576,0.36536904459749536,0.32924965219464397,False,tune
5.0,4.0,1,6600,0.75,0.8265625,0.425,0.4996875,25.05257575757576,0.3677210294745161,0.32924965219464397,False,tune
5.0,4.0,2,6600,0.75,0.8265625,0.425,0.4996875,25.05257575757576,0.37428684934756357,0.32924965219464397,False,tune
5.0,4.0,3,6600,0.75,0.8265625,0.425,0.4996875,25.05257575757576,0.3774511346532912,0.32924965219464397,False,tune
10.0,4.0,0,6600,0.67,0.7478125,0.36,0.5303125,27.28666666666667,0.3590431307242377,0.32924965219464397,False,tune
10.0,4.0,1,6600,0.67,0.7478125,0.36,0.5303125,27.28666666666667,0.3610992010373684,0.32924965219464397,False,tune
10.0,4.0,2,6600,0.67,0.7478125,0.36,0.5303125,27.28666666666667,0.3647892709438737,0.32924965219464397,False,tune
10.0,4.0,3,6600,0.67,0.7478125,0.36,0.5303125,27.28666666666667,0.37271550999947933,0.32924965219464397,False,tune
20.0,4.0,0,6600,0.54,0.6496875,0.3,0.5471875,29.73212121212121,0.3518871618156282,0.32924965219464397,False,tune
20.0,4.0,1,6600,0.54,0.6496875,0.3,0.5471875,29.73212121212121,0.3526774044399389,0.32924965219464397,False,tune
20.0,4.0,2,6600,0.54,0.6496875,0.3,0.5471875,29.73212121212121,0.3570337281625383,0.32924965219464397,False,tune
20.0,4.0,3,6600,0.54,0.6496875,0.3,0.5471875,29.73212121212121,0.35954141310690557,0.32924965219464397,False,tune
50.0,4.0,0,6600,0.44,0.53375,0.185,0.5965625,33.1319696969697,0.3386124296878306,0.32924965219464397,False,tune
50.0,4.0,1,6600,0.44,0.53375,0.185,0.5965625,33.1319696969697,0.33988270336090926,0.32924965219464397,False,tune
50.0,4.0,2,6600,0.44,0.53375,0.185,0.5965625,33.1319696969697,0.33783544112528263,0.32924965219464397,False,tune
50.0,4.0,3,6600,0.44,0.53375,0.185,0.5965625,33.1319696969697,0.34341192134260823,0.32924965219464397,False,tune
100.0,4.0,0,6600,0.375,0.4478125,0.12,0.605,35.73863636363637,0.33069529993702296,0.32924965219464397,False,tune
100.0,4.0,1,6600,0.375,0.4478125,0.12,0.605,35.73863636363637,0.329320440322899,0.32924965219464397,False,tune
100.0,4.0,2,6600,0.375,0.4478125,0.12,0.605,35.73863636363637,0.3276267442402065,0.32924965219464397,False,tune
100.0,4.0,3,6600,0.375,0.4478125,0.12,0.605,35.73863636363637,0.32943548139264667,0.32924965219464397,False,tune
200.0,4.0,0,6600,0.29,0.3675,0.07,0.6040625,38.18848484848485,0.32354671795600326,0.32924965219464397,False,tune
200.0,4.0,1,6600,0.29,0.3675,0.07,0.6040625,38.18848484848485,0.3219874475626189,0.32924965219464397,False,tune
200.0,4.0,2,6600,0.29,0.3675,0.07,0.6040625,38.18848484848485,0.3205297987446279,0.32924965219464397,False,tune
200.0,4.0,3,6600,0.29,0.3675,0.07,0.6040625,38.18848484848485,0.319295591582187,0.32924965219464397,False,tune
500.0,4.0,0,6600,0.185,0.2465625,0.03,0.5553125,41.5769696969697,0.31391127478674996,0.32924965219464397,False,tune
500.0,4.0,1,6600,0.185,0.2465625,0.03,0.5553125,41.5769696969697,0.31537856872816106,0.32924965219464397,False,tune
500.0,4.0,2,6600,0.185,0.2465625,0.03,0.5553125,41.5769696969697,0.31152976768989177,0.32924965219464397,False,tune
500.0,4.0,3,6600,0.185,0.2465625,0.03,0.5553125,41.5769696969697,0.30829335429653726,0.32924965219464397,False,tune
1000.0,4.0,0,6600,0.105,0.1575,0.015,0.4784375,43.82439393939394,0.3123577306414929,0.32924965219464397,False,tune
1000.0,4.0,1,6600,0.105,0.1575,0.015,0.4784375,43.82439393939394,0.3118719003146405,0.32924965219464397,False,tune
1000.0,4.0,2,6600,0.105,0.1575,0.015,0.4784375,43.82439393939394,0.308852131556848,0.32924965219464397,False,tune
1000.0,4.0,3,6600,0.105,0.1575,0.015,0.4784375,43.82439393939394,0.3058965346140706,0.32924965219464397,False,tune
2000.0,4.0,0,6600,0.055,0.0846875,0.005,0.405,45.390151515151516,0.31326164408125595,0.32924965219464397,True,tune
2000.0,4.0,1,6600,0.055,0.0846875,0.005,0.405,45.390151515151516,0.3136676199809649,0.32924965219464397,True,tune
2000.0,4.0,2,6600,0.055,0.0846875,0.005,0.405,45.390151515151516,0.30872737770557557,0.32924965219464397,True,tune
2000.0,4.0,3,6600,0.055,0.0846875,0.005,0.405,45.390151515151516,0.30569503627521205,0.32924965219464397,True,tune
5000.0,4.0,0,6600,0.04,0.03125,0.005,0.3128125,46.85878787878788,0.31446715860972385,0.32924965219464397,True,tune
5000.0,4.0,1,6600,0.04,0.03125,0.005,0.3128125,46.85878787878788,0.3173612499625888,0.32924965219464397,True,tune
5000.0,4.0,2,6600,0.04,0.03125,0.005,0.3128125,46.85878787878788,0.313923725122637,0.32924965219464397,True,tune
5000.0,4.0,3,6600,0.04,0.03125,0.005,0.3128125,46.85878787878788,0.31034167790762857,0.32924965219464397,True,tune
10000.0,4.0,0,6600,0.015,0.0146875,0.0,0.24875,47.736060606060605,0.31839254014521434,0.32924965219464397,True,tune
10000.0,4.0,1,6600,0.015,0.0146875,0.0,0.24875,47.736060606060605,0.32103289486056485,0.32924965219464397,True,tune
10000.0,4.0,2,6600,0.015,0.0146875,0.0,0.24875,47.736060606060605,0.31858363297447195,0.32924965219464397,True,tune
10000.0,4.0,3,6600,0.015,0.0146875,0.0,0.24875,47.736060606060605,0.3171853810421524,0.32924965219464397,True,tune
2.0,16.0,0,6600,0.575,0.6746875,0.31,0.5478125,29.18393939393939,0.35294697961443,0.32924965219464397,False,tune
2.0,16.0,1,6600,0.575,0.6746875,0.31,0.5478125,29.18393939393939,0.3536704678725509,0.32924965219464397,False,tune
2.0,16.0,2,6600,0.575,0.6746875,0.31,0.5478125,29.18393939393939,0.35818371604964006,0.32924965219464397,False,tune
2.0,16.0,3,6600,0.575,0.6746875,0.31,0.5478125,29.18393939393939,0.3617215301578168,0.32924965219464397,False,tune
5.0,16.0,0,6600,0.55,0.6346875,0.31,0.534375,29.97060606060606,0.35078030929799026,0.32924965219464397,False,tune
5.0,16.0,1,6600,0.55,0.6346875,0.31,0.534375,29.97060606060606,0.3509237234103907,0.32924965219464397,False,tune
5.0,16.0,2,6600,0.55,0.6346875,0.31,0.534375,29.97060606060606,0.3557710302283262,0.32924965219464397,False,tune
5.0,16.0,3,6600,0.55,0.6346875,0.31,0.534375,29.97060606060606,0.35910931905814836,0.32924965219464397,False,tune
10.0,16.0,0,6600,0.505,0.59,0.26,0.5578125,31.180454545454552,0.34635342142741754,0.32924965219464397,False,tune
10.0,16.0,1,6600,0.505,0.59,0.26,0.5578125,31.180454545454552,0.3471217987450732,0.32924965219464397,False,tune
10.0,16.0,2,6600,0.505,0.59,0.26,0.5578125,31.180454545454552,0.3505648497815158,0.32924965219464397,False,tune
10.0,16.0,3,6600,0.505,0.59,0.26,0.5578125,31.180454545454552,0.35295284108647496,0.32924965219464397,False,tune
20.0,16.0,0,6600,0.445,0.5234375,0.22,0.5525,32.95590909090909,0.33806302393281495,0.32924965219464397,False,tune
20.0,16.0,1,6600,0.445,0.5234375,0.22,0.5525,32.95590909090909,0.33864795533609743,0.32924965219464397,False,tune
20.0,16.0,2,6600,0.445,0.5234375,0.22,0.5525,32.95590909090909,0.3396450019689592,0.32924965219464397,False,tune
20.0,16.0,3,6600,0.445,0.5234375,0.22,0.5525,32.95590909090909,0.3431276385005849,0.32924965219464397,False,tune
50.0,16.0,0,6600,0.36,0.4278125,0.155,0.54875,35.71772727272727,0.3304336855293092,0.32924965219464397,False,tune
50.0,16.0,1,6600,0.36,0.4278125,0.155,0.54875,35.71772727272727,0.3311717965948255,0.32924965219464397,False,tune
50.0,16.0,2,6600,0.36,0.4278125,0.155,0.54875,35.71772727272727,0.32877673996449974,0.32924965219464397,False,tune
50.0,16.0,3,6600,0.36,0.4278125,0.155,0.54875,35.71772727272727,0.33148183546259735,0.32924965219464397,False,tune
100.0,16.0,0,6600,0.31,0.3546875,0.085,0.5709375,37.83454545454546,0.3231548113005841,0.32924965219464397,False,tune
100.0,16.0,1,6600,0.31,0.3546875,0.085,0.5709375,37.83454545454546,0.32250531259545573,0.32924965219464397,False,tune
100.0,16.0,2,6600,0.31,0.3546875,0.085,0.5709375,37.83454545454546,0.32090484715679884,0.32924965219464397,False,tune
100.0,16.0,3,6600,0.31,0.3546875,0.085,0.5709375,37.83454545454546,0.32061601377708004,0.32924965219464397,False,tune
200.0,16.0,0,6600,0.215,0.2846875,0.07,0.5365625,39.855000000000004,0.31805980725636424,0.32924965219464397,False,tune
200.0,16.0,1,6600,0.215,0.2846875,0.07,0.5365625,39.855000000000004,0.31754584524572327,0.32924965219464397,False,tune
200.0,16.0,2,6600,0.215,0.2846875,0.07,0.5365625,39.855000000000004,0.31491670426877066,0.32924965219464397,False,tune
200.0,16.0,3,6600,0.215,0.2846875,0.07,0.5365625,39.855000000000004,0.31237175031547737,0.32924965219464397,False,tune
500.0,16.0,0,6600,0.145,0.19,0.03,0.5009375,42.51075757575758,0.3118488640379802,0.32924965219464397,False,tune
500.0,16.0,1,6600,0.145,0.19,0.03,0.5009375,42.51075757575758,0.31306247998929726,0.32924965219464397,False,tune
500.0,16.0,2,6600,0.145,0.19,0.03,0.5009375,42.51075757575758,0.3104040227638952,0.32924965219464397,False,tune
500.0,16.0,3,6600,0.145,0.19,0.03,0.5009375,42.51075757575758,0.30717470762471,0.32924965219464397,False,tune
1000.0,16.0,0,6600,0.085,0.1221875,0.01,0.4484375,44.282575757575756,0.3119338880831419,0.32924965219464397,False,tune
1000.0,16.0,1,6600,0.085,0.1221875,0.01,0.4484375,44.282575757575756,0.31030813436306376,0.32924965219464397,False,tune
1000.0,16.0,2,6600,0.085,0.1221875,0.01,0.4484375,44.282575757575756,0.30741840031722745,0.32924965219464397,False,tune
1000.0,16.0,3,6600,0.085,0.1221875,0.01,0.4484375,44.282575757575756,0.3032096432905647,0.32924965219464397,False,tune
2000.0,16.0,0,6600,0.055,0.0703125,0.005,0.38875,45.55984848484848,0.31250555147411074,0.32924965219464397,True,tune
2000.0,16.0,1,6600,0.055,0.0703125,0.005,0.38875,45.55984848484848,0.31398623233263123,0.32924965219464397,True,tune
2000.0,16.0,2,6600,0.055,0.0703125,0.005,0.38875,45.55984848484848,0.309498987527897,0.32924965219464397,True,tune
2000.0,16.0,3,6600,0.055,0.0703125,0.005,0.38875,45.55984848484848,0.3055420788692145,0.32924965219464397,True,tune
5000.0,16.0,0,6600,0.04,0.029375,0.005,0.304375,46.92560606060606,0.3143592854175167,0.32924965219464397,True,tune
5000.0,16.0,1,6600,0.04,0.029375,0.005,0.304375,46.92560606060606,0.31791962067910806,0.32924965219464397,True,tune
5000.0,16.0,2,6600,0.04,0.029375,0.005,0.304375,46.92560606060606,0.31422499571564966,0.32924965219464397,True,tune
5000.0,16.0,3,6600,0.04,0.029375,0.005,0.304375,46.92560606060606,0.3099893443123047,0.32924965219464397,True,tune
10000.0,16.0,0,6600,0.015,0.014375,0.0,0.2465625,47.769393939393936,0.31878123634805633,0.32924965219464397,True,tune
10000.0,16.0,1,6600,0.015,0.014375,0.0,0.2465625,47.769393939393936,0.32168633782926326,0.32924965219464397,True,tune
10000.0,16.0,2,6600,0.015,0.014375,0.0,0.2465625,47.769393939393936,0.3190447090975993,0.32924965219464397,True,tune
10000.0,16.0,3,6600,0.015,0.014375,0.0,0.2465625,47.769393939393936,0.3172550792863325,0.32924965219464397,True,tune
inf,,0,6600,0.0,0.0,0.0,0.0,50.0,0.3404701684707905,0.3404701684707905,True,score
2000.0,16.0,3,6600,0.075,0.065625,0.0,0.4146875,45.57045454545454,0.3085593748206665,0.3404701684707905,True,score
