shipped_true,best_visited_true,n_designs,fit_failures,dataset,elicitation,error_model,magnitude,seed,apply_error,y_opt,seconds
8.058017883185217,8.058017883185217,21,0,ackley,pairwise,drift,1.0,8,True,20.102447153853433,5.5237908363342285
8.058017883185217,8.058017883185217,21,0,ackley,pairwise,drift,1.0,8,False,20.102447153853433,5.434424638748169
5.374033169638437,8.058017883185217,21,0,ackley,pairwise,ceiling,1.0,8,True,20.102447153853433,3.0958430767059326
8.058017883185217,8.058017883185217,21,0,ackley,pairwise,ceiling,1.0,8,False,20.102447153853433,5.993752479553223
3.3774951460554012,3.3774951460554012,21,0,ackley,pairwise,gaussian,1.0,8,True,20.102447153853433,3.300177574157715
8.058017883185217,8.058017883185217,21,0,ackley,pairwise,gaussian,1.0,8,False,20.102447153853433,5.613967657089233
7.60939606662783,7.60939606662783,20,0,ackley,rating,bias,1.0,9,True,20.102447153853433,2.0651915073394775
7.60939606662783,7.60939606662783,20,0,ackley,rating,bias,1.0,9,False,20.102447153853433,1.8055174350738525
0.21191565873142784,0.591829710350018,20,0,ackley,rating,drift,1.0,9,True,20.102447153853433,1.8150618076324463
7.60939606662783,7.60939606662783,20,0,ackley,rating,drift,1.0,9,False,20.102447153853433,1.8538002967834473
7.60939606662783,7.60939606662783,20,0,ackley,rating,ceiling,1.0,9,True,20.102447153853433,2.015183210372925
7.60939606662783,7.60939606662783,20,0,ackley,rating,ceiling,1.0,9,False,20.102447153853433,1.9964075088500977
7.267496335683571,7.267496335683571,20,0,ackley,rating,gaussian,1.0,9,True,20.102447153853433,1.9490952491760254
7.60939606662783,7.60939606662783,20,0,ackley,rating,gaussian,1.0,9,False,20.102447153853433,2.0420186519622803
6.3736985164927225,6.3736985164927225,21,0,ackley,pairwise,bias,1.0,9,True,20.102447153853433,5.1482813358306885
6.3736985164927225,6.3736985164927225,21,0,ackley,pairwise,bias,1.0,9,False,20.102447153853433,5.588465929031372
6.3736985164927225,6.3736985164927225,21,0,ackley,pairwise,drift,1.0,9,True,20.102447153853433,5.350954055786133
6.3736985164927225,6.3736985164927225,21,0,ackley,pairwise,drift,1.0,9,False,20.102447153853433,5.2603936195373535
3.6692837190190564,7.60939606662783,21,0,ackley,pairwise,ceiling,1.0,9,True,20.102447153853433,2.04198956489563
6.3736985164927225,6.3736985164927225,21,0,ackley,pairwise,ceiling,1.0,9,False,20.102447153853433,5.336325645446777
1.2178082416644522,2.122560332446117,21,0,ackley,pairwise,gaussian,1.0,9,True,20.102447153853433,2.5463707447052
6.3736985164927225,6.3736985164927225,21,0,ackley,pairwise,gaussian,1.0,9,False,20.102447153853433,5.068625211715698
1.2500538995579515,1.2500538995579515,20,0,branin,rating,bias,1.0,7,True,1.2500554659000687,1.344970941543579
1.2500538995579515,1.2500538995579515,20,0,branin,rating,bias,1.0,7,False,1.2500554659000687,1.214576005935669
1.2154197365383752,1.2471069515414472,20,0,branin,rating,drift,1.0,7,True,1.2500554659000687,1.407310962677002
1.2500538995579515,1.2500538995579515,20,0,branin,rating,drift,1.0,7,False,1.2500554659000687,1.0700509548187256
1.2210435720954103,1.2493735855902717,20,0,branin,rating,ceiling,1.0,7,True,1.2500554659000687,1.2110357284545898
1.2500538995579515,1.2500538995579515,20,0,branin,rating,ceiling,1.0,7,False,1.2500554659000687,1.079375982284546
1.2226132568624035,1.2487989938560389,20,0,branin,rating,gaussian,1.0,7,True,1.2500554659000687,1.4251964092254639
1.2500538995579515,1.2500538995579515,20,0,branin,rating,gaussian,1.0,7,False,1.2500554659000687,1.154350996017456
1.2493735855902717,1.2493735855902717,21,0,branin,pairwise,bias,1.0,7,True,1.2500554659000687,8.319154262542725
1.2493735855902717,1.2493735855902717,21,0,branin,pairwise,bias,1.0,7,False,1.2500554659000687,8.010138988494873
1.2493735855902717,1.2493735855902717,21,0,branin,pairwise,drift,1.0,7,True,1.2500554659000687,8.182898998260498
1.2493735855902717,1.2493735855902717,21,0,branin,pairwise,drift,1.0,7,False,1.2500554659000687,8.015196084976196
1.1736132532551822,1.2387358364248147,21,0,branin,pairwise,ceiling,1.0,7,True,1.2500554659000687,5.7162041664123535
1.2493735855902717,1.2493735855902717,21,0,branin,pairwise,ceiling,1.0,7,False,1.2500554659000687,8.675400972366333
1.0363436807898179,1.2387358364248147,21,0,branin,pairwise,gaussian,1.0,7,True,1.2500554659000687,3.6207120418548584
1.2493735855902717,1.2493735855902717,21,0,branin,pairwise,gaussian,1.0,7,False,1.2500554659000687,8.102038860321045
1.2492142578948997,1.2492142578948997,20,0,branin,rating,bias,1.0,8,True,1.2500554659000687,1.474771499633789
1.2492142578948997,1.2492142578948997,20,0,branin,rating,bias,1.0,8,False,1.2500554659000687,1.2563424110412598
1.2077228142411327,1.2492142578948997,20,0,branin,rating,drift,1.0,8,True,1.2500554659000687,1.5427002906799316
1.2492142578948997,1.2492142578948997,20,0,branin,rating,drift,1.0,8,False,1.2500554659000687,1.3865299224853516
1.1789157782785191,1.2393102121352118,20,0,branin,rating,ceiling,1.0,8,True,1.2500554659000687,1.2587478160858154
1.2492142578948997,1.2492142578948997,20,0,branin,rating,ceiling,1.0,8,False,1.2500554659000687,1.3188931941986084
0.9583267562629887,1.2344503881581,20,0,branin,rating,gaussian,1.0,8,True,1.2500554659000687,1.783069372177124
1.2492142578948997,1.2492142578948997,20,0,branin,rating,gaussian,1.0,8,False,1.2500554659000687,1.3502402305603027
1.240810847458825,1.240810847458825,21,0,branin,pairwise,bias,1.0,8,True,1.2500554659000687,66.17403101921082
1.240810847458825,1.240810847458825,21,0,branin,pairwise,bias,1.0,8,False,1.2500554659000687,65.50508260726929
1.240810847458825,1.240810847458825,21,0,branin,pairwise,drift,1.0,8,True,1.2500554659000687,64.12989783287048
1.240810847458825,1.240810847458825,21,0,branin,pairwise,drift,1.0,8,False,1.2500554659000687,4.453380346298218
1.2171413166097373,1.2492142578948997,21,0,branin,pairwise,ceiling,1.0,8,True,1.2500554659000687,4.845062017440796
1.240810847458825,1.240810847458825,21,0,branin,pairwise,ceiling,1.0,8,False,1.2500554659000687,64.18495559692383
-0.12421010863207678,1.1838847427621282,21,0,branin,pairwise,gaussian,1.0,8,True,1.2500554659000687,6.061585903167725
1.240810847458825,1.240810847458825,21,0,branin,pairwise,gaussian,1.0,8,False,1.2500554659000687,64.9468743801117
1.2488114518015665,1.2488114518015665,20,0,branin,rating,bias,1.0,9,True,1.2500554659000687,1.361943006515503
1.2488114518015665,1.2488114518015665,20,0,branin,rating,bias,1.0,9,False,1.2500554659000687,1.2194440364837646
1.1360520286466134,1.2433637563250646,20,0,branin,rating,drift,1.0,9,True,1.2500554659000687,1.1856269836425781
1.2488114518015665,1.2488114518015665,20,0,branin,rating,drift,1.0,9,False,1.2500554659000687,1.2117421627044678
1.093462604652252,1.2441695864641675,20,0,branin,rating,ceiling,1.0,9,True,1.2500554659000687,1.1437840461730957
1.2488114518015665,1.2488114518015665,20,0,branin,rating,ceiling,1.0,9,False,1.2500554659000687,1.170480489730835
0.9342699837119126,1.093462604652252,20,0,branin,rating,gaussian,1.0,9,True,1.2500554659000687,1.1486740112304688
1.2488114518015665,1.2488114518015665,20,0,branin,rating,gaussian,1.0,9,False,1.2500554659000687,1.250643253326416
1.2038567383810281,1.2499899967741839,21,0,branin,pairwise,bias,1.0,9,True,1.2500554659000687,6.471235990524292
1.2038567383810281,1.2499899967741839,21,0,branin,pairwise,bias,1.0,9,False,1.2500554659000687,6.408030986785889
1.2166661723820362,1.2499899967741839,21,0,branin,pairwise,drift,1.0,9,True,1.2500554659000687,7.368051290512085
1.2166661723820362,1.2499899967741839,21,0,branin,pairwise,drift,1.0,9,False,1.2500554659000687,7.938328266143799
1.2038567383810281,1.2488114518015665,21,0,branin,pairwise,ceiling,1.0,9,True,1.2500554659000687,3.661237955093384
1.2038567383810281,1.2499899967741839,21,0,branin,pairwise,ceiling,1.0,9,False,1.2500554659000687,6.840224027633667
0.9685898194806897,1.1928529542312716,21,0,branin,pairwise,gaussian,1.0,9,True,1.2500554659000687,5.0664544105529785
1.2166661723820362,1.2499899967741839,21,0,branin,pairwise,gaussian,1.0,9,False,1.2500554659000687,7.494856595993042
1.7632125248525239,1.7632125248525239,20,0,eggholder,rating,bias,1.0,7,True,3.2050455310550587,1.4199047088623047
1.7632125248525239,1.7632125248525239,20,0,eggholder,rating,bias,1.0,7,False,3.2050455310550587,1.52347993850708
2.5550175727221074,2.5550175727221074,20,0,eggholder,rating,drift,1.0,7,True,3.2050455310550587,1.5933341979980469
1.7632125248525239,1.7632125248525239,20,0,eggholder,rating,drift,1.0,7,False,3.2050455310550587,1.4625277519226074
1.7079919757991733,1.7632125248525239,20,0,eggholder,rating,ceiling,1.0,7,True,3.2050455310550587,1.3558242321014404
1.7632125248525239,1.7632125248525239,20,0,eggholder,rating,ceiling,1.0,7,False,3.2050455310550587,1.3917295932769775
1.3036296494821458,1.95455958081277,20,0,eggholder,rating,gaussian,1.0,7,True,3.2050455310550587,1.351654052734375
1.7632125248525239,1.7632125248525239,20,0,eggholder,rating,gaussian,1.0,7,False,3.2050455310550587,1.4734737873077393
0.9415510915960854,1.2075494339456156,21,0,eggholder,pairwise,bias,1.0,7,True,3.2050455310550587,6.7797369956970215
0.9415510915960854,1.2075494339456156,21,0,eggholder,pairwise,bias,1.0,7,False,3.2050455310550587,7.001431703567505
0.9415510915960854,1.2075494339456156,21,0,eggholder,pairwise,drift,1.0,7,True,3.2050455310550587,7.091205358505249
0.9415510915960854,1.2075494339456156,21,0,eggholder,pairwise,drift,1.0,7,False,3.2050455310550587,7.0540406703948975
0.9415510915960854,1.2075494339456156,21,0,eggholder,pairwise,ceiling,1.0,7,True,3.2050455310550587,6.886116981506348
0.9415510915960854,1.2075494339456156,21,0,eggholder,pairwise,ceiling,1.0,7,False,3.2050455310550587,7.095592975616455
-0.727772816471604,1.35076518088519,21,0,eggholder,pairwise,gaussian,1.0,7,True,3.2050455310550587,6.635030031204224
0.9415510915960854,1.2075494339456156,21,0,eggholder,pairwise,gaussian,1.0,7,False,3.2050455310550587,7.143300771713257
1.7258948978167707,1.7258948978167707,20,0,eggholder,rating,bias,1.0,8,True,3.2050455310550587,1.6020338535308838
1.7258948978167707,1.7258948978167707,20,0,eggholder,rating,bias,1.0,8,False,3.2050455310550587,1.9403424263000488
2.0721044714924317,2.0721044714924317,20,0,eggholder,rating,drift,1.0,8,True,3.2050455310550587,1.450714349746704
1.7258948978167707,1.7258948978167707,20,0,eggholder,rating,drift,1.0,8,False,3.2050455310550587,1.4641709327697754
1.7258948978167707,1.7258948978167707,20,0,eggholder,rating,ceiling,1.0,8,True,3.2050455310550587,1.5206234455108643
1.7258948978167707,1.7258948978167707,20,0,eggholder,rating,ceiling,1.0,8,False,3.2050455310550587,1.5116477012634277
1.222393723857696,1.222393723857696,20,0,eggholder,rating,gaussian,1.0,8,True,3.2050455310550587,1.6736993789672852
1.7258948978167707,1.7258948978167707,20,0,eggholder,rating,gaussian,1.0,8,False,3.2050455310550587,1.7724189758300781
1.2614136385482606,1.2614136385482606,21,0,eggholder,pairwise,bias,1.0,8,True,3.2050455310550587,6.36674690246582
1.2614136385482606,1.2614136385482606,21,0,eggholder,pairwise,bias,1.0,8,False,3.2050455310550587,6.393932104110718
1.2614136385482606,1.2614136385482606,21,0,eggholder,pairwise,drift,1.0,8,True,3.2050455310550587,6.4846391677856445
1.2614136385482606,1.2614136385482606,21,0,eggholder,pairwise,drift,1.0,8,False,3.2050455310550587,6.301918983459473
1.2614136385482606,1.2614136385482606,21,0,eggholder,pairwise,ceiling,1.0,8,True,3.2050455310550587,5.986047744750977
1.2614136385482606,1.2614136385482606,21,0,eggholder,pairwise,ceiling,1.0,8,False,3.2050455310550587,6.286919355392456
1.892561185122931,1.892561185122931,21,0,eggholder,pairwise,gaussian,1.0,8,True,3.2050455310550587,25.131442070007324
1.2614136385482606,1.2614136385482606,21,0,eggholder,pairwise,gaussian,1.0,8,False,3.2050455310550587,6.372117280960083
2.903744324573065,2.903744324573065,20,0,eggholder,rating,bias,1.0,9,True,3.2050455310550587,1.5864040851593018
2.903744324573065,2.903744324573065,20,0,eggholder,rating,bias,1.0,9,False,3.2050455310550587,1.7401716709136963
1.6057820626044923,1.6571505765440289,20,0,eggholder,rating,drift,1.0,9,True,3.2050455310550587,1.5670742988586426
2.903744324573065,2.903744324573065,20,0,eggholder,rating,drift,1.0,9,False,3.2050455310550587,1.810230016708374
1.6411353659730936,1.6571505765440289,20,0,eggholder,rating,ceiling,1.0,9,True,3.2050455310550587,1.6483628749847412
2.903744324573065,2.903744324573065,20,0,eggholder,rating,ceiling,1.0,9,False,3.2050455310550587,1.7337172031402588
1.17922554333544,2.5143503947754633,20,0,eggholder,rating,gaussian,1.0,9,True,3.2050455310550587,1.4857001304626465
2.903744324573065,2.903744324573065,20,0,eggholder,rating,gaussian,1.0,9,False,3.2050455310550587,1.7016806602478027
2.7635024158664545,2.903744324573065,21,0,eggholder,pairwise,bias,1.0,9,True,3.2050455310550587,5.6844258308410645
2.7635024158664545,2.903744324573065,21,0,eggholder,pairwise,bias,1.0,9,False,3.2050455310550587,5.896965503692627
2.7635024158664545,2.903744324573065,21,0,eggholder,pairwise,drift,1.0,9,True,3.2050455310550587,5.759321212768555
2.7635024158664545,2.903744324573065,21,0,eggholder,pairwise,drift,1.0,9,False,3.2050455310550587,5.800655841827393
2.7635024158664545,2.903744324573065,21,0,eggholder,pairwise,ceiling,1.0,9,True,3.2050455310550587,4.7274329662323
2.7635024158664545,2.903744324573065,21,0,eggholder,pairwise,ceiling,1.0,9,False,3.2050455310550587,5.8953375816345215
1.3590936620886251,1.850882643522399,21,0,eggholder,pairwise,gaussian,1.0,9,True,3.2050455310550587,3.8671491146087646
2.7635024158664545,2.903744324573065,21,0,eggholder,pairwise,gaussian,1.0,9,False,3.2050455310550587,5.916277885437012
2.028222573729359,2.028222573729359,20,0,griewank,rating,bias,1.0,7,True,2.7538558156589708,3.197542428970337
2.028222573729359,2.028222573729359,20,0,griewank,rating,bias,1.0,7,False,2.7538558156589708,3.026487112045288
2.0090970700820727,2.0090970700820727,20,0,griewank,rating,drift,1.0,7,True,2.7538558156589708,3.2270760536193848
2.028222573729359,2.028222573729359,20,0,griewank,rating,drift,1.0,7,False,2.7538558156589708,3.273125648498535
1.3465850921006681,2.028222573729359,20,0,griewank,rating,ceiling,1.0,7,True,2.7538558156589708,3.267720937728882
2.028222573729359,2.028222573729359,20,0,griewank,rating,ceiling,1.0,7,False,2.7538558156589708,3.313936471939087
1.5201494245555867,1.6182704739381486,20,0,griewank,rating,gaussian,1.0,7,True,2.7538558156589708,3.7936294078826904
2.028222573729359,2.028222573729359,20,0,griewank,rating,gaussian,1.0,7,False,2.7538558156589708,3.1563167572021484
2.003888608187658,2.028222573729359,21,0,griewank,pairwise,bias,1.0,7,True,2.7538558156589708,2.6764612197875977
2.003888608187658,2.028222573729359,21,0,griewank,pairwise,bias,1.0,7,False,2.7538558156589708,2.5912392139434814
2.003888608187658,2.028222573729359,21,0,griewank,pairwise,drift,1.0,7,True,2.7538558156589708,2.904294490814209
2.003888608187658,2.028222573729359,21,0,griewank,pairwise,drift,1.0,7,False,2.7538558156589708,2.6516642570495605
1.8420633829793538,2.028222573729359,21,0,griewank,pairwise,ceiling,1.0,7,True,2.7538558156589708,2.543025255203247
2.003888608187658,2.028222573729359,21,0,griewank,pairwise,ceiling,1.0,7,False,2.7538558156589708,3.014403820037842
1.4571518513427824,1.8420725639367608,21,0,griewank,pairwise,gaussian,1.0,7,True,2.7538558156589708,4.3480730056762695
2.003888608187658,2.028222573729359,21,0,griewank,pairwise,gaussian,1.0,7,False,2.7538558156589708,2.949279546737671
2.529862279483512,2.529862279483512,20,0,griewank,rating,bias,1.0,8,True,2.7538558156589708,3.2241947650909424
2.529862279483512,2.529862279483512,20,0,griewank,rating,bias,1.0,8,False,2.7538558156589708,2.9706954956054688
2.491481213491093,2.529862279483512,20,0,griewank,rating,drift,1.0,8,True,2.7538558156589708,3.2896335124969482
2.529862279483512,2.529862279483512,20,0,griewank,rating,drift,1.0,8,False,2.7538558156589708,2.8267579078674316
2.330822159534556,2.529862279483512,20,0,griewank,rating,ceiling,1.0,8,True,2.7538558156589708,3.140618085861206
2.529862279483512,2.529862279483512,20,0,griewank,rating,ceiling,1.0,8,False,2.7538558156589708,2.8027701377868652
1.6744138014649244,1.6744138014649244,20,0,griewank,rating,gaussian,1.0,8,True,2.7538558156589708,2.9603431224823
2.529862279483512,2.529862279483512,20,0,griewank,rating,gaussian,1.0,8,False,2.7538558156589708,2.8866219520568848
1.3794223323433172,1.4220015629178506,21,0,griewank,pairwise,bias,1.0,8,True,2.7538558156589708,3.1645069122314453
1.3794223323433172,1.4220015629178506,21,0,griewank,pairwise,bias,1.0,8,False,2.7538558156589708,3.365955352783203
1.3794223323433172,1.4220015629178506,21,0,griewank,pairwise,drift,1.0,8,True,2.7538558156589708,3.1823654174804688
1.3794223323433172,1.4220015629178506,21,0,griewank,pairwise,drift,1.0,8,False,2.7538558156589708,3.3753881454467773
1.3794223323433172,1.4220015629178506,21,0,griewank,pairwise,ceiling,1.0,8,True,2.7538558156589708,3.562568187713623
1.3794223323433172,1.4220015629178506,21,0,griewank,pairwise,ceiling,1.0,8,False,2.7538558156589708,3.5580291748046875
0.514088113314297,1.1929296411915278,21,0,griewank,pairwise,gaussian,1.0,8,True,2.7538558156589708,2.1468122005462646
1.3794223323433172,1.4220015629178506,21,0,griewank,pairwise,gaussian,1.0,8,False,2.7538558156589708,3.388468027114868
1.9790966825830998,1.9790966825830998,20,0,griewank,rating,bias,1.0,9,True,2.7538558156589708,3.4107367992401123
1.9790966825830998,1.9790966825830998,20,0,griewank,rating,bias,1.0,9,False,2.7538558156589708,3.280794620513916
2.233261638397823,2.233261638397823,20,0,griewank,rating,drift,1.0,9,True,2.7538558156589708,3.4841628074645996
1.9790966825830998,1.9790966825830998,20,0,griewank,rating,drift,1.0,9,False,2.7538558156589708,3.0995335578918457
1.9637994578555371,1.9637994578555371,20,0,griewank,rating,ceiling,1.0,9,True,2.7538558156589708,3.193955898284912
1.9790966825830998,1.9790966825830998,20,0,griewank,rating,ceiling,1.0,9,False,2.7538558156589708,3.5195577144622803
1.5304875686156814,1.5304875686156814,20,0,griewank,rating,gaussian,1.0,9,True,2.7538558156589708,3.1905927658081055
1.9790966825830998,1.9790966825830998,20,0,griewank,rating,gaussian,1.0,9,False,2.7538558156589708,3.1426215171813965
2.119603636489325,2.119603636489325,21,0,griewank,pairwise,bias,1.0,9,True,2.7538558156589708,2.399109125137329
2.119603636489325,2.119603636489325,21,0,griewank,pairwise,bias,1.0,9,False,2.7538558156589708,2.5149600505828857
2.119603636489325,2.119603636489325,21,0,griewank,pairwise,drift,1.0,9,True,2.7538558156589708,2.635683059692383
2.119603636489325,2.119603636489325,21,0,griewank,pairwise,drift,1.0,9,False,2.7538558156589708,2.585692882537842
2.119603636489325,2.119603636489325,21,0,griewank,pairwise,ceiling,1.0,9,True,2.7538558156589708,2.1950461864471436
2.119603636489325,2.119603636489325,21,0,griewank,pairwise,ceiling,1.0,9,False,2.7538558156589708,2.509270429611206
-0.7429196176273816,1.967721291055278,21,0,griewank,pairwise,gaussian,1.0,9,True,2.7538558156589708,2.905742645263672
2.119603636489325,2.119603636489325,21,0,griewank,pairwise,gaussian,1.0,9,False,2.7538558156589708,2.528595209121704
2.8787044610679886,2.8787044610679886,20,0,hartmann_3,rating,bias,1.0,7,True,3.0549009421557276,1.913149118423462
2.8787044610679886,2.8787044610679886,20,0,hartmann_3,rating,bias,1.0,7,False,3.0549009421557276,1.936668872833252
2.6289159698074944,2.792050354812215,20,0,hartmann_3,rating,drift,1.0,7,True,3.0549009421557276,1.8770339488983154
2.8787044610679886,2.8787044610679886,20,0,hartmann_3,rating,drift,1.0,7,False,3.0549009421557276,1.8725597858428955
2.6205596810117022,2.852750239604582,20,0,hartmann_3,rating,ceiling,1.0,7,True,3.0549009421557276,1.8638496398925781
2.8787044610679886,2.8787044610679886,20,0,hartmann_3,rating,ceiling,1.0,7,False,3.0549009421557276,1.893888235092163
1.605876308424677,2.0541181116915834,20,0,hartmann_3,rating,gaussian,1.0,7,True,3.0549009421557276,1.7490274906158447
2.8787044610679886,2.8787044610679886,20,0,hartmann_3,rating,gaussian,1.0,7,False,3.0549009421557276,1.8461432456970215
2.8201420579132295,2.8201420579132295,21,0,hartmann_3,pairwise,bias,1.0,7,True,3.0549009421557276,6.5502588748931885
2.8201420579132295,2.8201420579132295,21,0,hartmann_3,pairwise,bias,1.0,7,False,3.0549009421557276,6.6726603507995605
2.8201420579132295,2.8201420579132295,21,0,hartmann_3,pairwise,drift,1.0,7,True,3.0549009421557276,6.515608787536621
2.8201420579132295,2.8201420579132295,21,0,hartmann_3,pairwise,drift,1.0,7,False,3.0549009421557276,6.39548659324646
2.027709523115842,2.8201420579132295,21,0,hartmann_3,pairwise,ceiling,1.0,7,True,3.0549009421557276,5.685233116149902
2.8201420579132295,2.8201420579132295,21,0,hartmann_3,pairwise,ceiling,1.0,7,False,3.0549009421557276,6.637032985687256
-0.8925738323727859,1.1880648068824795,21,0,hartmann_3,pairwise,gaussian,1.0,7,True,3.0549009421557276,4.653419256210327
2.8201420579132295,2.8201420579132295,21,0,hartmann_3,pairwise,gaussian,1.0,7,False,3.0549009421557276,6.245524883270264
2.996305475530793,2.996305475530793,20,0,hartmann_3,rating,bias,1.0,8,True,3.0549009421557276,2.069148063659668
2.996305475530793,2.996305475530793,20,0,hartmann_3,rating,bias,1.0,8,False,3.0549009421557276,1.8922252655029297
2.8503824786109218,2.930284349869966,20,0,hartmann_3,rating,drift,1.0,8,True,3.0549009421557276,1.8241114616394043
2.996305475530793,2.996305475530793,20,0,hartmann_3,rating,drift,1.0,8,False,3.0549009421557276,1.997164249420166
2.3560515810932103,2.996305475530793,20,0,hartmann_3,rating,ceiling,1.0,8,True,3.0549009421557276,1.7468392848968506
2.996305475530793,2.996305475530793,20,0,hartmann_3,rating,ceiling,1.0,8,False,3.0549009421557276,2.0104334354400635
2.3092647939732602,2.5902186727780734,20,0,hartmann_3,rating,gaussian,1.0,8,True,3.0549009421557276,1.4812119007110596
2.996305475530793,2.996305475530793,20,0,hartmann_3,rating,gaussian,1.0,8,False,3.0549009421557276,1.885591745376587
2.996305475530793,3.032845391917197,21,0,hartmann_3,pairwise,bias,1.0,8,True,3.0549009421557276,4.98158860206604
2.996305475530793,3.032845391917197,21,0,hartmann_3,pairwise,bias,1.0,8,False,3.0549009421557276,5.017714023590088
2.996305475530793,3.032845391917197,21,0,hartmann_3,pairwise,drift,1.0,8,True,3.0549009421557276,4.910920858383179
2.996305475530793,3.032845391917197,21,0,hartmann_3,pairwise,drift,1.0,8,False,3.0549009421557276,5.031830787658691
2.834696490219237,3.032845391917197,21,0,hartmann_3,pairwise,ceiling,1.0,8,True,3.0549009421557276,5.550937652587891
2.996305475530793,3.032845391917197,21,0,hartmann_3,pairwise,ceiling,1.0,8,False,3.0549009421557276,4.88482666015625
0.8086701453762973,2.4169533067097877,21,0,hartmann_3,pairwise,gaussian,1.0,8,True,3.0549009421557276,6.000678300857544
2.996305475530793,3.032845391917197,21,0,hartmann_3,pairwise,gaussian,1.0,8,False,3.0549009421557276,4.9159770011901855
2.984883655225204,2.984883655225204,20,0,hartmann_3,rating,bias,1.0,9,True,3.0549009421557276,1.742379903793335
2.984883655225204,2.984883655225204,20,0,hartmann_3,rating,bias,1.0,9,False,3.0549009421557276,1.7771003246307373
2.966737771503415,2.984883655225204,20,0,hartmann_3,rating,drift,1.0,9,True,3.0549009421557276,1.7154457569122314
2.984883655225204,2.984883655225204,20,0,hartmann_3,rating,drift,1.0,9,False,3.0549009421557276,1.7340102195739746
1.7378678023125438,2.473221737991983,20,0,hartmann_3,rating,ceiling,1.0,9,True,3.0549009421557276,1.5260584354400635
2.984883655225204,2.984883655225204,20,0,hartmann_3,rating,ceiling,1.0,9,False,3.0549009421557276,1.723358154296875
1.5889502162114277,2.161839571035532,20,0,hartmann_3,rating,gaussian,1.0,9,True,3.0549009421557276,1.491103172302246
2.984883655225204,2.984883655225204,20,0,hartmann_3,rating,gaussian,1.0,9,False,3.0549009421557276,1.7228031158447266
2.4928676954027034,2.808866439364905,21,0,hartmann_3,pairwise,bias,1.0,9,True,3.0549009421557276,3.6449241638183594
2.4928676954027034,2.808866439364905,21,0,hartmann_3,pairwise,bias,1.0,9,False,3.0549009421557276,3.534364938735962
2.4928676954027034,2.808866439364905,21,0,hartmann_3,pairwise,drift,1.0,9,True,3.0549009421557276,3.379044532775879
