iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,444.2990447641016,-255.81934909493356,123.77778006187418,333.0408995042145,259.2895555242783,498.45614458860905,0.057472194418865245,0.057472194418865245,0.057472194418865245,0.0,False,True,0.0,logei,0.0,False,False,,9,ef6a8333-1436-4161-aa61-ce65fcb99256,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.057472194418865245,2.6963836212401056,2.6963836212401056,2.6963836212401056,2.6963836212401056,0.057472194418865245,2.6963836212401056,griewank
2,432.47237901946164,501.88515485851485,-568.0947186388834,-75.30239984458956,-18.06680762725432,-521.8149631558709,-1.21653991397448,-1.21653991397448,-1.21653991397448,0.0,False,True,0.0,logei,0.0,False,False,,9,ef6a8333-1436-4161-aa61-ce65fcb99256,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.057472194418865245,3.9703957296334504,6.666779350873556,2.6963836212401056,3.333389675436778,0.057472194418865245,2.6963836212401056,griewank
3,-593.2487391847285,396.7457243655084,579.9626931434107,341.53182320721544,-221.27581202607223,246.40044550734456,-1.3389954932437236,-1.3389954932437236,-1.3389954932437236,0.0,False,True,0.0,logei,0.0,False,False,,9,ef6a8333-1436-4161-aa61-ce65fcb99256,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.057472194418865245,4.092851308902694,10.75963065977625,2.6963836212401056,3.5865435532587497,0.057472194418865245,2.6963836212401056,griewank
4,-240.98271216210395,288.8981794508984,-264.30333630205564,339.1090983937578,585.2888962734921,583.4862591362862,-1.0998450984185968,-1.0998450984185968,-1.0998450984185968,0.0,False,True,0.0,logei,0.0,False,False,,9,ef6a8333-1436-4161-aa61-ce65fcb99256,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.057472194418865245,3.8537009140775673,14.613331573853817,2.6963836212401056,3.653332893463454,0.057472194418865245,2.6963836212401056,griewank
5,459.435080396011,495.3720621407015,249.84829692380697,65.39625271621048,507.8858496842647,-492.32306417482494,-1.15444362565057,,-1.15444362565057,0.0,False,True,,logei,0.0,False,True,-1.3389954932437236,9,ef6a8333-1436-4161-aa61-ce65fcb99256,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.057472194418865245,3.9082994413095404,18.521631015163358,2.6963836212401056,3.7043262030326716,0.057472194418865245,2.6963836212401056,griewank
6,600.0,-473.1085045943248,-600.0,378.1145556550124,600.0,600.0,-4.1337371092885755,-4.1337371092885755,-4.1337371092885755,0.0,False,True,0.0,logei,0.3546906999545172,False,False,,9,ef6a8333-1436-4161-aa61-ce65fcb99256,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.057472194418865245,6.887592924947546,25.409223940110905,2.6963836212401056,4.234870656685151,0.057472194418865245,2.6963836212401056,griewank
7,69.80091584383584,19.28636536124617,155.01962486216934,336.3677972637061,269.02086336740615,546.3536580486843,0.7862320847368895,0.7862320847368895,0.7862320847368895,0.0,False,True,0.0,logei,0.316125400015153,False,False,,9,ef6a8333-1436-4161-aa61-ce65fcb99256,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.7862320847368895,1.9676237309220812,27.376847671032987,1.9676237309220812,3.910978238718998,0.7862320847368895,1.9676237309220812,griewank
8,-68.97555479726603,198.42162874338786,253.90065559317952,353.8931659617272,577.5823159802367,600.0,-0.7875969350439158,-0.7875969350439158,-0.7875969350439158,0.0,False,True,0.0,logei,0.21790450002299622,False,False,,9,ef6a8333-1436-4161-aa61-ce65fcb99256,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.7862320847368895,3.5414527507028866,30.918300421735875,1.9676237309220812,3.8647875527169844,0.7862320847368895,1.9676237309220812,griewank
9,95.45975503938656,104.38195000347734,600.0,327.4844267061774,214.20603905472376,600.0,-0.6585622391149861,-0.6585622391149861,-0.6585622391149861,0.0,False,True,0.0,logei,0.3724991999915801,False,False,,9,ef6a8333-1436-4161-aa61-ce65fcb99256,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.7862320847368895,3.4124180547739567,34.33071847650983,1.9676237309220812,3.814524275167759,0.7862320847368895,1.9676237309220812,griewank
10,-58.75335322849914,101.32933366705099,57.5440311220997,307.0635740777036,110.61953282295542,552.305192807682,1.1092428117554254,1.1092428117554254,1.1092428117554254,0.0,False,True,0.0,logei,0.27684489998500794,False,False,,9,ef6a8333-1436-4161-aa61-ce65fcb99256,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.1092428117554254,1.6446130039035454,35.975331480413374,1.6446130039035454,3.5975331480413373,1.1092428117554254,1.6446130039035454,griewank
