iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-207.63326807332714,584.7322120055107,-217.54699381737993,346.25872298403476,443.87581403545937,-130.69823215296725,-0.18020793523944853,-0.18020793523944853,-0.18020793523944853,0.0,False,True,0.0,logei,0.0,False,False,,8,09b0f43b-e802-4acb-b9e3-9245a9ae73df,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,-0.18020793523944853,2.934063750898419,2.934063750898419,2.934063750898419,2.934063750898419,-0.18020793523944853,2.934063750898419,griewank
2,-74.54175225264146,-152.70131629277637,-471.65568423267075,-25.24145500473969,-310.37742589838126,-291.4257017386443,1.0891377787356822,,1.0891377787356822,0.0,False,True,,logei,0.0,False,True,-0.18020793523944853,8,09b0f43b-e802-4acb-b9e3-9245a9ae73df,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.0891377787356822,1.6647180369232886,4.598781787821707,1.6647180369232886,2.2993908939108536,-0.18020793523944853,2.934063750898419,griewank
3,-378.3221317987021,-367.3625413148271,376.5932041860252,-92.41897422692841,-292.8953938101287,109.0834221184939,0.7369340198337742,0.7369340198337742,0.7369340198337742,0.0,False,True,0.0,logei,0.0,False,False,,8,09b0f43b-e802-4acb-b9e3-9245a9ae73df,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.0891377787356822,2.016921795825197,6.615703583646904,1.6647180369232886,2.2052345278823013,0.7369340198337742,2.016921795825197,griewank
4,125.12675527014699,176.2296324722255,493.62765653822885,-419.7526656456379,-154.33544586912456,-258.45523498702494,0.6201583017330186,0.6201583017330186,0.6201583017330186,0.0,False,True,0.0,logei,0.0,False,False,,8,09b0f43b-e802-4acb-b9e3-9245a9ae73df,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.0891377787356822,2.133697513925952,8.749401097572857,1.6647180369232886,2.1873502743932143,0.7369340198337742,2.016921795825197,griewank
5,-579.8615372106591,-382.1352751647246,-126.39770244167659,-128.0271478964109,140.0735332884011,-57.28016540742442,0.693856662348287,0.693856662348287,0.693856662348287,0.0,False,True,0.0,logei,0.0,False,False,,8,09b0f43b-e802-4acb-b9e3-9245a9ae73df,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.0891377787356822,2.0599991533106836,10.809400250883542,1.6647180369232886,2.161880050176708,0.7369340198337742,2.016921795825197,griewank
6,-600.0,-600.0,253.4974026953413,-401.5733306667342,163.4758488194519,11.610433265178505,-0.9599034628725365,-0.9599034628725365,-0.9599034628725365,0.0,False,True,0.0,logei,0.20331289997557178,False,False,,8,09b0f43b-e802-4acb-b9e3-9245a9ae73df,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.0891377787356822,3.7137592785315072,14.523159529415048,1.6647180369232886,2.4205265882358415,0.7369340198337742,2.016921795825197,griewank
7,-600.0,-348.00991461263794,226.986561214798,224.08640658646289,350.8874146615527,320.77649525699144,-0.3393188042885407,-0.3393188042885407,-0.3393188042885407,0.0,False,True,0.0,logei,0.43511919997399673,False,False,,8,09b0f43b-e802-4acb-b9e3-9245a9ae73df,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.0891377787356822,3.0931746199475114,17.616334149362558,1.6647180369232886,2.516619164194651,0.7369340198337742,2.016921795825197,griewank
8,-96.74412943204428,-64.77943342780037,459.03499255132886,-164.99968629691622,-338.9922621608027,-34.89352775827469,1.340243383014166,,1.340243383014166,0.0,False,True,,logei,0.38367999996989965,False,True,-0.3393188042885407,8,09b0f43b-e802-4acb-b9e3-9245a9ae73df,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.340243383014166,1.4136124326448047,19.029946582007362,1.4136124326448047,2.3787433227509203,0.7369340198337742,2.016921795825197,griewank
9,-600.0,-383.3445500528201,420.99176121850826,-96.19795806514861,-600.0,-443.2708342163239,-2.015489895538697,,-2.015489895538697,0.0,False,True,,logei,0.5877107999986038,False,True,-0.3393188042885407,8,09b0f43b-e802-4acb-b9e3-9245a9ae73df,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.340243383014166,4.769345711197667,23.799292293205028,1.4136124326448047,2.6443658103561143,0.7369340198337742,2.016921795825197,griewank
10,-487.9733718583351,-368.49245112207717,-244.46152827026432,-104.58771815835289,140.0910875141145,137.7524787952168,0.9038013887912978,,0.9038013887912978,0.0,False,True,,logei,0.5199692000169307,False,True,-0.3393188042885407,8,09b0f43b-e802-4acb-b9e3-9245a9ae73df,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.340243383014166,1.8500544268676729,25.6493467200727,1.4136124326448047,2.56493467200727,0.7369340198337742,2.016921795825197,griewank
