iteration,x0,x1,x2,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.9560017096289753,0.20768181007914688,0.8284448852745308,0.3071663307112894,0.3071663307112894,0.3071663307112894,0.0,False,False,0.0,qnei,0.0,False,10,9761432f-9d4c-42f4-9e9b-df4490c56e67,misclick,0.4,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.3071663307112894,2.747734611444438,2.747734611444438,2.747734611444438,2.747734611444438,0.3071663307112894,2.747734611444438,hartmann_3
2,0.14928212308202027,0.5128046164365648,0.13591960402050662,-0.8703311095386822,-0.8703311095386822,-0.8703311095386822,0.0,False,False,0.0,qnei,0.0,False,10,9761432f-9d4c-42f4-9e9b-df4490c56e67,misclick,0.4,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.92523205169441,6.672966663138848,2.747734611444438,3.336483331569424,0.3071663307112894,2.747734611444438,hartmann_3
3,0.6890364797811311,0.841747724312279,0.4255089974049766,-0.2909134329371896,-0.2909134329371896,-0.2909134329371896,0.0,False,False,0.0,qnei,0.0,False,10,9761432f-9d4c-42f4-9e9b-df4490c56e67,misclick,0.4,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.345814375092917,10.018781038231765,2.747734611444438,3.3395936794105885,0.3071663307112894,2.747734611444438,hartmann_3
4,0.9569260034533662,0.8253329063847983,0.338215312471576,-0.8973733195280779,-0.8973733195280779,-0.8973733195280779,0.0,False,False,0.0,qnei,0.0,False,10,9761432f-9d4c-42f4-9e9b-df4490c56e67,misclick,0.4,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.9522742616838054,13.97105529991557,2.747734611444438,3.4927638249788924,0.3071663307112894,2.747734611444438,hartmann_3
5,0.5757605479445136,0.7533018647084769,0.8271039370247955,1.6562044985234257,1.6562044985234257,1.6562044985234257,0.0,False,False,0.0,qnei,0.0,False,10,9761432f-9d4c-42f4-9e9b-df4490c56e67,misclick,0.4,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.6562044985234257,1.398696443632302,15.369751743547871,1.398696443632302,3.073950348709574,1.6562044985234257,1.398696443632302,hartmann_3
6,0.019103188411847064,0.9286177769610667,0.8554594701876264,0.21310579366042498,0.21310579366042498,0.21310579366042498,0.0,False,False,0.0,qnei,0.6999371999991126,False,10,9761432f-9d4c-42f4-9e9b-df4490c56e67,misclick,0.4,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.6562044985234257,2.8417951484953026,18.211546892043174,1.398696443632302,3.035257815340529,1.6562044985234257,1.398696443632302,hartmann_3
7,0.7533704701548538,0.8743175513167206,0.9015322372090219,0.395716967005839,0.395716967005839,0.395716967005839,0.0,False,False,0.0,qnei,0.7352530999924056,False,10,9761432f-9d4c-42f4-9e9b-df4490c56e67,misclick,0.4,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.6562044985234257,2.6591839751498885,20.87073086719306,1.398696443632302,2.98153298102758,1.6562044985234257,1.398696443632302,hartmann_3
8,0.31203515889012867,0.7131133075988186,0.7707266075685926,1.8866235936233013,1.8866235936233013,1.8866235936233013,0.0,False,False,0.0,qnei,0.7453898999956436,False,10,9761432f-9d4c-42f4-9e9b-df4490c56e67,misclick,0.4,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.8866235936233013,1.1682773485324263,22.039008215725488,1.1682773485324263,2.754876026965686,1.8866235936233013,1.1682773485324263,hartmann_3
9,0.7212692903864978,0.6080016202866153,0.8128672453598683,2.5486556241676728,2.5486556241676728,2.5486556241676728,0.0,False,False,0.0,qnei,0.8366409000009298,False,10,9761432f-9d4c-42f4-9e9b-df4490c56e67,misclick,0.4,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.5486556241676728,0.5062453179880548,22.54525353371354,0.5062453179880548,2.505028170412616,2.5486556241676728,0.5062453179880548,hartmann_3
10,0.22175065825047252,0.5465158867368499,0.914014174300052,2.653523162475943,2.653523162475943,2.653523162475943,0.0,False,False,0.0,qnei,0.7447237999876961,False,10,9761432f-9d4c-42f4-9e9b-df4490c56e67,misclick,0.4,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.653523162475943,0.4013777796797844,22.946631313393326,0.4013777796797844,2.2946631313393326,2.653523162475943,0.4013777796797844,hartmann_3
11,1.0,0.5414857522980352,0.9267701762708396,2.191083020755767,2.191083020755767,2.191083020755767,0.0,False,False,0.0,qnei,0.7124692999641411,False,10,9761432f-9d4c-42f4-9e9b-df4490c56e67,misclick,0.4,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.653523162475943,0.8638179213999604,23.810449234793285,0.4013777796797844,2.164586294072117,2.653523162475943,0.4013777796797844,hartmann_3
12,0.04317976962705259,0.530649204861051,0.8077115377873687,2.8461864891107984,2.8461864891107984,2.8461864891107984,0.0,False,False,0.0,qnei,0.7734156000078656,False,10,9761432f-9d4c-42f4-9e9b-df4490c56e67,misclick,0.4,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.8461864891107984,0.2087144530449292,24.019163687838216,0.2087144530449292,2.001596973986518,2.8461864891107984,0.2087144530449292,hartmann_3
13,0.0,0.556280979164596,0.8427596171475908,3.0359780845376445,3.0359780845376445,3.0359780845376445,0.0,False,False,0.0,qnei,0.8046185999992304,False,10,9761432f-9d4c-42f4-9e9b-df4490c56e67,misclick,0.4,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0359780845376445,0.0189228576180831,24.0380865454563,0.0189228576180831,1.8490835804197152,3.0359780845376445,0.0189228576180831,hartmann_3
14,0.0,0.526088379842198,0.7527308948212453,2.238941474815631,2.238941474815631,2.238941474815631,0.0,False,False,0.0,qnei,0.904614600003697,False,10,9761432f-9d4c-42f4-9e9b-df4490c56e67,misclick,0.4,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0359780845376445,0.8159594673400967,24.854046012796395,0.0189228576180831,1.7752890009140283,3.0359780845376445,0.0189228576180831,hartmann_3
15,0.0,0.558178293134304,0.8818094075372181,2.9610877733548784,2.9610877733548784,2.9610877733548784,0.0,False,False,0.0,qnei,0.8586596000241116,False,10,9761432f-9d4c-42f4-9e9b-df4490c56e67,misclick,0.4,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0359780845376445,0.09381316880084922,24.947859181597245,0.0189228576180831,1.663190612106483,3.0359780845376445,0.0189228576180831,hartmann_3
16,0.0,0.5912120634085306,0.9372378719610732,2.313576807913205,2.313576807913205,2.313576807913205,0.0,False,False,0.0,qnei,1.0360350999981165,False,10,9761432f-9d4c-42f4-9e9b-df4490c56e67,misclick,0.4,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0359780845376445,0.7413241342425225,25.689183315839767,0.0189228576180831,1.6055739572399854,3.0359780845376445,0.0189228576180831,hartmann_3
17,0.0,0.5019530265665628,0.8703152960250432,2.904364925714028,2.904364925714028,2.904364925714028,0.0,False,False,0.0,qnei,1.002563099958934,False,10,9761432f-9d4c-42f4-9e9b-df4490c56e67,misclick,0.4,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0359780845376445,0.15053601644169978,25.839719332281465,0.0189228576180831,1.5199834901342038,3.0359780845376445,0.0189228576180831,hartmann_3
18,0.0,0.3964082496360881,1.0,0.6504978796770229,0.6504978796770229,0.6504978796770229,0.0,False,False,0.0,qnei,0.6441274999524467,False,10,9761432f-9d4c-42f4-9e9b-df4490c56e67,misclick,0.4,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0359780845376445,2.4044030624787047,28.24412239476017,0.0189228576180831,1.5691179108200093,3.0359780845376445,0.0189228576180831,hartmann_3
19,1.0,0.0,0.0,-0.9549860660082171,-0.9549860660082171,-0.9549860660082171,0.0,False,False,0.0,qnei,0.8158320999937132,False,10,9761432f-9d4c-42f4-9e9b-df4490c56e67,misclick,0.4,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0359780845376445,4.009887008163945,32.25400940292411,0.0189228576180831,1.6975794422591637,3.0359780845376445,0.0189228576180831,hartmann_3
20,0.0,0.0,0.44723621554591164,-0.7487655423618738,-0.7487655423618738,-0.7487655423618738,0.0,False,False,0.0,qnei,0.9379107000422664,False,10,9761432f-9d4c-42f4-9e9b-df4490c56e67,misclick,0.4,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0359780845376445,3.8036664845176014,36.05767588744171,0.0189228576180831,1.8028837943720855,3.0359780845376445,0.0189228576180831,hartmann_3
