procedure,error_model,jitter_std,jitter_iteration,n_landscapes,n_cells,cost,gain,price,recovered,bootstrap_draws_kept,recovered_lo,recovered_hi
lucb_k8_rho0.5,spike,0.25,0.0,20,200,0.8851622595885823,0.3967898837643865,0.018890864219211306,0.44826796382937956,1.0,0.3265377768168084,0.5633560807023659
lucb_k8_rho1,spike,0.25,0.0,20,200,0.8851622595885823,0.38854561912528585,0.018890864219211306,0.43895411820413505,1.0,0.320988271695566,0.555930135005979
ordinal_lcb1,spike,0.25,0.0,20,200,0.8851622595885823,0.4323444055041364,0.02401265842008592,0.4884352002367196,1.0,0.35126064857117995,0.6250733035075894
ordinal_pm,spike,0.25,0.0,20,200,0.8851622595885823,0.4292572374634457,0.03130948312350494,0.4849475142139043,1.0,0.331286584181674,0.6269879476444681
shortlist_m1,spike,0.25,0.0,20,200,0.8851622595885823,0.2076429413789747,0.02108279419944272,0.23458178331675122,1.0,0.11392075277717059,0.3561499676248352
shortlist_m2,spike,0.25,0.0,20,200,0.8851622595885823,0.3069095565144302,0.01630349706803252,0.3467268889853932,1.0,0.21803969874397863,0.4764254625667096
shortlist_m3,spike,0.25,0.0,20,200,0.8851622595885823,0.3583199344271825,0.012711682758842078,0.40480706282453494,1.0,0.270749785226721,0.5289231918892308
shortlist_m5,spike,0.25,0.0,20,200,0.8851622595885823,0.4079888691336854,0.008477663806513037,0.46091986493336934,1.0,0.33988180036938154,0.5831032847203087
standard,spike,0.25,0.0,20,200,0.8851622595885823,0.0,0.0,0.0,1.0,0.0,0.0
tournament_k4_lcb_rho0.5_look,spike,0.25,0.0,20,200,0.8851622595885823,0.36411279778913985,0.01120368838084688,0.4113514712640111,1.0,0.28116691118176657,0.5392934863912641
tournament_k4_lcb_rho0.5_post,spike,0.25,0.0,20,200,0.8851622595885823,0.17951536999161172,0.016753359632346924,0.20280504285739578,1.0,0.08585237752058836,0.3233897775861807
tournament_k4_lcb_rho1_look,spike,0.25,0.0,20,200,0.8851622595885823,0.34900324005286026,0.01120368838084688,0.3942816543207284,1.0,0.2754205096662107,0.5150974158726065
tournament_k4_lcb_rho1_post,spike,0.25,0.0,20,200,0.8851622595885823,0.18054924680669582,0.016753359632346924,0.20397305109982203,1.0,0.08977154582718645,0.32162405934963456
tournament_k4_obs_rho0.5_look,spike,0.25,0.0,20,200,0.8851622595885823,0.43098832012095,0.003967146604894363,0.48690318125545773,1.0,0.3730031653636025,0.5963452052639107
tournament_k4_obs_rho0.5_post,spike,0.25,0.0,20,200,0.8851622595885823,0.14243031722184435,0.009427234178642748,0.1609087098765881,1.0,0.05715248899605924,0.27377958978801714
tournament_k4_obs_rho1_look,spike,0.25,0.0,20,200,0.8851622595885823,0.42039558004000177,0.003967146604894363,0.4749361775042227,1.0,0.36279741204212806,0.587863059496023
tournament_k4_obs_rho1_post,spike,0.25,0.0,20,200,0.8851622595885823,0.14392581904732907,0.009427234178642748,0.1625982326836041,1.0,0.0631348596017315,0.27169564670041696
tournament_k8_lcb_rho0.5_look,spike,0.25,0.0,20,200,0.8851622595885823,0.45070998093477455,0.015643037271061495,0.509183458798008,1.0,0.39652632711925934,0.6192985671840586
tournament_k8_lcb_rho0.5_post,spike,0.25,0.0,20,200,0.8851622595885823,0.15572510468705067,0.027930776790353818,0.1759283148373618,1.0,0.06636018793590319,0.2805090732447689
tournament_k8_lcb_rho1_look,spike,0.25,0.0,20,200,0.8851622595885823,0.4383553868885824,0.015643037271061495,0.4952260245396444,1.0,0.37124436787099246,0.6042832496369362
tournament_k8_lcb_rho1_post,spike,0.25,0.0,20,200,0.8851622595885823,0.15372298164653123,0.027930776790353818,0.1736664436167677,1.0,0.054135940624831305,0.280186209119083
tournament_k8_obs_rho0.5_look,spike,0.25,0.0,20,200,0.8851622595885823,0.5957443349898538,0.011608827405359411,0.6730340437997796,1.0,0.5612470019133005,0.7690284308108611
tournament_k8_obs_rho0.5_post,spike,0.25,0.0,20,200,0.8851622595885823,0.16289913377898643,0.02258074747855365,0.1840330764380995,1.0,0.0857887444899364,0.2843280090260652
tournament_k8_obs_rho1_look,spike,0.25,0.0,20,200,0.8851622595885823,0.5760095074575435,0.011608827405359411,0.6507388913364529,1.0,0.5406966595828426,0.7448616827376457
tournament_k8_obs_rho1_post,spike,0.25,0.0,20,200,0.8851622595885823,0.16128974465298881,0.02258074747855365,0.18221489100535673,1.0,0.08433100105853622,0.2777924613634042
