iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-445.7157566769605,-0.8665650718620554,121.79802914802895,-565.5731899536665,-422.48869850705285,513.8532275524435,-0.9762267742847551,-0.5258755170460425,True,0.4503512572387126,logei,0.0,False,1.5,11,53850b1f-269d-42fe-a62f-848e5b6f210a,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3,x4,x5",2.7538558156589708,-0.9762267742847551,3.7300825899437258,3.7300825899437258,3.7300825899437258,3.7300825899437258,-0.9762267742847551,3.7300825899437258,griewank
2,-515.4953086149638,-444.2712607208424,537.9941439501301,146.26031135565938,-157.20825152425084,13.668026163915215,-0.2974490717811511,-0.07038908686646575,True,0.22705998491468535,logei,0.0,False,1.5,11,53850b1f-269d-42fe-a62f-848e5b6f210a,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3,x4,x5",2.7538558156589708,-0.2974490717811511,3.051304887440122,6.781387477383848,3.051304887440122,3.390693738691924,-0.2974490717811511,3.051304887440122,griewank
3,195.41154302015912,-269.6294210866448,-434.4383125596536,345.6475134047902,204.43270092298053,14.858776179792471,0.9791977447925131,0.7597711374191691,True,-0.21942660737334396,logei,0.0,False,1.5,11,53850b1f-269d-42fe-a62f-848e5b6f210a,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.9791977447925131,1.7746580708664577,8.556045548250305,1.7746580708664577,2.8520151827501015,0.9791977447925131,1.7746580708664577,griewank
4,380.08372316358964,58.890322644031585,577.0963671567665,-354.58864640394614,64.47643543827337,-19.650363691934785,0.4139567988793983,-0.0008588616679602867,True,-0.4148156605473586,logei,0.0,False,1.5,11,53850b1f-269d-42fe-a62f-848e5b6f210a,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.9791977447925131,2.3398990167795723,10.895944565029877,1.7746580708664577,2.7239861412574693,0.9791977447925131,1.7746580708664577,griewank
5,-176.0701739274623,109.91436473885221,-317.63852199890334,362.64322053418016,440.8002622108977,-445.48839452657876,0.1984878307961768,0.17288838924127628,True,-0.025599441554900515,logei,0.0,False,1.5,11,53850b1f-269d-42fe-a62f-848e5b6f210a,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.9791977447925131,2.555367984862794,13.451312549892672,1.7746580708664577,2.6902625099785342,0.9791977447925131,1.7746580708664577,griewank
6,412.52932932015676,-418.5641499812839,-589.378723663361,489.36213544509013,244.47957561466836,64.42897233648057,-1.049251378925522,-1.4631361364643092,True,-0.4138847575387872,logei,0.2269287999952212,False,1.5,11,53850b1f-269d-42fe-a62f-848e5b6f210a,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.9791977447925131,3.8031071945844928,17.254419744477165,1.7746580708664577,2.8757366240795275,0.9791977447925131,1.7746580708664577,griewank
7,132.05425857788384,-217.91419851606415,-376.51430354774106,298.14965954887447,196.46798675009563,-8.02775314643049,1.469097687555622,1.3684515611366832,True,-0.10064612641893889,logei,0.34795199998188764,False,1.5,11,53850b1f-269d-42fe-a62f-848e5b6f210a,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.469097687555622,1.2847581281033487,18.539177872580513,1.2847581281033487,2.6484539817972164,1.469097687555622,1.2847581281033487,griewank
8,61.061279721722485,-180.54414700722225,-303.67426653359365,217.57737683879682,148.53585380128263,16.476504710625107,1.9850197818756419,2.6868577040874877,True,0.7018379222118458,logei,0.2587076000054367,False,1.5,11,53850b1f-269d-42fe-a62f-848e5b6f210a,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9850197818756419,0.7688360337833289,19.308013906363843,0.7688360337833289,2.4135017382954804,1.9850197818756419,0.7688360337833289,griewank
9,-123.16834974347425,-141.57427308642215,-375.6133522045898,229.26977007086552,129.61204285663956,9.272687438829628,1.8038482284965651,2.3400853581486727,True,0.5362371296521076,logei,0.5850145999575034,False,1.5,11,53850b1f-269d-42fe-a62f-848e5b6f210a,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9850197818756419,0.9500075871624056,20.25802149352625,0.7688360337833289,2.2508912770584724,1.9850197818756419,0.7688360337833289,griewank
10,209.74603820332956,-219.48296122735343,-263.7916298131187,121.51453696883516,80.4964585166038,141.05750801439436,1.9669036826745734,2.46208034804998,True,0.49517666537540683,logei,0.3902561000431888,False,1.5,11,53850b1f-269d-42fe-a62f-848e5b6f210a,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9850197818756419,0.7869521329843974,21.044973626510647,0.7688360337833289,2.1044973626510646,1.9850197818756419,0.7688360337833289,griewank
