error_model,variant,jitter_std,jitter_iteration,k,tolerance,budget,n_runs,n_landscapes,mean_extra,ci_low,ci_high,median_extra,mean_extra_reached,mean_multiplier,censored_fraction
slip,rerate3x2,0.01,0,10,0.01,50,200,20,4.47,2.349875,6.970249999999999,1.0,3.533333333333333,1.4469999999999998,0.025
slip,rerate3x2,0.01,0,25,0.01,50,200,20,6.545,4.080000000000001,9.400374999999997,2.0,3.8729281767955803,1.2618,0.095
slip,rerate3x2,0.01,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
slip,rerate3x2,0.01,20,25,0.01,50,200,20,2.0100000000000002,0.9596250000000002,3.2901249999999997,0.0,1.2577319587628866,1.0804,0.03
slip,rerate3x2,0.05,0,10,0.01,50,200,20,7.600000000000001,5.75,9.550125,3.0,5.7631578947368425,1.76,0.05
slip,rerate3x2,0.05,0,25,0.01,50,200,20,16.52,13.38,19.51025,19.0,7.904,1.6608,0.375
slip,rerate3x2,0.05,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
slip,rerate3x2,0.05,20,25,0.01,50,200,20,4.85,2.745,7.115125,0.0,2.106741573033708,1.194,0.11
slip,rerate3x2,0.15,0,10,0.01,50,200,20,13.910000000000002,11.349874999999999,16.915499999999998,8.0,7.836363636363636,2.391,0.175
slip,rerate3x2,0.15,0,25,0.01,50,200,20,23.485,20.644875000000003,26.430374999999998,28.0,10.853658536585366,1.9394,0.59
slip,rerate3x2,0.15,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
slip,rerate3x2,0.15,20,25,0.01,50,200,20,6.959999999999999,3.789875,10.230624999999996,0.0,1.070967741935484,1.2784,0.225
slip,rerate3x2,0.4,0,10,0.01,50,200,20,24.085,20.379625,27.935124999999996,35.0,8.601851851851851,3.4085,0.46
slip,rerate3x2,0.4,0,25,0.01,50,200,20,28.084999999999997,25.824875,30.275249999999996,30.0,12.347826086956522,2.1233999999999997,0.77
slip,rerate3x2,0.4,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
slip,rerate3x2,0.4,20,25,0.01,50,200,20,7.715000000000001,4.405,11.120624999999997,0.0,0.18055555555555555,1.3086000000000002,0.28
