dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,variant,acquisition,n_seeds,mean_response_l2_excess,median_response_l2_excess,mean_final_simple_regret_excess_true,median_final_simple_regret_excess_true,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,std_auc_simple_regret_excess_true,ci95_low_auc_simple_regret_excess_true,ci95_high_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_final_inference_simple_regret_excess_true,acq_opt_failures
hartmann_6,value,exact,drift,0,0.05,anch5x3-detrend,logei,5,0.0,0.0,-0.33684734426406526,-0.0776871306636418,33.418542232330836,6.794992740482769,50.98545688749178,0.418243382651292,78.62570655080508,0.6820110659659353,138.40799227550661,-0.31329034787797916,0
hartmann_6,value,exact,drift,0,0.05,anch5x3-detrend,qnei,5,0.0,0.0,-0.34391602883917455,-0.12473959998782558,6.667218806824977,-15.961226963303076,43.17772366375238,-16.63407651527377,46.33268487397157,0.13606568993520357,112.39370935208797,-0.3365644627107914,0
hartmann_6,value,exact,drift,0,0.25,anch5x3-detrend,logei,5,0.0,0.0,0.9318983939402152,0.016311226552311098,51.915240660994,9.388213622935268,106.57154594330873,-9.774307428623837,148.35122768035032,1.0594947073672245,156.9046907041698,1.0390703227509284,0
hartmann_6,value,exact,drift,0,0.25,anch5x3-detrend,qnei,5,0.0,0.0,0.0847574370595586,-0.04265070539716742,35.807142717655395,22.255738952209953,42.16057428020265,5.15590880684046,71.52365495738108,0.7307580146460285,141.53363326291839,0.16436842376092997,0
hartmann_6,value,exact,drift,0,1.0,anch5x3-detrend,logei,5,0.0,0.0,1.4938511459606796,0.6904517936248018,84.62919859418234,46.51839843480029,83.53900629917132,24.57750235275819,157.92168307636334,1.7271265019220885,189.61864863735815,2.0587338106095694,0
hartmann_6,value,exact,drift,0,1.0,anch5x3-detrend,qnei,5,0.0,0.0,2.710864909071038,1.308680753065194,128.69470359459348,89.3812380102812,129.72482943914417,36.7235575702646,236.9700272138586,2.6264225223386424,234.42119413985648,3.2542506229149213,0
hartmann_6,value,exact,drift,0,5.0,anch5x3-detrend,logei,5,0.0,0.0,3.442514441056848,3.7935455743063606,134.2462742469767,129.44160992673952,85.68216059402084,69.47118107501399,201.43455619292553,2.7397198825913613,239.2357242901525,7.578120058012819,0
hartmann_6,value,exact,drift,0,5.0,anch5x3-detrend,qnei,5,0.0,0.0,4.2604433487280975,3.9544740746105402,159.383873754863,169.07275976559086,24.746626612754774,139.94575640681933,177.68760541983988,3.252732117446184,265.110364300126,6.907283368487038,0
hartmann_6,value,exact,drift,20,0.05,anch5x3-detrend,logei,5,-0.00534953856943812,-0.0021721018158593064,-0.14105059777404988,-0.030149988323330545,-2.5293074171480527,-0.1417988599372677,5.51628755505438,-7.463321358776341,0.3077975247650386,-0.08721749714303612,102.46014262602773,-0.120235753481664,0
hartmann_6,value,exact,drift,20,0.05,anch5x3-detrend,qnei,5,0.0012341246039772684,7.982381207249922e-06,-0.18950494088520298,-0.0657460094724449,-1.921728505143156,0.0,4.310939170074005,-5.754354677485193,0.32124824462921425,-0.06626650017735022,103.80476204011981,-0.18950494088520298,0
