iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,7.404984079401693,-4.263655818248893,2.062963001031237,5.550681658403576,4.321492592071305,8.307602409810151,7.207872983657694,8.36475258097525,-9.468245310648056,-1.2550399974098259,-0.30111346045423915,0.568215037462527,-4.03674923271081,True,-4.604964270173337,logei,0.0,False,1.6667,9,3f9fb4de-3b57-4bbe-9b41-e1d38576fe98,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.056265294316085,2.056265294316085,2.056265294316085,2.056265294316085,0.568215037462527,2.056265294316085,levy_10
2,-8.69691605259785,-9.887478986412141,6.612428739425141,9.666044885723512,5.692197053453592,-3.687930200434537,4.106674091789076,-4.016378536035066,4.814969657514974,-4.40505560503426,5.65181830656263,-1.043746709453171,1.0650408037494419,True,2.108787513202613,logei,0.0,False,1.6667,9,3f9fb4de-3b57-4bbe-9b41-e1d38576fe98,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,3.6682270412317832,5.724492335547868,2.056265294316085,2.862246167773934,-1.043746709453171,3.6682270412317832,levy_10
3,9.754814937891535,9.72477098560477,7.6572513399335165,8.256201035678359,4.164138282063449,1.0899375452701747,8.46476416140441,-8.205384402913749,-2.5973690971998504,2.118778870185258,-0.4454020616262877,-0.2721350099698567,4.913699010505487,True,5.185834020475344,logei,0.0,False,1.6667,9,3f9fb4de-3b57-4bbe-9b41-e1d38576fe98,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.896615341748469,8.621107677296337,2.056265294316085,2.873702559098779,-0.2721350099698567,2.896615341748469,levy_10
4,5.857157609944565,-6.098272130419069,-8.754930051666731,-7.469631855201635,9.255631698343254,-7.344509255411391,-5.478033452736573,-2.458872580875626,2.468432826815919,5.641922613386054,-8.427022124614377,-1.3651369152315098,-3.712296787647941,True,-2.347159872416431,logei,0.0,False,1.6667,9,3f9fb4de-3b57-4bbe-9b41-e1d38576fe98,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,3.989617247010122,12.610724924306458,2.056265294316085,3.1526812310766146,-0.2721350099698567,2.896615341748469,levy_10
5,8.624749062860705,5.255834486975727,-3.580717645513869,-6.213359611435381,1.9190577557406634,1.8937845352297913,-4.650632823390415,-6.612143738873215,5.32934514960316,3.453505051614414,6.004987014651622,0.09938149183251282,0.1629828166168879,True,0.06360132478437508,logei,0.0,False,1.6667,9,3f9fb4de-3b57-4bbe-9b41-e1d38576fe98,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.5250988399460996,15.135823764252558,2.056265294316085,3.0271647528505117,-0.2721350099698567,2.896615341748469,levy_10
6,4.875914087487592,8.869076721338239,9.668191556070676,9.46351746077205,2.6007006950451346,0.8068084488231946,7.417030635035982,-10.0,1.8793577406398432,-0.0217987387101962,5.545032217552785,-1.727798912747573,-0.7539479877367502,True,0.9738509250108228,logei,0.3399797999882139,False,1.6667,9,3f9fb4de-3b57-4bbe-9b41-e1d38576fe98,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,4.352279244526185,19.488103008778744,2.056265294316085,3.2480171681297905,-0.2721350099698567,2.896615341748469,levy_10
7,10.0,10.0,8.155715676542739,8.567418258780535,4.419171469768167,0.9784791067646187,9.641011678968056,-9.947939737895968,-3.959007106403083,3.4216881624412947,-2.5327995459463106,-2.6316082470952185,-4.28160882995782,True,-1.6500005828626017,logei,0.5065525999525562,False,1.6667,9,3f9fb4de-3b57-4bbe-9b41-e1d38576fe98,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,5.256088578873831,24.744191587652573,2.056265294316085,3.534884512521796,-0.2721350099698567,2.896615341748469,levy_10
8,9.057961281088565,9.23587734720631,6.951010008149216,7.291029528125338,3.757284236777423,1.1475017048935505,7.084418265947987,-7.776450777151034,-1.1399337005394934,1.584984896851031,1.2938855156577,0.4273884815350877,4.479684820430023,True,4.052296338894935,logei,0.5330223999917507,False,1.6667,9,3f9fb4de-3b57-4bbe-9b41-e1d38576fe98,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.197091850243525,26.941283437896097,2.056265294316085,3.367660429737012,-0.2721350099698567,2.896615341748469,levy_10
9,10.0,10.0,10.0,10.0,5.422543518651481,0.8829242450044615,10.0,-7.817243734534764,-6.603677991030836,1.8254478549540745,-4.091384543835654,-3.922740643739173,-10.917096304931027,True,-6.994355661191854,logei,0.7453485999722034,False,1.6667,9,3f9fb4de-3b57-4bbe-9b41-e1d38576fe98,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,6.547220975517785,33.48850441341388,2.056265294316085,3.7209449348237644,-0.2721350099698567,2.896615341748469,levy_10
10,10.0,10.0,7.082473910504301,9.285371366546492,3.519957759305868,-0.9066142555939645,10.0,-10.0,1.597935114412347,4.830459856566234,0.22294985993692915,-3.2549543383300232,-2.095952599264109,True,1.1590017390659142,logei,0.6763258999562822,False,1.6667,9,3f9fb4de-3b57-4bbe-9b41-e1d38576fe98,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,5.879434670108635,39.367939083522515,2.056265294316085,3.9367939083522514,-0.2721350099698567,2.896615341748469,levy_10
