iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,7.404984079401693,-4.263655818248893,2.062963001031237,5.550681658403576,4.321492592071305,8.307602409810151,7.207872983657694,8.36475258097525,-9.468245310648056,-1.2550399974098259,-0.30111346045423915,0.568215037462527,0.0686519292852415,True,-0.4995631081772855,logei,0.0,False,1.6667,9,48bc3777-0150-450d-a333-d341ed76a058,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.056265294316085,2.056265294316085,2.056265294316085,2.056265294316085,0.568215037462527,2.056265294316085,levy_10
2,-8.69691605259785,-9.887478986412141,6.612428739425141,9.666044885723512,5.692197053453592,-3.687930200434537,4.106674091789076,-4.016378536035066,4.814969657514974,-4.40505560503426,5.65181830656263,-1.043746709453171,-2.3522431622021927,True,-1.3084964527490217,logei,0.0,False,1.6667,9,48bc3777-0150-450d-a333-d341ed76a058,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,3.6682270412317832,5.724492335547868,2.056265294316085,2.862246167773934,0.568215037462527,2.056265294316085,levy_10
3,9.754814937891535,9.72477098560477,7.6572513399335165,8.256201035678359,4.164138282063449,1.0899375452701747,8.46476416140441,-8.205384402913749,-2.5973690971998504,2.118778870185258,-0.4454020616262877,-0.2721350099698567,-1.0427832107719335,True,-0.7706482008020767,logei,0.0,False,1.6667,9,48bc3777-0150-450d-a333-d341ed76a058,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.896615341748469,8.621107677296337,2.056265294316085,2.873702559098779,0.568215037462527,2.056265294316085,levy_10
4,5.857157609944565,-6.098272130419069,-8.754930051666731,-7.469631855201635,9.255631698343254,-7.344509255411391,-5.478033452736573,-2.458872580875626,2.468432826815919,5.641922613386054,-8.427022124614377,-1.3651369152315098,-1.104961757804079,True,0.2601751574274309,logei,0.0,False,1.6667,9,48bc3777-0150-450d-a333-d341ed76a058,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,3.989617247010122,12.610724924306458,2.056265294316085,3.1526812310766146,0.568215037462527,2.056265294316085,levy_10
5,8.624749062860705,5.255834486975727,-3.580717645513869,-6.213359611435381,1.9190577557406634,1.8937845352297913,-4.650632823390415,-6.612143738873215,5.32934514960316,3.453505051614414,6.004987014651622,0.09938149183251282,1.3514014597060149,True,1.252019967873502,logei,0.0,False,1.6667,9,48bc3777-0150-450d-a333-d341ed76a058,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.5250988399460996,15.135823764252558,2.056265294316085,3.0271647528505117,0.09938149183251282,2.5250988399460996,levy_10
6,10.0,4.300915378195912,-4.107376057811973,-6.467209973363195,0.5673298410114581,6.818331774627099,-3.890003576748828,-1.583050944236569,2.0826661681044043,2.382729273082938,7.782680646885127,0.2582043339008071,1.3496950036083908,True,1.0914906697075837,logei,0.32854149997001514,False,1.6667,9,48bc3777-0150-450d-a333-d341ed76a058,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.366275997877805,17.502099762130364,2.056265294316085,2.9170166270217273,0.09938149183251282,2.5250988399460996,levy_10
7,10.0,4.545404845916509,-1.0320777593121997,-5.374252061549545,5.364696422971506,0.31277299719232354,-8.502324100693421,-1.285505687250035,-1.1285298313228416,2.4226554058086385,9.99896347997018,0.45473872020429246,0.19125623494338895,True,-0.2634824852609035,logei,0.5478976999875158,False,1.6667,9,48bc3777-0150-450d-a333-d341ed76a058,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.1697416115743198,19.671841373704684,2.056265294316085,2.8102630533863833,0.09938149183251282,2.5250988399460996,levy_10
8,8.851142058744378,4.706184656181449,-4.270491624715208,-4.700762236036082,-1.7034665220365777,7.968187453651703,1.0143919357141897,-5.4380895681827885,5.83685602527329,2.607814078261364,4.101297879437103,0.9826845801399507,0.31540078135190563,True,-0.6672837987880451,logei,0.33636710001155734,False,1.6667,9,48bc3777-0150-450d-a333-d341ed76a058,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.9826845801399507,1.6417957516386616,21.313637125343345,1.6417957516386616,2.664204640667918,0.09938149183251282,2.5250988399460996,levy_10
9,9.418926329987606,6.616580922225754,-6.671961488016725,-9.862099012105421,-1.5882246061877003,6.592784934175555,-5.368676518676344,-6.528431689970322,7.863793078243556,3.738085404101293,8.205065879782465,-2.3504342516750953,-2.762061426614742,True,-0.4116271749396465,logei,0.5117337999981828,False,1.6667,9,48bc3777-0150-450d-a333-d341ed76a058,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.9826845801399507,4.974914583453708,26.28855170879705,1.6417957516386616,2.920950189866339,0.09938149183251282,2.5250988399460996,levy_10
10,9.251978135897641,8.355106428517512,-4.02262790307023,-6.271836646286566,-3.566879376506901,8.985947042747332,-0.824440627400151,-8.323386351049013,8.578362907640033,2.7520343692080407,8.410606233720289,-0.48366154752517826,-2.0966273340704205,True,-1.6129657865452423,logei,0.7953354999772273,False,1.6667,9,48bc3777-0150-450d-a333-d341ed76a058,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.9826845801399507,3.1081418793037905,29.39669358810084,1.6417957516386616,2.939669358810084,0.09938149183251282,2.5250988399460996,levy_10
