iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,9.120034192579507,-5.846363798417062,6.568897705490613,-7.014357538359595,0.25609232873129706,-7.2816079195898675,3.7807295956226223,6.834954486245579,-1.4898200519004678,9.138520069067326,6.506658127695964,-1.157811806498557,-1.0667982251683346,True,0.09101358133022242,logei,0.0,False,0,10,a9346c7f-a6df-4da3-99a0-ac0f2699b7c5,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-1.157811806498557,3.7822921382771693,3.7822921382771693,3.7822921382771693,3.7822921382771693,-1.157811806498557,3.7822921382771693,levy_10
2,-3.2356937505684797,1.5152109588902718,5.066037294169538,6.54207874049591,8.668769417031626,-7.100106101275454,4.911604220878749,-7.212972122643553,8.130575122258538,-5.477711326509452,7.064794998112124,-0.20877564190001702,-0.0005442237563258318,True,0.20823141814369117,logei,0.0,False,1,10,a9346c7f-a6df-4da3-99a0-ac0f2699b7c5,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-0.20877564190001702,2.833255973678629,6.615548111955798,2.833255973678629,3.307774055977899,-0.20877564190001702,2.833255973678629,levy_10
3,-3.873642689357524,9.396607364126435,0.3566842723373931,-3.550508824678773,-4.351329656706408,2.11729991639352,-3.324710865613234,3.5729754701628575,-6.911498590782119,-5.0044896120743365,7.397884921122195,0.45606599894833727,0.3720731570337062,True,-0.08399284191463108,logei,0.0,False,2,10,a9346c7f-a6df-4da3-99a0-ac0f2699b7c5,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.45606599894833727,2.168414332830275,8.783962444786074,2.168414332830275,2.9279874815953577,0.45606599894833727,2.168414332830275,levy_10
4,2.0073564087183815,-4.760338880589325,-7.011701988380235,-7.2642170102962105,-5.021581248170072,-2.3435066685918553,2.98158113248871,6.751275201221233,5.52063894020953,-3.2096884953116263,-7.028625234553525,0.27876479459721293,1.0029504980317854,True,0.7241857034345724,logei,0.0,False,3,10,a9346c7f-a6df-4da3-99a0-ac0f2699b7c5,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.45606599894833727,2.345715537181399,11.129677981967472,2.168414332830275,2.782419495491868,0.27876479459721293,2.345715537181399,levy_10
5,-0.8596122661526415,-1.242712846223995,1.4843517980603984,-2.534615529594186,2.676501147241977,-7.707112820416979,-5.338190515371233,5.344820340774543,9.742485437801879,6.160021586447218,6.859312880498479,0.1399951525674407,0.9340850085808436,True,0.794089856013403,logei,0.0,False,4,10,a9346c7f-a6df-4da3-99a0-ac0f2699b7c5,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.45606599894833727,2.4844851792111715,13.614163161178643,2.168414332830275,2.7228326322357286,0.27876479459721293,2.345715537181399,levy_10
6,-0.6499067278460242,-2.9517877489289748,-5.804643103052625,-6.173348116381891,-2.981039405461807,-4.1688285767935005,-3.1358381685119117,7.8547673969930045,9.243407093551479,0.8856631655048086,-2.409655674221896,-0.04724783902802994,0.223369514053899,True,0.2706173530819289,logei,1.1138045999687165,False,0,10,a9346c7f-a6df-4da3-99a0-ac0f2699b7c5,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.45606599894833727,2.671728170806642,16.285891331985287,2.168414332830275,2.714315221997548,0.27876479459721293,2.345715537181399,levy_10
7,1.6203971284303371,-5.245283108318381,-10.0,-7.82054497634174,-6.94124784541926,-0.6315692333187732,5.105280952235168,6.4145820689160615,5.4689192726601155,-7.196124302329815,-10.0,-1.7029997876724445,-1.5694322521363206,True,0.13356753553612388,logei,1.1161932999966666,False,1,10,a9346c7f-a6df-4da3-99a0-ac0f2699b7c5,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.45606599894833727,4.327480119451057,20.613371451436343,2.168414332830275,2.944767350205192,0.27876479459721293,2.345715537181399,levy_10
8,-0.12014678223106844,0.16191699865055315,-3.867179492008585,-5.812763058344912,-4.1943306279058605,-1.4201983271158516,-0.14054400285435606,5.881328104285563,1.8523099617457122,-2.575796378742898,-1.2216325558053236,1.4061640049239403,1.1972293618801535,True,-0.20893464304378684,logei,1.1593007000046782,False,2,10,a9346c7f-a6df-4da3-99a0-ac0f2699b7c5,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.4061640049239403,1.218316326854672,21.831687778291016,1.218316326854672,2.728960972286377,1.4061640049239403,1.218316326854672,levy_10
9,5.221992556888959,-2.727333076344893,-0.6340309190923412,-6.424819590935727,-3.777632006009432,-1.866972689051142,6.758761063090666,4.387468926890438,-3.3812115287581412,-2.2578411496320787,-4.079187153240852,0.7213494154357045,1.6624566093658895,True,0.9411071939301849,logei,1.3756609000265598,False,3,10,a9346c7f-a6df-4da3-99a0-ac0f2699b7c5,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.4061640049239403,1.9031309163429078,23.734818694633923,1.218316326854672,2.6372020771815468,0.7213494154357045,1.9031309163429078,levy_10
10,4.845553084249457,-5.0957965931662,-2.9938604986055783,-6.910766726778452,-3.6384914465881493,-3.147160682881024,5.6220984675302486,5.606718622950193,1.5532934342968918,-1.306384319867667,-6.155691834701291,0.4802146108646746,0.5862771214170425,True,0.10606251055236787,logei,1.1812292999820784,False,4,10,a9346c7f-a6df-4da3-99a0-ac0f2699b7c5,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.4061640049239403,2.1442657209139377,25.87908441554786,1.218316326854672,2.587908441554786,0.7213494154357045,1.9031309163429078,levy_10
11,6.288162934840067,-1.6213514007658472,1.2821085570674793,-6.27043723741842,-3.9338571456179765,-0.9976018101872423,8.618888620461286,3.397359609544008,-7.487294756188072,-2.969624090432659,-3.2590938088018504,0.48022413048863355,0.42353441745855924,True,-0.05668971303007431,logei,1.3660525000304915,False,0,10,a9346c7f-a6df-4da3-99a0-ac0f2699b7c5,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.4061640049239403,2.144256201289979,28.023340616837842,1.218316326854672,2.5475764197125312,0.7213494154357045,1.9031309163429078,levy_10
12,5.584232125177755,-4.743506136704805,-2.6771155482246547,-7.041471926043826,-4.323972336074689,-2.1308507203573965,7.646619040272377,4.88816464457621,-1.071806461109279,-2.923524745203953,-6.705595026886731,0.8252947871136456,0.4841099227402174,True,-0.34118486437342815,logei,1.6030325000174344,False,1,10,a9346c7f-a6df-4da3-99a0-ac0f2699b7c5,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.4061640049239403,1.7991855446649667,29.822526161502807,1.218316326854672,2.485210513458567,0.7213494154357045,1.9031309163429078,levy_10
13,4.436860851288804,-5.297056302802774,-0.34685496532871146,-5.391528138432898,-0.6434612205262211,-5.729595058837016,3.266789274002688,5.2631981545480215,4.45240489384004,2.4545824835613246,-2.0798239456585534,1.0543775114350937,0.5405467077988213,True,-0.5138308036362724,logei,1.5632092999876477,False,2,10,a9346c7f-a6df-4da3-99a0-ac0f2699b7c5,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.4061640049239403,1.5701028203435186,31.392628981846325,1.218316326854672,2.4148176139881787,0.7213494154357045,1.9031309163429078,levy_10
14,6.231744039357998,-1.8298441006434223,-0.6525163417500655,-7.3758368571355435,-5.5117953346723025,-0.05016370543856659,8.672795762899622,4.354949525353006,-7.6988848577361795,-3.9951901559841683,-5.868242467139535,0.44803316711429014,1.3895641457804568,True,0.9415309786661668,logei,1.4999908999889158,False,3,10,a9346c7f-a6df-4da3-99a0-ac0f2699b7c5,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.4061640049239403,2.176447164664322,33.569076146510646,1.218316326854672,2.397791153322189,0.7213494154357045,1.9031309163429078,levy_10
15,3.5457757105886043,-1.7338273895479321,-0.6646057400405367,-3.97184695217495,-2.897552329640061,-0.9855571749808142,9.325584812686623,0.9672218246852886,-3.0078175904456117,-7.059541106166697,-0.705235787453674,0.6435183686339437,1.076406750696193,True,0.4328883820622492,logei,1.4037419999949634,False,4,10,a9346c7f-a6df-4da3-99a0-ac0f2699b7c5,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.4061640049239403,1.9809619631446687,35.55003810965532,1.218316326854672,2.370002540643688,0.7213494154357045,1.9031309163429078,levy_10
