iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,7.404984079401693,-4.263655818248893,2.062963001031237,5.550681658403576,4.321492592071305,8.307602409810151,7.207872983657694,8.36475258097525,-9.468245310648056,-1.2550399974098259,-0.30111346045423915,0.568215037462527,4.9799368676468205,True,4.411721830184294,qnei,0.0,False,0,9,ad18ac60-1ef3-4644-a29b-da87e6015353,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.056265294316085,2.056265294316085,2.056265294316085,2.056265294316085,0.568215037462527,2.056265294316085,levy_10
2,-8.69691605259785,-9.887478986412141,6.612428739425141,9.666044885723512,5.692197053453592,-3.687930200434537,4.106674091789076,-4.016378536035066,4.814969657514974,-4.40505560503426,5.65181830656263,-1.043746709453171,-3.141823972127181,True,-2.09807726267401,qnei,0.0,False,1,9,ad18ac60-1ef3-4644-a29b-da87e6015353,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,3.6682270412317832,5.724492335547868,2.056265294316085,2.862246167773934,0.568215037462527,2.056265294316085,levy_10
3,9.754814937891535,9.72477098560477,7.6572513399335165,8.256201035678359,4.164138282063449,1.0899375452701747,8.46476416140441,-8.205384402913749,-2.5973690971998504,2.118778870185258,-0.4454020616262877,-0.2721350099698567,-0.9971048029265941,True,-0.7249697929567374,qnei,0.0,False,2,9,ad18ac60-1ef3-4644-a29b-da87e6015353,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.896615341748469,8.621107677296337,2.056265294316085,2.873702559098779,0.568215037462527,2.056265294316085,levy_10
4,5.857157609944565,-6.098272130419069,-8.754930051666731,-7.469631855201635,9.255631698343254,-7.344509255411391,-5.478033452736573,-2.458872580875626,2.468432826815919,5.641922613386054,-8.427022124614377,-1.3651369152315098,-7.765723298120016,True,-6.400586382888506,qnei,0.0,False,3,9,ad18ac60-1ef3-4644-a29b-da87e6015353,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,3.989617247010122,12.610724924306458,2.056265294316085,3.1526812310766146,0.568215037462527,2.056265294316085,levy_10
5,8.624749062860705,5.255834486975727,-3.580717645513869,-6.213359611435381,1.9190577557406634,1.8937845352297913,-4.650632823390415,-6.612143738873215,5.32934514960316,3.453505051614414,6.004987014651622,0.09938149183251282,-3.7223078607378035,True,-3.821689352570316,qnei,0.0,False,4,9,ad18ac60-1ef3-4644-a29b-da87e6015353,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.5250988399460996,15.135823764252558,2.056265294316085,3.0271647528505117,0.568215037462527,2.056265294316085,levy_10
6,10.0,-1.814921132451789,5.444516087836423,10.0,0.20494102847772228,10.0,10.0,10.0,-10.0,-4.43741471733899,1.4014761826326725,-4.616603817969758,-2.273426081340689,True,2.343177736629069,qnei,0.6962311000097543,False,0,9,ad18ac60-1ef3-4644-a29b-da87e6015353,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,7.241084149748371,22.37690791400093,2.056265294316085,3.7294846523334884,0.568215037462527,2.056265294316085,levy_10
7,8.109609698951532,-2.538022946342415,1.268665581370953,3.919246640845196,5.771203155977688,7.582247873805127,6.603663477629933,6.185287255691166,-9.407567290230936,0.7630993192163364,-1.4392764067300026,0.41021315457194474,-1.4367766156454826,True,-1.8469897702174274,qnei,1.1616159999975935,False,1,9,ad18ac60-1ef3-4644-a29b-da87e6015353,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.2142671772066675,24.5911750912076,2.056265294316085,3.513025013029657,0.568215037462527,2.056265294316085,levy_10
8,7.20331047064566,-4.8712330564199755,3.486473791861898,7.544930139799174,3.27010540837651,10.0,8.767835906192214,10.0,-10.0,-2.7872050173155074,1.0225502403367688,-2.050107321271647,-2.881484930416979,True,-0.8313776091453318,qnei,1.1380766000365838,False,2,9,ad18ac60-1ef3-4644-a29b-da87e6015353,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,4.67458765305026,29.26576274425786,2.056265294316085,3.6582203430322324,0.568215037462527,2.056265294316085,levy_10
9,5.540680083136785,-7.688387177634196,0.934315733456222,5.530272103111651,2.122217717435431,4.80948862914415,4.466007356041713,9.91146678769798,-7.286830727493685,-3.7336546006859583,-0.28965064888578385,-0.027437080077682002,-3.9625149892574174,True,-3.935077909179735,qnei,1.966194499982521,False,3,9,ad18ac60-1ef3-4644-a29b-da87e6015353,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.6519174118562945,31.917680156114155,2.056265294316085,3.5464089062349062,0.568215037462527,2.056265294316085,levy_10
10,7.080245814108948,-5.048921236451906,-0.2374488482387998,3.2793352953707697,3.881593786772915,3.9984817566434336,3.687499327061828,7.221881971086004,-7.524496327335169,-0.9918100288144137,-2.0404345392147776,1.680676708844059,-2.893798524137051,True,-4.57447523298111,qnei,1.7342570000328124,False,4,9,ad18ac60-1ef3-4644-a29b-da87e6015353,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.680676708844059,0.9438036229345532,32.86148377904871,0.9438036229345532,3.2861483779048712,0.568215037462527,2.056265294316085,levy_10
