arm,procedure,error_model,family,k,candidates,rho,winner,scope,jitter_std,jitter_iteration,n_landscapes,n_cells,cost,gain,price,recovered,recovered_lo,recovered_hi,wilcoxon_p,wilcoxon_p_fdr
output-boba,confirm_k2,gaussian,confirmation,2.0,,,,cell,0.25,20.0,20,400,0.03773690223294836,-0.01182352808598633,0.020295044258414482,-0.31331474992303754,-0.7710387965764199,0.023378783905771406,0.47490501403808594,0.5427485874720982
output-boba,confirm_k2,gaussian,confirmation,2.0,,,,cell,1.0,0.0,20,400,0.2648411245768901,0.0025462627372900047,0.020295044258414482,0.00961430269320111,-0.056818590529065516,0.07723205491587098,0.8123550415039062,0.8123550415039062
output-boba,confirm_k2,gaussian,confirmation,2.0,,,,cell,1.0,20.0,20,400,0.12778256623997594,-0.012496492904903591,0.020295044258414482,-0.09779497526630627,-0.28279081114886984,0.06541945700159568,0.4523754119873047,0.5427485874720982
output-boba,confirm_k2,gaussian,confirmation,2.0,,,,cell,5.0,0.0,20,400,0.7294857281093236,-0.007009614155653035,0.020295044258414482,-0.009608980526350402,-0.07530450449317247,0.05716612596333506,0.21616744995117188,0.345867919921875
output-boba,confirm_k2,gaussian,confirmation,2.0,,,,cell,5.0,20.0,20,400,0.5241390123201847,0.11243938899032906,0.020295044258414482,0.21452207591378902,0.044371634930127676,0.3787635102495008,0.023950576782226562,0.09580230712890625
output-boba,confirm_k2,gaussian,confirmation,2.0,,,,pooled,,,20,3200,0.21747440850872138,0.002538870887808327,0.020295044258414486,0.011674343226028411,-0.08180254300532286,0.10984474013365585,0.8694877624511719,
output-boba,rerate3x2,gaussian,rerate,6.0,,,,cell,0.05,0.0,20,200,0.006019024042053409,-0.012494483324196141,0.00843352346802268,-2.075832101167951,-26.78366034797028,-0.19607722019184837,0.09798930270791739,0.19597860541583478
output-boba,rerate3x2,gaussian,rerate,6.0,,,,cell,0.05,20.0,20,200,0.0034748877241901053,-0.006300130330109008,0.00843352346802268,-1.813045724111096,-17.68997734930642,-0.17293521008260598,0.040135536373545506,0.16054214549418203
output-boba,rerate3x2,gaussian,rerate,6.0,,,,cell,0.25,0.0,20,200,0.0525171889089013,-0.009894817997468172,0.00843352346802268,-0.18841103652048424,-0.44393946361165815,-0.003106595422125722,0.08355636667535958,0.19597860541583478
output-boba,rerate3x2,gaussian,rerate,6.0,,,,cell,0.25,20.0,20,200,0.04002168336187528,-0.0012006888926963549,0.00843352346802268,-0.030000959275994197,-0.20797454525125955,0.11523149871965169,0.8983173370361328,0.9854354858398438
output-boba,rerate3x2,gaussian,rerate,6.0,,,,cell,1.0,0.0,20,200,0.25211626310291996,0.0005238963340974421,0.00843352346802268,0.002077994999805209,-0.0949461629725274,0.08366247400999285,0.8123550415039062,0.9854354858398438
output-boba,rerate3x2,gaussian,rerate,6.0,,,,cell,1.0,20.0,20,200,0.13089312859367422,0.009032944799175673,0.00843352346802268,0.06901007635944165,-0.027600199592646157,0.15320784255044026,0.26109886169433594,0.4177581787109375
output-boba,rerate3x2,gaussian,rerate,6.0,,,,cell,5.0,0.0,20,200,0.7163745326954236,-0.003662508571935044,0.00843352346802268,-0.005112561104251607,-0.15177064020264786,0.11070850672424186,0.9854354858398438,0.9854354858398438
output-boba,rerate3x2,gaussian,rerate,6.0,,,,cell,5.0,20.0,20,200,0.5340938270581989,0.09543504607470858,0.00843352346802268,0.1786859185405063,0.051505599130027876,0.2859434381426687,0.017181396484375,0.137451171875
output-boba,rerate3x2,gaussian,rerate,6.0,,,,pooled,,,20,1600,0.2169388169359045,0.008929907261447118,0.00843352346802268,0.04116325232881443,0.0003951822452065143,0.09284475429012515,0.11398696899414062,
output-boba,tournament_k16_lcb_rho0.5_look,ar1,tournament,16.0,lcb,0.5,look,cell,0.05,0.0,20,400,0.006281835117049281,-0.02344969065693996,0.02849342897923554,-3.7329363506049495,-36.43954407036258,-0.8299242908830481,0.01980910968997144,0.031694575503954305
output-boba,tournament_k16_lcb_rho0.5_look,ar1,tournament,16.0,lcb,0.5,look,cell,0.05,20.0,20,400,0.00059179573919758,-0.030051253357691616,0.02849342897923554,-50.779773099479094,-217.98050166881666,-1.8206205884674358,0.02687559167118386,0.03583412222824515
output-boba,tournament_k16_lcb_rho0.5_look,ar1,tournament,16.0,lcb,0.5,look,cell,0.25,0.0,20,400,0.038895955010831346,-0.009761601143423507,0.02849342897923554,-0.2509670000570804,-1.071244986840825,0.17378496496276644,0.6008710115741303,0.6215133666992188
output-boba,tournament_k16_lcb_rho0.5_look,ar1,tournament,16.0,lcb,0.5,look,cell,0.25,20.0,20,400,0.02581445195460027,-0.012535015236947358,0.02849342897923554,-0.485581303798067,-1.8411830826355453,0.1504071699519052,0.6215133666992188,0.6215133666992188
output-boba,tournament_k16_lcb_rho0.5_look,ar1,tournament,16.0,lcb,0.5,look,cell,1.0,0.0,20,400,0.20857717698158992,0.03166548563161009,0.02849342897923554,0.1518166373227165,0.016673843751519188,0.25427626551880644,0.017181396484375,0.031694575503954305
output-boba,tournament_k16_lcb_rho0.5_look,ar1,tournament,16.0,lcb,0.5,look,cell,1.0,20.0,20,400,0.13812654273973599,0.06151509401084036,0.02849342897923554,0.44535317246555406,0.2650054671542498,0.5799476647965102,0.0019855499267578125,0.0052947998046875
output-boba,tournament_k16_lcb_rho0.5_look,ar1,tournament,16.0,lcb,0.5,look,cell,5.0,0.0,20,400,0.7593282188139565,0.18933604347104072,0.02849342897923554,0.24934677624226428,0.16992158368083826,0.32509399940477,1.9073486328125e-05,7.62939453125e-05
output-boba,tournament_k16_lcb_rho0.5_look,ar1,tournament,16.0,lcb,0.5,look,cell,5.0,20.0,20,400,0.46724670015656605,0.24885077657903096,0.02849342897923554,0.5325896929729959,0.45438279222183336,0.610150151799096,1.9073486328125e-06,1.52587890625e-05
output-boba,tournament_k16_lcb_rho0.5_look,ar1,tournament,16.0,lcb,0.5,look,pooled,,,20,3200,0.20560783456419088,0.05694622991218996,0.02849342897923554,0.2769652724221037,0.17059838938490712,0.3615869281322869,0.0007076263427734375,
output-boba,tournament_k16_lcb_rho0.5_look,bias,tournament,16.0,lcb,0.5,look,cell,0.05,0.0,20,400,0.008864662949424779,-0.0205674771351516,0.02849342897923554,-2.3201645964989797,-12.627322769594182,-0.8360286473827662,0.03638546131456511,0.058216738103304175
output-boba,tournament_k16_lcb_rho0.5_look,bias,tournament,16.0,lcb,0.5,look,cell,0.05,20.0,20,400,0.008679782566793356,-0.02072905927991247,0.02849342897923554,-2.388200294235087,-12.189722186936057,-0.7465147963665022,0.058258056640625,0.07767740885416667
output-boba,tournament_k16_lcb_rho0.5_look,bias,tournament,16.0,lcb,0.5,look,cell,0.25,0.0,20,400,0.048911599853312684,-0.02310751336222732,0.02849342897923554,-0.47243421665877683,-0.9508959605973202,-0.18144700283174728,0.005491205694554839,0.010982411389109678
output-boba,tournament_k16_lcb_rho0.5_look,bias,tournament,16.0,lcb,0.5,look,cell,0.25,20.0,20,400,0.041895916857380436,-0.0022617680613365504,0.02849342897923554,-0.05398540552378709,-0.679887219631262,0.31821418806138513,0.8408222198486328,0.8408222198486328
output-boba,tournament_k16_lcb_rho0.5_look,bias,tournament,16.0,lcb,0.5,look,cell,1.0,0.0,20,400,0.26122805805488003,0.012563861877452277,0.02849342897923554,0.04809537677921566,-0.05880285973387557,0.1470889811287533,0.4523754119873047,0.5170004708426339
output-boba,tournament_k16_lcb_rho0.5_look,bias,tournament,16.0,lcb,0.5,look,cell,1.0,20.0,20,400,0.1654331109919233,0.05741721046770665,0.02849342897923554,0.34707205905418687,0.2061996330650327,0.4599489368431195,0.0007076263427734375,0.00283050537109375
output-boba,tournament_k16_lcb_rho0.5_look,bias,tournament,16.0,lcb,0.5,look,cell,5.0,0.0,20,400,0.764117841052533,0.10438076852374538,0.02849342897923554,0.13660297262522525,0.06195597344679713,0.21129823236405648,0.0042209625244140625,0.010982411389109678
output-boba,tournament_k16_lcb_rho0.5_look,bias,tournament,16.0,lcb,0.5,look,cell,5.0,20.0,20,400,0.5580073836888795,0.22991674851874216,0.02849342897923554,0.41203173154951245,0.29142075749595764,0.5065811651329967,8.20159912109375e-05,0.0006561279296875
output-boba,tournament_k16_lcb_rho0.5_look,bias,tournament,16.0,lcb,0.5,look,pooled,,,20,3200,0.2321422945018909,0.04220159644362733,0.02849342897923554,0.1817919329787773,0.09390383620495292,0.2653669724461727,0.0023250579833984375,
output-boba,tournament_k16_lcb_rho0.5_look,drift,tournament,16.0,lcb,0.5,look,cell,0.05,0.0,20,400,0.00516009014738544,-0.01890835641268239,0.02849342897923554,-3.664346139817546,-40.81385423383683,-0.8645388016051717,0.03293821172843571,0.05270113876549713
output-boba,tournament_k16_lcb_rho0.5_look,drift,tournament,16.0,lcb,0.5,look,cell,0.05,20.0,20,400,0.004874582161159622,-0.025979730836178473,0.02849342897923554,-5.329632361760852,-49.44916862167583,-1.3377595767931754,0.040135536373545506,0.05351404849806068
output-boba,tournament_k16_lcb_rho0.5_look,drift,tournament,16.0,lcb,0.5,look,cell,0.25,0.0,20,400,0.04992855236370636,-0.02137452941581673,0.02849342897923554,-0.42810232630245704,-0.7989069625886877,-0.16002681491341958,0.0072956085205078125,0.014591217041015625
output-boba,tournament_k16_lcb_rho0.5_look,drift,tournament,16.0,lcb,0.5,look,cell,0.25,20.0,20,400,0.03449940097865165,-0.00902313121232958,0.02849342897923554,-0.26154457632215483,-1.011925527879463,0.1484751983926837,0.5958194732666016,0.5958194732666016
output-boba,tournament_k16_lcb_rho0.5_look,drift,tournament,16.0,lcb,0.5,look,cell,1.0,0.0,20,400,0.26734125192276154,0.009882568338142984,0.02849342897923554,0.03696611827417562,-0.06675820570193217,0.13448637044700806,0.4304332733154297,0.49192374093191965
output-boba,tournament_k16_lcb_rho0.5_look,drift,tournament,16.0,lcb,0.5,look,cell,1.0,20.0,20,400,0.16506780970017,0.053479957689684485,0.02849342897923554,0.3239878071128814,0.1745812272839781,0.4570653228727547,0.001689910888671875,0.004506429036458333
output-boba,tournament_k16_lcb_rho0.5_look,drift,tournament,16.0,lcb,0.5,look,cell,5.0,0.0,20,400,0.7573345537311486,0.12649257918650575,0.02849342897923554,0.16702338294656793,0.10251530683004687,0.23288483921895287,0.0001678466796875,0.00067138671875
output-boba,tournament_k16_lcb_rho0.5_look,drift,tournament,16.0,lcb,0.5,look,cell,5.0,20.0,20,400,0.6370517359749459,0.37222823054088944,0.02849342897923554,0.5842982751961742,0.4920360073049332,0.6617302433804855,1.9073486328125e-06,1.52587890625e-05
output-boba,tournament_k16_lcb_rho0.5_look,drift,tournament,16.0,lcb,0.5,look,pooled,,,20,3200,0.24015724712249115,0.06084969848477693,0.02849342897923554,0.2533744003725226,0.16362014033964764,0.33572625563963227,0.0003223419189453125,
output-boba,tournament_k16_lcb_rho0.5_look,gaussian,tournament,16.0,lcb,0.5,look,cell,0.05,0.0,20,400,0.0064776539925258695,-0.02904181697752775,0.02849342897923554,-4.4833850358535905,-35.96353159558744,-1.1854487044002737,0.009562906117832044,0.019125812235664088
output-boba,tournament_k16_lcb_rho0.5_look,gaussian,tournament,16.0,lcb,0.5,look,cell,0.05,20.0,20,400,0.001695114818690873,-0.02809812263559595,0.02849342897923554,-16.575940653563492,-112.2492879934306,-1.5673231073738014,0.008903385115881386,0.019125812235664088
output-boba,tournament_k16_lcb_rho0.5_look,gaussian,tournament,16.0,lcb,0.5,look,cell,0.25,0.0,20,400,0.04763716577923163,-0.014110466204481715,0.02849342897923554,-0.29620708901690057,-0.8953015395307168,0.026567697414107798,0.35466939531524566,0.4053364517888522
output-boba,tournament_k16_lcb_rho0.5_look,gaussian,tournament,16.0,lcb,0.5,look,cell,0.25,20.0,20,400,0.03773690223294836,-0.00795437248519854,0.02849342897923554,-0.21078498802303708,-0.6838409092028456,0.12181975877365948,0.5958194732666016,0.5958194732666016
output-boba,tournament_k16_lcb_rho0.5_look,gaussian,tournament,16.0,lcb,0.5,look,cell,1.0,0.0,20,400,0.2648411245768901,0.02261596738853783,0.02849342897923554,0.08539446970204903,-0.04607415487954783,0.2020382751096336,0.0758514404296875,0.10113525390625
output-boba,tournament_k16_lcb_rho0.5_look,gaussian,tournament,16.0,lcb,0.5,look,cell,1.0,20.0,20,400,0.12778256623997594,0.02739924935363595,0.02849342897923554,0.21442087257959822,0.008681385661142684,0.36986391223754356,0.013616561889648438,0.0217864990234375
output-boba,tournament_k16_lcb_rho0.5_look,gaussian,tournament,16.0,lcb,0.5,look,cell,5.0,0.0,20,400,0.7294857281093236,0.09763857296605023,0.02849342897923554,0.1338457617520623,0.08509786949942233,0.18826499971021662,3.62396240234375e-05,0.00014495849609375
output-boba,tournament_k16_lcb_rho0.5_look,gaussian,tournament,16.0,lcb,0.5,look,cell,5.0,20.0,20,400,0.5241390123201847,0.28199696148902686,0.02849342897923554,0.5380194087074772,0.42141720001321153,0.6486809279647723,1.9073486328125e-06,1.52587890625e-05
output-boba,tournament_k16_lcb_rho0.5_look,gaussian,tournament,16.0,lcb,0.5,look,pooled,,,20,3200,0.21747440850872138,0.04380574661180587,0.02849342897923554,0.2014294321441924,0.09432939834572926,0.30034201595396853,0.00365447998046875,
output-boba,tournament_k16_lcb_rho0.5_post,ar1,tournament,16.0,lcb,0.5,post,cell,0.05,0.0,20,400,0.006281835117049281,-0.040872348348682044,0.04437204477347934,-6.506434439476454,-67.62183634407072,-1.473715021596419,0.031103769479907197,0.062207538959814394
output-boba,tournament_k16_lcb_rho0.5_post,ar1,tournament,16.0,lcb,0.5,post,cell,0.05,20.0,20,400,0.00059179573919758,-0.05152073697429056,0.04437204477347934,-87.05831009217452,-369.67421109518585,-3.551271191385971,0.014097354120504295,0.03759294432134479
output-boba,tournament_k16_lcb_rho0.5_post,ar1,tournament,16.0,lcb,0.5,post,cell,0.25,0.0,20,400,0.038895955010831346,-0.032282247686804925,0.04437204477347934,-0.8299641358032036,-2.474868660584582,-0.11445212718937287,0.1474161990774467,0.19655493210326228
output-boba,tournament_k16_lcb_rho0.5_post,ar1,tournament,16.0,lcb,0.5,post,cell,0.25,20.0,20,400,0.02581445195460027,-0.027003362037094237,0.04437204477347934,-1.0460559877306284,-3.153334505223448,0.0006894395454385804,0.40909767150878906,0.40909767150878906
output-boba,tournament_k16_lcb_rho0.5_post,ar1,tournament,16.0,lcb,0.5,post,cell,1.0,0.0,20,400,0.20857717698158992,0.005351392005360822,0.04437204477347934,0.02565665181015065,-0.12369471343467653,0.1488227700393591,0.3117942810058594,0.35633632114955355
output-boba,tournament_k16_lcb_rho0.5_post,ar1,tournament,16.0,lcb,0.5,post,cell,1.0,20.0,20,400,0.13812654273973599,0.03348264374054115,0.04437204477347934,0.24240557300873444,0.042347714867690706,0.40443502956820687,0.04844093322753906,0.0775054931640625
output-boba,tournament_k16_lcb_rho0.5_post,ar1,tournament,16.0,lcb,0.5,post,cell,5.0,0.0,20,400,0.7593282188139565,0.10199584028419895,0.04437204477347934,0.1343237848364345,0.07249100563206938,0.1915436738223125,0.0010166168212890625,0.00406646728515625
output-boba,tournament_k16_lcb_rho0.5_post,ar1,tournament,16.0,lcb,0.5,post,cell,5.0,20.0,20,400,0.46724670015656605,0.17771351927798212,0.04437204477347934,0.38034194616769573,0.29076007183469627,0.4673332308034018,1.9073486328125e-06,1.52587890625e-05
output-boba,tournament_k16_lcb_rho0.5_post,ar1,tournament,16.0,lcb,0.5,post,pooled,,,20,3200,0.20560783456419088,0.020858087532651403,0.04437204477347934,0.10144597639901458,-0.02932787113863196,0.21586827588918656,0.20244979858398438,
output-boba,tournament_k16_lcb_rho0.5_post,bias,tournament,16.0,lcb,0.5,post,cell,0.05,0.0,20,400,0.008864662949424779,-0.03524113675074199,0.04437204477347934,-3.9754626827666084,-20.527157130695386,-1.4489824206748212,0.017582795345746867,0.07033118138298747
output-boba,tournament_k16_lcb_rho0.5_post,bias,tournament,16.0,lcb,0.5,post,cell,0.05,20.0,20,400,0.008679782566793356,-0.03802793454540151,0.04437204477347934,-4.381208198795985,-24.867289317294023,-1.387769858371605,0.0442084385246971,0.11788916939919226
output-boba,tournament_k16_lcb_rho0.5_post,bias,tournament,16.0,lcb,0.5,post,cell,0.25,0.0,20,400,0.048911599853312684,-0.033205379110854326,0.04437204477347934,-0.6788855651918609,-1.3825934501593706,-0.1938698695179281,0.06414936248047728,0.12829872496095457
output-boba,tournament_k16_lcb_rho0.5_post,bias,tournament,16.0,lcb,0.5,post,cell,0.25,20.0,20,400,0.041895916857380436,-0.021806267495536675,0.04437204477347934,-0.5204866996888566,-1.4372015325071272,0.04300589719627654,0.3117942810058594,0.39864022391183035
output-boba,tournament_k16_lcb_rho0.5_post,bias,tournament,16.0,lcb,0.5,post,cell,1.0,0.0,20,400,0.26122805805488003,-0.004725115608691102,0.04437204477347934,-0.018088086110943057,-0.12895037743540919,0.10031162167344185,0.6476554870605469,0.6476554870605469
output-boba,tournament_k16_lcb_rho0.5_post,bias,tournament,16.0,lcb,0.5,post,cell,1.0,20.0,20,400,0.1654331109919233,0.016654797935336123,0.04437204477347934,0.10067390884131555,-0.0709191747405631,0.2492464897104985,0.26109886169433594,0.39864022391183035
output-boba,tournament_k16_lcb_rho0.5_post,bias,tournament,16.0,lcb,0.5,post,cell,5.0,0.0,20,400,0.764117841052533,0.0943402338714848,0.04437204477347934,0.12346293831005958,0.051275404471317655,0.1939912201320176,0.01531219482421875,0.07033118138298747
output-boba,tournament_k16_lcb_rho0.5_post,bias,tournament,16.0,lcb,0.5,post,cell,5.0,20.0,20,400,0.5580073836888795,0.039657907943531155,0.04437204477347934,0.07107057917649827,-0.06473184308374268,0.18247219361455225,0.34881019592285156,0.39864022391183035
output-boba,tournament_k16_lcb_rho0.5_post,bias,tournament,16.0,lcb,0.5,post,pooled,,,20,3200,0.2321422945018909,0.002205888279890815,0.04437204477347934,0.00950231100551497,-0.1065265605371807,0.1142516635107304,0.956329345703125,
output-boba,tournament_k16_lcb_rho0.5_post,drift,tournament,16.0,lcb,0.5,post,cell,0.05,0.0,20,400,0.00516009014738544,-0.03906328765430585,0.04437204477347934,-7.57027232830395,-87.59625104872497,-1.893707047051125,0.02687559167118386,0.047320556640625
output-boba,tournament_k16_lcb_rho0.5_post,drift,tournament,16.0,lcb,0.5,post,cell,0.05,20.0,20,400,0.004874582161159622,-0.04255899579964258,0.04437204477347934,-8.73079874183886,-73.94492702808759,-2.2434026461364334,0.040135536373545506,0.05351404849806068
output-boba,tournament_k16_lcb_rho0.5_post,drift,tournament,16.0,lcb,0.5,post,cell,0.25,0.0,20,400,0.04992855236370636,-0.033650811072084244,0.04437204477347934,-0.6739793060081871,-1.3695330828251029,-0.21386465422681822,0.017181396484375,0.045817057291666664
output-boba,tournament_k16_lcb_rho0.5_post,drift,tournament,16.0,lcb,0.5,post,cell,0.25,20.0,20,400,0.03449940097865165,-0.019734676494021913,0.04437204477347934,-0.5720295406356127,-1.7652256765002723,0.09341369833621384,0.40909767150878906,0.46754019601004465
output-boba,tournament_k16_lcb_rho0.5_post,drift,tournament,16.0,lcb,0.5,post,cell,1.0,0.0,20,400,0.26734125192276154,-0.011956384912579119,0.04437204477347934,-0.044723307108749076,-0.14203565011299146,0.046333435896552644,0.5458755493164062,0.5458755493164062
output-boba,tournament_k16_lcb_rho0.5_post,drift,tournament,16.0,lcb,0.5,post,cell,1.0,20.0,20,400,0.16506780970017,0.03017215526209029,0.04437204477347934,0.1827864276923232,0.013900167297706217,0.337322187397346,0.029575347900390625,0.047320556640625
output-boba,tournament_k16_lcb_rho0.5_post,drift,tournament,16.0,lcb,0.5,post,cell,5.0,0.0,20,400,0.7573345537311486,0.068400277736388,0.04437204477347934,0.09031712259714204,0.04800889947578011,0.13546164790989507,0.0003223419189453125,0.00128936767578125
output-boba,tournament_k16_lcb_rho0.5_post,drift,tournament,16.0,lcb,0.5,post,cell,5.0,20.0,20,400,0.6370517359749459,0.23675303882153848,0.04437204477347934,0.3716386369455707,0.2812142692680265,0.45246240036927304,5.7220458984375e-06,4.57763671875e-05
output-boba,tournament_k16_lcb_rho0.5_post,drift,tournament,16.0,lcb,0.5,post,pooled,,,20,3200,0.24015724712249115,0.02354516448592288,0.04437204477347934,0.09804061617142776,-0.0021304824779445008,0.1956673858935116,0.17685317993164062,
output-boba,tournament_k16_lcb_rho0.5_post,gaussian,tournament,16.0,lcb,0.5,post,cell,0.05,0.0,20,400,0.0064776539925258695,-0.04513295086313696,0.04437204477347934,-6.967484048270076,-53.83792251336301,-1.9522710871291051,0.012274756174561622,0.03273268313216433
