arm,procedure,family,k,error_model,scope,jitter_std,jitter_iteration,n_runs,n_landscapes,claim_rate,claim_rate_lo,claim_rate_hi,false_claim_rate,false_claim_rate_lo,false_claim_rate_hi,false_discovery_share,false_discovery_share_lo,false_discovery_share_hi,power,power_lo,power_hi,size,size_lo,size_hi,truly_better_share,truly_better_share_lo,truly_better_share_hi,clean_claim_rate,shipped_d_share,d_is_c_share
output-boba,standard,standard,,ar1,cell,5.0,0.0,400,20,0.9025,0.9,0.9075,0.455,0.3899375,0.5200624999999997,0.5041551246537396,0.4297423364849706,0.5778360957642722,1.0,1.0,1.0,0.8235294117647058,0.801980198019802,0.8412698412698413,0.4475,0.38,0.5175,0.995,,
output-boba,standard,standard,,ar1,cell,5.0,20.0,400,20,1.0,1.0,1.0,0.4525,0.3475,0.555,0.4525,0.3475,0.555,1.0,1.0,1.0,1.0,1.0,1.0,0.5475,0.445,0.6525,0.995,,
output-boba,standard,standard,,ar1,pooled,,,3200,20,0.981875,0.9784375,0.985,0.160625,0.128125,0.1984375,0.16359007001909612,0.13032111729028498,0.2023598992940326,1.0,1.0,1.0,0.8986013986013986,0.8846153846153846,0.9098641280546553,0.82125,0.78125,0.8556328124999999,0.995,,
output-boba,standard,standard,,bias,cell,0.05,0.0,400,20,0.9975,0.9925,1.0,0.0125,0.0,0.03,0.012531328320802004,0.0,0.030226700251889168,1.0,1.0,1.0,0.8333333333333334,0.75,1.0,0.985,0.9625,1.0,0.995,,
output-boba,standard,standard,,bias,cell,0.05,20.0,400,20,1.0,1.0,1.0,0.0175,0.0,0.0425,0.0175,0.0,0.0425,1.0,1.0,1.0,1.0,1.0,1.0,0.9825,0.9575,1.0,0.995,,
output-boba,standard,standard,,bias,cell,0.25,0.0,400,20,0.995,0.9875,1.0,0.03,0.01,0.055,0.03015075376884422,0.01,0.05569620253164557,1.0,1.0,1.0,0.8571428571428571,0.7051470588235295,1.0,0.965,0.935,0.99,0.995,,
output-boba,standard,standard,,bias,cell,0.25,20.0,400,20,1.0,1.0,1.0,0.05,0.014937500000000003,0.0925,0.05,0.014937500000000003,0.0925,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.9075,0.9850624999999996,0.995,,
output-boba,standard,standard,,bias,cell,1.0,0.0,400,20,0.965,0.9525,0.9775,0.1325,0.0775,0.1975,0.13730569948186527,0.08010335917312661,0.2057425954634464,1.0,1.0,1.0,0.7910447761194029,0.7045454545454546,0.8472373188405796,0.8325,0.76,0.8925,0.995,,
output-boba,standard,standard,,bias,cell,1.0,20.0,400,20,1.0,1.0,1.0,0.14,0.0775,0.21,0.14,0.0775,0.21,1.0,1.0,1.0,1.0,1.0,1.0,0.86,0.79,0.9225,0.995,,
output-boba,standard,standard,,bias,cell,5.0,0.0,400,20,0.8775,0.8625,0.89,0.3975,0.3375,0.4575,0.452991452991453,0.38459885386819487,0.521370582617001,1.0,1.0,1.0,0.7644230769230769,0.7282051282051282,0.7952408637873754,0.48,0.42,0.5425,0.995,,
output-boba,standard,standard,,bias,cell,5.0,20.0,400,20,1.0,1.0,1.0,0.465,0.3625,0.5625,0.465,0.3625,0.5625,1.0,1.0,1.0,1.0,1.0,1.0,0.535,0.4375,0.6375,0.995,,
output-boba,standard,standard,,bias,pooled,,,3200,20,0.979375,0.9759375,0.9825,0.155625,0.12125,0.1946875,0.15890236119974474,0.12372568283878,0.19917360356422048,1.0,1.0,1.0,0.8829787234042553,0.8610005036091992,0.8994902880523986,0.82375,0.7821875,0.8596875,0.995,,
output-boba,standard,standard,,drift,cell,0.05,0.0,400,20,1.0,1.0,1.0,0.02,0.0,0.045,0.02,0.0,0.045,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.955,1.0,0.995,,
output-boba,standard,standard,,drift,cell,0.05,20.0,400,20,1.0,1.0,1.0,0.0175,0.0,0.0425,0.0175,0.0,0.0425,1.0,1.0,1.0,1.0,1.0,1.0,0.9825,0.9575,1.0,0.995,,
output-boba,standard,standard,,drift,cell,0.25,0.0,400,20,0.9975,0.9925,1.0,0.0375,0.01,0.075,0.03759398496240601,0.01,0.07518796992481203,1.0,1.0,1.0,0.9375,0.8333333333333334,1.0,0.96,0.92,0.99,0.995,,
output-boba,standard,standard,,drift,cell,0.25,20.0,400,20,1.0,1.0,1.0,0.0475,0.01,0.0925,0.0475,0.01,0.0925,1.0,1.0,1.0,1.0,1.0,1.0,0.9525,0.9075,0.99,0.995,,
output-boba,standard,standard,,drift,cell,1.0,0.0,400,20,0.995,0.9875,1.0,0.115,0.07,0.17,0.11557788944723618,0.07017543859649122,0.1708650304418819,1.0,1.0,1.0,0.9583333333333334,0.9,1.0,0.88,0.8225,0.925,0.995,,
output-boba,standard,standard,,drift,cell,1.0,20.0,400,20,1.0,1.0,1.0,0.1425,0.0775,0.2175,0.1425,0.0775,0.2175,1.0,1.0,1.0,1.0,1.0,1.0,0.8575,0.7825,0.9225,0.995,,
output-boba,standard,standard,,drift,cell,5.0,0.0,400,20,1.0,1.0,1.0,0.4875,0.3999375,0.57,0.4875,0.3999375,0.57,1.0,1.0,1.0,1.0,1.0,1.0,0.5125,0.43,0.6000624999999996,0.995,,
output-boba,standard,standard,,drift,cell,5.0,20.0,400,20,1.0,1.0,1.0,0.5375,0.425,0.64,0.5375,0.425,0.64,1.0,1.0,1.0,1.0,1.0,1.0,0.4625,0.36,0.575,0.995,,
output-boba,standard,standard,,drift,pooled,,,3200,20,0.9990625,0.998125,1.0,0.175625,0.1384375,0.2159375,0.17578980294025648,0.1385240775484678,0.2161418220813239,1.0,1.0,1.0,0.9946902654867257,0.9891696750902527,1.0,0.8234375,0.7828046875,0.8609375,0.995,,
output-boba,standard,standard,,gaussian,cell,0.05,0.0,400,20,0.995,0.9875,1.0,0.015,0.0,0.0375,0.01507537688442211,0.0,0.03787878787878788,1.0,1.0,1.0,0.75,0.0,1.0,0.98,0.955,0.9975,0.995,,
output-boba,standard,standard,,gaussian,cell,0.05,20.0,400,20,1.0,1.0,1.0,0.025,0.0,0.06,0.025,0.0,0.06,1.0,1.0,1.0,1.0,1.0,1.0,0.975,0.94,1.0,0.995,,
output-boba,standard,standard,,gaussian,cell,0.25,0.0,400,20,0.9975,0.9925,1.0,0.0375,0.01,0.07,0.03759398496240601,0.01,0.07035175879396985,1.0,1.0,1.0,0.9375,0.8125,1.0,0.96,0.925,0.99,0.995,,
output-boba,standard,standard,,gaussian,cell,0.25,20.0,400,20,1.0,1.0,1.0,0.0475,0.0075,0.095,0.0475,0.0075,0.095,1.0,1.0,1.0,1.0,1.0,1.0,0.9525,0.905,0.9925,0.995,,
output-boba,standard,standard,,gaussian,cell,1.0,0.0,400,20,0.9675,0.95,0.9825,0.1475,0.0975,0.2075,0.1524547803617571,0.09974424552429667,0.21629561716461038,1.0,1.0,1.0,0.8194444444444444,0.7358490566037735,0.8915744057310322,0.82,0.7549375,0.8775624999999996,0.995,,
output-boba,standard,standard,,gaussian,cell,1.0,20.0,400,20,1.0,1.0,1.0,0.1275,0.06,0.20756249999999965,0.1275,0.06,0.20756249999999965,1.0,1.0,1.0,1.0,1.0,1.0,0.8725,0.7924375,0.94,0.995,,
output-boba,standard,standard,,gaussian,cell,5.0,0.0,400,20,0.91,0.8875,0.9325,0.3975,0.34993749999999996,0.4475,0.4368131868131868,0.38780735472625977,0.4877400810792849,1.0,1.0,1.0,0.8153846153846154,0.7640372268181257,0.863023722018042,0.5125,0.4675,0.5525,0.995,,
output-boba,standard,standard,,gaussian,cell,5.0,20.0,400,20,1.0,1.0,1.0,0.4425,0.3475,0.5325,0.4425,0.3475,0.5325,1.0,1.0,1.0,1.0,1.0,1.0,0.5575,0.4675,0.6525,0.995,,
output-boba,standard,standard,,gaussian,pooled,,,3200,20,0.98375,0.979375,0.9878125,0.155,0.12125,0.19375781249999996,0.15756035578144853,0.12290051581745924,0.1977139574116157,1.0,1.0,1.0,0.9051094890510949,0.8840542814132649,0.9252354256895372,0.82875,0.7871796875,0.865,0.995,,
output-boba-misclick,confirm_k2,confirmation,2.0,misclick,cell,0.01,0.0,200,20,0.63,0.495,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.6395939086294417,0.5025900092998539,0.7688442211055276,0.0,0.0,0.0,0.985,0.97,1.0,0.62,0.935,0.0
output-boba-misclick,confirm_k2,confirmation,2.0,misclick,cell,0.01,20.0,200,20,0.61,0.47,0.7401249999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.6161616161616161,0.47692307692307695,0.7487437185929648,0.0,0.0,0.0,0.99,0.975,1.0,0.62,0.925,0.005
output-boba-misclick,confirm_k2,confirmation,2.0,misclick,cell,0.05,0.0,200,20,0.595,0.465,0.715,0.0,0.0,0.0,0.0,0.0,0.0,0.616580310880829,0.48468993267410054,0.7382198952879581,0.0,0.0,0.0,0.965,0.935,0.99,0.62,0.925,0.005
output-boba-misclick,confirm_k2,confirmation,2.0,misclick,cell,0.05,20.0,200,20,0.575,0.43,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.6052631578947368,0.46274572155411653,0.7409372452065963,0.0,0.0,0.0,0.95,0.905,0.9851249999999993,0.62,0.93,0.0
output-boba-misclick,confirm_k2,confirmation,2.0,misclick,cell,0.15,0.0,200,20,0.535,0.41,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.5846994535519126,0.45360683905132104,0.7081081081081081,0.0,0.0,0.0,0.915,0.865,0.96,0.62,0.915,0.0
output-boba-misclick,confirm_k2,confirmation,2.0,misclick,cell,0.15,20.0,200,20,0.52,0.364875,0.675,0.0,0.0,0.0,0.0,0.0,0.0,0.574585635359116,0.41616584039660964,0.7228260869565217,0.0,0.0,0.0,0.905,0.845,0.955,0.62,0.87,0.005
output-boba-misclick,confirm_k2,confirmation,2.0,misclick,cell,0.4,0.0,200,20,0.42,0.335,0.52,0.005,0.0,0.015,0.011904761904761904,0.0,0.038461538461538464,0.50920245398773,0.4064418377321603,0.6217948717948718,0.02702702702702703,0.0,0.09090909090909091,0.815,0.76,0.8651249999999993,0.62,0.775,0.02
output-boba-misclick,confirm_k2,confirmation,2.0,misclick,cell,0.4,20.0,200,20,0.52,0.39,0.655,0.0,0.0,0.0,0.0,0.0,0.0,0.574585635359116,0.44085565882996175,0.7052111432241489,0.0,0.0,0.0,0.905,0.835,0.96,0.62,0.885,0.0
output-boba-misclick,confirm_k2,confirmation,2.0,misclick,pooled,,,1600,20,0.550625,0.42621875000000004,0.6625,0.000625,0.0,0.001875,0.0011350737797956867,0.0,0.00391224353256021,0.5921938088829072,0.4652162332068267,0.7034304032221362,0.008771929824561403,0.0,0.032520325203252036,0.92875,0.897484375,0.958125,0.62,0.895,0.004375
output-boba-misclick,standard,standard,,misclick,cell,0.01,0.0,200,20,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,
output-boba-misclick,standard,standard,,misclick,cell,0.01,20.0,200,20,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,
output-boba-misclick,standard,standard,,misclick,cell,0.05,0.0,200,20,0.995,0.985,1.0,0.015,0.0,0.03,0.01507537688442211,0.0,0.030303030303030304,1.0,1.0,1.0,0.75,0.0,1.0,0.98,0.96,0.995,1.0,,
output-boba-misclick,standard,standard,,misclick,cell,0.05,20.0,200,20,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,
output-boba-misclick,standard,standard,,misclick,cell,0.15,0.0,200,20,0.99,0.975,1.0,0.03,0.01,0.05,0.030303030303030304,0.010050251256281407,0.05102040816326531,1.0,1.0,1.0,0.75,0.5555555555555556,1.0,0.96,0.93,0.985,1.0,,
output-boba-misclick,standard,standard,,misclick,cell,0.15,20.0,200,20,0.995,0.985,1.0,0.01,0.0,0.025,0.010050251256281407,0.0,0.02512562814070352,1.0,1.0,1.0,0.6666666666666666,0.0,1.0,0.985,0.965,1.0,1.0,,
output-boba-misclick,standard,standard,,misclick,cell,0.4,0.0,200,20,0.95,0.93,0.97,0.15,0.095,0.21,0.15789473684210525,0.09792558815754691,0.22105263157894736,1.0,1.0,1.0,0.75,0.6,0.8571428571428571,0.8,0.745,0.86,1.0,,
output-boba-misclick,standard,standard,,misclick,cell,0.4,20.0,200,20,0.985,0.965,1.0,0.02,0.0,0.045,0.02030456852791878,0.0,0.04592425431711143,1.0,1.0,1.0,0.5714285714285714,0.0,1.0,0.965,0.934875,0.99,1.0,,
output-boba-misclick,standard,standard,,misclick,pooled,,,1600,20,0.989375,0.983125,0.994375,0.028125,0.016875,0.039375,0.028427037271004423,0.017023959646910468,0.039873417721518985,1.0,1.0,1.0,0.7258064516129032,0.592550505050505,0.8437769396551723,0.96125,0.948125,0.974375,1.0,,
output-boba-slip,confirm_k2,confirmation,2.0,slip,cell,0.01,0.0,200,20,0.535,0.375,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.5459183673469388,0.3787878787878788,0.7,0.0,0.0,0.0,0.98,0.95,1.0,0.62,0.905,0.0
output-boba-slip,confirm_k2,confirmation,2.0,slip,cell,0.01,20.0,200,20,0.555,0.41,0.695,0.0,0.0,0.0,0.0,0.0,0.0,0.5721649484536082,0.42783436242350736,0.7076923076923077,0.0,0.0,0.0,0.97,0.945,0.99,0.62,0.935,0.005
output-boba-slip,confirm_k2,confirmation,2.0,slip,cell,0.05,0.0,200,20,0.47,0.33487500000000003,0.605,0.0,0.0,0.0,0.0,0.0,0.0,0.5310734463276836,0.38545337344220026,0.6666666666666666,0.0,0.0,0.0,0.885,0.79,0.955,0.62,0.865,0.005
output-boba-slip,confirm_k2,confirmation,2.0,slip,cell,0.05,20.0,200,20,0.525,0.385,0.67,0.005,0.0,0.015,0.009523809523809525,0.0,0.03297619047619043,0.5714285714285714,0.4252696975534579,0.720436114615246,0.05555555555555555,0.0,0.25,0.91,0.835,0.965,0.62,0.895,0.005
output-boba-slip,confirm_k2,confirmation,2.0,slip,cell,0.15,0.0,200,20,0.39,0.28,0.5001249999999993,0.005,0.0,0.015,0.01282051282051282,0.0,0.05,0.4873417721518987,0.3570852534562212,0.6207003641036624,0.023809523809523808,0.0,0.08108108108108109,0.79,0.705,0.865,0.62,0.77,0.0
