iteration,x0,x1,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,min_distance_redirect,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,6.2509546660466695,8.972138009695755,-2.635298307825418,-2.635298307825418,False,0.0,pi,0.0,False,False,7,99f1c03d-4acd-41ba-b8e0-95e3993af359,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,-2.635298307825418,3.8853537737254866,3.8853537737254866,3.8853537737254866,3.8853537737254866,-2.635298307825418,3.8853537737254866,branin
2,7.756856902451935,2.2520718999059186,0.7134044527822333,0.7134044527822333,False,0.0,pi,0.0,False,False,7,99f1c03d-4acd-41ba-b8e0-95e3993af359,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.7134044527822333,0.5366510131178354,4.422004786843322,0.5366510131178354,2.211002393421661,0.7134044527822333,0.5366510131178354,branin
3,3.0016628491122543,8.735534453962618,-0.6835380964216702,-0.6835380964216702,False,0.0,pi,0.0,False,False,7,99f1c03d-4acd-41ba-b8e0-95e3993af359,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.7134044527822333,1.9335935623217388,6.355598349165061,0.5366510131178354,2.1185327830550205,0.7134044527822333,0.5366510131178354,branin
4,0.052653045655747244,8.212284183827663,0.07937030695160363,0.07937030695160363,False,0.0,pi,0.0,False,False,7,99f1c03d-4acd-41ba-b8e0-95e3993af359,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.7134044527822333,1.170685158948465,7.526283508113526,0.5366510131178354,1.8815708770283814,0.7134044527822333,0.5366510131178354,branin
5,7.9706942875204625,4.679349528437208,0.3668038190773655,0.3668038190773655,False,0.0,pi,0.0,False,False,7,99f1c03d-4acd-41ba-b8e0-95e3993af359,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.7134044527822333,0.8832516468227032,8.40953515493623,0.5366510131178354,1.681907030987246,0.7134044527822333,0.5366510131178354,branin
6,7.974581753663333,3.1372147200224387,0.721156446952282,0.721156446952282,False,0.0,pi,0.2184714999748394,False,True,7,99f1c03d-4acd-41ba-b8e0-95e3993af359,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.721156446952282,0.5288990189477867,8.938434173884016,0.5288990189477867,1.4897390289806693,0.721156446952282,0.5288990189477867,branin
7,8.466702479430833,2.256772770952642,1.0441599922385427,1.0441599922385427,False,0.0,pi,0.14737449999665841,False,True,7,99f1c03d-4acd-41ba-b8e0-95e3993af359,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.0441599922385427,0.20589547366152594,9.144329647545542,0.20589547366152594,1.3063328067922202,1.0441599922385427,0.20589547366152594,branin
8,8.657822639652744,1.489491350612533,1.1131704782248895,1.1131704782248895,False,0.0,pi,0.21948390000034124,False,True,7,99f1c03d-4acd-41ba-b8e0-95e3993af359,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.1131704782248895,0.1368849876751792,9.28121463522072,0.1368849876751792,1.16015182940259,1.1131704782248895,0.1368849876751792,branin
9,8.634325141000396,0.5145103799586581,1.0234017645626607,1.0234017645626607,False,0.0,pi,0.19214430003194138,False,True,7,99f1c03d-4acd-41ba-b8e0-95e3993af359,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.1131704782248895,0.22665370133740792,9.50786833655813,0.1368849876751792,1.0564298151731255,1.1131704782248895,0.1368849876751792,branin
10,9.100085978227217,2.6363481588225026,1.2175365276261494,1.2175365276261494,False,0.0,pi,0.22081540001090616,False,True,7,99f1c03d-4acd-41ba-b8e0-95e3993af359,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2175365276261494,0.03251893827391927,9.540387274832048,0.03251893827391927,0.9540387274832047,1.2175365276261494,0.03251893827391927,branin
11,9.481892642910633,3.52408531221578,1.2014008300939913,1.2014008300939913,False,0.0,pi,0.23441359994467348,False,True,7,99f1c03d-4acd-41ba-b8e0-95e3993af359,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2175365276261494,0.04865463580607732,9.589041910638125,0.03251893827391927,0.8717310827852841,1.2175365276261494,0.03251893827391927,branin
12,9.498506068435617,1.8632448090750386,1.2270240800007959,1.2270240800007959,False,0.0,pi,0.27186999999685213,False,True,7,99f1c03d-4acd-41ba-b8e0-95e3993af359,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2270240800007959,0.023031385899272783,9.612073296537398,0.023031385899272783,0.8010061080447831,1.2270240800007959,0.023031385899272783,branin
13,9.815789342911117,2.5780165154703116,1.2124614432629544,1.2124614432629544,False,0.0,pi,0.2509401999996044,False,True,7,99f1c03d-4acd-41ba-b8e0-95e3993af359,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2270240800007959,0.03759402263711431,9.649667319174512,0.023031385899272783,0.7422821014749624,1.2270240800007959,0.023031385899272783,branin
14,1.5799968663762032,0.6027638772205279,0.3031058543952107,0.3031058543952107,False,0.0,pi,0.1610394999734126,False,True,7,99f1c03d-4acd-41ba-b8e0-95e3993af359,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2270240800007959,0.9469496115048579,10.59661693067937,0.023031385899272783,0.7569012093342407,1.2270240800007959,0.023031385899272783,branin
15,9.755235305255372,4.326471399209916,1.108928887046098,1.108928887046098,False,0.0,pi,0.14694570004940033,False,True,7,99f1c03d-4acd-41ba-b8e0-95e3993af359,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2270240800007959,0.14112657885397062,10.73774350953334,0.023031385899272783,0.7158495673022227,1.2270240800007959,0.023031385899272783,branin
16,4.0347231628843545,0.05844972312202823,0.952555559757541,0.952555559757541,False,0.0,pi,0.23571350000565872,False,True,7,99f1c03d-4acd-41ba-b8e0-95e3993af359,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2270240800007959,0.29749990614252764,11.035243415675868,0.023031385899272783,0.6897027134797418,1.2270240800007959,0.023031385899272783,branin
17,9.734215216705088,0.9492650293964755,1.0733185163962289,1.0733185163962289,False,0.0,pi,0.23871599999256432,False,True,7,99f1c03d-4acd-41ba-b8e0-95e3993af359,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2270240800007959,0.17673694950383978,11.211980365179707,0.023031385899272783,0.6595282567752769,1.2270240800007959,0.023031385899272783,branin
18,3.167683146678062,2.1743746064011757,1.2495899404250004,1.2495899404250004,False,0.0,pi,0.22891700000036508,False,True,7,99f1c03d-4acd-41ba-b8e0-95e3993af359,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2495899404250004,0.0004655254750682847,11.212445890654775,0.0004655254750682847,0.622913660591932,1.2495899404250004,0.0004655254750682847,branin
19,3.132142734066977,3.0920333074335424,1.2186617918256886,1.2186617918256886,False,0.0,pi,0.1741217999951914,False,True,7,99f1c03d-4acd-41ba-b8e0-95e3993af359,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2495899404250004,0.031393674074380096,11.243839564729155,0.0004655254750682847,0.5917810297225872,1.2495899404250004,0.0004655254750682847,branin
20,2.419788491461442,3.187095037369984,1.1316490356557292,1.1316490356557292,False,0.0,pi,0.3129266000469215,False,True,7,99f1c03d-4acd-41ba-b8e0-95e3993af359,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2495899404250004,0.1184064302443395,11.362245994973495,0.0004655254750682847,0.5681122997486747,1.2495899404250004,0.0004655254750682847,branin
21,3.017645147512015,1.3448586459455758,1.1958761265843763,0.28149587356315786,True,-0.9143802530212184,pi,0.23103460000129417,False,True,7,99f1c03d-4acd-41ba-b8e0-95e3993af359,gaussian,1.0,20,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2495899404250004,0.05417933931569241,11.416425334289187,0.0004655254750682847,0.5436393016328184,1.2495899404250004,0.0004655254750682847,branin
