dataset,objective,acquisition,baseline,error_model,jitter_iteration,jitter_std,oracle_model,delta_l2_mean,delta_l2_std,final_simple_regret_mean,final_simple_regret_std,final_cum_regret_mean,final_cum_regret_std,final_avg_regret_mean,final_avg_regret_std,auc_simple_regret_mean,auc_simple_regret_std,runs
iso_powell,composite,ei,False,gaussian,0,0.252036,gradient_boosting,7.524002834806735,1.2705536198408536,0.9552716923186795,0.4118665134737162,87.3290595555635,13.539122545519781,1.7465811911112703,0.2707824509103957,53.963395319316916,18.233010961759053,5
iso_powell,composite,ei,False,gaussian,0,1.008144,gradient_boosting,7.524002834806735,1.2705536198408536,1.2365900293014562,0.3224190455201219,102.0695552770355,25.491932240311787,2.04139110554071,0.5098386448062358,67.9171994347299,14.719968371863846,5
iso_powell,composite,ei,False,gaussian,0,5.04072,gradient_boosting,7.524002834806735,1.2705536198408536,1.3127898413613235,0.35045870065905127,127.02600772438416,15.665596525598284,2.540520154487683,0.3133119305119657,73.17514483947937,10.857973424282081,5
iso_powell,composite,ei,True,none,0,0.0,gradient_boosting,7.524002834806735,1.2705536198408536,1.0148036122725155,0.3340910274236151,96.85164667353186,16.68397180338834,1.9370329334706373,0.3336794360677666,63.30623450989748,11.647069309187486,5
iso_powell,composite,logei,False,gaussian,0,0.252036,gradient_boosting,7.524002834806735,1.2705536198408536,0.6829381806755277,0.4943495876598878,89.9928652176379,19.70055736404768,1.799857304352758,0.39401114728095343,53.028511519255154,16.34479290606829,5
iso_powell,composite,logei,False,gaussian,0,1.008144,gradient_boosting,7.524002834806735,1.2705536198408536,0.9834171055804539,0.24049567778652964,96.791371198308,15.055965820430957,1.9358274239661601,0.3011193164086191,61.38730941481772,10.748501169061731,5
iso_powell,composite,logei,False,gaussian,0,5.04072,gradient_boosting,7.524002834806735,1.2705536198408536,1.1542320611749968,0.3071566704855999,127.20223124966364,33.59170643657016,2.5440446249932727,0.6718341287314032,67.11839390745399,12.565427543801386,5
iso_powell,composite,logei,True,none,0,0.0,gradient_boosting,7.524002834806735,1.2705536198408536,0.7896188177071165,0.21599455243360788,96.03669916885221,12.597824645736075,1.920733983377044,0.2519564929147215,59.32194132548453,6.30951336586386,5
iso_powell,composite,qnei,False,gaussian,0,0.252036,gradient_boosting,7.524002834806735,1.2705536198408536,1.037368461291602,0.36694287993197994,106.97719730851433,16.407306756477716,2.1395439461702863,0.3281461351295543,66.49433728847536,11.67152851113168,5
iso_powell,composite,qnei,False,gaussian,0,1.008144,gradient_boosting,7.524002834806735,1.2705536198408536,1.074627377453595,0.31666987191230866,100.72640600750756,9.005020583935972,2.014528120150151,0.18010041167871937,62.444652798601645,10.764172203798942,5
