dataset,objective,acquisition,oracle_model,error_model,jitter_std,jitter_iteration,seed,param_columns,delta_excess_x0,delta_excess_x1,delta_excess_x2,delta_excess_x3,delta_excess_l2_norm,final_simple_regret_excess_true,final_cum_regret_excess_true,final_avg_regret_excess_true,auc_simple_regret_excess_true
iso_powell,composite,logei,gradient_boosting,gaussian,0.252036,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.4153263850177691,-29.505515268648338,-0.5901103053729666,-20.878226532627686
iso_powell,composite,logei,gradient_boosting,gaussian,1.008144,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0326180864979384,-18.48957473637644,-0.3697914947275287,-17.232209956606695
iso_powell,composite,logei,gradient_boosting,gaussian,5.04072,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.138425557591219,-21.245054983336075,-0.4249010996667215,-12.618378810311931
iso_powell,composite,qnei,gradient_boosting,gaussian,0.252036,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.5177756963446407,-14.15904625571406,-0.28318092511428095,-6.71142193173182
iso_powell,composite,qnei,gradient_boosting,gaussian,1.008144,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.08639646219584018,-10.788276380457546,-0.2157655276091508,-4.536123435803255
iso_powell,composite,qnei,gradient_boosting,gaussian,5.04072,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.09248285446267368,18.063603329090682,0.3612720665818139,3.8419086225445653
iso_powell,composite,ucb,gradient_boosting,gaussian,0.252036,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.26032138649879166,32.404747303526605,0.6480949460705321,3.0325298233055094
iso_powell,composite,ucb,gradient_boosting,gaussian,1.008144,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.4734543845190733,14.151967696428585,0.2830393539285718,-3.860338607644728
iso_powell,composite,ucb,gradient_boosting,gaussian,5.04072,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.47601134383198884,44.28264947655701,0.88565298953114,0.7478140954959471
iso_powell,composite,ei,gradient_boosting,gaussian,0.252036,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.03919918422504187,-27.267045888623826,-0.5453409177724764,-7.583812450913406
iso_powell,composite,ei,gradient_boosting,gaussian,1.008144,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.011874642672042635,-3.354081627837303,-0.06708163255674604,-6.45462505948511
iso_powell,composite,ei,gradient_boosting,gaussian,5.04072,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.1931219819786616,46.660471421206466,0.9332094284241292,5.9869856389232154
iso_powell,composite,random,gradient_boosting,gaussian,0.252036,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_powell,composite,random,gradient_boosting,gaussian,1.008144,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_powell,composite,random,gradient_boosting,gaussian,5.04072,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_powell,composite,sobol,gradient_boosting,gaussian,0.252036,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_powell,composite,sobol,gradient_boosting,gaussian,1.008144,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_powell,composite,sobol,gradient_boosting,gaussian,5.04072,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_powell,composite,logei,gradient_boosting,gaussian,0.252036,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.5495427012398817,-16.021860850896346,-0.32043721701792705,-24.018491208824322
iso_powell,composite,logei,gradient_boosting,gaussian,1.008144,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.35482674112616275,2.4772546461059477,0.04954509292211884,6.3237953910958
iso_powell,composite,logei,gradient_boosting,gaussian,5.04072,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.39937993598839183,25.460517817818513,0.5092103563563701,6.8196522167523455
iso_powell,composite,qnei,gradient_boosting,gaussian,0.252036,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.04736864171629507,13.845879439832487,0.2769175887966495,-6.232301500348775
iso_powell,composite,qnei,gradient_boosting,gaussian,1.008144,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.21365683407008706,5.974921933666906,0.11949843867333798,-12.280904536012024
iso_powell,composite,qnei,gradient_boosting,gaussian,5.04072,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.1615102977737244,56.92233647609109,1.138446729521822,-1.6479845049368222
iso_powell,composite,ucb,gradient_boosting,gaussian,0.252036,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.06366769710869158,-3.5257050658908895,-0.07051410131781766,-8.170055621033875
iso_powell,composite,ucb,gradient_boosting,gaussian,1.008144,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.29748387033016477,12.591548387366643,0.25183096774733293,4.881786836302254
iso_powell,composite,ucb,gradient_boosting,gaussian,5.04072,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.039041703459850696,21.911222382440528,0.4382244476488104,-6.387281990253548
iso_powell,composite,ei,gradient_boosting,gaussian,0.252036,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.2010549335892442,-1.9426688292286656,-0.03885337658457333,-23.72470533427151
iso_powell,composite,ei,gradient_boosting,gaussian,1.008144,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.38372196652250357,-2.054897943666546,-0.0410979588733309,6.545795279077986
iso_powell,composite,ei,gradient_boosting,gaussian,5.04072,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.7030993316038052,21.13060476698628,0.42261209533972544,18.646473862329195
iso_powell,composite,random,gradient_boosting,gaussian,0.252036,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_powell,composite,random,gradient_boosting,gaussian,1.008144,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_powell,composite,random,gradient_boosting,gaussian,5.04072,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_powell,composite,sobol,gradient_boosting,gaussian,0.252036,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_powell,composite,sobol,gradient_boosting,gaussian,1.008144,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_powell,composite,sobol,gradient_boosting,gaussian,5.04072,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_powell,composite,logei,gradient_boosting,gaussian,0.252036,0,9,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.04053972521367677,1.2814580544494163,0.025629161088988273,4.187328643253366
iso_powell,composite,logei,gradient_boosting,gaussian,1.008144,0,9,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.009472830155199174,4.5294539334672095,0.0905890786693444,-3.415460883631077
iso_powell,composite,logei,gradient_boosting,gaussian,5.04072,0,9,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.11464467844919723,40.49447489828327,0.8098894979656657,9.632408984124183
