dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,variant,acquisition,n_seeds,mean_response_l2_excess,median_response_l2_excess,mean_final_simple_regret_excess_true,median_final_simple_regret_excess_true,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,std_auc_simple_regret_excess_true,ci95_low_auc_simple_regret_excess_true,ci95_high_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_final_inference_simple_regret_excess_true,acq_opt_failures
rosenbrock,value,exact,drift,0,0.05,anch5x3-detrend,logei,5,0.0,0.0,0.00315404549310378,0.0038952643016550003,0.24244155858923383,-0.011252389530070683,0.5369137466688783,-0.03230870412329638,0.7273575060723756,0.00494778690998436,2.9546287678186856,0.021071203485398437,0
rosenbrock,value,exact,drift,0,0.05,anch5x3-detrend,qnei,5,0.0,0.0,-0.0023699596845794795,-0.0022347091850352,0.13000684144564448,0.026528545649456614,0.27175599351298374,-0.021200139596565304,0.3778736990398796,0.002653200845829476,2.8165234220464064,0.01129313124772508,0
rosenbrock,value,exact,drift,0,0.25,anch5x3-detrend,logei,5,0.0,0.0,-0.00028183038907009987,0.0,-0.08097491678798563,-0.04589796440548044,0.27181398658614253,-0.2937892542405201,0.13154384438847727,-0.0016525493222037918,2.6312122924414667,0.02153744813876892,0
rosenbrock,value,exact,drift,0,0.25,anch5x3-detrend,qnei,5,0.0,0.0,-0.00059512622982816,0.0007072754196278,0.19817375343729227,0.060208771077851164,0.7564943460077774,-0.343297495816405,0.8234868808395905,0.004044362315046778,2.8846903340380545,0.044048632021013445,0
rosenbrock,value,exact,drift,0,1.0,anch5x3-detrend,logei,5,0.0,0.0,0.00800086179587884,0.0022777814673089,0.2327002186779683,0.0,0.49224964959590484,-0.11066917411460091,0.6418465181626399,0.004748984054652412,2.94488742790742,0.11580466448911289,0
rosenbrock,value,exact,drift,0,1.0,anch5x3-detrend,qnei,5,0.0,0.0,0.00401014008966962,0.0022721368203125,0.27129840206819467,0.23358494756242187,0.3636403990117095,0.0007063561676458784,0.5366979461442546,0.0055367020830243766,2.957814982668957,0.222840355138998,0
rosenbrock,value,exact,drift,0,5.0,anch5x3-detrend,logei,5,0.0,0.0,0.0075727486535412,0.0038952643016550003,0.2325149223816576,0.0,0.6608411979376654,-0.2533566523144792,0.7531342944738864,0.004745202497584847,2.94470213161111,0.318472392332838,0
rosenbrock,value,exact,drift,0,5.0,anch5x3-detrend,qnei,5,0.0,0.0,0.014397869722387704,0.0022721368203125,0.9090689045687054,0.06568578598024777,1.3952925118471613,-0.11908694241882686,2.0591620520040217,0.018552426623851124,3.5955854851694675,1.206161042793787,0
rosenbrock,value,exact,drift,20,0.05,anch5x3-detrend,logei,5,0.8083185127379189,0.11466790537714378,0.00035213878856916,0.0014773263180078997,-0.044034272409574846,-0.048025734848897494,0.048327050482417165,-0.08129747875807199,-0.006771066061077713,-0.0015184231865370595,2.668152936819877,0.014008017892049479,0
rosenbrock,value,exact,drift,20,0.05,anch5x3-detrend,qnei,5,-0.06945815199140633,-0.01271580342803702,0.0002555958191378802,0.0,0.01038865880312061,0.006004011306572021,0.026245367305976028,-0.007975687581184047,0.03372039405434073,0.0003582296139007122,2.696905239403883,0.027881410368591885,0
rosenbrock,value,exact,drift,20,0.25,anch5x3-detrend,logei,5,1.9217781786908865,0.04805394919419115,-0.0005981136244062599,-0.0016354109533592,-0.003959267767462115,0.0,0.07950237839025906,-0.07061461909770336,0.05523732971150963,-0.00013652647474007244,2.7082279414619905,0.01638238017788654,0
rosenbrock,value,exact,drift,20,0.25,anch5x3-detrend,qnei,5,-2.5434742679907547,-0.9232490308466375,-8.258200868675988e-05,0.0,0.006806516241347005,0.0,0.016199707781368523,-0.005168028002489144,0.018805719670689634,0.00023470745659817557,2.6933230968421094,0.0757619783963821,0
rosenbrock,value,exact,drift,20,1.0,anch5x3-detrend,logei,5,-4.084959736305359,-2.9033560880836484,-0.00068308232539628,-0.0011192777863212001,-0.04604047000399718,0.0,0.1084678208502911,-0.14600303873277065,0.014789538388389988,-0.0015876024139309392,2.666146739225455,0.07256470180237999,0
rosenbrock,value,exact,drift,20,1.0,anch5x3-detrend,qnei,5,-4.409829818158466,-2.056425896927081,-0.0026753845190540596,0.0,-0.08488086260907135,-0.014718403270526093,0.1667784042253639,-0.233255256517434,0.007433217008750948,-0.002926926296864525,2.601635717991691,0.06824142635686603,0
rosenbrock,value,exact,drift,20,5.0,anch5x3-detrend,logei,5,-5.18728702813038,-5.440141621296619,0.00539106577155986,0.0038952643016550003,0.07374500712451351,0.020770418643381028,0.1298634797168174,0.004154083728676206,0.19057171890673236,0.0025429312801556318,2.7859322163539657,0.2329295186210933,0
rosenbrock,value,exact,drift,20,5.0,anch5x3-detrend,qnei,5,-9.332056960477122,-11.519145444995004,-0.00081491723309908,0.0,-0.0376716365780263,0.0,0.11111915324384569,-0.13698441905069014,0.018781060485183153,-0.0012990219509664215,2.6488449440227355,0.5298947361361611,0
