delta_x0,delta_x1,delta_x2,delta_x3,delta_l2_norm,iteration,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,final_inference_simple_regret_true,auc_simple_regret_true,auc_inference_simple_regret_true,acq_opt_failures,acquisition,objective,jitter_std,jitter_iteration,iterations,seed,run_id,error_model,oracle_model,baseline,xi,kappa,runtime_sec,y_opt,dataset,param_columns
-0.32492918169344154,-0.023660355573313585,-0.7704203856796188,0.5960212283921744,1.027096714485386,0.0,3.3874711965217554,0.8547841910085476,120.20859079649124,2.404171815929825,0.8547841910085476,60.938815587548646,60.938815587548646,0.0,logei,composite,0.0,0,50,7,fd697ad3-3f2d-46af-b1f1-3936ae45de83,none,gradient_boosting,True,0.01,2.0,9.151254900032654,4.242255387530303,iso_stevens,"x0,x1,x2,x3"
-0.32492918169344154,-0.023660355573313585,-0.7704203856796188,0.5960212283921744,1.027096714485386,0.0,3.458854487652539,0.7834008998777642,89.40978618186968,1.7881957236373935,0.7834008998777642,53.55749186404186,55.945553934976644,0.0,logei,composite,0.269654,0,50,7,b7a29eae-c43a-40d1-88bf-f6e613133d49,gaussian,gradient_boosting,False,0.01,2.0,8.10184770001797,4.242255387530303,iso_stevens,"x0,x1,x2,x3"
-0.32492918169344154,-0.023660355573313585,-0.7704203856796188,0.5960212283921744,1.027096714485386,0.0,3.829750862731021,0.412504524799282,80.21897893285055,1.604379578657011,1.0976186543431354,46.031095221149776,71.76602731667326,0.0,logei,composite,1.078614,0,50,7,303d064b-ed4e-4b99-acb6-b4e6e6d3b66f,gaussian,gradient_boosting,False,0.01,2.0,7.076922200038098,4.242255387530303,iso_stevens,"x0,x1,x2,x3"
-0.32492918169344154,-0.023660355573313585,-0.7704203856796188,0.5960212283921744,1.027096714485386,0.0,3.506369419329142,0.7358859682011611,140.45000130162526,2.809000026032505,1.0976186543431354,52.57360124014053,101.47231111615095,0.0,logei,composite,5.39307,0,50,7,1c2e389f-8ba6-4f13-b3bd-e347dbecf860,gaussian,gradient_boosting,False,0.01,2.0,8.369372400047723,4.242255387530303,iso_stevens,"x0,x1,x2,x3"
-0.32492918169344154,-0.023660355573313585,-0.7704203856796188,0.5960212283921744,1.027096714485386,0.0,3.134131637773659,1.1081237497566438,153.67854428604826,3.073570885720965,1.1081237497566438,67.19795973136893,67.19795973136893,0.0,qnei,composite,0.0,0,50,7,4b14bb17-38a1-4daf-9a9c-79705ae461d4,none,gradient_boosting,True,0.01,2.0,8.869606299966108,4.242255387530303,iso_stevens,"x0,x1,x2,x3"
-0.32492918169344154,-0.023660355573313585,-0.7704203856796188,0.5960212283921744,1.027096714485386,0.0,3.3874711965217554,0.8547841910085476,138.83774368340593,2.7767548736681187,0.8547841910085476,56.92621115288618,57.7447205008601,0.0,qnei,composite,0.269654,0,50,7,20f3825d-b2fb-4c89-9a6e-25b89f47919b,gaussian,gradient_boosting,False,0.01,2.0,8.622268899984192,4.242255387530303,iso_stevens,"x0,x1,x2,x3"
-0.32492918169344154,-0.023660355573313585,-0.7704203856796188,0.5960212283921744,1.027096714485386,0.0,3.09350676385033,1.1487486236799729,141.88807366793947,2.8377614733587895,1.637328631025416,83.17352565124503,117.14142021053641,0.0,qnei,composite,1.078614,0,50,7,4310c54b-3000-420f-bc00-16a96485eb65,gaussian,gradient_boosting,False,0.01,2.0,13.54829389997758,4.242255387530303,iso_stevens,"x0,x1,x2,x3"
-0.32492918169344154,-0.023660355573313585,-0.7704203856796188,0.5960212283921744,1.027096714485386,0.0,3.1446367331871676,1.0976186543431354,210.33310630828007,4.206662126165601,3.1813153095194657,100.49123252409976,201.93882210918238,0.0,qnei,composite,5.39307,0,50,7,36f71249-1b55-4557-9bbe-fe51b9cd6f7e,gaussian,gradient_boosting,False,0.01,2.0,12.848187399969902,4.242255387530303,iso_stevens,"x0,x1,x2,x3"
-0.32492918169344154,-0.023660355573313585,-0.7704203856796188,0.5960212283921744,1.027096714485386,0.0,3.595792285715964,0.646463101814339,92.95868329271269,1.859173665854254,0.646463101814339,59.86446139370276,59.86446139370276,0.0,ucb,composite,0.0,0,50,7,3e2bea9e-fb9d-423e-b55f-a2671a9bb316,none,gradient_boosting,True,0.01,2.0,9.128348199999891,4.242255387530303,iso_stevens,"x0,x1,x2,x3"
-0.32492918169344154,-0.023660355573313585,-0.7704203856796188,0.5960212283921744,1.027096714485386,0.0,3.167742947493052,1.074512440037251,93.70023289410318,1.8740046578820637,1.154032476971873,66.84656346439007,68.61917290630956,0.0,ucb,composite,0.269654,0,50,7,a7c0aaf4-b2b7-4db6-97ae-fb35968da79c,gaussian,gradient_boosting,False,0.01,2.0,8.02781880000839,4.242255387530303,iso_stevens,"x0,x1,x2,x3"
-0.32492918169344154,-0.023660355573313585,-0.7704203856796188,0.5960212283921744,1.027096714485386,0.0,3.163859018395993,1.07839636913431,126.27818051657876,2.525563610331575,1.255853422934878,64.98575599318148,77.3475286544509,0.0,ucb,composite,1.078614,0,50,7,a8daa2aa-1326-4e4e-a383-bb2f45bb4e3b,gaussian,gradient_boosting,False,0.01,2.0,8.47116100002313,4.242255387530303,iso_stevens,"x0,x1,x2,x3"
-0.32492918169344154,-0.023660355573313585,-0.7704203856796188,0.5960212283921744,1.027096714485386,0.0,3.049964418843663,1.19229096868664,183.1632362884554,3.663264725769108,4.299333050859372,90.38009920979901,199.34926503571867,0.0,ucb,composite,5.39307,0,50,7,3e5aae24-22ac-478f-9cfb-2767ac45f906,gaussian,gradient_boosting,False,0.01,2.0,9.219891000015195,4.242255387530303,iso_stevens,"x0,x1,x2,x3"
-0.32492918169344154,-0.023660355573313585,-0.7704203856796188,0.5960212283921744,1.027096714485386,0.0,3.1446367331871676,1.0976186543431354,139.45788542729852,2.7891577085459702,1.0976186543431354,66.38487701546165,66.38487701546165,0.0,ei,composite,0.0,0,50,7,50e7e313-2606-413b-a466-b98048c696e5,none,gradient_boosting,True,0.01,2.0,9.286635099968407,4.242255387530303,iso_stevens,"x0,x1,x2,x3"
-0.32492918169344154,-0.023660355573313585,-0.7704203856796188,0.5960212283921744,1.027096714485386,0.0,3.163859018395993,1.07839636913431,95.69118065612956,1.9138236131225912,1.0976186543431354,64.03031653981184,64.34160554476637,0.0,ei,composite,0.269654,0,50,7,431fd676-d24c-49c5-a326-d8b1ae577f84,gaussian,gradient_boosting,False,0.01,2.0,9.115278800018132,4.242255387530303,iso_stevens,"x0,x1,x2,x3"
-0.32492918169344154,-0.023660355573313585,-0.7704203856796188,0.5960212283921744,1.027096714485386,0.0,3.1446367331871676,1.0976186543431354,83.69561379962941,1.6739122759925882,1.0976186543431354,64.19132461820537,87.1294429061218,0.0,ei,composite,1.078614,0,50,7,144c9a96-9bc6-478a-be39-e7dacd176fcf,gaussian,gradient_boosting,False,0.01,2.0,6.7178696999908425,4.242255387530303,iso_stevens,"x0,x1,x2,x3"
-0.32492918169344154,-0.023660355573313585,-0.7704203856796188,0.5960212283921744,1.027096714485386,0.0,3.1446367331871676,1.0976186543431354,117.8274406859641,2.3565488137192823,1.0976186543431354,70.07779617051257,152.12701604718825,0.0,ei,composite,5.39307,0,50,7,d3c291e5-9ac0-4788-86c9-bfea51a33063,gaussian,gradient_boosting,False,0.01,2.0,5.940837799978908,4.242255387530303,iso_stevens,"x0,x1,x2,x3"
-0.32492918169344154,-0.023660355573313585,-0.7704203856796188,0.5960212283921744,1.027096714485386,0.0,2.1635581411359683,2.0786972463943347,205.0768583389634,4.101537166779268,2.0786972463943347,106.86824337243254,106.86824337243254,0.0,random,composite,0.0,0,50,7,761558a2-5e89-4a81-b464-5d2c17811ac5,none,gradient_boosting,True,0.01,2.0,0.03248850000090897,4.242255387530303,iso_stevens,"x0,x1,x2,x3"
-0.32492918169344154,-0.023660355573313585,-0.7704203856796188,0.5960212283921744,1.027096714485386,0.0,2.1635581411359683,2.0786972463943347,205.0768583389634,4.101537166779268,2.0786972463943347,106.86824337243254,107.0154744855434,0.0,random,composite,0.269654,0,50,7,723f1c11-f6a3-43f5-9266-80db28607343,gaussian,gradient_boosting,False,0.01,2.0,0.03403410001192242,4.242255387530303,iso_stevens,"x0,x1,x2,x3"
-0.32492918169344154,-0.023660355573313585,-0.7704203856796188,0.5960212283921744,1.027096714485386,0.0,2.1635581411359683,2.0786972463943347,205.0768583389634,4.101537166779268,3.4757842775373873,106.86824337243254,152.5806945364437,0.0,random,composite,1.078614,0,50,7,57c30c92-cb5e-4dbe-8912-36daa448401c,gaussian,gradient_boosting,False,0.01,2.0,0.033637299959082156,4.242255387530303,iso_stevens,"x0,x1,x2,x3"
-0.32492918169344154,-0.023660355573313585,-0.7704203856796188,0.5960212283921744,1.027096714485386,0.0,2.1635581411359683,2.0786972463943347,205.0768583389634,4.101537166779268,5.078567076650905,106.86824337243254,247.27650485221804,0.0,random,composite,5.39307,0,50,7,f50a57a5-daee-4bee-a4f2-c739ae55d9bf,gaussian,gradient_boosting,False,0.01,2.0,0.033110000018496066,4.242255387530303,iso_stevens,"x0,x1,x2,x3"
