dataset,objective,acquisition,oracle_model,error_model,jitter_std,jitter_iteration,seed,param_columns,delta_excess_x0,delta_excess_x1,delta_excess_x2,delta_excess_x3,delta_excess_l2_norm,final_simple_regret_excess_true,final_cum_regret_excess_true,final_avg_regret_excess_true,auc_simple_regret_excess_true
iso_stevens,composite,logei,gradient_boosting,gaussian,0.269654,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.07138329113078346,-30.79880461462156,-0.6159760922924313,-7.381323723506789
iso_stevens,composite,logei,gradient_boosting,gaussian,1.078614,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.4422796662092656,-39.98961186364069,-0.7997922372728139,-14.90772036639887
iso_stevens,composite,logei,gradient_boosting,gaussian,5.39307,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.11889822280738649,20.241410505134027,0.40482821010268033,-8.365214347408113
iso_stevens,composite,qnei,gradient_boosting,gaussian,0.269654,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.2533395587480962,-14.840800602642332,-0.29681601205284647,-10.271748578482743
iso_stevens,composite,qnei,gradient_boosting,gaussian,1.078614,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.04062487392332903,-11.790470618108799,-0.23580941236217567,15.975565919876104
iso_stevens,composite,qnei,gradient_boosting,gaussian,5.39307,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.010505095413508414,56.6545620222318,1.133091240444636,33.29327279273083
iso_stevens,composite,ucb,gradient_boosting,gaussian,0.269654,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.428049338222912,0.7415496013904885,0.014830992027809797,6.982102070687311
iso_stevens,composite,ucb,gradient_boosting,gaussian,1.078614,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.43193326731997095,33.319497223866065,0.6663899444773211,5.121294599478723
iso_stevens,composite,ucb,gradient_boosting,gaussian,5.39307,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.5458278668723011,90.20455299574272,1.8040910599148543,30.515637816096252
iso_stevens,composite,ei,gradient_boosting,gaussian,0.269654,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.019222285208825518,-43.76670477116896,-0.875334095423379,-2.3545604756498193
iso_stevens,composite,ei,gradient_boosting,gaussian,1.078614,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,-55.76227162766911,-1.115245432553382,-2.1935523972562834
iso_stevens,composite,ei,gradient_boosting,gaussian,5.39307,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,-21.630444741334415,-0.43260889482668796,3.692919155050916
iso_stevens,composite,random,gradient_boosting,gaussian,0.269654,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_stevens,composite,random,gradient_boosting,gaussian,1.078614,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_stevens,composite,random,gradient_boosting,gaussian,5.39307,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_stevens,composite,sobol,gradient_boosting,gaussian,0.269654,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_stevens,composite,sobol,gradient_boosting,gaussian,1.078614,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
