dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,variant,acquisition,n_seeds,n_acquisitions,mean_rank,mean_rank_normalized,mean_rank_absolute,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_win
branin,value,exact,gaussian,0,0.05,noise-self_report,qnei,5,2,1.4,0.3999999999999999,1.4,-0.08889683385143039,-0.00801292775127882,-0.001814221099008783,3.229775348067207,0.0,True
branin,value,exact,gaussian,0,0.05,noise-self_report,logei,5,2,1.6,0.6000000000000001,1.6,-0.0319547307626518,0.1029237025789041,-0.0006521373625030982,3.3127332314933136,0.0,False
branin,value,exact,gaussian,0,0.25,noise-self_report,qnei,5,2,1.0,0.0,1.0,0.06234239628747971,0.34364470914068,0.0012722938017853,3.3810145782061176,0.0,True
branin,value,exact,gaussian,0,0.25,noise-self_report,logei,5,2,2.0,1.0,2.0,1.4439334982403635,1.1831640818814604,0.029468030576333952,4.788621460496328,0.0,False
branin,value,exact,gaussian,0,1.0,noise-self_report,qnei,5,2,1.2,0.19999999999999996,1.2,1.516986338418435,1.929188942458162,0.030958904865682348,4.8356585203370726,0.0,True
branin,value,exact,gaussian,0,1.0,noise-self_report,logei,5,2,1.8,0.8,1.8,2.094211200093416,2.215463615816895,0.0427390040835391,5.438899162349381,0.0,False
branin,value,exact,gaussian,0,5.0,noise-self_report,logei,5,2,1.4,0.3999999999999999,1.5,4.6770555446930135,3.195965044638589,0.09545011315700028,8.02174350694898,0.0,True
branin,value,exact,gaussian,0,5.0,noise-self_report,qnei,5,2,1.6,0.6000000000000001,1.5,2.71508321506776,3.059795746658934,0.05540986153199512,6.033755396986398,0.0,False
branin,value,exact,gaussian,20,0.05,noise-self_report,qnei,5,2,1.2,0.19999999999999996,1.2,0.00038659095456119454,0.0,1.333072257109014e-05,3.3190587728731984,-0.12540326870641252,True
branin,value,exact,gaussian,20,0.05,noise-self_report,logei,5,2,1.8,0.8,1.8,0.005065282993063863,0.0022088601908751004,0.0001746649307953165,3.349753245249029,-1.4313838107395598,False
branin,value,exact,gaussian,20,0.25,noise-self_report,qnei,5,2,1.4,0.3999999999999999,1.0,0.0009317895712736668,0.0,3.213067487150005e-05,3.3196039714899115,-0.042225238426673785,True
branin,value,exact,gaussian,20,0.25,noise-self_report,logei,5,2,1.6,0.6000000000000001,2.0,0.010335310438589868,0.0022088601908751004,0.00035639001512380915,3.355023272694555,-2.5798382860867832,False
branin,value,exact,gaussian,20,1.0,noise-self_report,qnei,5,2,1.2,0.19999999999999996,1.0,0.0010319358263972678,-1.3921194085497746e-05,3.558399401370463e-05,3.3197041177450353,0.3254609980782407,True
branin,value,exact,gaussian,20,1.0,noise-self_report,logei,5,2,1.8,0.8,2.0,0.011698744255487743,0.0022088601908751004,0.00040340497432715916,3.356386706511453,-2.5816127860765112,False
branin,value,exact,gaussian,20,5.0,noise-self_report,qnei,5,2,1.4,0.3999999999999999,1.0,0.00011309709699900417,0.0,3.899899896520094e-06,3.318785279015637,-1.4786098649855717,True
branin,value,exact,gaussian,20,5.0,noise-self_report,logei,5,2,1.6,0.6000000000000001,2.0,0.005958243278331682,0.0,0.00020545666477004808,3.3506462055342965,-3.4526136750069574,False
