dataset,objective,acquisition,oracle_model,error_model,jitter_std,jitter_iteration,seed,param_columns,delta_excess_Trajectory,delta_excess_TrajectoryAlpha,delta_excess_TrajectorySize,delta_excess_EgoTrajectory,delta_excess_EgoTrajectoryAlpha,delta_excess_EgoTrajectorySize,delta_excess_PedestrianIntention,delta_excess_PedestrianIntentionSize,delta_excess_SemanticSegmentation,delta_excess_SemanticSegmentationAlpha,delta_excess_CarStatus,delta_excess_CarStatusAlpha,delta_excess_CoveredArea,delta_excess_CoveredAreaAlpha,delta_excess_CoveredAreaSize,delta_excess_OccludedCars,delta_excess_l2_norm,final_simple_regret_excess_true,final_cum_regret_excess_true,final_avg_regret_excess_true,auc_simple_regret_excess_true
opticarvis,composite,qnei,gradient_boosting,gaussian,0.093427,0,8,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19158156641821655,-5.578604384052994,-0.11157208768105953,-4.7790108114845395
opticarvis,composite,qnei,gradient_boosting,gaussian,0.093427,20,8,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",-0.05869141595432148,-0.26774020305962576,-0.2649242299926128,-0.16947612248001903,-0.07914933536348165,0.0,-0.2652099031330125,-0.03490288763161442,-0.04939794080141413,0.11682241887344982,0.0,-0.16466788409839936,0.07478249867489245,-0.014974755816851967,-0.37784760553650576,0.0,0.6660662493568602,-0.08236944102116528,-1.006990035297889,-0.020139800705957,0.5962025190619045
opticarvis,composite,qnei,gradient_boosting,gaussian,0.373709,0,8,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18869927177295853,-2.356793379915729,-0.04713586759831401,-3.8044383955252385
opticarvis,composite,qnei,gradient_boosting,gaussian,0.373709,20,8,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",-0.05858913968677426,-0.12631655483630633,-0.25393465133679627,-0.15876323563964517,-0.07078219575240585,-0.16869741796521176,-0.2538669168948528,-0.03408907991838772,-0.05121467226770693,0.23132004204628814,0.0,-0.15840046921151632,0.0788660866913044,-0.009882233834456827,-0.3643458093071972,0.0,0.6545567557300059,-0.13374129647421018,1.5476727056272352,0.03095345411254513,-0.07627086526468929
opticarvis,composite,qnei,gradient_boosting,gaussian,1.868543,0,8,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3639525309093301,-1.0692879773359323,-0.021385759546718397,-8.697602855920536
opticarvis,composite,qnei,gradient_boosting,gaussian,1.868543,20,8,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",-0.1202055389852309,-0.3429022134392256,-0.3886787077538618,0.15216246046387866,0.25177924686075415,-0.8111456491289648,-0.21584026041953908,-0.1698952679756599,-0.21636617495536392,0.16439118066664826,0.0,-0.07259031121119888,-0.048816462762012236,0.0006330893339785981,-0.023424326594566336,0.0,1.0886218844537503,-0.6962534173121031,-7.195050416749723,-0.14390100833499364,-15.427780900582377
opticarvis,composite,logei,gradient_boosting,gaussian,0.018685,0,7,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05712228839262723,3.931368895003601,0.07862737790007213,7.352315044073293
opticarvis,composite,logei,gradient_boosting,gaussian,0.018685,20,7,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",-0.00011636660949343458,-0.02795985495521791,-0.014429436493461956,0.03017841833959188,0.003095227104757403,0.0,-0.08879096774625389,-0.020878255571870064,0.0614788048254179,0.0,-0.001880211289614353,-0.04549187733413229,-0.012385280554622846,0.0,0.0,0.0,0.12742101575575915,-0.40168993574772527,-0.6314790823073793,-0.012629581646147692,-3.6546741650581964
opticarvis,composite,logei,gradient_boosting,gaussian,0.093427,0,7,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1263144623553587,-2.0521337843571246,-0.041042675687142705,-5.36538844436393
opticarvis,composite,logei,gradient_boosting,gaussian,0.093427,20,7,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",-4.2220236619372464e-05,-0.02073959186009333,-0.006966102414206254,0.020256539642339075,0.0027553825623649053,0.0,-0.0710057055065112,-0.012131709562141713,0.05703580265655206,0.0,-0.013449989448463429,-0.03887915846658904,-0.009815476490295183,0.0,0.0,0.0,0.10548689350475557,0.1470576173694904,2.58547462520076,0.05170949250401513,2.2793930692270976
opticarvis,composite,logei,gradient_boosting,gaussian,0.373709,0,7,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21243890491379647,9.794430091925449,0.19588860183850887,5.58933496364719
opticarvis,composite,logei,gradient_boosting,gaussian,0.373709,20,7,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.04858828696436368,0.07680819377702042,0.0,-0.10059824268404081,0.0604741457707994,-0.05406259136496894,0.3354663477495341,0.026295814572723453,-0.07832046529348374,0.0,-0.15548455489934437,0.6025910457850544,0.22803982786444738,-0.52878475789442,0.14280934584760518,-0.19135641684296367,0.9592925176813699,-0.3584211885232178,-4.720783328759779,-0.09441566657519562,-5.3278714325152805
opticarvis,composite,logei,gradient_boosting,gaussian,1.868543,0,7,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21109404763046813,23.357211169125435,0.46714422338250916,3.9931372290661784
opticarvis,composite,logei,gradient_boosting,gaussian,1.868543,20,7,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",-0.022029157253787512,0.07680819377702042,0.0,-0.10059824268404081,0.045596608821541845,-0.14132062430165826,0.4990402851793486,0.026295814572723453,-0.03163003540686965,-0.14949602000006534,-0.2622962332573735,0.6106008336731612,0.17158982101458664,-0.6799455218447011,0.2913235823491934,-0.34103478911266016,1.2025861225235022,0.1470576173694904,7.196298572299611,0.1439259714459924,2.2793930692270976
opticarvis,composite,qnei,gradient_boosting,gaussian,0.018685,0,7,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030348481760942292,-1.914044071115086,-0.03828088142230257,-1.0460582049887535
opticarvis,composite,qnei,gradient_boosting,gaussian,0.018685,20,7,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.1168171883160164,-0.00045785508746409853,-0.04645202548136118,0.0,0.0724201709649242,-0.0027569845829090722,-0.00013083872943386865,-0.05874262942949415,0.006873394624788753,-0.061890602750622636,-0.24084015516585255,0.05400873646993132,0.07371972520699299,0.02931528366325331,0.09330465836422536,-0.08541616411654884,0.3340681515348335,-0.12095415176146762,3.088314761116351,0.06176629522232702,1.3449163019392074
opticarvis,composite,qnei,gradient_boosting,gaussian,0.093427,0,7,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4456884787698412,4.285440684070977,0.08570881368141947,-5.298449028408214
opticarvis,composite,qnei,gradient_boosting,gaussian,0.093427,20,7,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",-0.01402586049911192,0.0021366514354649313,0.08124795963655806,0.0,-0.013653289136667246,0.002954531521445647,0.07359173722608325,-0.06824378238117501,-0.16722672743161138,-0.018419297069504736,0.18417783096646811,0.05611608551305802,0.002895736169801877,0.019406134686945853,-0.026299139360956902,0.06130404671224532,0.2954318394153273,-0.5017586484538894,-1.5875715327202045,-0.031751430654404444,-5.463140642510723
opticarvis,composite,qnei,gradient_boosting,gaussian,0.373709,0,7,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2031867686532154,2.293432858364014,0.04586865716728017,-0.3321791569558741
opticarvis,composite,qnei,gradient_boosting,gaussian,0.373709,20,7,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",-0.07915819766583249,-0.0056854556107047705,-0.12365718294473693,0.12038861682616259,0.05572525191130612,-0.05515844972082806,0.012018817680209792,-0.09495590241748819,0.15382423949993762,-0.028961048384993804,0.07689105175688793,0.04250725995480553,0.12252064973337401,0.10152095571362829,0.08175486816300226,-0.11135123243316408,0.35778793403376713,-0.21607799247475912,-2.0926469950329647,-0.04185293990065997,-3.436101031728839
opticarvis,composite,qnei,gradient_boosting,gaussian,1.868543,0,7,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5816647678594729,-1.3421088766439482,-0.02684217753287932,-12.160799823925913
opticarvis,composite,qnei,gradient_boosting,gaussian,1.868543,20,7,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",-0.10075866269612888,-0.004515271512061769,-0.1404443256967376,0.2792450183139121,0.18060324712361325,-0.05290182739023952,-0.021966871106710945,0.00035730717169235593,0.2649122135464559,0.03155321784320253,-0.01598355356359271,0.02675250528123385,0.15214937682039348,0.1266120795587774,0.06671726744148615,-0.11631488388347139,0.5225701354617813,-1.6596649300042463,0.8862696464701969,0.017725392929403228,-17.075591699011312
opticarvis,composite,logei,gradient_boosting,gaussian,0.018685,0,9,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44466689052851693,-12.998470587552617,-0.2599694117510518,-20.052963706285396
opticarvis,composite,logei,gradient_boosting,gaussian,0.018685,20,9,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.0853847249428929,-0.050995940474664714,-0.012840315294878057,-0.017330423319330324,0.034673909794258884,-0.029980763341133865,0.0,0.0,-0.017614848612954814,0.0068567214314231295,0.0,-0.061450329772749335,-0.022192304791828987,0.0,0.13749862138352997,0.11647735047307095,0.2226123618667706,0.20207077903143889,0.6686164996918649,0.013372329993837972,2.2419373753625678
opticarvis,composite,logei,gradient_boosting,gaussian,0.093427,0,9,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24950220192932804,6.376367070877734,0.12752734141755528,-3.4800311141447935
opticarvis,composite,logei,gradient_boosting,gaussian,0.093427,20,9,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.04917571248028363,0.00988929204366884,-0.0777857048789532,-0.013943587555644954,0.00844445131952512,0.045051177035573486,0.0,0.0,-0.03396394094450916,0.0015169487028811046,0.0,-0.08688189917853617,0.031228620210282387,0.0,0.09940103577092746,0.08332026669026449,0.19329868059433594,-0.14070528523935755,-3.6664383844447457,-0.07332876768889474,-3.2612082807103775
opticarvis,composite,logei,gradient_boosting,gaussian,0.373709,0,9,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02116297802804601,15.485779797153981,0.3097155959430804,6.045687207503448
opticarvis,composite,logei,gradient_boosting,gaussian,0.373709,20,9,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.04019487362560553,-0.025341866355757414,-0.008607219174646907,-0.008024387854554282,0.0,-0.022460103477382032,0.0,0.0,-0.01829517288381366,0.0016491918961440977,0.0,-0.023792810364124173,-0.0032979940957312825,0.0,0.06814434864159491,0.06462565494153238,0.11240687091985854,-0.09348856811657535,-1.2601300580127202,-0.02520260116025419,0.04903381684840724
opticarvis,composite,logei,gradient_boosting,gaussian,1.868543,0,9,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1992731892044417,14.60409157625304,0.29208183152506084,-3.9558225675696406
