iteration,Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.6927433679651523,0.8158171113360575,0.3444067577928567,0.04483817569041881,0.571597257033731,0.14624542672359753,0.7187713768754712,0.34535650407583973,0.4570096756088713,0.9759378873901753,0.7814660277720307,0.8437900452639759,0.5551143840748602,0.9416213625858931,0.018325819375109798,0.8891839058918612,0.6875503358178259,1.4572576015079837,True,0.7697072656901578,logei,0.0,False,15,a07b5183-dc18-4681-9447-dd57b52e4165,gaussian,0.373709,0,gradient_boosting,composite,learned,0.139658416681,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",5.4144457045326035,0.6875503358178259,4.726895368714778,4.726895368714778,4.726895368714778,4.726895368714778,0.6875503358178259,4.726895368714778,opticarvis
2,0.3897584833499136,0.23174012788381404,0.5343942272533609,0.9446902786527566,0.3309983108040673,0.9086211810886919,0.4673316125050856,0.9672877647887311,0.7642269833991849,0.7833538476638741,0.36152748293074355,0.5877879902134989,0.24854915949253198,0.8001386500129717,0.2585266125576412,0.6726096996830127,0.4359354510600531,0.6887465754537712,True,0.25281112439371806,logei,0.0,False,15,a07b5183-dc18-4681-9447-dd57b52e4165,gaussian,0.373709,0,gradient_boosting,composite,learned,0.139658416681,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",5.4144457045326035,0.6875503358178259,4.9785102534725505,9.705405622187328,4.726895368714778,4.852702811093664,0.6875503358178259,4.726895368714778,opticarvis
3,0.07534543466455257,0.24686979275579146,0.3581204374291028,0.17205546624607326,0.2602953536423117,0.20180324954338613,0.039763697112658924,0.3428689983340756,0.46824968188706395,0.41734943401467184,0.8995239082362045,0.08887436668761539,0.6239659944024077,0.3487367731561747,0.025967759445594707,0.772998502208093,0.30919245295096254,-0.38949006204858116,True,-0.6986825149995437,logei,0.0,False,15,a07b5183-dc18-4681-9447-dd57b52e4165,gaussian,0.373709,0,gradient_boosting,composite,learned,0.139658416681,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",5.4144457045326035,0.6875503358178259,5.105253251581641,14.810658873768968,4.726895368714778,4.9368862912563225,0.6875503358178259,4.726895368714778,opticarvis
4,0.42201424458446657,0.9762023745686402,0.7745174406848149,0.8688039931378365,0.5659933152008775,0.33951428732955147,0.8543881081245946,0.41316093763504436,0.871318342042068,0.9132167793797134,0.35413200849215065,0.725215437601971,0.8137095546640731,0.9978741123662942,0.45747221389667636,0.20071201662760263,0.6095246073198052,0.19343835093389178,True,-0.4160862563859134,logei,0.0,False,15,a07b5183-dc18-4681-9447-dd57b52e4165,gaussian,0.373709,0,gradient_boosting,composite,learned,0.139658416681,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",5.4144457045326035,0.6875503358178259,4.804921097212798,19.615579970981766,4.726895368714778,4.903894992745442,0.6875503358178259,4.726895368714778,opticarvis
5,0.2582307389680669,0.3816769939266941,0.07140493519976654,0.693078530037033,0.056855987345937775,0.46495492358440327,0.9979921406435989,0.40327737149551457,0.21053688182810426,0.4086380290150051,0.26128071241183926,0.20206420717734874,0.26087243024241236,0.3063549252089236,0.4572786139754772,0.28303519112871733,-0.05247819227705084,-0.15684643273233556,True,-0.10436824045528473,logei,0.0,False,15,a07b5183-dc18-4681-9447-dd57b52e4165,gaussian,0.373709,0,gradient_boosting,composite,learned,0.139658416681,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",5.4144457045326035,0.6875503358178259,5.4669238968096545,25.08250386779142,4.726895368714778,5.016500773558284,0.6875503358178259,4.726895368714778,opticarvis
6,0.7776846980626166,0.5792320288730982,0.2876125268113949,0.10991811966382338,0.5386582919531887,0.4259132633911237,0.6292519724352708,0.631061282762593,0.4646185645861923,1.0,0.7541271681487336,0.9294902120969304,0.30619057701919605,0.989284293481232,0.0,1.0,0.8029132736001683,1.2618198893417547,True,0.4589066157415864,logei,0.36410170000453945,False,15,a07b5183-dc18-4681-9447-dd57b52e4165,gaussian,0.373709,0,gradient_boosting,composite,learned,0.139658416681,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",5.4144457045326035,0.8029132736001683,4.611532430932435,29.694036298723855,4.611532430932435,4.949006049787309,0.6875503358178259,4.726895368714778,opticarvis
7,0.7776846980626166,0.5792320288730982,0.2876125268113949,0.10991811966382338,0.5386582919531887,0.4259132633911237,0.6292519724352708,0.631061282762593,0.4646185645861923,1.0,0.7541271681487336,0.9294902120969304,0.30619057701919605,0.989284293481232,0.0,1.0,0.8029132736001683,0.7985991399926297,True,-0.004314133607538628,logei,0.0,False,15,a07b5183-dc18-4681-9447-dd57b52e4165,gaussian,0.373709,0,gradient_boosting,composite,learned,0.139658416681,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",5.4144457045326035,0.8029132736001683,4.611532430932435,34.30556872965629,4.611532430932435,4.900795532808041,0.6875503358178259,4.726895368714778,opticarvis
8,0.730247049669736,1.0,0.301741393684993,0.0,0.6447852036785493,0.0,0.8449077454202435,0.013399213437400923,0.3472624764671015,1.0,0.912739006662916,0.8580185648312736,0.7617398099894624,0.938754602196888,0.0,1.0,0.5648931380705674,0.5996399038053208,True,0.03474676573475344,logei,0.3565846999990754,False,15,a07b5183-dc18-4681-9447-dd57b52e4165,gaussian,0.373709,0,gradient_boosting,composite,learned,0.139658416681,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",5.4144457045326035,0.8029132736001683,4.8495525664620365,39.155121296118324,4.611532430932435,4.8943901620147905,0.6875503358178259,4.726895368714778,opticarvis
9,0.730247049669736,1.0,0.301741393684993,0.0,0.6447852036785493,0.0,0.8449077454202435,0.013399213437400923,0.3472624764671015,1.0,0.912739006662916,0.8580185648312736,0.7617398099894624,0.938754602196888,0.0,1.0,0.5648931380705674,0.641746405067907,True,0.07685326699733963,logei,0.0,False,15,a07b5183-dc18-4681-9447-dd57b52e4165,gaussian,0.373709,0,gradient_boosting,composite,learned,0.139658416681,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",5.4144457045326035,0.8029132736001683,4.8495525664620365,44.00467386258036,4.611532430932435,4.889408206953373,0.6875503358178259,4.726895368714778,opticarvis
10,0.6793289760612923,1.0,0.3615919418757644,0.0,0.5528038566554238,0.0,0.6293521138048686,0.46850200964933475,0.4992055233723201,1.0,0.7678582378522469,0.8387071419943329,0.4840003342534949,0.9446305085418533,0.0,0.8161616559893369,0.794605699758919,0.5361670170057917,True,-0.2584386827531273,logei,0.5996914999996079,False,15,a07b5183-dc18-4681-9447-dd57b52e4165,gaussian,0.373709,0,gradient_boosting,composite,learned,0.139658416681,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",5.4144457045326035,0.8029132736001683,4.6198400047736845,48.62451386735405,4.611532430932435,4.862451386735405,0.6875503358178259,4.726895368714778,opticarvis
