dataset,objective,acquisition,error_model,jitter_iteration,jitter_std,oracle_model,delta_excess_l2_norm_mean,final_simple_regret_excess_true_mean,final_cum_regret_excess_true_mean,final_avg_regret_excess_true_mean,auc_simple_regret_excess_true_mean,delta_excess_l2_norm_std,final_simple_regret_excess_true_std,final_cum_regret_excess_true_std,final_avg_regret_excess_true_std,auc_simple_regret_excess_true_std,runs
opticarvis,composite,logei,gaussian,0,0.018685,gradient_boosting,0.0,-0.2915020552462412,-6.317624014898468,-0.12635248029796914,-7.761473009034978,0.0,0.6821829211221133,16.373049815131743,0.32746099630263475,21.794093033779657,10
opticarvis,composite,logei,gaussian,0,0.093427,gradient_boosting,0.0,-0.21893252911456723,-4.286357882143366,-0.08572715764286717,-10.009283159925427,0.0,0.5124194137763565,15.966153714890766,0.31932307429781526,19.395045354808584,10
opticarvis,composite,logei,gaussian,0,0.373709,gradient_boosting,0.0,0.22319762853896208,10.581808012767809,0.21163616025535634,9.49517336521939,0.0,0.6753331445978025,15.622893546925615,0.31245787093851224,16.75721143421351,10
opticarvis,composite,logei,gaussian,0,1.868543,gradient_boosting,0.0,0.48582976310561643,20.63128737770583,0.4126257475541168,12.271656800340518,0.0,0.5759727154155532,15.015509046106752,0.3003101809221352,18.223421093201218,10
opticarvis,composite,logei,gaussian,20,0.018685,gradient_boosting,0.19281527410201024,-0.10427973971256192,-2.7561111002904655,-0.05512222200580914,-2.0228202204727355,0.19195776614702523,0.39966368489760185,6.62910598415282,0.1325821196830564,7.572853070795084,10
opticarvis,composite,logei,gaussian,20,0.093427,gradient_boosting,0.3282054784661966,0.013554675513379699,-4.09136680002793,-0.08182733600055854,-1.6132809013597806,0.25909022170513124,0.3382055382500443,9.436430246652053,0.18872860493304092,9.631938062940817,10
opticarvis,composite,logei,gaussian,20,0.373709,gradient_boosting,0.3936645914724377,-0.11789317962628036,-5.9723316762323435,-0.11944663352464673,-5.126464593448455,0.29670760680949054,0.3174385710235553,8.54270275096537,0.17085405501930745,9.464741831723812,10
opticarvis,composite,logei,gaussian,20,1.868543,gradient_boosting,0.7764333435664255,0.3675387544860941,10.828034368154897,0.21656068736309816,4.40830227746441,0.3787249537729561,0.2721636092250781,11.173215068138322,0.22346430136276663,6.454673275376544,10
opticarvis,composite,qnei,gaussian,0,0.018685,gradient_boosting,0.0,-0.15434182841990554,-0.35617561157768024,-0.007123512231553786,2.3705229701486443,0.0,0.5416136309113597,12.37302301566631,0.2474604603133262,13.523115716135925,10
opticarvis,composite,qnei,gaussian,0,0.093427,gradient_boosting,0.0,-0.05896431232571468,4.406422853755894,0.08812845707511782,2.6751975895681825,0.0,0.47242837378403457,8.483879154050513,0.16967758308101044,12.262980918409692,10
opticarvis,composite,qnei,gaussian,0,0.373709,gradient_boosting,0.0,0.20131720566312622,6.169100603284415,0.12338201206568811,7.041960418983396,0.0,0.6638977397255967,18.086724552890853,0.3617344910578173,23.882132998374775,10
opticarvis,composite,qnei,gaussian,0,1.868543,gradient_boosting,0.0,0.30052429973210953,17.42974074714068,0.34859481494281347,11.34662487645798,0.0,0.8160579521332965,23.37715089151671,0.46754301783033425,27.651685389083823,10
opticarvis,composite,qnei,gaussian,20,0.018685,gradient_boosting,0.20767505288134397,-0.1488108357221639,-3.0984616102100375,-0.06196923220420074,-0.8422760749324425,0.24708479263352928,0.4572817534774024,11.010763472890348,0.22021526945780684,5.390131974718474,10
opticarvis,composite,qnei,gaussian,20,0.093427,gradient_boosting,0.3251909346946911,0.015516823456780893,0.6236278483261714,0.012472556966523385,1.2264242559946552,0.24340674521866662,0.25421776161880527,7.020739710813538,0.14041479421627068,5.74015670039798,10
opticarvis,composite,qnei,gaussian,20,0.373709,gradient_boosting,0.4075000935033432,0.049838229634727685,1.4934004601933253,0.02986800920386634,1.9702406553595666,0.3047211163133803,0.23083735459364876,2.536976972887882,0.05073953945775791,4.144546039898592,10
opticarvis,composite,qnei,gaussian,20,1.868543,gradient_boosting,0.5760544307287374,-0.02552327521192934,6.5722654490095636,0.13144530898019116,0.10846028778194636,0.3671869836323336,0.6974832558267823,14.096098164603838,0.2819219632920768,10.569870741178086,10
all,composite,logei,gaussian,0,0.018685,gradient_boosting,0.0,-0.2915020552462412,-6.317624014898468,-0.12635248029796914,-7.761473009034978,0.0,0.6821829211221133,16.373049815131743,0.32746099630263475,21.794093033779657,10
all,composite,logei,gaussian,0,0.093427,gradient_boosting,0.0,-0.21893252911456723,-4.286357882143366,-0.08572715764286717,-10.009283159925427,0.0,0.5124194137763565,15.966153714890766,0.31932307429781526,19.395045354808584,10
all,composite,logei,gaussian,0,0.373709,gradient_boosting,0.0,0.22319762853896208,10.581808012767809,0.21163616025535634,9.49517336521939,0.0,0.6753331445978025,15.622893546925615,0.31245787093851224,16.75721143421351,10
all,composite,logei,gaussian,0,1.868543,gradient_boosting,0.0,0.48582976310561643,20.63128737770583,0.4126257475541168,12.271656800340518,0.0,0.5759727154155532,15.015509046106752,0.3003101809221352,18.223421093201218,10
all,composite,logei,gaussian,20,0.018685,gradient_boosting,0.19281527410201024,-0.10427973971256192,-2.7561111002904655,-0.05512222200580914,-2.0228202204727355,0.19195776614702523,0.39966368489760185,6.62910598415282,0.1325821196830564,7.572853070795084,10
all,composite,logei,gaussian,20,0.093427,gradient_boosting,0.3282054784661966,0.013554675513379699,-4.09136680002793,-0.08182733600055854,-1.6132809013597806,0.25909022170513124,0.3382055382500443,9.436430246652053,0.18872860493304092,9.631938062940817,10
all,composite,logei,gaussian,20,0.373709,gradient_boosting,0.3936645914724377,-0.11789317962628036,-5.9723316762323435,-0.11944663352464673,-5.126464593448455,0.29670760680949054,0.3174385710235553,8.54270275096537,0.17085405501930745,9.464741831723812,10
all,composite,logei,gaussian,20,1.868543,gradient_boosting,0.7764333435664255,0.3675387544860941,10.828034368154897,0.21656068736309816,4.40830227746441,0.3787249537729561,0.2721636092250781,11.173215068138322,0.22346430136276663,6.454673275376544,10
