dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
michalewicz,value,qnei,0.5,1.4,0.80758220821959,259.5898873342745,0.0,1,2
michalewicz,value,logei,0.5,1.6,0.845797901737533,274.253136266757,0.0,1,2
