iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.12857020276919962,0.49927786244011496,0.6014983576233575,0.028689008371944547,0.14792608457745593,0.9282110229603695,1.571302229950474,2.0216534871891865,True,0.4503512572387125,logei,0.0,False,1.5,11,475e51e6-198b-4b8c-a9b9-5a5bec8f9f7d,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,6.395861733341463,6.395861733341463,6.395861733341463,6.395861733341463,1.571302229950474,6.395861733341463,hartmann_6
2,0.07042057615419683,0.12977394939929798,0.9483284532917751,0.6218835927963828,0.368993123729791,0.5113900218032627,0.37926057518372475,0.6063205600984101,True,0.22705998491468532,logei,0.0,False,1.5,11,475e51e6-198b-4b8c-a9b9-5a5bec8f9f7d,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,7.587903388108212,13.983765121449675,6.395861733341463,6.991882560724838,1.571302229950474,6.395861733341463,hartmann_6
3,0.6628429525167993,0.2753088157611293,0.13796807286695534,0.7880395945039919,0.6703605841024838,0.5123823134831604,-0.6412990271898988,-0.8607256345632428,True,-0.21942660737334396,logei,0.0,False,1.5,11,475e51e6-198b-4b8c-a9b9-5a5bec8f9f7d,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,8.608462990481836,22.59222811193151,6.395861733341463,7.530742703977171,1.571302229950474,6.395861733341463,hartmann_6
4,0.8167364359696581,0.5490752688700263,0.9809136392973055,0.20450946133004488,0.5537303628652278,0.4836246969233877,-0.45831383618453114,-0.8731294967318897,True,-0.4148156605473585,logei,0.0,False,1.5,11,475e51e6-198b-4b8c-a9b9-5a5bec8f9f7d,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,8.425477799476468,31.01770591140798,6.395861733341463,7.754426477851995,1.571302229950474,6.395861733341463,hartmann_6
5,0.3532748550604481,0.5915953039490435,0.23530123166758055,0.8022026837784835,0.8673335518424147,0.12875967122785104,1.3104474652198819,1.2848480236649813,True,-0.02559944155490057,logei,0.0,False,1.5,11,475e51e6-198b-4b8c-a9b9-5a5bec8f9f7d,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,6.656716498072055,37.67442240948004,6.395861733341463,7.5348844818960075,1.571302229950474,6.395861733341463,hartmann_6
6,0.0,0.0,1.0,0.29852036772906504,0.0,0.9969317895408027,-0.09312287798490222,-0.5070076355236893,True,-0.4138847575387871,logei,0.5370022999704815,False,1.5,11,475e51e6-198b-4b8c-a9b9-5a5bec8f9f7d,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,8.06028684127684,45.73470925075688,6.395861733341463,7.622451541792813,1.571302229950474,6.395861733341463,hartmann_6
7,0.13845424129790324,0.5786354059417924,0.5616596405848769,0.3978875967930252,0.505111747660267,0.44672846946630146,1.1945672966560799,1.093921170237141,True,-0.10064612641893889,logei,0.4591351000126451,False,1.5,11,475e51e6-198b-4b8c-a9b9-5a5bec8f9f7d,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,6.772596666635858,52.507305917392735,6.395861733341463,7.501043702484677,1.571302229950474,6.395861733341463,hartmann_6
8,0.23729833187334162,0.49282326192354153,0.3361830567725807,0.0,0.0852268533110339,1.0,-0.15361393899567485,0.5482239832161708,True,0.7018379222118457,logei,0.42824300000211224,False,1.5,11,475e51e6-198b-4b8c-a9b9-5a5bec8f9f7d,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,8.120777902287612,60.62808381968035,6.395861733341463,7.578510477460044,1.571302229950474,6.395861733341463,hartmann_6
9,0.15098195839305684,0.5497827435295622,0.7398130016407413,0.0,0.1936455556029876,0.904124095020669,2.113736538107521,2.6499736677596286,True,0.5362371296521076,logei,0.433850200031884,False,1.5,11,475e51e6-198b-4b8c-a9b9-5a5bec8f9f7d,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3,x4,x5",7.967163963291937,2.113736538107521,5.853427425184416,66.48151124486476,5.853427425184416,7.386834582762751,2.113736538107521,5.853427425184416,hartmann_6
10,0.06358906197436008,0.5884050855902467,0.8833511971225139,0.0,0.20198877401223214,0.913395244327533,1.6673229903616056,2.1624996557370126,True,0.49517666537540705,logei,0.24803020001854748,False,1.5,11,475e51e6-198b-4b8c-a9b9-5a5bec8f9f7d,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3,x4,x5",7.967163963291937,2.113736538107521,6.2998409729303315,72.78135221779509,5.853427425184416,7.278135221779509,2.113736538107521,5.853427425184416,hartmann_6
