iteration,x0,x1,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-177.18038875590582,498.97148757803575,0.44332084815357076,0.44332084815357076,0.44332084815357076,0.0,False,False,0.0,qucb,0.0,False,8,4d063b80-b255-472e-b6ff-b43fcdff4f8f,slip,0.01,20,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.44332084815357076,2.761724682901488,2.761724682901488,2.761724682901488,2.761724682901488,0.44332084815357076,2.761724682901488,eggholder
2,-185.64010139083086,295.47411027970963,0.40041572224414207,0.40041572224414207,0.40041572224414207,0.0,False,False,0.0,qucb,0.0,False,8,4d063b80-b255-472e-b6ff-b43fcdff4f8f,slip,0.01,20,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.44332084815357076,2.8046298088109167,5.566354491712405,2.761724682901488,2.7831772458562023,0.44332084815357076,2.761724682901488,eggholder
3,378.77402797692525,-111.52915810386537,1.222393723857696,1.222393723857696,1.222393723857696,0.0,False,False,0.0,qucb,0.0,False,8,4d063b80-b255-472e-b6ff-b43fcdff4f8f,slip,0.01,20,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,1.9826518071973627,7.5490062989097675,1.9826518071973627,2.5163354329699223,1.222393723857696,1.9826518071973627,eggholder
4,-63.608961922254025,-130.30512323650248,0.46099718007714546,0.46099718007714546,0.46099718007714546,0.0,False,False,0.0,qucb,0.0,False,8,4d063b80-b255-472e-b6ff-b43fcdff4f8f,slip,0.01,20,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,2.744048350977913,10.293054649887681,1.9826518071973627,2.5732636624719203,1.222393723857696,1.9826518071973627,eggholder
5,-402.47951721187906,-21.53937493737783,-1.2619283954788965,-1.2619283954788965,-1.2619283954788965,0.0,False,False,0.0,qucb,0.0,False,8,4d063b80-b255-472e-b6ff-b43fcdff4f8f,slip,0.01,20,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,4.466973926533955,14.760028576421636,1.9826518071973627,2.952005715284327,1.222393723857696,1.9826518071973627,eggholder
6,512.0,512.0,0.40926290471147625,0.40926290471147625,0.40926290471147625,0.0,False,False,0.0,qucb,0.2344254000345245,False,8,4d063b80-b255-472e-b6ff-b43fcdff4f8f,slip,0.01,20,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,2.7957826263435823,17.55581120276522,1.9826518071973627,2.925968533794203,1.222393723857696,1.9826518071973627,eggholder
7,244.1055409138641,512.0,0.7953376212108882,0.7953376212108882,0.7953376212108882,0.0,False,False,0.0,qucb,0.2656953999539837,False,8,4d063b80-b255-472e-b6ff-b43fcdff4f8f,slip,0.01,20,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,2.4097079098441707,19.965519112609392,1.9826518071973627,2.852217016087056,1.222393723857696,1.9826518071973627,eggholder
8,298.71847897323494,-512.0,1.961608619578521,1.961608619578521,1.961608619578521,0.0,False,False,0.0,qucb,0.19750810007099062,False,8,4d063b80-b255-472e-b6ff-b43fcdff4f8f,slip,0.01,20,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.961608619578521,1.2434369114765378,21.20895602408593,1.2434369114765378,2.651119503010741,1.961608619578521,1.2434369114765378,eggholder
9,188.62953200071146,-512.0,-0.36083020279506955,-0.36083020279506955,-0.36083020279506955,0.0,False,False,0.0,qucb,0.20476630004122853,False,8,4d063b80-b255-472e-b6ff-b43fcdff4f8f,slip,0.01,20,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.961608619578521,3.5658757338501283,24.774831757936056,1.2434369114765378,2.7527590842151173,1.961608619578521,1.2434369114765378,eggholder
10,319.3384793031346,512.0,2.0919539080931773,2.0919539080931773,2.0919539080931773,0.0,False,False,0.0,qucb,0.25556070008315146,False,8,4d063b80-b255-472e-b6ff-b43fcdff4f8f,slip,0.01,20,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.0919539080931773,1.1130916229618815,25.887923380897938,1.1130916229618815,2.5887923380897937,2.0919539080931773,1.1130916229618815,eggholder
11,323.2419960255185,-512.0,1.7448015551668106,1.7448015551668106,1.7448015551668106,0.0,False,False,0.0,qucb,0.29732539993710816,False,8,4d063b80-b255-472e-b6ff-b43fcdff4f8f,slip,0.01,20,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.0919539080931773,1.4602439758882482,27.348167356786185,1.1130916229618815,2.4861970324351077,2.0919539080931773,1.1130916229618815,eggholder
12,305.3342154714257,512.0,1.6380514311408443,1.6380514311408443,1.6380514311408443,0.0,False,False,0.0,qucb,0.25085850001778454,False,8,4d063b80-b255-472e-b6ff-b43fcdff4f8f,slip,0.01,20,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.0919539080931773,1.5669940999142145,28.9151614567004,1.1130916229618815,2.4095967880583666,2.0919539080931773,1.1130916229618815,eggholder
13,322.4562495426368,512.0,2.1928883258180067,2.1928883258180067,2.1928883258180067,0.0,False,False,0.0,qucb,0.24917520000599325,False,8,4d063b80-b255-472e-b6ff-b43fcdff4f8f,slip,0.01,20,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.1928883258180067,1.012157205237052,29.927318661937452,1.012157205237052,2.30210143553365,2.1928883258180067,1.012157205237052,eggholder
14,360.0092101781923,512.0,2.8553306363836732,2.8553306363836732,2.8553306363836732,0.0,False,False,0.0,qucb,0.2734706000192091,False,8,4d063b80-b255-472e-b6ff-b43fcdff4f8f,slip,0.01,20,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.8553306363836732,0.3497148946713855,30.27703355660884,0.3497148946713855,2.1626452540434884,2.8553306363836732,0.3497148946713855,eggholder
