error_model,jitter_std,jitter_iteration,acquisition,mean_rank_fragility,mean_fragility,median_fragility,mean_absolute_loss,n_benchmarks
gaussian,0.05,0,qnei,1.4,0.002753961548651841,-0.00015629922239275527,0.31027803246298336,20
gaussian,0.05,0,logei,1.6,0.005704813887753489,0.001965933818381255,0.3074702588337392,20
gaussian,0.05,20,logei,1.375,-0.0044064670002582716,-0.0002543146821943151,0.18331515715562052,20
gaussian,0.05,20,qnei,1.625,0.006390731983227979,0.0002971654357034707,0.1997353991780125,20
gaussian,0.25,0,qnei,1.35,0.00011918629584825453,-0.0009921216278585352,0.3076432572101799,20
gaussian,0.25,0,logei,1.65,0.027623835329058526,0.02520566175483554,0.3293892802750443,20
gaussian,0.25,20,logei,1.325,-0.0032121903068239345,-0.0001724220207927805,0.18450943384905485,20
gaussian,0.25,20,qnei,1.675,0.00747007249048304,0.0040946152879149066,0.20081473968526758,20
gaussian,1.0,0,qnei,1.3,0.05539731894536597,0.026866821238641685,0.36292138985969763,20
gaussian,1.0,0,logei,1.7,0.08190278284417832,0.07852191138481598,0.38366822779016424,20
gaussian,1.0,20,qnei,1.35,0.024119517902997406,0.01297621803270953,0.21746418509778193,20
gaussian,1.0,20,logei,1.65,0.030361450160205434,0.023664450715226118,0.21808307431608415,20
gaussian,5.0,0,logei,1.45,0.1961416719278517,0.1819189224998325,0.49790711687383754,20
gaussian,5.0,0,qnei,1.55,0.17519840312694718,0.15321059912971519,0.4827224740412788,20
gaussian,5.0,20,logei,1.375,0.07314708306596002,0.0546117890566113,0.26086870722183886,20
gaussian,5.0,20,qnei,1.625,0.0833828982312331,0.0858240305782336,0.2767275654260176,20
