error_model,jitter_iteration,n_runs,n_benchmarks,n_cells,n_nonpositive_cells,gain_prediction,interval,beta_c,beta_z,beta_z_lo,beta_z_hi,beta_z_pct_lo,beta_z_pct_hi,gain_gap,gain_gap_lo,gain_gap_hi,gain_gap_pct_lo,gain_gap_pct_hi,verdict,leverage_dataset,beta_z_without_leverage,gain_gap_without_leverage,loglog_beta_c,loglog_beta_z,loglog_beta_z_lo,loglog_beta_z_hi,loglog_beta_z_pct_lo,loglog_beta_z_pct_hi,loglog_gain_gap,loglog_gain_gap_lo,loglog_gain_gap_hi,loglog_gain_gap_pct_lo,loglog_gain_gap_pct_hi,loglog_verdict,loglog_leverage_dataset,loglog_beta_z_without_leverage,loglog_gain_gap_without_leverage,bootstrap_reps_used
gaussian,0,800,20,80,19,-0.1437999273129189,bca,1.143799927312919,0.6835733096484501,0.47584072688758505,1.1348134299194101,0.5519460128203486,1.7990307681214106,0.8273732369613689,0.2786096280349917,1.4561309171821848,0.4766396283613541,2.2319058847046533,neither,shekel,1.0363362076820186,0.8432315202684646,0.563414142149317,1.3589308207307162,0.9384418162284283,1.8610500324046775,1.0067135578640714,1.9503863745874759,0.9223449628800333,0.4273306871003474,1.4276756089282474,0.5466962950240601,1.5711078112410808,neither,shekel,1.6397217694828417,1.2179777964262408,1721
gaussian,20,800,20,80,30,-0.7700864399345662,bca,1.7700864399345662,1.0371193700956651,0.7821177324968948,1.369658334809832,0.9213463043190578,1.9252215611293924,1.807205810030231,1.201436283685091,4.282357149392045,1.0638795228560922,3.2923004600648778,neither,shekel,1.2361612364200176,1.4259740261783795,0.42586046617411166,1.7551173256068058,1.1710862720355415,2.678086951797966,1.2422493633136975,3.0059722093062313,1.1809777917809177,0.6311204581849802,2.028643668979622,0.7135434083094486,2.445442802932952,neither,shekel,2.1263429262267572,1.5731828093318292,1528
