term,vif,r2_on_others
log_opt_z,9.214278276061616,0.8914727806085512
skew,6.33841430757407,0.8422318341031995
log_sparsity,5.82578277562512,0.8283492470429954
ruggedness,1.2656231741835628,0.20987540336001898
log_tail_ratio,1.2393646972110697,0.19313499710755822
dim,1.0253765669066017,0.024748534075787143
log_noise,0.9999999999999998,-2.220446049250313e-16
