error_model,variant,jitter_std,jitter_iteration,k,tolerance,budget,n_runs,n_landscapes,mean_extra,ci_low,ci_high,median_extra,mean_extra_reached,mean_multiplier,censored_fraction
drift,anch5x3-detrend,0.05,0,10,0.01,50,200,20,2.915,1.7197499999999997,4.3703749999999975,0.0,2.728643216080402,1.2915,0.005
drift,anch5x3-detrend,0.05,0,25,0.01,50,200,20,6.365,4.3248750000000005,8.415249999999999,2.0,3.883977900552486,1.2546000000000002,0.095
drift,anch5x3-detrend,0.05,20,10,0.01,50,200,20,0.4999999999999999,0.28500000000000003,0.7500000000000001,0.0,0.5,1.05,0.0
drift,anch5x3-detrend,0.05,20,25,0.01,50,200,20,4.965,2.874875,7.40525,1.0,2.5054945054945055,1.1985999999999999,0.09
drift,anch5x3-detrend,0.25,0,10,0.01,50,200,20,5.450000000000001,3.6449999999999996,7.650249999999999,1.0,3.9479166666666665,1.545,0.04
drift,anch5x3-detrend,0.25,0,25,0.01,50,200,20,11.335,8.36475,14.610249999999999,7.5,4.801324503311259,1.4534,0.245
drift,anch5x3-detrend,0.25,20,10,0.01,50,200,20,0.5299999999999999,0.28,0.8501249999999995,0.0,0.53,1.053,0.0
drift,anch5x3-detrend,0.25,20,25,0.01,50,200,20,5.515000000000001,3.2548749999999997,7.865499999999997,1.0,3.0497237569060776,1.2206000000000001,0.095
drift,anch5x3-detrend,1.0,0,10,0.01,50,200,20,13.969999999999999,10.274875000000002,17.995125,6.5,7.723926380368098,2.397,0.185
drift,anch5x3-detrend,1.0,0,25,0.01,50,200,20,22.5,19.61,25.44025,27.0,9.868131868131869,1.9,0.545
drift,anch5x3-detrend,1.0,20,10,0.01,50,200,20,0.5699999999999998,0.27999999999999997,0.9200000000000002,0.0,0.57,1.057,0.0
drift,anch5x3-detrend,1.0,20,25,0.01,50,200,20,6.384999999999999,3.939875,8.985374999999996,1.0,2.136094674556213,1.2554,0.155
drift,anch5x3-detrend,5.0,0,10,0.01,50,200,20,20.5,16.37475,24.510249999999996,16.5,7.024590163934426,3.05,0.39
drift,anch5x3-detrend,5.0,0,25,0.01,50,200,20,26.834999999999997,24.104874999999996,29.665125000000003,30.0,8.387755102040817,2.0734,0.755
drift,anch5x3-detrend,5.0,20,10,0.01,50,200,20,0.6399999999999999,0.284875,1.145,0.0,0.44221105527638194,1.064,0.005
drift,anch5x3-detrend,5.0,20,25,0.01,50,200,20,8.155000000000001,5.089874999999999,11.800749999999997,1.0,-0.125,1.3262,0.28
gaussian,anch5x3-detrend,0.05,0,10,0.01,50,200,20,2.5200000000000005,1.7100000000000002,3.420249999999998,0.0,2.1414141414141414,1.2519999999999998,0.01
gaussian,anch5x3-detrend,0.05,0,25,0.01,50,200,20,6.005,3.9949999999999997,7.785124999999998,2.0,3.3944444444444444,1.2402,0.1
gaussian,anch5x3-detrend,0.05,20,10,0.01,50,200,20,0.5599999999999998,0.285,0.8951249999999994,0.0,0.56,1.056,0.0
gaussian,anch5x3-detrend,0.05,20,25,0.01,50,200,20,4.475,2.4947500000000002,6.750125,1.0,1.9725274725274726,1.179,0.09
gaussian,anch5x3-detrend,0.25,0,10,0.01,50,200,20,5.59,3.83475,7.615125,1.0,3.8952879581151834,1.5590000000000002,0.045
gaussian,anch5x3-detrend,0.25,0,25,0.01,50,200,20,12.305,9.739624999999998,14.775124999999996,10.0,7.0256410256410255,1.4922,0.22
gaussian,anch5x3-detrend,0.25,20,10,0.01,50,200,20,0.5849999999999999,0.29,0.975,0.0,0.585,1.0585,0.0
gaussian,anch5x3-detrend,0.25,20,25,0.01,50,200,20,5.625,3.42475,8.004999999999999,1.0,2.9611111111111112,1.225,0.1
gaussian,anch5x3-detrend,1.0,0,10,0.01,50,200,20,13.035,10.019499999999999,16.475,7.0,7.425149700598802,2.3035,0.165
gaussian,anch5x3-detrend,1.0,0,25,0.01,50,200,20,22.440000000000005,19.259749999999997,25.675624999999997,27.5,8.848837209302326,1.8976,0.57
gaussian,anch5x3-detrend,1.0,20,10,0.01,50,200,20,0.4999999999999999,0.285,0.7601249999999993,0.0,0.5,1.05,0.0
gaussian,anch5x3-detrend,1.0,20,25,0.01,50,200,20,6.875,4.15,9.690124999999998,1.0,2.36144578313253,1.275,0.17
gaussian,anch5x3-detrend,5.0,0,10,0.01,50,200,20,20.509999999999998,16.074375,25.014999999999997,17.5,7.84,3.051,0.375
gaussian,anch5x3-detrend,5.0,0,25,0.01,50,200,20,27.904999999999994,25.235000000000003,30.580874999999992,30.0,10.577777777777778,2.1162,0.775
gaussian,anch5x3-detrend,5.0,20,10,0.01,50,200,20,0.7249999999999999,0.30500000000000005,1.3099999999999998,0.0,0.3282828282828283,1.0725,0.01
gaussian,anch5x3-detrend,5.0,20,25,0.01,50,200,20,8.425,5.11,11.730125,1.0,0.3819444444444444,1.337,0.28
