iteration,x0,x1,x2,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.8702492039700847,0.28681720908755537,0.6031481500515619,-0.39422817498468915,-0.39422817498468915,-0.39422817498468915,0.0,False,False,0.0,qnei,0.0,False,9,733ff889-1fe6-469f-9605-cf5eb8159f14,misclick,0.05,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.39422817498468915,3.4491291171404166,3.4491291171404166,3.4491291171404166,3.4491291171404166,-0.39422817498468915,3.4491291171404166,hartmann_3
2,0.7775340829201788,0.7160746296035653,0.9153801204905075,1.7378678023125438,1.7378678023125438,1.7378678023125438,0.0,False,False,0.0,qnei,0.0,False,9,733ff889-1fe6-469f-9605-cf5eb8159f14,misclick,0.05,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7378678023125438,1.3170331398431838,4.7661622569836,1.3170331398431838,2.3830811284918,1.7378678023125438,1.3170331398431838,hartmann_3
3,0.8603936491828846,0.9182376290487624,0.026587734467597213,-0.9871025361789454,-0.9871025361789454,-0.9871025361789454,0.0,False,False,0.0,qnei,0.0,False,9,733ff889-1fe6-469f-9605-cf5eb8159f14,misclick,0.05,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7378678023125438,4.0420034783346726,8.808165735318273,1.3170331398431838,2.936055245106091,1.7378678023125438,1.3170331398431838,hartmann_3
4,0.4372480001295087,0.48494432697728806,0.06515419737010752,-0.9087857119633538,-0.9087857119633538,-0.9087857119633538,0.0,False,False,0.0,qnei,0.0,False,9,733ff889-1fe6-469f-9605-cf5eb8159f14,misclick,0.05,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7378678023125438,3.9636866541190816,12.771852389437354,1.3170331398431838,3.1929630973593386,1.7378678023125438,1.3170331398431838,hartmann_3
5,0.005626050679392924,0.830621436971257,0.9833022442861755,0.28104361833347785,0.28104361833347785,0.28104361833347785,0.0,False,False,0.0,qnei,0.0,False,9,733ff889-1fe6-469f-9605-cf5eb8159f14,misclick,0.05,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7378678023125438,2.77385732382225,15.545709713259605,1.3170331398431838,3.109141942651921,1.7378678023125438,1.3170331398431838,hartmann_3
6,1.0,0.786658331003806,0.977141678611337,0.49503322291033097,0.49503322291033097,0.49503322291033097,0.0,False,False,0.0,qnei,0.8526814999931958,False,9,733ff889-1fe6-469f-9605-cf5eb8159f14,misclick,0.05,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7378678023125438,2.5598677192453967,18.105577432505,1.3170331398431838,3.0175962387508335,1.7378678023125438,1.3170331398431838,hartmann_3
7,0.6265776306561729,0.6907482660821016,0.8900865361142773,2.190545264123236,2.190545264123236,2.190545264123236,0.0,False,False,0.0,qnei,0.9591445999976713,False,9,733ff889-1fe6-469f-9605-cf5eb8159f14,misclick,0.05,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.190545264123236,0.8643556780324917,18.969933110537493,0.8643556780324917,2.709990444362499,2.190545264123236,0.8643556780324917,hartmann_3
8,0.6877247588576698,0.6338686420014518,0.8432134110720781,2.6166436205611756,2.6166436205611756,2.6166436205611756,0.0,False,False,0.0,qnei,0.995551300002262,False,9,733ff889-1fe6-469f-9605-cf5eb8159f14,misclick,0.05,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.6166436205611756,0.438257321594552,19.408190432132045,0.438257321594552,2.4260238040165056,2.6166436205611756,0.438257321594552,hartmann_3
9,0.8787585020382332,1.0,0.8211941553035113,-0.4439305633902204,-0.4439305633902204,-0.4439305633902204,0.0,False,False,0.0,qnei,0.988026799983345,False,9,733ff889-1fe6-469f-9605-cf5eb8159f14,misclick,0.05,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.6166436205611756,3.4988315055459482,22.907021937677992,0.438257321594552,2.545224659741999,2.6166436205611756,0.438257321594552,hartmann_3
10,0.1660209662426598,0.5792531984924163,0.8818665792829408,2.948031171359093,2.948031171359093,2.948031171359093,0.0,False,False,0.0,qnei,0.9760781999793835,False,9,733ff889-1fe6-469f-9605-cf5eb8159f14,misclick,0.05,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.948031171359093,0.10686977079663462,23.013891708474628,0.10686977079663462,2.3013891708474628,2.948031171359093,0.10686977079663462,hartmann_3
