iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.9560017096289753,0.20768181007914688,0.8284448852745308,0.14928212308202027,0.5128046164365648,0.13591960402050662,-0.6267979259035751,,-0.6267979259035751,0.0,False,True,,logei,0.0,False,True,10,e5484aaa-e306-40ab-953c-291bb0f61a1e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.6267979259035751,8.593961889195512,8.593961889195512,8.593961889195512,8.593961889195512,-0.6267979259035751,8.593961889195512,hartmann_6
2,0.6890364797811311,0.841747724312279,0.4255089974049766,0.9569260034533662,0.8253329063847983,0.338215312471576,-0.5446509982998606,,-0.5446509982998606,0.0,False,True,,logei,0.0,False,True,10,e5484aaa-e306-40ab-953c-291bb0f61a1e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.5446509982998606,8.511814961591798,17.105776850787308,8.511814961591798,8.552888425393654,-0.6267979259035751,8.593961889195512,hartmann_6
3,0.5757605479445136,0.7533018647084769,0.8271039370247955,0.9334384708515814,0.1449946949362273,0.7455802110439375,-0.2824787103633238,-0.2824787103633238,-0.2824787103633238,0.0,False,True,0.0,logei,0.0,False,False,10,e5484aaa-e306-40ab-953c-291bb0f61a1e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.2824787103633238,8.249642673655261,25.355419524442567,8.249642673655261,8.451806508147522,-0.2824787103633238,8.249642673655261,hartmann_6
4,0.13935139386782236,0.9065287561129268,0.22611443367452744,0.8532397499056062,0.3063178655321238,0.9698303682063217,-0.6526595761757241,-0.6526595761757241,-0.6526595761757241,0.0,False,True,0.0,logei,0.0,False,False,10,e5484aaa-e306-40ab-953c-291bb0f61a1e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.2824787103633238,8.619823539467662,33.97524306391023,8.249642673655261,8.493810765977557,-0.2824787103633238,8.249642673655261,hartmann_6
5,0.5178342136168697,0.32247455876606135,0.28243351716467957,0.605864995819676,0.3337644567193383,0.6786487735081429,1.3151007595726205,1.3151007595726205,1.3151007595726205,0.0,False,True,0.0,logei,0.0,False,False,10,e5484aaa-e306-40ab-953c-291bb0f61a1e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.3151007595726205,6.652063203719317,40.62730626762954,6.652063203719317,8.12546125352591,1.3151007595726205,6.652063203719317,hartmann_6
6,0.5942689258677256,0.11206613005918602,0.19853339008388285,0.490958712048359,0.37360338171544355,0.6000280488116088,2.3348257320171015,2.3348257320171015,2.3348257320171015,0.0,False,True,0.0,logei,0.5575882999692112,False,False,10,e5484aaa-e306-40ab-953c-291bb0f61a1e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,2.3348257320171015,5.632338231274836,46.25964449890438,5.632338231274836,7.709940749817396,2.3348257320171015,5.632338231274836,hartmann_6
7,0.8095918418687771,0.0,0.011533198190956375,0.20090250610751656,0.46806750791093255,0.3888121855473194,0.032824994027954385,0.032824994027954385,0.032824994027954385,0.0,False,True,0.0,logei,0.5015104999765754,False,False,10,e5484aaa-e306-40ab-953c-291bb0f61a1e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,2.3348257320171015,7.934338969263982,54.19398346816836,5.632338231274836,7.741997638309766,2.3348257320171015,5.632338231274836,hartmann_6
8,0.22154126269667912,0.0,0.0,0.48266408848134396,0.4498800899598722,0.4804139577890425,1.4705372922834752,1.4705372922834752,1.4705372922834752,0.0,False,True,0.0,logei,1.0196258000214584,False,False,10,e5484aaa-e306-40ab-953c-291bb0f61a1e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,2.3348257320171015,6.496626671008462,60.690610139176826,5.632338231274836,7.586326267397103,2.3348257320171015,5.632338231274836,hartmann_6
9,0.8523949160214637,0.0,0.2455296287171899,0.48130321402387805,0.33781590065298706,0.7769430376407267,0.7127629392840429,0.7127629392840429,0.7127629392840429,0.0,False,True,0.0,logei,0.853920699970331,False,False,10,e5484aaa-e306-40ab-953c-291bb0f61a1e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,2.3348257320171015,7.254401024007894,67.94501116318472,5.632338231274836,7.549445684798302,2.3348257320171015,5.632338231274836,hartmann_6
10,0.3512817597245509,0.0,0.0,0.3204139243980999,0.5226950018183604,0.6065270640738663,1.7509156164828115,1.7509156164828115,1.7509156164828115,0.0,False,True,0.0,logei,0.8355675999773666,False,False,10,e5484aaa-e306-40ab-953c-291bb0f61a1e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,2.3348257320171015,6.216248346809126,74.16125950999384,5.632338231274836,7.416125950999384,2.3348257320171015,5.632338231274836,hartmann_6
11,0.47764848041339547,0.08719511322904482,0.274707921170005,0.5701041659767431,0.36736879827539465,0.732382288762342,1.9745486914838017,1.9745486914838017,1.9745486914838017,0.0,False,True,0.0,logei,0.5512670999742113,False,False,10,e5484aaa-e306-40ab-953c-291bb0f61a1e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,2.3348257320171015,5.992615271808136,80.15387478180197,5.632338231274836,7.286715889254725,2.3348257320171015,5.632338231274836,hartmann_6
12,0.5045596408858566,0.006260367291873393,0.13920604504037773,0.46428428011851003,0.3912725696387933,0.41154790467272095,1.4338572180417737,1.4338572180417737,1.4338572180417737,0.0,False,True,0.0,logei,0.5465180000173859,False,False,10,e5484aaa-e306-40ab-953c-291bb0f61a1e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,2.3348257320171015,6.533306745250163,86.68718152705213,5.632338231274836,7.223931793921011,2.3348257320171015,5.632338231274836,hartmann_6
13,0.4404542833924365,0.12408090985601361,0.3746750715393499,0.4898920634102634,0.4061731734072667,0.577182102797731,3.120840659419323,3.120840659419323,3.120840659419323,0.0,False,True,0.0,logei,0.6490812000120059,False,False,10,e5484aaa-e306-40ab-953c-291bb0f61a1e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.120840659419323,4.846323303872614,91.53350483092474,4.846323303872614,7.041038833148057,3.120840659419323,4.846323303872614,hartmann_6
14,0.30100241210687056,0.07813647386012137,0.48724121648220653,0.4976142307143441,0.4306275779943071,0.5537627214763889,3.1922892210228393,3.1922892210228393,3.1922892210228393,0.0,False,True,0.0,logei,0.6834695999859832,False,False,10,e5484aaa-e306-40ab-953c-291bb0f61a1e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.1922892210228393,4.774874742269098,96.30837957319383,4.774874742269098,6.879169969513845,3.1922892210228393,4.774874742269098,hartmann_6
15,0.3750677960937394,0.10828451681532718,0.46249674415102704,0.6402070709334642,0.7122008364026999,0.554447118522533,-0.26230259273765233,-0.26230259273765233,-0.26230259273765233,0.0,False,True,0.0,logei,0.7976449999841861,False,False,10,e5484aaa-e306-40ab-953c-291bb0f61a1e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.1922892210228393,8.229466556029589,104.53784612922342,4.774874742269098,6.969189741948228,3.1922892210228393,4.774874742269098,hartmann_6
16,0.10801646913484013,0.03200054036293612,0.4776686790779933,0.5614737071060834,0.4406348260136123,0.6569824881212448,2.2998125582303874,2.2998125582303874,2.2998125582303874,0.0,False,True,0.0,logei,0.9884416999993846,False,False,10,e5484aaa-e306-40ab-953c-291bb0f61a1e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.1922892210228393,5.66735140506155,110.20519753428498,4.774874742269098,6.887824845892811,3.1922892210228393,4.774874742269098,hartmann_6
17,0.40509538371808795,0.08509188916833424,0.5937335023728308,0.30891738804901087,0.413094528260142,0.5751324956415337,4.874594084051723,4.874594084051723,4.874594084051723,0.0,False,True,0.0,logei,0.6003161999979056,False,False,10,e5484aaa-e306-40ab-953c-291bb0f61a1e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,4.874594084051723,3.092569879240214,113.2977674135252,3.092569879240214,6.664574553736776,4.874594084051723,3.092569879240214,hartmann_6
18,0.342561167121469,0.051316485577860026,0.7125855822189194,0.2514030403833574,0.3876749624958475,0.6207023325703132,5.050940904725174,5.050940904725174,5.050940904725174,0.0,False,True,0.0,logei,0.9486213999916799,False,False,10,e5484aaa-e306-40ab-953c-291bb0f61a1e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.050940904725174,2.9162230585667634,116.21399047209195,2.9162230585667634,6.4563328040051084,5.050940904725174,2.9162230585667634,hartmann_6
19,0.20346445430526808,0.1326558377715213,0.7366560746367816,0.24967743903341386,0.35995757061612377,0.7520756878915089,5.600939139294673,,5.600939139294673,0.0,False,True,,logei,0.8453070999821648,False,True,10,e5484aaa-e306-40ab-953c-291bb0f61a1e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.600939139294673,2.366224823997264,118.58021529608922,2.366224823997264,6.241063962952064,5.050940904725174,2.9162230585667634,hartmann_6
