iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.3269722766055607,0.9872768433379255,0.31871083848551673,0.7885489358200289,0.8698965116962161,0.391084806539194,0.04111385411386355,,0.04111385411386355,0.0,False,True,,ucb,0.0,False,True,8,f891f4e8-640b-4c14-8ce2-329252420ad8,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,0.04111385411386355,7.926050109178074,7.926050109178074,7.926050109178074,7.926050109178074,0.04111385411386355,7.926050109178074,hartmann_6
2,0.4378818731227988,0.37274890308935305,0.10695359647277436,0.47896545416271696,0.24135214508468228,0.25714524855112975,0.6815256660977724,,0.6815256660977724,0.0,False,True,,ucb,0.0,False,True,8,f891f4e8-640b-4c14-8ce2-329252420ad8,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,0.6815256660977724,7.285638297194165,15.21168840637224,7.285638297194165,7.60584420318612,0.04111385411386355,7.926050109178074,hartmann_6
3,0.1847315568344149,0.1938645489043107,0.813827670155021,0.42298418814422634,0.25592050515822606,0.5909028517654116,3.8396825017826863,,3.8396825017826863,0.0,False,True,,ucb,0.0,False,True,8,f891f4e8-640b-4c14-8ce2-329252420ad8,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,4.127481461509251,19.33916986788149,4.127481461509251,6.446389955960497,0.04111385411386355,7.926050109178074,hartmann_6
4,0.6042722960584558,0.6468580270601879,0.9113563804485241,0.15020611196196842,0.3713871284423962,0.28462063751081257,-0.17355647012026845,-0.17355647012026845,-0.17355647012026845,0.0,False,True,0.0,ucb,0.0,False,False,8,f891f4e8-640b-4c14-8ce2-329252420ad8,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,8.140720433412206,27.479890301293697,4.127481461509251,6.869972575323424,-0.17355647012026845,8.140720433412206,hartmann_6
5,0.016782052324450736,0.1815539373627295,0.3946685812986028,0.39331071008632423,0.616727944407001,0.45226652882714635,0.8281451526339255,0.8281451526339255,0.8281451526339255,0.0,False,True,0.0,ucb,0.0,False,False,8,f891f4e8-640b-4c14-8ce2-329252420ad8,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,7.139018810658012,34.61890911195171,4.127481461509251,6.923781822390342,0.8281451526339255,7.139018810658012,hartmann_6
6,0.0,0.0,0.0,0.7170226954418026,0.9434123029295898,0.6755407650010483,-0.6709006031171455,-0.6709006031171455,-0.6709006031171455,0.0,False,True,0.0,ucb,0.2938729000161402,False,False,8,f891f4e8-640b-4c14-8ce2-329252420ad8,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,8.638064566409083,43.256973678360794,4.127481461509251,7.209495613060132,0.8281451526339255,7.139018810658012,hartmann_6
7,0.0,0.0,0.46053213402325427,0.08796694934739502,0.30850730278323624,0.24160319775950756,0.6925115398045825,,0.6925115398045825,0.0,False,True,,ucb,0.3182377999764867,False,True,8,f891f4e8-640b-4c14-8ce2-329252420ad8,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,7.274652423487355,50.53162610184815,4.127481461509251,7.218803728835449,0.8281451526339255,7.139018810658012,hartmann_6
8,0.0,0.0,0.46053277209427057,0.08794145159726068,0.30854425346611286,0.24158925252566477,0.6923192372914452,,0.6923192372914452,0.0,False,True,,ucb,0.48191639996366575,False,True,8,f891f4e8-640b-4c14-8ce2-329252420ad8,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,7.274844726000492,57.80647082784864,4.127481461509251,7.22580885348108,0.8281451526339255,7.139018810658012,hartmann_6
9,0.0,0.0,0.46053434139924837,0.08792709151641709,0.30854865529930403,0.24160977006801737,0.6924508276422476,0.6924508276422476,0.6924508276422476,0.0,False,True,0.0,ucb,0.3698099000030197,False,False,8,f891f4e8-640b-4c14-8ce2-329252420ad8,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,7.274713135649689,65.08118396349833,4.127481461509251,7.231242662610926,0.8281451526339255,7.139018810658012,hartmann_6
10,0.0,0.0,0.5571742534404843,0.9302831554935401,0.5569070572772977,0.6916758131529587,-0.5490674657630009,,-0.5490674657630009,0.0,False,True,,ucb,0.44239149999339134,False,True,8,f891f4e8-640b-4c14-8ce2-329252420ad8,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,8.516231429054939,73.59741539255327,4.127481461509251,7.359741539255327,0.8281451526339255,7.139018810658012,hartmann_6
