iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.8702492039700847,0.28681720908755537,0.6031481500515619,0.7775340829201788,0.7160746296035653,0.9153801204905075,-0.6203051845937949,,-0.6203051845937949,0.0,False,True,,ucb,0.0,False,True,9,451e4704-3e94-4a3b-8956-57bcc28bd00a,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.6203051845937949,8.587469147885733,8.587469147885733,8.587469147885733,8.587469147885733,-0.6203051845937949,8.587469147885733,hartmann_6
2,0.8603936491828846,0.9182376290487624,0.026587734467597213,0.4372480001295087,0.48494432697728806,0.06515419737010752,-0.47852200150684815,-0.47852200150684815,-0.47852200150684815,0.0,False,True,0.0,ucb,0.0,False,False,9,451e4704-3e94-4a3b-8956-57bcc28bd00a,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.445685964798786,17.03315511268452,8.445685964798786,8.51657755634226,-0.47852200150684815,8.445685964798786,hartmann_6
3,0.005626050679392924,0.830621436971257,0.9833022442861755,0.7846098526726796,0.31560348997827314,0.7053337045894538,-0.5412982988132623,-0.5412982988132623,-0.5412982988132623,0.0,False,True,0.0,ucb,0.0,False,False,9,451e4704-3e94-4a3b-8956-57bcc28bd00a,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.5084622621052,25.541617374789716,8.445685964798786,8.513872458263238,-0.47852200150684815,8.445685964798786,hartmann_6
4,0.2991810731982467,0.7407484828757487,0.279747219748287,0.7825909153281315,0.9877407468945767,0.9862385492802385,-0.6665178495997667,-0.6665178495997667,-0.6665178495997667,0.0,False,True,0.0,ucb,0.0,False,False,9,451e4704-3e94-4a3b-8956-57bcc28bd00a,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.633681812891703,34.17529918768142,8.445685964798786,8.543824796920354,-0.47852200150684815,8.445685964798786,hartmann_6
5,0.8828625669966758,0.9128100517839179,0.7082069141031725,0.5544968772635087,0.9232382080702205,0.08973077985431255,-0.5212958261669214,-0.5212958261669214,-0.5212958261669214,0.0,False,True,0.0,ucb,0.0,False,False,9,451e4704-3e94-4a3b-8956-57bcc28bd00a,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.488459789458858,42.663758977140276,8.445685964798786,8.532751795428055,-0.47852200150684815,8.445685964798786,hartmann_6
6,0.4692988842683349,0.9332022936237767,0.5273276189270958,0.5246420397157544,0.06686873365965894,0.12686380147649817,5.94243520803683,,5.94243520803683,0.0,False,True,,ucb,0.27769749995786697,False,True,9,451e4704-3e94-4a3b-8956-57bcc28bd00a,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.94243520803683,2.024728755255107,44.68848773239538,2.024728755255107,7.448081288732563,-0.47852200150684815,8.445685964798786,hartmann_6
7,0.4693146566403446,0.9332293054205294,0.5273732690495566,0.5246100338904669,0.06686097292636678,0.1267911452288942,5.943040166484127,,5.943040166484127,0.0,False,True,,ucb,0.2918516000499949,False,True,9,451e4704-3e94-4a3b-8956-57bcc28bd00a,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.943040166484127,2.0241237968078103,46.71261152920319,2.0241237968078103,6.673230218457598,-0.47852200150684815,8.445685964798786,hartmann_6
8,0.469357561657642,0.9331857073850454,0.5274064047826595,0.5245960065777442,0.06684548197031585,0.12683638194081964,5.941832286468227,5.941832286468227,5.941832286468227,0.0,False,True,0.0,ucb,0.2551372000016272,False,False,9,451e4704-3e94-4a3b-8956-57bcc28bd00a,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.943040166484127,2.0253316768237104,48.7379432060269,2.0241237968078103,6.092242900753362,5.941832286468227,2.0253316768237104,hartmann_6
9,0.36422637093811067,1.0,0.7548780379383951,0.1361236890107714,0.0,0.0,0.37031789854976016,0.37031789854976016,0.37031789854976016,0.0,False,True,0.0,ucb,0.6309355000266805,False,False,9,451e4704-3e94-4a3b-8956-57bcc28bd00a,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.943040166484127,7.596846064742177,56.33478927076908,2.0241237968078103,6.259421030085453,5.941832286468227,2.0253316768237104,hartmann_6
10,0.39363243041882523,1.0,0.4800125767049057,0.6766005448876286,0.0,0.0,5.836235099015273,5.836235099015273,5.836235099015273,0.0,False,True,0.0,ucb,0.7229969999752939,False,False,9,451e4704-3e94-4a3b-8956-57bcc28bd00a,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.943040166484127,2.1309288642766644,58.46571813504574,2.0241237968078103,5.846571813504574,5.941832286468227,2.0253316768237104,hartmann_6
11,0.7092056756331407,0.5488818926839567,0.45053138950704796,0.7145517837596658,0.0,0.25384541536618566,-0.35415271425967143,-0.35415271425967143,-0.35415271425967143,0.0,False,True,0.0,ucb,0.44581750000361353,False,False,9,451e4704-3e94-4a3b-8956-57bcc28bd00a,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.943040166484127,8.321316677551609,66.78703481259735,2.0241237968078103,6.071548619327032,5.941832286468227,2.0253316768237104,hartmann_6
12,0.3723673893430151,1.0,0.43984087894108326,0.31051534987869783,0.021367355079741645,0.4730023677322864,-0.27887366087091736,,-0.27887366087091736,0.0,False,True,,ucb,0.37427189998561516,False,True,9,451e4704-3e94-4a3b-8956-57bcc28bd00a,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.943040166484127,8.246037624162854,75.03307243676021,2.0241237968078103,6.252756036396684,5.941832286468227,2.0253316768237104,hartmann_6
13,0.37236628982594233,1.0,0.43984125171102323,0.3105198382748231,0.021367063006919006,0.47300720691971415,-0.27888164486477807,-0.27888164486477807,-0.27888164486477807,0.0,False,True,0.0,ucb,0.48680259997490793,False,False,9,451e4704-3e94-4a3b-8956-57bcc28bd00a,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.943040166484127,8.246045608156715,83.27911804491693,2.0241237968078103,6.406086003455148,5.941832286468227,2.0253316768237104,hartmann_6
14,0.4713251921260025,1.0,1.0,0.6239972834184871,0.6507977526509919,0.02030126690523936,5.843394635613342,5.843394635613342,5.843394635613342,0.0,False,True,0.0,ucb,0.6707809999934398,False,False,9,451e4704-3e94-4a3b-8956-57bcc28bd00a,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.943040166484127,2.1237693276785947,85.40288737259553,2.0241237968078103,6.100206240899681,5.941832286468227,2.0253316768237104,hartmann_6
