iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.625095466604667,0.8972138009695755,0.7756856902451935,0.22520718999059186,0.30016628491122543,0.8735534453962619,-0.16162744663270998,-0.16162744663270998,-0.16162744663270998,0.0,False,True,0.0,logei,0.0,False,False,7,4e56076e-5ca7-4f88-bd47-cc9a11547864,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.16162744663270998,8.128791409924647,8.128791409924647,8.128791409924647,8.128791409924647,-0.16162744663270998,8.128791409924647,hartmann_6
2,0.005265304565574724,0.8212284183827663,0.7970694287520462,0.4679349528437208,0.3030324268193135,0.2784256121007733,-0.21758038324299367,-0.21758038324299367,-0.21758038324299367,0.0,False,True,0.0,logei,0.0,False,False,7,4e56076e-5ca7-4f88-bd47-cc9a11547864,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.16162744663270998,8.18474434653493,16.31353575645958,8.128791409924647,8.15676787822979,-0.16162744663270998,8.128791409924647,hartmann_6
3,0.2548695876541246,0.4450763058826466,0.5045482589579533,0.5534973520744925,0.9955002834343927,0.7926619192137531,-0.2556805220334109,-0.2556805220334109,-0.2556805220334109,0.0,False,True,0.0,logei,0.0,False,False,7,4e56076e-5ca7-4f88-bd47-cc9a11547864,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.16162744663270998,8.222844485325348,24.536380241784926,8.128791409924647,8.17879341392831,-0.16162744663270998,8.128791409924647,hartmann_6
4,0.6221792294411627,0.9889601476818849,0.21530869823559895,0.16021203385784455,0.6125396042730308,0.04394200796138337,-0.08566626342162283,-0.08566626342162283,-0.08566626342162283,0.0,False,True,0.0,logei,0.0,False,False,7,4e56076e-5ca7-4f88-bd47-cc9a11547864,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.08566626342162283,8.05283022671356,32.589210468498486,8.05283022671356,8.147302617124621,-0.08566626342162283,8.05283022671356,hartmann_6
5,0.03568027877359614,0.5148888202713703,0.4662060253252891,0.9171677731928523,0.6292262544910104,0.5141176465995139,-0.583996167024681,,-0.583996167024681,0.0,False,True,,logei,0.0,False,True,7,4e56076e-5ca7-4f88-bd47-cc9a11547864,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.08566626342162283,8.551160130316617,41.1403705988151,8.05283022671356,8.22807411976302,-0.08566626342162283,8.05283022671356,hartmann_6
6,0.8473414408779963,1.0,0.1608689675812888,0.0,0.4587143715971018,0.0,-0.6624771549692348,-0.6624771549692348,-0.6624771549692348,0.0,False,True,0.0,logei,0.8861681999987923,False,False,7,4e56076e-5ca7-4f88-bd47-cc9a11547864,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.08566626342162283,8.629641118261173,49.77001171707627,8.05283022671356,8.295001952846045,-0.08566626342162283,8.05283022671356,hartmann_6
7,0.5415378120886863,0.9579942594495147,0.31339125254931094,0.2300785266707286,0.6311277571060365,0.1868628486103924,0.5906263739545551,0.5906263739545551,0.5906263739545551,0.0,False,True,0.0,logei,0.6044011999620125,False,False,7,4e56076e-5ca7-4f88-bd47-cc9a11547864,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,0.5906263739545551,7.376537589337382,57.146549306413654,7.376537589337382,8.163792758059094,0.5906263739545551,7.376537589337382,hartmann_6
8,0.447186974502521,0.9686332564278545,0.28744079437719766,0.31665590564951834,0.7903050139589867,0.20603499427713132,1.8151116477882476,1.8151116477882476,1.8151116477882476,0.0,False,True,0.0,logei,0.36165340000297874,False,False,7,4e56076e-5ca7-4f88-bd47-cc9a11547864,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.8151116477882476,6.152052315503689,63.29860162191734,6.152052315503689,7.912325202739668,1.8151116477882476,6.152052315503689,hartmann_6
9,0.3632894747874473,1.0,0.36933180544031535,0.38350284401404905,0.8224125436943968,0.2989973778624068,1.1827455399857838,1.1827455399857838,1.1827455399857838,0.0,False,True,0.0,logei,0.3634829000220634,False,False,7,4e56076e-5ca7-4f88-bd47-cc9a11547864,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.8151116477882476,6.784418423306153,70.08302004522349,6.152052315503689,7.787002227247054,1.8151116477882476,6.152052315503689,hartmann_6
10,0.48660928695052225,0.8319139154446363,0.12894778195618672,0.28977215014333174,0.8282990335083392,0.13369226577851306,1.9597661602761098,1.9597661602761098,1.9597661602761098,0.0,False,True,0.0,logei,0.4811591999605298,False,False,7,4e56076e-5ca7-4f88-bd47-cc9a11547864,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.9597661602761098,6.007397803015827,76.09041784823933,6.007397803015827,7.6090417848239325,1.9597661602761098,6.007397803015827,hartmann_6
