iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.8702492039700847,0.28681720908755537,0.6031481500515619,0.7775340829201788,0.7160746296035653,0.9153801204905075,-0.6203051845937949,-0.6203051845937949,-0.6203051845937949,0.0,False,True,0.0,logei,0.0,False,False,9,ee410d5b-0117-49d7-ae29-b9fa560406d6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.6203051845937949,8.587469147885733,8.587469147885733,8.587469147885733,8.587469147885733,-0.6203051845937949,8.587469147885733,hartmann_6
2,0.8603936491828846,0.9182376290487624,0.026587734467597213,0.4372480001295087,0.48494432697728806,0.06515419737010752,-0.47852200150684815,-0.47852200150684815,-0.47852200150684815,0.0,False,True,0.0,logei,0.0,False,False,9,ee410d5b-0117-49d7-ae29-b9fa560406d6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.445685964798786,17.03315511268452,8.445685964798786,8.51657755634226,-0.47852200150684815,8.445685964798786,hartmann_6
3,0.005626050679392924,0.830621436971257,0.9833022442861755,0.7846098526726796,0.31560348997827314,0.7053337045894538,-0.5412982988132623,,-0.5412982988132623,0.0,False,True,,logei,0.0,False,True,9,ee410d5b-0117-49d7-ae29-b9fa560406d6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.5084622621052,25.541617374789716,8.445685964798786,8.513872458263238,-0.47852200150684815,8.445685964798786,hartmann_6
4,0.2991810731982467,0.7407484828757487,0.279747219748287,0.7825909153281315,0.9877407468945767,0.9862385492802385,-0.6665178495997667,-0.6665178495997667,-0.6665178495997667,0.0,False,True,0.0,logei,0.0,False,False,9,ee410d5b-0117-49d7-ae29-b9fa560406d6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.633681812891703,34.17529918768142,8.445685964798786,8.543824796920354,-0.47852200150684815,8.445685964798786,hartmann_6
5,0.8828625669966758,0.9128100517839179,0.7082069141031725,0.5544968772635087,0.9232382080702205,0.08973077985431255,-0.5212958261669214,,-0.5212958261669214,0.0,False,True,,logei,0.0,False,True,9,ee410d5b-0117-49d7-ae29-b9fa560406d6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.488459789458858,42.663758977140276,8.445685964798786,8.532751795428055,-0.47852200150684815,8.445685964798786,hartmann_6
6,1.0,1.0,0.0,0.14694344730840148,0.06534853704886404,0.0,-0.6698433726771048,,-0.6698433726771048,0.0,False,True,,logei,0.4003738999599591,False,True,9,ee410d5b-0117-49d7-ae29-b9fa560406d6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.637007335969042,51.30076631310932,8.445685964798786,8.550127718851554,-0.47852200150684815,8.445685964798786,hartmann_6
7,1.0,1.0,0.0,0.14694220309306558,0.06534939030639897,0.0,-0.6698433991738627,,-0.6698433991738627,0.0,False,True,,logei,0.3637066999799572,False,True,9,ee410d5b-0117-49d7-ae29-b9fa560406d6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.6370073624658,59.93777367557512,8.445685964798786,8.562539096510731,-0.47852200150684815,8.445685964798786,hartmann_6
8,1.0,1.0,0.0,0.1469396372453264,0.06535234096343176,0.0,-0.6698434464233451,-0.6698434464233451,-0.6698434464233451,0.0,False,True,0.0,logei,0.2985624000430107,False,False,9,ee410d5b-0117-49d7-ae29-b9fa560406d6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.637007409715283,68.57478108529041,8.445685964798786,8.571847635661301,-0.47852200150684815,8.445685964798786,hartmann_6
9,0.9404892045294954,1.0,0.0,0.48098241929620567,0.6140539550158303,0.0,-0.6251769783892359,-0.6251769783892359,-0.6251769783892359,0.0,False,True,0.0,logei,0.40676869999151677,False,False,9,ee410d5b-0117-49d7-ae29-b9fa560406d6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.592340941681172,77.16712202697158,8.445685964798786,8.57412466966351,-0.47852200150684815,8.445685964798786,hartmann_6
10,0.8279264209972277,0.8851502134954774,0.03732134319662014,0.41960810167687784,0.4327919425139972,0.09149823799075404,-0.37159190821770344,-0.37159190821770344,-0.37159190821770344,0.0,False,True,0.0,logei,0.37709510000422597,False,False,9,ee410d5b-0117-49d7-ae29-b9fa560406d6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.37159190821770344,8.33875587150964,85.50587789848123,8.33875587150964,8.550587789848123,-0.37159190821770344,8.33875587150964,hartmann_6
11,0.7943230133606007,0.8511927459301273,0.04832249382004178,0.40288348071284424,0.381530126940002,0.1185180943624409,-0.23184164449447298,-0.23184164449447298,-0.23184164449447298,0.0,False,True,0.0,logei,0.31094120000489056,False,False,9,ee410d5b-0117-49d7-ae29-b9fa560406d6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.23184164449447298,8.19900560778641,93.70488350626763,8.19900560778641,8.518625773297059,-0.23184164449447298,8.19900560778641,hartmann_6
12,0.7380711058299951,0.7975423478308918,0.06422598803517295,0.3774436153335438,0.30170207067887345,0.15982398896139025,0.043663161541902924,0.043663161541902924,0.043663161541902924,0.0,False,True,0.0,logei,0.44585010001901537,False,False,9,ee410d5b-0117-49d7-ae29-b9fa560406d6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,0.043663161541902924,7.923500801750034,101.62838430801767,7.923500801750034,8.46903202566814,0.043663161541902924,7.923500801750034,hartmann_6
13,0.6697795955566729,0.7389540463296301,0.0777534490285623,0.3472669228193357,0.20941115993979825,0.20094484826927086,0.3458842873759,0.3458842873759,0.3458842873759,0.0,False,True,0.0,logei,0.6329819000093266,False,False,9,ee410d5b-0117-49d7-ae29-b9fa560406d6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,0.3458842873759,7.621279675916037,109.24966398393371,7.621279675916037,8.40382030645644,0.3458842873759,7.621279675916037,hartmann_6
14,0.5806928368090452,0.6639213861020743,0.08939088790234824,0.305786457523165,0.08481495458687441,0.24035497909973252,0.4137622802199004,0.4137622802199004,0.4137622802199004,0.0,False,True,0.0,logei,0.48162660002708435,False,False,9,ee410d5b-0117-49d7-ae29-b9fa560406d6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,0.4137622802199004,7.553401683072036,116.80306566700575,7.553401683072036,8.34307611907184,0.4137622802199004,7.553401683072036,hartmann_6
