dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
stevens,value,ucb,0.475,1.55,0.025529402160322574,12.360794958061453,0.0,3,4
stevens,value,logei,0.525,1.45,0.01117481378015098,12.044522906416391,0.0,2,4
