iteration,x0,x1,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,6.2509546660466695,8.972138009695755,-2.635298307825418,-2.1360590903245513,True,0.49923921750086686,qnei,0.0,False,7,ef6be468-bbbe-4be5-96c3-16f86ff818c2,drift,0.25,0,exact,value,learned,0.0625,"x0,x1",1.2500554659000687,-2.635298307825418,3.8853537737254866,3.8853537737254866,3.8853537737254866,3.8853537737254866,-2.635298307825418,3.8853537737254866,branin
2,7.756856902451935,2.2520718999059186,0.7134044527822333,0.9260263993453466,True,0.21262194656311328,qnei,0.0,False,7,ef6be468-bbbe-4be5-96c3-16f86ff818c2,drift,0.25,0,exact,value,learned,0.0625,"x0,x1",1.2500554659000687,0.7134044527822333,0.5366510131178354,4.422004786843322,0.5366510131178354,2.211002393421661,0.7134044527822333,0.5366510131178354,branin
3,3.0016628491122543,8.735534453962618,-0.6835380964216702,-0.3877221213735711,True,0.2958159750480991,qnei,0.0,False,7,ef6be468-bbbe-4be5-96c3-16f86ff818c2,drift,0.25,0,exact,value,learned,0.0625,"x0,x1",1.2500554659000687,0.7134044527822333,1.9335935623217388,6.355598349165061,0.5366510131178354,2.1185327830550205,0.7134044527822333,0.5366510131178354,branin
4,0.052653045655747244,8.212284183827663,0.07937030695160363,0.13059819796243183,True,0.0512278910108282,qnei,0.0,False,7,ef6be468-bbbe-4be5-96c3-16f86ff818c2,drift,0.25,0,exact,value,learned,0.0625,"x0,x1",1.2500554659000687,0.7134044527822333,1.170685158948465,7.526283508113526,0.5366510131178354,1.8815708770283814,0.7134044527822333,0.5366510131178354,branin
5,7.9706942875204625,4.679349528437208,0.3668038190773655,0.6797539296030417,True,0.31295011052567623,qnei,0.0,False,7,ef6be468-bbbe-4be5-96c3-16f86ff818c2,drift,0.25,0,exact,value,learned,0.0625,"x0,x1",1.2500554659000687,0.7134044527822333,0.8832516468227032,8.40953515493623,0.5366510131178354,1.681907030987246,0.7134044527822333,0.5366510131178354,branin
6,9.78756703267899,3.207996084711943,1.2120999954200373,1.1758604512983615,True,-0.03623954412167585,qnei,0.2626456000143662,False,7,ef6be468-bbbe-4be5-96c3-16f86ff818c2,drift,0.25,0,exact,value,learned,0.0625,"x0,x1",1.2500554659000687,1.2120999954200373,0.03795547048003134,8.447490625416261,0.03795547048003134,1.4079151042360436,1.2120999954200373,0.03795547048003134,branin
7,10.0,0.0,0.7445238005749768,1.081543223266436,True,0.3370194226914591,qnei,0.1369878000114113,False,7,ef6be468-bbbe-4be5-96c3-16f86ff818c2,drift,0.25,0,exact,value,learned,0.0625,"x0,x1",1.2500554659000687,1.2120999954200373,0.5055316653250919,8.953022290741353,0.03795547048003134,1.2790031843916219,1.2120999954200373,0.03795547048003134,branin
8,8.775781330672169,0.2956371444739865,1.020529046193963,0.3068300847655079,True,-0.713698961428455,qnei,0.1484346000070218,False,7,ef6be468-bbbe-4be5-96c3-16f86ff818c2,drift,0.25,0,exact,value,learned,0.0625,"x0,x1",1.2500554659000687,1.2120999954200373,0.22952641970610577,9.18254871044746,0.03795547048003134,1.1478185888059325,1.2120999954200373,0.03795547048003134,branin
9,5.418745686001041,2.652154798912782,0.3869610412339848,0.09005276242115284,True,-0.29690827881283194,qnei,0.12347489999956451,False,7,ef6be468-bbbe-4be5-96c3-16f86ff818c2,drift,0.25,0,exact,value,learned,0.0625,"x0,x1",1.2500554659000687,1.2120999954200373,0.8630944246660839,10.045643135113544,0.03795547048003134,1.1161825705681716,1.2120999954200373,0.03795547048003134,branin
10,10.0,1.753559455160385,1.1013944920885477,1.1532926448003957,True,0.051898152711848056,qnei,0.21823970001423731,False,7,ef6be468-bbbe-4be5-96c3-16f86ff818c2,drift,0.25,0,exact,value,learned,0.0625,"x0,x1",1.2500554659000687,1.2120999954200373,0.148660973811521,10.194304108925065,0.03795547048003134,1.0194304108925065,1.2120999954200373,0.03795547048003134,branin
