dataset,objective,acquisition,error_model,jitter_iteration,jitter_std,oracle_model,delta_excess_l2_norm_mean,final_simple_regret_excess_true_mean,final_cum_regret_excess_true_mean,final_avg_regret_excess_true_mean,auc_simple_regret_excess_true_mean,delta_excess_l2_norm_std,final_simple_regret_excess_true_std,final_cum_regret_excess_true_std,final_avg_regret_excess_true_std,auc_simple_regret_excess_true_std,runs
iso_hartmann_6,composite,ei,gaussian,0,0.287751,catboost,0.0,-0.11368367183190813,-31.428237060049888,-0.6285647412009979,3.718501620171273,0.0,2.205925731293485,53.21681336780003,1.0643362673560008,92.00597795680191,5
iso_hartmann_6,composite,ei,gaussian,0,1.151003,catboost,0.0,-0.43834942016355855,-23.6952217853793,-0.47390443570758584,35.065393482989464,0.0,1.1409804640119472,76.35192939868595,1.5270385879737192,118.46660835862048,5
iso_hartmann_6,composite,ei,gaussian,0,5.755017,catboost,0.0,5.49993216971958,147.6355750487222,2.952711500974444,182.08136064535216,0.0,1.0547468796345703,50.77469838459733,1.015493967691947,71.5641988316523,5
iso_hartmann_6,composite,logei,gaussian,0,0.287751,catboost,0.0,-0.3880903463798198,-28.234473536911793,-0.5646894707382359,-40.88229048275368,0.0,0.700569689184648,64.57326560273937,1.2914653120547879,100.48602310338713,5
iso_hartmann_6,composite,logei,gaussian,0,1.151003,catboost,0.0,2.654306360972279,37.151753317123436,0.7430350663424687,88.55656406856974,0.0,2.3976854939084657,122.35158166314278,2.447031633262856,142.8479836485994,5
iso_hartmann_6,composite,logei,gaussian,0,5.755017,catboost,0.0,4.487320100499324,136.41138374757855,2.728227674951571,128.29560065137701,0.0,2.2177292582647263,86.81308211375108,1.736261642275022,66.53935366137475,5
iso_hartmann_6,composite,qnei,gaussian,0,0.287751,catboost,0.0,-0.05401837833571026,-14.606551404131448,-0.2921310280826287,3.873067435658933,0.0,1.129765576196856,26.994056353364815,0.5398811270672966,42.09077066662459,5
iso_hartmann_6,composite,qnei,gaussian,0,1.151003,catboost,0.0,-0.35897994523781807,-82.33030439441168,-1.6466060878882334,-14.293063105232429,0.0,2.454897862730553,33.20911059262888,0.6641822118525779,100.77787394531369,5
iso_hartmann_6,composite,qnei,gaussian,0,5.755017,catboost,0.0,2.6445103862976422,91.6810105638622,1.8336202112772444,123.73257148728935,0.0,1.6764182285778642,55.68712506783946,1.1137425013567892,77.03418443581216,5
iso_hartmann_6,composite,random,gaussian,0,0.287751,catboost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
iso_hartmann_6,composite,random,gaussian,0,1.151003,catboost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
iso_hartmann_6,composite,random,gaussian,0,5.755017,catboost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
iso_hartmann_6,composite,sobol,gaussian,0,0.287751,catboost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
iso_hartmann_6,composite,sobol,gaussian,0,1.151003,catboost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
iso_hartmann_6,composite,sobol,gaussian,0,5.755017,catboost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
iso_hartmann_6,composite,ucb,gaussian,0,0.287751,catboost,0.0,1.3257966049511902,30.440712460682988,0.6088142492136599,55.392047558275884,0.0,1.267964067519762,52.29625464432335,1.0459250928864667,78.82150432139721,5
iso_hartmann_6,composite,ucb,gaussian,0,1.151003,catboost,0.0,4.220358317579143,131.94220362742973,2.638844072548595,130.30494255050073,0.0,2.501064393269986,76.11819304611922,1.5223638609223842,77.28186051989636,5
iso_hartmann_6,composite,ucb,gaussian,0,5.755017,catboost,0.0,3.4126509508886302,185.58958797865213,3.7117917595730434,83.64272045150294,0.0,1.2791012715964392,23.149256414749875,0.46298512829499755,59.979816377267696,5
all,composite,ei,gaussian,0,0.287751,catboost,0.0,-0.11368367183190813,-31.428237060049888,-0.6285647412009979,3.718501620171273,0.0,2.205925731293485,53.21681336780003,1.0643362673560008,92.00597795680191,5
