dataset,objective,acquisition,oracle_model,error_model,jitter_std,jitter_iteration,seed,param_columns,delta_excess_x0,delta_excess_x1,delta_excess_x2,delta_excess_x3,delta_excess_x4,delta_excess_x5,delta_excess_l2_norm,final_simple_regret_excess_true,final_cum_regret_excess_true,final_avg_regret_excess_true,auc_simple_regret_excess_true
iso_hartmann_6,composite,logei,catboost,gaussian,0.287751,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19405267367141477,-71.30087587872433,-1.4260175175744871,36.05928307676686
iso_hartmann_6,composite,logei,catboost,gaussian,1.151003,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1262399244214727,-63.546474580631894,-1.2709294916126384,64.14708110906432
iso_hartmann_6,composite,logei,catboost,gaussian,5.755017,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.870292258980541,102.68203868867613,2.0536407737735223,200.76900561360293
iso_hartmann_6,composite,qnei,catboost,gaussian,0.287751,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13811206808853438,0.7739675333714899,0.015479350667430225,1.905342274657393
iso_hartmann_6,composite,qnei,catboost,gaussian,1.151003,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5588539844473868,-84.31235869190323,-1.6862471738380638,89.10655085703047
iso_hartmann_6,composite,qnei,catboost,gaussian,5.755017,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7011718263286948,50.58070893408791,1.011614178681759,120.84524026806852
iso_hartmann_6,composite,ucb,catboost,gaussian,0.287751,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20248275208443367,-26.794139680009863,-0.5358827936001971,-4.2522900213130015
iso_hartmann_6,composite,ucb,catboost,gaussian,1.151003,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9443625089531897,10.364900875629417,0.20729801751258847,20.963336770568773
iso_hartmann_6,composite,ucb,catboost,gaussian,5.755017,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.037625668121837,210.99760271071216,4.219952054214243,169.1494172559245
iso_hartmann_6,composite,ei,catboost,gaussian,0.287751,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1695685711874333,-52.13835840927791,-1.0427671681855584,78.06499334477772
iso_hartmann_6,composite,ei,catboost,gaussian,1.151003,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13124895364518263,-50.15578441945016,-1.003115688389003,99.38008872381823
iso_hartmann_6,composite,ei,catboost,gaussian,5.755017,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.285362767945032,106.76570128724904,2.1353140257449814,232.7458574268513
iso_hartmann_6,composite,random,catboost,gaussian,0.287751,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_hartmann_6,composite,random,catboost,gaussian,1.151003,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_hartmann_6,composite,random,catboost,gaussian,5.755017,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_hartmann_6,composite,sobol,catboost,gaussian,0.287751,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_hartmann_6,composite,sobol,catboost,gaussian,1.151003,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_hartmann_6,composite,sobol,catboost,gaussian,5.755017,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_hartmann_6,composite,logei,catboost,gaussian,0.287751,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5767277037262426,28.683918471451847,0.5736783694290373,20.60094586445969
iso_hartmann_6,composite,logei,catboost,gaussian,1.151003,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.014691743312788,104.30782311009574,2.0861564622019153,105.24039850673675
iso_hartmann_6,composite,logei,catboost,gaussian,5.755017,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.265835535535534,238.97518621461091,4.779503724292219,167.57320040041242
iso_hartmann_6,composite,qnei,catboost,gaussian,0.287751,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.392368429610472,23.186397638905476,0.4637279527781102,68.33592889804352
iso_hartmann_6,composite,qnei,catboost,gaussian,1.151003,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36304376461193577,-58.2971893705697,-1.1659437874113938,39.784407804325525
iso_hartmann_6,composite,qnei,catboost,gaussian,5.755017,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3708084914560335,118.73651583612417,2.3747303167224834,167.84361687777573
iso_hartmann_6,composite,ucb,catboost,gaussian,0.287751,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508662204692854,10.531240298406743,0.21062480596813504,9.006099890416493
iso_hartmann_6,composite,ucb,catboost,gaussian,1.151003,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3452479607201884,104.40153311236202,2.088030662247241,75.86880117832467
iso_hartmann_6,composite,ucb,catboost,gaussian,5.755017,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.759621861194339,174.34686387813025,3.486937277562605,106.88382945360516
iso_hartmann_6,composite,ei,catboost,gaussian,0.287751,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1045368411303658,-26.50701424810046,-0.5301402849620089,-47.63698259156891
iso_hartmann_6,composite,ei,catboost,gaussian,1.151003,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4952132124672408,-18.592780241188677,-0.37185560482377333,19.385593222441088
iso_hartmann_6,composite,ei,catboost,gaussian,5.755017,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.983958975179135,143.71079253089505,2.874215850617901,125.69308765593186
iso_hartmann_6,composite,random,catboost,gaussian,0.287751,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_hartmann_6,composite,random,catboost,gaussian,1.151003,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_hartmann_6,composite,random,catboost,gaussian,5.755017,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_hartmann_6,composite,sobol,catboost,gaussian,0.287751,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_hartmann_6,composite,sobol,catboost,gaussian,1.151003,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_hartmann_6,composite,sobol,catboost,gaussian,5.755017,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_hartmann_6,composite,logei,catboost,gaussian,0.287751,0,10,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17571526074456045,54.77240918647826,1.095448183729565,-26.618268879568305
iso_hartmann_6,composite,logei,catboost,gaussian,1.151003,0,10,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.616877645719928,152.39593387030575,3.0479186774061153,174.84190047143164
iso_hartmann_6,composite,logei,catboost,gaussian,5.755017,0,10,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7881824559247965,214.01709577295682,4.280341915459136,157.60688292787074
iso_hartmann_6,composite,qnei,catboost,gaussian,0.287751,0,10,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06846979848038082,-31.828606110129442,-0.6365721222025886,-48.98197295556531
iso_hartmann_6,composite,qnei,catboost,gaussian,1.151003,0,10,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3527518015960798,-51.457227423767506,-1.02914454847535,-19.77163839677803
iso_hartmann_6,composite,qnei,catboost,gaussian,5.755017,0,10,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8411978816799888,152.79434670172157,3.055886934034432,188.08566900292294
iso_hartmann_6,composite,ucb,catboost,gaussian,0.287751,0,10,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.998852243233249,33.25865732499457,0.6651731464998916,44.405738940302825
iso_hartmann_6,composite,ucb,catboost,gaussian,1.151003,0,10,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.004793574122056,193.87703135169565,3.8775406270339126,189.16336519369995
iso_hartmann_6,composite,ucb,catboost,gaussian,5.755017,0,10,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.944539292574735,206.86995065637254,4.137399013127451,81.1576147127266
iso_hartmann_6,composite,ei,catboost,gaussian,0.287751,0,10,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21428179008014858,8.8151362566756,0.17630272513351208,-3.0729202799671214
iso_hartmann_6,composite,ei,catboost,gaussian,1.151003,0,10,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.535392557853938,84.82534065716283,1.696506813143257,97.88189244162362
iso_hartmann_6,composite,ei,catboost,gaussian,5.755017,0,10,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.414067356224543,234.4169224652049,4.688338449304099,232.08853602571432
iso_hartmann_6,composite,random,catboost,gaussian,0.287751,0,10,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_hartmann_6,composite,random,catboost,gaussian,1.151003,0,10,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_hartmann_6,composite,random,catboost,gaussian,5.755017,0,10,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_hartmann_6,composite,sobol,catboost,gaussian,0.287751,0,10,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
