delta_x0,delta_x1,delta_x2,delta_x3,delta_x4,delta_x5,delta_l2_norm,iteration,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,final_inference_simple_regret_true,auc_simple_regret_true,auc_inference_simple_regret_true,acq_opt_failures,acquisition,objective,jitter_std,jitter_iteration,iterations,seed,run_id,error_model,oracle_model,baseline,xi,kappa,runtime_sec,y_opt,dataset,param_columns
-0.05647981730029686,-0.369503913040817,0.3468300956684176,0.5931945844244383,0.22106703915233505,-0.41682100115710685,0.9135121370686814,0.0,8.155160960120803,-0.05177131006683666,281.01786185540936,5.620357237108188,-0.05177131006683666,92.89980317091727,92.89980317091727,0.0,logei,composite,0.0,0,50,11,2c1f9c19-7283-4dc7-bd26-0b7e697b9df9,none,catboost,True,0.01,2.0,23.683709500008263,8.103389650053966,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
-0.05647981730029686,-0.369503913040817,0.3468300956684176,0.5931945844244383,0.22106703915233505,-0.41682100115710685,0.9135121370686814,0.0,8.349213633792218,-0.24582398373825143,209.71698597668504,4.1943397195337,-0.005987309292043719,128.95908624768413,135.566076044029,0.0,logei,composite,0.287751,0,50,11,34d56f51-96de-4335-a612-51b6ada2548b,gaussian,catboost,False,0.01,2.0,20.9624363000039,8.103389650053966,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
-0.05647981730029686,-0.369503913040817,0.3468300956684176,0.5931945844244383,0.22106703915233505,-0.41682100115710685,0.9135121370686814,0.0,7.02892103569933,1.074468614354636,217.47138727477747,4.349427745495549,1.2622855258669743,157.04688427998158,195.77385583228434,0.0,logei,composite,1.151003,0,50,11,921af3dd-ffc3-4235-b86d-fed40f5926a5,gaussian,catboost,False,0.01,2.0,22.4186571999453,8.103389650053966,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
-0.05647981730029686,-0.369503913040817,0.3468300956684176,0.5931945844244383,0.22106703915233505,-0.41682100115710685,0.9135121370686814,0.0,2.284868701140262,5.818520948913704,383.6999005440855,7.67399801088171,8.84423318547386,293.6688087845202,428.57339749022117,0.0,logei,composite,5.755017,0,50,11,750ef1a6-5e2a-4c5f-9dd0-f7247157c3f4,gaussian,catboost,False,0.01,2.0,20.62866510002641,8.103389650053966,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
-0.05647981730029686,-0.369503913040817,0.3468300956684176,0.5931945844244383,0.22106703915233505,-0.41682100115710685,0.9135121370686814,0.0,7.900909377953398,0.2024802721005683,322.74049557052626,6.454809911410525,0.2024802721005683,62.93084246316538,62.93084246316538,0.0,qnei,composite,0.0,0,50,11,148461a8-dfc0-4219-90ac-923e038a8d50,none,catboost,True,0.01,2.0,21.703369800001383,8.103389650053966,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
-0.05647981730029686,-0.369503913040817,0.3468300956684176,0.5931945844244383,0.22106703915233505,-0.41682100115710685,0.9135121370686814,0.0,8.039021446041932,0.06436820401203391,323.51446310389775,6.470289262077955,0.4449828307199395,64.83618473782278,76.73266566431448,0.0,qnei,composite,0.287751,0,50,11,75a714cc-7d0c-46c1-bb8d-6b524db0c504,gaussian,catboost,False,0.01,2.0,24.196357500040904,8.103389650053966,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
-0.05647981730029686,-0.369503913040817,0.3468300956684176,0.5931945844244383,0.22106703915233505,-0.41682100115710685,0.9135121370686814,0.0,6.342055393506011,1.761334256547955,238.42813687862304,4.768562737572461,2.3443073906112613,152.03739332019586,175.2544841036915,0.0,qnei,composite,1.151003,0,50,11,3bd45d0d-4e3c-4e87-a9a4-cc26888a09cd,gaussian,catboost,False,0.01,2.0,26.250192800012883,8.103389650053966,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
-0.05647981730029686,-0.369503913040817,0.3468300956684176,0.5931945844244383,0.22106703915233505,-0.41682100115710685,0.9135121370686814,0.0,6.199737551624703,1.903652098429263,373.3212045046142,7.466424090092284,3.74426354078453,183.7760827312339,283.57792132356275,0.0,qnei,composite,5.755017,0,50,11,d33bd426-f45c-49dd-8299-b841d8315264,gaussian,catboost,False,0.01,2.0,19.664230599999428,8.103389650053966,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
-0.05647981730029686,-0.369503913040817,0.3468300956684176,0.5931945844244383,0.22106703915233505,-0.41682100115710685,0.9135121370686814,0.0,7.91051039989844,0.1928792501555261,201.8811451177146,4.0376229023542916,0.1928792501555261,124.28111538230313,124.28111538230313,0.0,ucb,composite,0.0,0,50,11,4960af57-4fe5-4717-a8ed-daff4a38664c,none,catboost,True,0.01,2.0,21.82289980002679,8.103389650053966,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
-0.05647981730029686,-0.369503913040817,0.3468300956684176,0.5931945844244383,0.22106703915233505,-0.41682100115710685,0.9135121370686814,0.0,7.708027647814006,0.39536200223995976,175.08700543770473,3.5017401087540945,0.4017845804438327,120.02882536099013,120.77703738065622,0.0,ucb,composite,0.287751,0,50,11,999e1581-9c6d-4119-a8f2-9b5a8d98fc81,gaussian,catboost,False,0.01,2.0,18.330266100005247,8.103389650053966,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
-0.05647981730029686,-0.369503913040817,0.3468300956684176,0.5931945844244383,0.22106703915233505,-0.41682100115710685,0.9135121370686814,0.0,6.96614789094525,1.1372417591087158,212.246045993344,4.24492091986688,1.256771747814236,145.2444521528719,156.9359362227039,0.0,ucb,composite,1.151003,0,50,11,e569b739-5de4-4fbc-a09c-78fb0e2eab50,gaussian,catboost,False,0.01,2.0,16.454508299997542,8.103389650053966,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
-0.05647981730029686,-0.369503913040817,0.3468300956684176,0.5931945844244383,0.22106703915233505,-0.41682100115710685,0.9135121370686814,0.0,4.872884731776603,3.2305049182773633,412.87874782842675,8.257574956568535,9.273884232419197,293.43053263822765,452.5245774841199,0.0,ucb,composite,5.755017,0,50,11,de434544-3dcf-4ee0-8d08-14e046eef9f1,gaussian,catboost,False,0.01,2.0,18.346725300012622,8.103389650053966,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
-0.05647981730029686,-0.369503913040817,0.3468300956684176,0.5931945844244383,0.22106703915233505,-0.41682100115710685,0.9135121370686814,0.0,7.92780431077341,0.17558533928055642,292.9917416184923,5.859834832369846,0.17558533928055642,85.47045756387425,85.47045756387425,0.0,ei,composite,0.0,0,50,11,ba0067e2-db2c-46fe-8812-487d2b004305,none,catboost,True,0.01,2.0,22.109311100037303,8.103389650053966,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
-0.05647981730029686,-0.369503913040817,0.3468300956684176,0.5931945844244383,0.22106703915233505,-0.41682100115710685,0.9135121370686814,0.0,6.7582357395859765,1.3451539104679897,240.8533832092144,4.817067664184288,1.3732408861972578,163.53545090865197,165.1956537966519,0.0,ei,composite,0.287751,0,50,11,daf7fbd4-755a-4c95-aa77-42a4b27393a1,gaussian,catboost,False,0.01,2.0,19.387241600023117,8.103389650053966,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
-0.05647981730029686,-0.369503913040817,0.3468300956684176,0.5931945844244383,0.22106703915233505,-0.41682100115710685,0.9135121370686814,0.0,7.796555357128227,0.30683429292573905,242.83595719904216,4.856719143980843,0.6369273926330674,184.85054628769248,212.27338478147416,0.0,ei,composite,1.151003,0,50,11,b06c8be1-200f-4ba4-bd6f-6c2fe7f0fabb,gaussian,catboost,False,0.01,2.0,17.793553999974392,8.103389650053966,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
-0.05647981730029686,-0.369503913040817,0.3468300956684176,0.5931945844244383,0.22106703915233505,-0.41682100115710685,0.9135121370686814,0.0,1.6424415428283774,6.4609481072255885,399.75744290574136,7.995148858114828,8.002358056297737,318.21631499072555,401.52224438077417,0.0,ei,composite,5.755017,0,50,11,82358e5e-ad57-476d-b678-02fae15a439e,gaussian,catboost,False,0.01,2.0,17.912238899967633,8.103389650053966,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
-0.05647981730029686,-0.369503913040817,0.3468300956684176,0.5931945844244383,0.22106703915233505,-0.41682100115710685,0.9135121370686814,0.0,3.533960067701565,4.569429582352401,389.18303416290144,7.783660683258029,4.569429582352401,239.71829620848828,239.71829620848828,0.0,random,composite,0.0,0,50,11,eb5e0400-c6f4-458c-8523-8fe425b43157,none,catboost,True,0.01,2.0,0.052019199996721,8.103389650053966,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
-0.05647981730029686,-0.369503913040817,0.3468300956684176,0.5931945844244383,0.22106703915233505,-0.41682100115710685,0.9135121370686814,0.0,3.533960067701565,4.569429582352401,389.18303416290144,7.783660683258029,4.569429582352401,239.71829620848828,240.18004265800738,0.0,random,composite,0.287751,0,50,11,c93407a6-2472-472d-9ae8-e98fa5ea3f08,gaussian,catboost,False,0.01,2.0,0.04852820001542568,8.103389650053966,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
-0.05647981730029686,-0.369503913040817,0.3468300956684176,0.5931945844244383,0.22106703915233505,-0.41682100115710685,0.9135121370686814,0.0,3.533960067701565,4.569429582352401,389.18303416290144,7.783660683258029,4.569429582352401,239.71829620848828,254.41933561027267,0.0,random,composite,1.151003,0,50,11,c9e1e7cf-be98-4881-b300-86ea06962f86,gaussian,catboost,False,0.01,2.0,0.052104500005953014,8.103389650053966,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
-0.05647981730029686,-0.369503913040817,0.3468300956684176,0.5931945844244383,0.22106703915233505,-0.41682100115710685,0.9135121370686814,0.0,3.533960067701565,4.569429582352401,389.18303416290144,7.783660683258029,7.386345951714799,239.71829620848828,346.4409492476465,0.0,random,composite,5.755017,0,50,11,c3599240-2216-4890-ac1e-6c830e51bae5,gaussian,catboost,False,0.01,2.0,0.05110610002884641,8.103389650053966,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
-0.05647981730029686,-0.369503913040817,0.3468300956684176,0.5931945844244383,0.22106703915233505,-0.41682100115710685,0.9135121370686814,0.0,2.1187421029014963,5.98464754715247,394.15667764378355,7.883133552875671,5.98464754715247,301.98351053492,301.98351053492,0.0,sobol,composite,0.0,0,50,11,71673d53-d864-47de-a604-41cbeb2f9939,none,catboost,True,0.01,2.0,0.05232620000606403,8.103389650053966,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
-0.05647981730029686,-0.369503913040817,0.3468300956684176,0.5931945844244383,0.22106703915233505,-0.41682100115710685,0.9135121370686814,0.0,2.1187421029014963,5.98464754715247,394.15667764378355,7.883133552875671,5.98464754715247,301.98351053492,307.571818131168,0.0,sobol,composite,0.287751,0,50,11,dde87999-2b45-4649-be63-7052698e8af1,gaussian,catboost,False,0.01,2.0,0.05113489995710552,8.103389650053966,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
-0.05647981730029686,-0.369503913040817,0.3468300956684176,0.5931945844244383,0.22106703915233505,-0.41682100115710685,0.9135121370686814,0.0,2.1187421029014963,5.98464754715247,394.15667764378355,7.883133552875671,6.2571227259266875,301.98351053492,333.71372389450016,0.0,sobol,composite,1.151003,0,50,11,d27f87b1-642c-4e22-82dc-afbf0ecdf47d,gaussian,catboost,False,0.01,2.0,0.051342700025998056,8.103389650053966,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
-0.05647981730029686,-0.369503913040817,0.3468300956684176,0.5931945844244383,0.22106703915233505,-0.41682100115710685,0.9135121370686814,0.0,2.1187421029014963,5.98464754715247,394.15667764378355,7.883133552875671,6.4609481072255885,301.98351053492,323.0917464651137,0.0,sobol,composite,5.755017,0,50,11,85f744e3-25b3-4f68-94c0-8c6f6250af0c,gaussian,catboost,False,0.01,2.0,0.0527025000192225,8.103389650053966,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
0.10772474584603908,-0.6145279402485725,-0.21175724201274237,-0.309583481657312,-0.6285443666115338,-0.13393955798806423,0.9710510274268729,0.0,8.405967195536931,-0.1548807797221734,159.08855024264489,3.1817710048528975,-0.1548807797221734,86.17151628917371,86.17151628917371,0.0,logei,composite,0.0,0,50,8,979fb098-3d7a-4cc8-bac3-dfad88162130,none,catboost,True,0.01,2.0,20.27926139999181,8.251086415814758,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
0.10772474584603908,-0.6145279402485725,-0.21175724201274237,-0.309583481657312,-0.6285443666115338,-0.13393955798806423,0.9710510274268729,0.0,7.8292394918106885,0.4218469240040692,187.77246871409673,3.755449374281935,0.4218469240040692,106.7724621536334,107.57655550000561,0.0,logei,composite,0.287751,0,50,8,571a61a2-0edd-4974-a5fb-8e9379767751,gaussian,catboost,False,0.01,2.0,21.855443299980834,8.251086415814758,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
0.10772474584603908,-0.6145279402485725,-0.21175724201274237,-0.309583481657312,-0.6285443666115338,-0.13393955798806423,0.9710510274268729,0.0,5.391275452224143,2.859810963590615,263.3963733527406,5.267927467054813,3.401484595099957,191.41191479591046,243.40240098513667,0.0,logei,composite,1.151003,0,50,8,095aea59-90d1-4e66-ae2a-7c9de7caa818,gaussian,catboost,False,0.01,2.0,20.692336499982048,8.251086415814758,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
0.10772474584603908,-0.6145279402485725,-0.21175724201274237,-0.309583481657312,-0.6285443666115338,-0.13393955798806423,0.9710510274268729,0.0,3.140131660001397,5.110954755813361,398.0637364572558,7.961274729145116,7.432516362531944,253.7447166895861,367.13681579894757,0.0,logei,composite,5.755017,0,50,8,f3a5922e-3c1c-49fc-83ce-09aed61c7bbc,gaussian,catboost,False,0.01,2.0,24.18957380001666,8.251086415814758,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
0.10772474584603908,-0.6145279402485725,-0.21175724201274237,-0.309583481657312,-0.6285443666115338,-0.13393955798806423,0.9710510274268729,0.0,8.174125792225539,0.07696062358921907,254.56949739071428,5.091389947814285,0.07696062358921907,82.25357878758577,82.25357878758577,0.0,qnei,composite,0.0,0,50,8,7dcadf24-2167-41d1-aae2-300d9674bbb4,none,catboost,True,0.01,2.0,19.902004100033082,8.251086415814758,iso_hartmann_6,"x0,x1,x2,x3,x4,x5"
