group1,group2,meandiff,p-adj,lower,upper,reject
0.05,0.5,271.4241,0.9876,-1844.9949,2387.843,False
0.05,1.0,711.7903,0.8232,-1404.6286,2828.2093,False
0.05,5.0,7648.9828,0.0,5532.5638,9765.4017,True
0.5,1.0,440.3663,0.9506,-1676.0527,2556.7852,False
0.5,5.0,7377.5587,0.0,5261.1398,9493.9777,True
1.0,5.0,6937.1925,0.0,4820.7735,9053.6114,True
