iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.4039152044902676,1.5685276647418804,1.889662821455866,0.09012917794007706,0.46472350058283796,0.8872794804849488,0.8872794804849488,0.8872794804849488,0.0,False,True,0.0,ucb,0.0,False,False,,11,4635eba4-1e08-4e32-8441-bf04adbcdadd,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.8872794804849488,7.160441686204029,7.160441686204029,7.160441686204029,7.160441686204029,0.8872794804849488,7.160441686204029,michalewicz
2,2.9160609307133636,0.22123276470758535,0.4076968860601681,2.9792617020516117,1.9537049265171427,-0.9325116878672203,,-0.9325116878672203,0.0,False,True,,ucb,0.0,False,True,0.8872794804849488,11,4635eba4-1e08-4e32-8441-bf04adbcdadd,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.8872794804849488,8.9802328545562,16.14067454076023,7.160441686204029,8.070337270380115,0.8872794804849488,7.160441686204029,michalewicz
3,1.1592260867346609,1.606579135616254,2.0823825501105446,0.8649081530636696,0.43343948414876815,0.8650715343080728,0.8650715343080728,0.8650715343080728,0.0,False,True,0.0,ucb,0.0,False,False,,11,4635eba4-1e08-4e32-8441-bf04adbcdadd,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.8872794804849488,7.1826496323809055,23.323324173141135,7.160441686204029,7.774441391047045,0.8872794804849488,7.160441686204029,michalewicz
4,2.4756994008316204,2.1059998862725258,1.6096965118680393,2.5658531871613883,1.7249708309499152,1.1832821562984503,1.1832821562984503,1.1832821562984503,0.0,False,True,0.0,ucb,0.0,False,False,,11,4635eba4-1e08-4e32-8441-bf04adbcdadd,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.1832821562984503,6.864439010390528,30.187763183531665,6.864439010390528,7.546940795882916,1.1832821562984503,6.864439010390528,michalewicz
5,3.081631083022443,0.6424854213040749,1.73959524004701,1.519351794949105,1.1098456893559028,-0.6877722785634273,-0.6877722785634273,-0.6877722785634273,0.0,False,True,0.0,ucb,0.0,False,False,,11,4635eba4-1e08-4e32-8441-bf04adbcdadd,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.1832821562984503,8.735493445252406,38.923256628784074,6.864439010390528,7.784651325756815,1.1832821562984503,6.864439010390528,michalewicz
6,0.0,2.4118313042976656,1.801204145841033,0.0898998047697757,0.637913491261906,-1.053886673259848,-1.053886673259848,-1.053886673259848,0.0,False,True,0.0,ucb,0.41423689998919144,False,False,,11,4635eba4-1e08-4e32-8441-bf04adbcdadd,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.1832821562984503,9.101607839948826,48.0248644687329,6.864439010390528,8.00414407812215,1.1832821562984503,6.864439010390528,michalewicz
7,2.0575388258106653,1.681922882193472,1.7407039266747526,2.21296529507099,1.3905452079503462,1.1152368353991462,1.1152368353991462,1.1152368353991462,0.0,False,True,0.0,ucb,0.5918355000321753,False,False,,11,4635eba4-1e08-4e32-8441-bf04adbcdadd,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.1832821562984503,6.932484331289832,54.95734880002273,6.864439010390528,7.851049828574675,1.1832821562984503,6.864439010390528,michalewicz
8,3.141592653589793,1.9142620218282447,0.7526318569003975,3.141592653589793,3.141592653589793,-1.051117511114203,,-1.051117511114203,0.0,False,True,,ucb,0.41288970003370196,False,True,-0.6877722785634273,11,4635eba4-1e08-4e32-8441-bf04adbcdadd,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.1832821562984503,9.098838677803181,64.05618747782592,6.864439010390528,8.00702343472824,1.1832821562984503,6.864439010390528,michalewicz
9,3.141592653589793,1.9110308813629435,3.141592653589793,3.141592653589793,1.7150540732949957,0.8524243528251213,0.8524243528251213,0.8524243528251213,0.0,False,True,0.0,ucb,0.51411280001048,False,False,,11,4635eba4-1e08-4e32-8441-bf04adbcdadd,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.1832821562984503,7.195296813863857,71.25148429168978,6.864439010390528,7.916831587965531,1.1832821562984503,6.864439010390528,michalewicz
10,3.141592653589793,1.83515684117353,0.0,0.0,1.7894372168191588,-0.5782523888120821,-0.5782523888120821,-0.5782523888120821,0.0,False,True,0.0,ucb,0.361390299978666,False,False,,11,4635eba4-1e08-4e32-8441-bf04adbcdadd,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.1832821562984503,8.62597355550106,79.87745784719084,6.864439010390528,7.987745784719084,1.1832821562984503,6.864439010390528,michalewicz
11,0.05629755893208852,1.9442406560448289,2.0477244138687274,3.141592653589793,1.5128597817446272,-1.0462821930198374,-1.0462821930198374,-1.0462821930198374,0.0,False,True,0.0,ucb,0.44325620000017807,False,False,,11,4635eba4-1e08-4e32-8441-bf04adbcdadd,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.1832821562984503,9.094003359708816,88.97146120689966,6.864439010390528,8.088314655172697,1.1832821562984503,6.864439010390528,michalewicz
12,2.6748810084678203,2.0226295249067436,1.9696384955993718,2.938086705723087,0.8686287541370398,-0.29277575595123234,-0.29277575595123234,-0.29277575595123234,0.0,False,True,0.0,ucb,0.35296050005126745,False,False,,11,4635eba4-1e08-4e32-8441-bf04adbcdadd,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.1832821562984503,8.340496922640211,97.31195812953987,6.864439010390528,8.109329844128323,1.1832821562984503,6.864439010390528,michalewicz
13,2.427766013390062,1.6111408549787951,0.8290049211559348,2.9330769913939645,1.7924399664329436,2.0112851529214573,2.0112851529214573,2.0112851529214573,0.0,False,True,0.0,ucb,0.3836602999945171,False,False,,11,4635eba4-1e08-4e32-8441-bf04adbcdadd,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.0112851529214573,6.036436013767521,103.34839414330739,6.036436013767521,7.9498764725621065,2.0112851529214573,6.036436013767521,michalewicz
14,2.135216137914287,1.191992553992455,2.4128391512169354,2.932947129516652,1.9903213938253184,0.7773226328480451,0.7773226328480451,0.7773226328480451,0.0,False,True,0.0,ucb,0.34332059998996556,False,False,,11,4635eba4-1e08-4e32-8441-bf04adbcdadd,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.0112851529214573,7.270398533840933,110.61879267714832,6.036436013767521,7.901342334082023,2.0112851529214573,6.036436013767521,michalewicz
15,3.0242319809330187,1.498476319735658,0.0,3.141592653589793,1.6376548548310785,0.7829958801956237,0.7829958801956237,0.7829958801956237,0.0,False,True,0.0,ucb,0.3264771999674849,False,False,,11,4635eba4-1e08-4e32-8441-bf04adbcdadd,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.0112851529214573,7.264725286493355,117.88351796364168,6.036436013767521,7.858901197576112,2.0112851529214573,6.036436013767521,michalewicz
