iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,1.9637953256775056,2.818680285825393,2.436888465969028,0.7075092536100441,0.9430001955324466,0.90007361838061,0.90007361838061,0.90007361838061,0.0,False,True,0.0,logei,0.0,False,False,,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.147647548308369,7.147647548308369,7.147647548308369,7.147647548308369,0.90007361838061,7.147647548308369,michalewicz
2,2.7443490865749487,0.016541442142122352,2.5799651661104637,2.5040674617684413,1.4700610102117195,-0.07730669503760453,,-0.07730669503760453,0.0,False,True,,logei,0.0,False,True,0.90007361838061,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,8.125027861726583,15.272675410034951,7.147647548308369,7.636337705017476,0.90007361838061,7.147647548308369,michalewicz
3,0.952004445895042,0.8746998575470308,0.8006964241976576,1.398248452847806,1.5850851037238267,-1.04660950384501,-1.04660950384501,-1.04660950384501,0.0,False,True,0.0,logei,0.0,False,False,,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,9.094330670533989,24.36700608056894,7.147647548308369,8.122335360189647,0.90007361838061,7.147647548308369,michalewicz
4,1.7388632150586287,3.127456377084045,2.4902208621823125,1.954633696428515,3.1069099346504863,0.40980425343275584,0.40980425343275584,0.40980425343275584,0.0,False,True,0.0,logei,0.0,False,False,,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.637916913256222,32.00492299382516,7.147647548308369,8.00123074845629,0.90007361838061,7.147647548308369,michalewicz
5,0.6764122246309393,0.5033209485844836,1.9243499208169526,0.1380478893954662,0.11209290167316548,-1.0539382228456007,,-1.0539382228456007,0.0,False,True,,logei,0.0,False,True,-1.04660950384501,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,9.101659389534579,41.106582383359736,7.147647548308369,8.221316476671948,0.90007361838061,7.147647548308369,michalewicz
6,2.5477849518584263,3.0684015462077787,2.979721778853787,0.39887657752595745,0.19117020746802116,-0.9653517921796889,-0.9653517921796889,-0.9653517921796889,0.0,False,True,0.0,logei,0.27879790001315996,False,False,,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,9.013072958868667,50.119655342228405,7.147647548308369,8.353275890371402,0.90007361838061,7.147647548308369,michalewicz
7,2.4301516826958904,1.7753122148243692,2.6575146886217262,1.5171872147657042,1.2132421090687584,-0.30385961574157316,-0.30385961574157316,-0.30385961574157316,0.0,False,True,0.0,logei,0.3968748999759555,False,False,,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,8.35158078243055,58.47123612465896,7.147647548308369,8.353033732094136,0.90007361838061,7.147647548308369,michalewicz
8,1.7884598325604149,2.648316496341801,2.029680450354436,0.0,0.0,-0.4811703471338946,-0.4811703471338946,-0.4811703471338946,0.0,False,True,0.0,logei,0.4798956000013277,False,False,,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,8.528891513822874,67.00012763848183,7.147647548308369,8.375015954810229,0.90007361838061,7.147647548308369,michalewicz
9,1.608469691042948,3.1347783167891072,2.193600897132911,0.5143035676641156,1.0988875007291365,0.8148154554482133,,0.8148154554482133,0.0,False,True,,logei,0.4296703000436537,False,True,-0.9653517921796889,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.232905711240765,74.23303334972259,7.147647548308369,8.248114816635843,0.90007361838061,7.147647548308369,michalewicz
10,1.8890998700685822,2.789824333431796,2.4356242055903325,1.0493726672641797,1.4698653386905127,0.8416524514038538,0.8416524514038538,0.8416524514038538,0.0,False,True,0.0,logei,0.5194521000375971,False,False,,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.206068715285125,81.43910206500772,7.147647548308369,8.143910206500772,0.90007361838061,7.147647548308369,michalewicz
11,2.2760635571899113,2.8555742694989332,1.3076394366505635,0.9614218328393809,1.8058496490600546,2.6901243336303065,2.6901243336303065,2.6901243336303065,0.0,False,True,0.0,logei,0.7700156000209972,False,False,,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.6901243336303065,5.357596833058672,86.79669889806638,5.357596833058672,7.890608990733307,2.6901243336303065,5.357596833058672,michalewicz
12,2.634912074433532,2.881081570878443,1.0150651007113158,1.30805711172733,2.3797600139615187,-0.9481426174693741,-0.9481426174693741,-0.9481426174693741,0.0,False,True,0.0,logei,0.4506471000495367,False,False,,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.6901243336303065,8.995863784158352,95.79256268222474,5.357596833058672,7.982713556852062,2.6901243336303065,5.357596833058672,michalewicz
13,2.1811725671186215,2.8963872685145975,1.323630028831162,1.2588794096569391,2.3106320598535532,2.4395804384361295,,2.4395804384361295,0.0,False,True,,logei,0.48801160004222766,False,True,-0.9550262873535,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.6901243336303065,5.608140728252849,101.40070341047759,5.357596833058672,7.800054108498276,2.6901243336303065,5.357596833058672,michalewicz
14,2.6213782536469497,2.824650052741502,0.6327735535183943,0.7931698376891493,1.7454171202054205,0.7042022405774077,0.7042022405774077,0.7042022405774077,0.0,False,True,0.0,logei,0.3578517999849282,False,False,,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.6901243336303065,7.343518926111571,108.74422233658916,5.357596833058672,7.767444452613511,2.6901243336303065,5.357596833058672,michalewicz
15,2.449606533940544,3.141592653589793,1.4929638913748846,0.916442673543029,1.8479464407275996,-0.48117938067340027,-0.48117938067340027,-0.48117938067340027,0.0,False,True,0.0,logei,0.3858141000382602,False,False,,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.6901243336303065,8.528900547362378,117.27312288395154,5.357596833058672,7.8182081922634366,2.6901243336303065,5.357596833058672,michalewicz
16,2.1600141606007615,2.8405196501271495,1.5545534209848337,0.9886100195223713,1.7512928533872143,2.522637995367332,2.522637995367332,2.522637995367332,0.0,False,True,0.0,logei,0.30695170001126826,False,False,,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.6901243336303065,5.525083171321646,122.79820605527318,5.357596833058672,7.674887878454574,2.6901243336303065,5.357596833058672,michalewicz
17,1.9549702853498585,2.7767164880312385,1.784739664081103,1.0889257175376978,1.796984339769974,1.8620324621222626,,1.8620324621222626,0.0,False,True,,logei,0.32595249998848885,False,True,-0.8547499701101793,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.6901243336303065,6.185688704566716,128.9838947598399,5.357596833058672,7.587287927049406,2.6901243336303065,5.357596833058672,michalewicz
18,2.2342076096879784,2.8696538667164084,1.5544935334416399,0.9357969533585563,1.6770147426655804,1.7828079759037638,1.7828079759037638,1.7828079759037638,0.0,False,True,0.0,logei,0.4632413999643177,False,False,,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.6901243336303065,6.264913190785214,135.24880795062512,5.357596833058672,7.513822663923618,2.6901243336303065,5.357596833058672,michalewicz
19,2.2160325117529367,2.8188189878868672,1.3436531845311777,0.9843357793147364,1.8086139886643042,2.8282309584789536,2.8282309584789536,2.8282309584789536,0.0,False,True,0.0,logei,0.40785880002658814,False,False,,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.8282309584789536,5.219490208210025,140.46829815883515,5.219490208210025,7.393068324149219,2.8282309584789536,5.219490208210025,michalewicz
20,2.2059444754316457,2.893366369419567,0.7636502922396777,0.7603745326096752,1.7914888069605095,0.8898113909066948,0.8898113909066948,0.8898113909066948,0.0,False,True,0.0,logei,0.582952699973248,False,False,,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.8282309584789536,7.157909775782284,147.62620793461744,5.219490208210025,7.381310396730872,2.8282309584789536,5.219490208210025,michalewicz
21,2.2310264282991663,2.8689770513584314,0.821590569309648,1.038889523139247,1.7869370625874557,2.107267267942466,2.107267267942466,2.107267267942466,0.0,False,True,0.0,logei,0.4751630999962799,False,False,,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.8282309584789536,5.940453898746512,153.56666183336395,5.219490208210025,7.312698182541141,2.8282309584789536,5.219490208210025,michalewicz
22,2.291863983027488,2.8267367551270706,1.8799130061706857,1.3662553520802632,1.7966804306087925,0.6994619585171687,0.6994619585171687,0.6994619585171687,0.0,False,True,0.0,logei,0.7451677999924868,False,False,,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.8282309584789536,7.348259208171809,160.91492104153576,5.219490208210025,7.31431459279708,2.8282309584789536,5.219490208210025,michalewicz
23,2.285637343304327,2.8238449911234844,1.9000865464955703,0.9374790847900147,1.8195306100305386,0.7093856091627324,0.7093856091627324,0.7093856091627324,0.0,False,True,0.0,logei,0.7715922000352293,False,False,,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.8282309584789536,7.338335557526246,168.253256599062,5.219490208210025,7.315358982567914,2.8282309584789536,5.219490208210025,michalewicz
24,2.22207879050021,2.8642669337868853,1.296386207918544,1.0886142616804515,1.7737016149616125,4.815914497874504,4.815914497874504,4.815914497874504,0.0,False,True,0.0,logei,0.8321644000243396,False,False,,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,4.815914497874504,3.2318066688144746,171.48506326787648,3.2318066688144746,7.145210969494854,4.815914497874504,3.2318066688144746,michalewicz
25,2.2019567095910695,2.8633543652152684,1.2139619379180684,1.222602173441327,1.7499681004023822,3.990921642036199,3.990921642036199,3.990921642036199,0.0,False,True,0.0,logei,0.6682167999679223,False,False,,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,4.815914497874504,4.05679952465278,175.54186279252926,3.2318066688144746,7.02167451170117,4.815914497874504,3.2318066688144746,michalewicz
26,2.2373373325139263,2.951381322590767,1.3114236957104024,1.1286156348378207,1.7532926565935312,5.335341391404323,5.335341391404323,5.335341391404323,0.0,False,True,0.0,logei,0.6905049000051804,False,False,,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,5.335341391404323,2.7123797752846555,178.25424256781392,2.7123797752846555,6.855932406454381,5.335341391404323,2.7123797752846555,michalewicz
27,1.9970184694937996,2.775577270448607,1.3463575303995725,1.101714987247249,1.7344336430685885,5.121958876837434,5.121958876837434,5.121958876837434,0.0,False,True,0.0,logei,0.5410814000060782,False,False,,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,5.335341391404323,2.9257622898515443,181.18000485766547,2.7123797752846555,6.710370550283906,5.335341391404323,2.7123797752846555,michalewicz
28,2.8634340191932104,3.1241018049681477,1.3568503649235986,1.1288169794582004,1.7400856186541254,3.6960126503694375,3.6960126503694375,3.6960126503694375,0.0,False,True,0.0,logei,0.5629409000393935,False,False,,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,5.335341391404323,4.35170851631954,185.531713373985,2.7123797752846555,6.626132620499464,5.335341391404323,2.7123797752846555,michalewicz
29,2.2707396981285815,2.310581278340583,1.3598075698479082,1.1353268641661611,1.7407667532064686,5.0230990696412965,,5.0230990696412965,0.0,False,True,,logei,0.6995550999999978,False,True,-0.41024605457696595,7,44fad752-b187-4344-aec7-f09e353022df,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,5.335341391404323,3.024622097047682,188.5563354710327,2.7123797752846555,6.501942602449403,5.335341391404323,2.7123797752846555,michalewicz
