iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,2.7339685059847834,0.9010628369925916,1.8948457972282609,2.4426953628177106,2.2496147957845927,0.595848047753563,0.595848047753563,0.595848047753563,0.0,False,True,0.0,logei,0.0,False,False,,9,27fa0808-9c6f-4563-bdd0-2047fcd5e7be,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.595848047753563,7.451873118935415,7.451873118935415,7.451873118935415,7.451873118935415,0.595848047753563,7.451873118935415,michalewicz
2,2.8757514617751183,2.703006367468264,2.8847285896693013,0.08352783127899953,1.3736551050036934,0.19303114101745533,0.19303114101745533,0.19303114101745533,0.0,False,True,0.0,logei,0.0,False,False,,9,27fa0808-9c6f-4563-bdd0-2047fcd5e7be,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.595848047753563,7.854690025671523,15.306563144606939,7.451873118935415,7.653281572303469,0.595848047753563,7.451873118935415,michalewicz
3,1.5234975350318947,0.20468794780846922,0.017674759483104676,2.6094742043030985,3.089135106907805,-1.0527126446734347,,-1.0527126446734347,0.0,False,True,,logei,0.0,False,True,0.19303114101745533,9,27fa0808-9c6f-4563-bdd0-2047fcd5e7be,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.595848047753563,9.100433811362413,24.40699695596935,7.451873118935415,8.135665651989784,0.595848047753563,7.451873118935415,michalewicz
4,2.46492454909066,0.9914976055630428,2.215871184667501,0.939905061652722,2.327129991960237,1.006504808815746,1.006504808815746,1.006504808815746,0.0,False,True,0.0,logei,0.0,False,False,,9,27fa0808-9c6f-4563-bdd0-2047fcd5e7be,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,7.041216357873232,31.448213313842583,7.041216357873232,7.862053328460646,1.006504808815746,7.041216357873232,michalewicz
5,0.8788518104233879,2.4585818703609696,3.1030790740952976,3.0983597811058523,2.7735945546061833,-1.0537215195984087,,-1.0537215195984087,0.0,False,True,,logei,0.0,False,True,0.19303114101745533,9,27fa0808-9c6f-4563-bdd0-2047fcd5e7be,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,9.101442686287387,40.54965600012997,7.041216357873232,8.109931200025994,1.006504808815746,7.041216357873232,michalewicz
6,2.7130740567050577,0.7040281880201155,2.6148244289237743,0.5530565328975148,2.326548724535989,-1.0506860538452794,,-1.0506860538452794,0.0,False,True,,logei,0.34700929996324703,False,True,0.19303114101745533,9,27fa0808-9c6f-4563-bdd0-2047fcd5e7be,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,9.098407220534257,49.64806322066423,7.041216357873232,8.274677203444037,1.006504808815746,7.041216357873232,michalewicz
7,2.394927268973922,1.0724867082864005,2.103432532474529,1.0489346513602846,2.3272959245077804,1.0322910611080658,1.0322910611080658,1.0322910611080658,0.0,False,True,0.0,logei,0.4411092000082135,False,False,,9,27fa0808-9c6f-4563-bdd0-2047fcd5e7be,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.0322910611080658,7.015430105580912,56.66349332624514,7.015430105580912,8.094784760892162,1.0322910611080658,7.015430105580912,michalewicz
8,2.547362308944975,0.03101556930104805,2.2279846994930503,1.0595710110329781,2.7429386485154534,1.9417394917179622,1.9417394917179622,1.9417394917179622,0.0,False,True,0.0,logei,0.9178304999950342,False,False,,9,27fa0808-9c6f-4563-bdd0-2047fcd5e7be,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.9417394917179622,6.105981674971016,62.76947500121615,6.105981674971016,7.846184375152019,1.9417394917179622,6.105981674971016,michalewicz
9,2.7357437174754002,0.0,2.33604462943591,1.168949218640315,3.141592653589793,0.3917964564778142,0.3917964564778142,0.3917964564778142,0.0,False,True,0.0,logei,0.39712479995796457,False,False,,9,27fa0808-9c6f-4563-bdd0-2047fcd5e7be,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.9417394917179622,7.655924710211164,70.42539971142732,6.105981674971016,7.825044412380813,1.9417394917179622,6.105981674971016,michalewicz
10,2.4233004986851348,0.0,2.1200389131447444,1.062363734231084,2.6424408375228774,1.9579240359766485,1.9579240359766485,1.9579240359766485,0.0,False,True,0.0,logei,0.47869079996598884,False,False,,9,27fa0808-9c6f-4563-bdd0-2047fcd5e7be,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.9579240359766485,6.08979713071233,76.51519684213964,6.08979713071233,7.651519684213964,1.9579240359766485,6.08979713071233,michalewicz
