iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,1.0272137021115593,3.101621678089748,1.0012596288055424,2.477299543768252,2.73286049052822,0.15323094724110708,0.15323094724110708,0.15323094724110708,0.0,False,True,0.0,ucb,0.0,False,False,,8,e0e1801d-a1ce-4eb9-84b8-dabaca43b7c8,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.15323094724110708,7.894490219447871,7.894490219447871,7.894490219447871,7.894490219447871,0.15323094724110708,7.894490219447871,michalewicz
2,1.2286291551541173,1.3756464757427227,1.1710252155791652,0.3360046329538751,1.5047143521208903,0.32604765500876154,0.32604765500876154,0.32604765500876154,0.0,False,True,0.0,ucb,0.0,False,False,,8,e0e1801d-a1ce-4eb9-84b8-dabaca43b7c8,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.32604765500876154,7.721673511680216,15.616163731128086,7.721673511680216,7.808081865564043,0.32604765500876154,7.721673511680216,michalewicz
3,0.7582301259261758,0.8078456237537506,0.5803513018372032,0.6090434426292817,2.5567150298471115,-1.0282202964532643,,-1.0282202964532643,0.0,False,True,,ucb,0.0,False,True,0.15323094724110708,8,e0e1801d-a1ce-4eb9-84b8-dabaca43b7c8,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.32604765500876154,9.075941463142243,24.69210519427033,7.721673511680216,8.230701731423443,0.32604765500876154,7.721673511680216,michalewicz
4,1.3288440180585444,0.8039979789080718,1.8563760580914754,1.898377406065081,2.032164425727874,0.5224310245244812,0.5224310245244812,0.5224310245244812,0.0,False,True,0.0,ucb,0.0,False,False,,8,e0e1801d-a1ce-4eb9-84b8-dabaca43b7c8,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,7.525290142164497,32.217395336434826,7.525290142164497,8.054348834108707,0.5224310245244812,7.525290142164497,michalewicz
5,2.863110509619268,0.4718864178640059,1.1667470743524408,0.8941621038640123,0.052722372294653944,-0.1443543065132659,-0.1443543065132659,-0.1443543065132659,0.0,False,True,0.0,ucb,0.0,False,False,,8,e0e1801d-a1ce-4eb9-84b8-dabaca43b7c8,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,8.192075473202244,40.40947080963707,7.525290142164497,8.081894161927414,0.5224310245244812,7.525290142164497,michalewicz
6,1.1592917753362624,0.5353175744879983,2.8175856586866335,0.9777356329167707,1.3297525465467657,-0.31451794282405,-0.31451794282405,-0.31451794282405,0.0,False,True,0.0,ucb,0.2555502000031993,False,False,,8,e0e1801d-a1ce-4eb9-84b8-dabaca43b7c8,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,8.362239109513029,48.7717099191501,7.525290142164497,8.128618319858349,0.5224310245244812,7.525290142164497,michalewicz
7,1.1203799165861104,0.0,1.5534814427274088,1.2887765884680122,2.940483252771047,-0.8751705690869216,,-0.8751705690869216,0.0,False,True,,ucb,0.34158220002427697,False,True,-0.1783870337754227,8,e0e1801d-a1ce-4eb9-84b8-dabaca43b7c8,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,8.9228917357759,57.694601654926,7.525290142164497,8.242085950703714,0.5224310245244812,7.525290142164497,michalewicz
8,3.141592653589793,0.0,3.141592653589793,2.174469617130176,0.0,-1.0539382319120418,,-1.0539382319120418,0.0,False,True,,ucb,0.4429954999941401,False,True,-0.1783870337754227,8,e0e1801d-a1ce-4eb9-84b8-dabaca43b7c8,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,9.10165939860102,66.79626105352702,7.525290142164497,8.349532631690877,0.5224310245244812,7.525290142164497,michalewicz
9,1.337672613383811,1.970762966621254,1.182161429871336,2.1980140330349647,1.9989623418807523,-0.03106472459151118,-0.03106472459151118,-0.03106472459151118,0.0,False,True,0.0,ucb,0.27915529999881983,False,False,,8,e0e1801d-a1ce-4eb9-84b8-dabaca43b7c8,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,8.07878589128049,74.87504694480751,7.525290142164497,8.319449660534168,0.5224310245244812,7.525290142164497,michalewicz
10,0.8699854428723063,0.9692270241927959,1.4347152844438222,1.677119039922539,1.8816682806294522,-0.6659475671430415,,-0.6659475671430415,0.0,False,True,,ucb,0.3991190999513492,False,True,-0.1443543065132659,8,e0e1801d-a1ce-4eb9-84b8-dabaca43b7c8,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,8.71366873383202,83.58871567863953,7.525290142164497,8.358871567863954,0.5224310245244812,7.525290142164497,michalewicz
